SW Version,2022.1
Date and Time Started,2023-Oct-18 17:46:23
Date and Time Ended,2023-Oct-18 17:46:35
Scan Name,2J2D2-1J2D1
Link Settings,
Reset RX After Applying Settings,false
Open Area,15552
Horizontal Opening,161
Horizontal Percentage,63.64
Vertical Opening,97
Vertical Percentage,41.94
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251872,0.251903,0.251903,0.251903,0.251903,0.251872,0.251593,0.25181,0.251841,0.251872,0.251903,0.251471,0.251316,0.251594,0.251501,0.251717,0.251841,0.251903,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
112,0.249292,0.250463,0.251132,0.25013,0.249889,0.249711,0.24977,0.248905,0.249431,0.249634,0.249029,0.246984,0.245178,0.243724,0.241791,0.244395,0.249917,0.248339,0.242739,0.235909,0.24194,0.246701,0.247876,0.249703,0.250766,0.251563,0.251841,0.251779,0.251563,0.251286,0.250949,0.25181,0.251903
104,0.222268,0.233913,0.233279,0.232143,0.23008,0.231194,0.229524,0.228676,0.225773,0.224257,0.219912,0.21551,0.212761,0.210769,0.205958,0.207712,0.231206,0.225244,0.200568,0.188557,0.197842,0.204625,0.213087,0.223522,0.231955,0.242008,0.242722,0.242735,0.24081,0.237207,0.240553,0.244197,0.249469
96,0.178823,0.185049,0.195734,0.195486,0.193009,0.192442,0.188589,0.180549,0.176379,0.167747,0.166397,0.160716,0.152557,0.144868,0.135497,0.138491,0.178401,0.173458,0.132175,0.111585,0.130276,0.128934,0.13388,0.14249,0.157334,0.179963,0.192971,0.199711,0.201524,0.200671,0.203288,0.21516,0.228074
88,0.146168,0.147965,0.152179,0.150877,0.149213,0.140044,0.133553,0.121659,0.112638,0.10327,0.0946321,0.0816516,0.0739721,0.0696074,0.0635772,0.0655977,0.103438,0.09624,0.0588772,0.0464303,0.0508163,0.0517671,0.0538095,0.0661047,0.0867082,0.108564,0.13667,0.147091,0.158036,0.157148,0.159177,0.175039,0.189391
80,0.130524,0.129811,0.128355,0.124462,0.116905,0.103788,0.0930369,0.0783892,0.0635923,0.0503443,0.0398266,0.0325648,0.0270572,0.0233643,0.0200037,0.0204422,0.0347993,0.0321483,0.019314,0.0139312,0.013792,0.0122769,0.0104263,0.00978867,0.0167457,0.0387509,0.0724513,0.0996869,0.118588,0.127475,0.129637,0.135691,0.147286
72,0.126144,0.125452,0.122113,0.11112,0.0987987,0.0843585,0.0668542,0.0472344,0.033088,0.0236439,0.0161764,0.0112865,0.00803184,0.00602457,0.00443716,0.00414724,0.00913981,0.00801826,0.00334792,0.00221602,0.00197807,0.00156333,0.000891699,0.000474579,0.00098218,0.00923314,0.0335593,0.0734104,0.101101,0.11671,0.125744,0.126286,0.126646
64,0.125676,0.122839,0.112526,0.0982335,0.0782984,0.0593891,0.0384264,0.0235703,0.0140281,0.00792606,0.0043127,0.00220159,0.00129058,0.000629315,0.000284199,0.000248436,0.000676761,0.000476725,0.00010884,6.12745e-05,5.25721e-05,2.12196e-05,2.26501e-06,3.2187e-06,1.76432e-05,0.00108864,0.0112362,0.0404644,0.081433,0.104026,0.120658,0.12582,0.126006
56,0.124555,0.118325,0.101385,0.0820107,0.0600156,0.0390061,0.0208892,0.0107578,0.00492366,0.00206307,0.000656853,0.000202063,7.6772e-05,9.77531e-06,5.3645e-06,2.86107e-06,9.53689e-06,1.54974e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,6.86656e-05,0.00281267,0.0195575,0.0609745,0.0926014,0.11056,0.124644,0.126208
48,0.121905,0.109708,0.0871626,0.0639991,0.0386381,0.0197384,0.00899664,0.00350445,0.00100221,0.000152352,2.90875e-05,2.62264e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.26501e-06,0.000372535,0.00759685,0.0315051,0.0751397,0.100723,0.119168,0.127216
40,0.118564,0.0945169,0.0690669,0.0431916,0.0211385,0.00839123,0.00258879,0.000566014,7.66527e-05,1.0729e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.3723e-05,0.00181034,0.0142382,0.0476733,0.0859013,0.107177,0.128644
32,0.115104,0.0806143,0.0503181,0.0248276,0.00970834,0.00252847,0.00037623,8.82162e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000225428,0.00523277,0.0244951,0.0666923,0.0986212,0.131067
24,0.113206,0.0689438,0.0333124,0.0129796,0.00347643,0.000618825,6.72351e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.66896e-05,0.00170305,0.0128445,0.0440683,0.0904132,0.135995
16,0.114643,0.0581012,0.0190844,0.00495942,0.000878109,7.86793e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-07,0.000328069,0.00565609,0.0263917,0.08092,0.150464
8,0.113261,0.056983,0.0153713,0.00228647,0.000173333,9.53689e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000115992,0.00496455,0.024035,0.0770131,0.157512
