SW Version,2022.1
Date and Time Started,2024-Feb-01 16:50:37
Date and Time Ended,2024-Feb-01 16:50:50
Scan Name,Scan_2J2D1-0J2D2
Link Settings,
Reset RX After Applying Settings,false
Open Area,9984
Horizontal Opening,129
Horizontal Percentage,51.52
Vertical Opening,73
Vertical Percentage,32.26
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.251347,0.251841,0.251501,0.25181,0.251841,0.251779,0.25147,0.251717,0.251409,0.25107,0.251255,0.250518,0.250455,0.248806,0.246086,0.245524,0.251194,0.24983,0.246687,0.242289,0.247883,0.251041,0.251071,0.251501,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251872,0.251903,0.251903
112,0.240179,0.245155,0.245965,0.245489,0.248143,0.241338,0.243108,0.241926,0.240961,0.243047,0.234659,0.225042,0.22705,0.226599,0.212844,0.214614,0.231463,0.235316,0.218355,0.202671,0.216898,0.217308,0.227426,0.240488,0.24957,0.249641,0.251008,0.249028,0.251039,0.248422,0.251131,0.251531,0.251903
104,0.210369,0.210845,0.223505,0.219432,0.217351,0.215986,0.206469,0.208726,0.198742,0.187848,0.18593,0.180624,0.169171,0.156727,0.146472,0.147008,0.178085,0.188524,0.148284,0.129285,0.141336,0.153073,0.168034,0.199856,0.206998,0.212656,0.228466,0.229557,0.23184,0.23326,0.232952,0.241741,0.249001
96,0.163953,0.175028,0.177585,0.174586,0.176271,0.170255,0.164043,0.160833,0.147579,0.138262,0.121364,0.111116,0.0903636,0.0837804,0.0747386,0.0713791,0.106583,0.11022,0.0715611,0.0529974,0.0610545,0.076364,0.081488,0.0950674,0.128205,0.154357,0.191763,0.192432,0.191283,0.195156,0.194079,0.222884,0.228899
88,0.14332,0.145814,0.146802,0.147087,0.143118,0.136598,0.12723,0.118861,0.105578,0.0914175,0.0759497,0.0644349,0.0527457,0.0399146,0.0350442,0.0346145,0.0464921,0.0532615,0.0318596,0.0220289,0.0259799,0.0309469,0.0338877,0.0489971,0.060014,0.0903558,0.127085,0.148282,0.157061,0.159729,0.166315,0.174069,0.195378
80,0.131935,0.132269,0.132037,0.130709,0.12323,0.109219,0.099894,0.0877961,0.0737194,0.0576414,0.0440569,0.0325044,0.0239862,0.0183325,0.0141584,0.0122383,0.0185497,0.0225088,0.0111499,0.00662826,0.00782394,0.00909462,0.0103852,0.0151991,0.0272981,0.0410871,0.0726331,0.103569,0.130055,0.13659,0.14134,0.148169,0.154474
72,0.127433,0.127033,0.123214,0.114477,0.103075,0.0917788,0.0772044,0.0619934,0.0480217,0.0349952,0.0246128,0.0171301,0.0115194,0.00812925,0.00522431,0.00422985,0.00548359,0.00609371,0.00259546,0.00110401,0.00160017,0.00193861,0.00233916,0.00303118,0.00629399,0.016282,0.0375597,0.0717351,0.105787,0.123145,0.130562,0.135026,0.138487
64,0.125132,0.122185,0.115542,0.102057,0.0888037,0.0715965,0.0575853,0.0423446,0.0315106,0.0196382,0.0134599,0.00787761,0.00475402,0.00260655,0.00146654,0.000910058,0.00103237,0.00139477,0.000368482,9.0362e-05,0.000173333,0.00021458,0.000288849,0.000394112,0.000996605,0.00519486,0.0177103,0.0452397,0.0843896,0.110929,0.122561,0.126927,0.130968
56,0.126051,0.122145,0.107322,0.0931294,0.0756332,0.0615909,0.0437191,0.0290875,0.0185381,0.0108945,0.00659798,0.00360411,0.0019286,0.000983492,0.000369793,0.000180843,0.0002358,0.000231985,7.27188e-05,2.08619e-05,2.05043e-05,8.5832e-06,4.83997e-05,3.95781e-05,0.000170353,0.00137737,0.00935026,0.0276245,0.0594867,0.0963629,0.115449,0.124275,0.127968
48,0.125931,0.114656,0.0978283,0.0789869,0.057072,0.0414067,0.0271961,0.0176812,0.0105144,0.00551614,0.00281779,0.00126388,0.000496633,0.000213388,6.48508e-05,3.8982e-05,3.0518e-05,1.85969e-05,1.0729e-06,2.38422e-07,1.0729e-06,1.66896e-06,1.0729e-06,2.38422e-07,1.10866e-05,0.000314121,0.0032491,0.0157047,0.0417426,0.0787411,0.104268,0.122445,0.128817
40,0.124187,0.104282,0.0828428,0.0608289,0.0407703,0.0270897,0.0168875,0.00966984,0.00484259,0.00244788,0.000887527,0.000321155,0.000121834,4.685e-05,7.62951e-06,9.53689e-07,5.96056e-07,7.15267e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.0729e-06,5.55524e-05,0.00113251,0.00802684,0.0274049,0.0579392,0.0922289,0.116293,0.132615
32,0.126992,0.094135,0.068573,0.0449451,0.0282858,0.0170699,0.00950363,0.00493236,0.00201014,0.000846757,0.000224713,7.00961e-05,2.38422e-05,8.34478e-07,8.34478e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-07,9.29847e-06,0.000267271,0.00338512,0.0160474,0.040946,0.0786233,0.109983,0.135192
24,0.122713,0.0862589,0.0542514,0.0354165,0.0213464,0.0109261,0.0053167,0.00233201,0.00085832,0.000268702,5.30489e-05,2.27693e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,9.53689e-07,8.17788e-05,0.00141265,0.00987632,0.0296858,0.063186,0.101327,0.14035
16,0.12619,0.076753,0.0426798,0.0226159,0.0111213,0.00548347,0.00232915,0.000671635,0.000244621,4.83997e-05,2.1458e-06,1.31132e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,9.53689e-06,0.000500091,0.00462873,0.0191421,0.049195,0.0966599,0.145613
8,0.125929,0.0723143,0.0347703,0.015119,0.00631986,0.00251416,0.000788224,0.000239137,5.26913e-05,2.62264e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.0729e-06,0.000124695,0.00229112,0.0126757,0.0415174,0.0911877,0.148037
0,0.124414,0.0710395,0.0319495,0.0132595,0.00464923,0.00129463,0.000294809,7.68912e-05,4.05318e-06,4.76844e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.27831e-05,0.00125315,0.0107347,0.0373527,0.0895287,0.152049
-8,0.125206,0.0695935,0.0319219,0.0132782,0.00526591,0.00147631,0.000364667,4.27968e-05,1.54974e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.64786e-05,0.00129809,0.010951,0.0388071,0.0903199,0.153069
-16,0.122759,0.0739235,0.0364964,0.0168092,0.0082605,0.00270943,0.00104036,0.00016773,3.45712e-05,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,7.15267e-07,0.000178459,0.00257281,0.0150753,0.0454873,0.0965134,0.148126
-24,0.121987,0.0835399,0.0465785,0.0241511,0.0138224,0.00651298,0.00286977,0.000745308,0.000258807,1.88354e-05,1.31132e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,8.22557e-06,0.000535496,0.00621841,0.0228276,0.0577346,0.105044,0.14441
-32,0.123289,0.0883776,0.059123,0.0363041,0.0203086,0.0103851,0.00592205,0.00218764,0.000751149,0.000158551,2.13388e-05,1.0729e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.66896e-06,5.03071e-05,0.00153353,0.0106888,0.0328788,0.0724709,0.109486,0.137929
