SW Version,2022.1
Date and Time Started,2024-Feb-01 16:50:01
Date and Time Ended,2024-Feb-01 16:50:13
Scan Name,Scan_0J2CMD-2J2CMD
Link Settings,
Reset RX After Applying Settings,false
Open Area,9472
Horizontal Opening,129
Horizontal Percentage,51.52
Vertical Opening,73
Vertical Percentage,32.26
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247969,0.247969,0.247938,0.24766,0.247663,0.247536,0.247941,0.247848,0.247847,0.247538,0.247848,0.247939,0.247969,0.247969,0.247969,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969
112,0.247476,0.247939,0.247881,0.247678,0.247765,0.247707,0.247592,0.247325,0.247649,0.247317,0.24712,0.247433,0.245458,0.246387,0.244717,0.245137,0.247294,0.247509,0.244921,0.242679,0.24599,0.247048,0.247631,0.247847,0.24797,0.24791,0.24791,0.247939,0.247969,0.24797,0.247939,0.247969,0.247969
104,0.242787,0.245016,0.244684,0.244936,0.243593,0.244067,0.244705,0.242441,0.242699,0.241936,0.238752,0.235435,0.233844,0.233445,0.228218,0.232198,0.239988,0.238121,0.231648,0.228271,0.232051,0.238643,0.240457,0.243436,0.246372,0.246914,0.247268,0.247672,0.247634,0.247605,0.247632,0.247651,0.24791
96,0.224097,0.229238,0.232461,0.23224,0.233108,0.230602,0.229017,0.226394,0.227089,0.222651,0.216226,0.213176,0.201816,0.192129,0.192028,0.185449,0.218628,0.218681,0.197572,0.173405,0.188396,0.202916,0.214596,0.220145,0.230608,0.238133,0.238566,0.238645,0.240703,0.240615,0.241432,0.244503,0.24671
88,0.197809,0.210477,0.212609,0.215697,0.205643,0.20362,0.198607,0.19519,0.18749,0.182191,0.180028,0.16081,0.15445,0.132114,0.124461,0.128313,0.172709,0.178325,0.142403,0.121176,0.134188,0.149079,0.160794,0.17663,0.195123,0.209539,0.22062,0.223733,0.228354,0.224256,0.229319,0.233073,0.239399
80,0.162356,0.162988,0.17057,0.174189,0.168594,0.156559,0.145965,0.143888,0.131669,0.121427,0.0976694,0.0862956,0.0747279,0.0618556,0.0566874,0.0610748,0.0949525,0.0967963,0.0644973,0.0488224,0.055112,0.0605373,0.0708037,0.090651,0.116388,0.140334,0.16786,0.184994,0.189031,0.18837,0.19316,0.200537,0.214093
72,0.138903,0.137957,0.140205,0.136281,0.130345,0.120422,0.112588,0.0968399,0.0851276,0.0716475,0.0564949,0.0450904,0.0329454,0.0250931,0.0200699,0.0188702,0.0324606,0.0338497,0.0190379,0.0127306,0.0157155,0.0182693,0.0224189,0.0292994,0.0413298,0.0652617,0.103289,0.129553,0.1459,0.154211,0.154236,0.163218,0.174973
64,0.128199,0.127565,0.124687,0.11903,0.11043,0.100035,0.0850927,0.0727627,0.0567102,0.0432167,0.0298171,0.0206589,0.0134706,0.00922772,0.00577375,0.00502582,0.00943079,0.00903859,0.00476189,0.00241414,0.00357288,0.0039683,0.00499256,0.00626407,0.011355,0.0241996,0.0508818,0.0883627,0.117357,0.129602,0.137042,0.140018,0.146691
56,0.126026,0.123556,0.117497,0.10931,0.0939094,0.0818917,0.0681655,0.0523194,0.0373803,0.0258724,0.0160472,0.0094248,0.00480135,0.0029339,0.00157526,0.00126256,0.00216332,0.00229565,0.000783575,0.000440127,0.000506051,0.000761163,0.000819815,0.00120427,0.0024089,0.00806499,0.0258718,0.0579006,0.0944899,0.117786,0.126236,0.130018,0.133749
48,0.124913,0.117617,0.108229,0.0932914,0.0756194,0.0614792,0.046055,0.0307763,0.0201209,0.0115795,0.0061265,0.00263373,0.00118806,0.000419265,0.000240926,0.000126245,0.000322466,0.000224475,0.00011027,2.3723e-05,3.07565e-05,5.18568e-05,4.61347e-05,0.000108363,0.000273351,0.00150504,0.00948292,0.0314932,0.06811,0.101913,0.117149,0.12449,0.12848
40,0.12224,0.109737,0.0972409,0.0782626,0.0582075,0.0416933,0.0267137,0.0155683,0.0086428,0.00381654,0.00164654,0.00041855,0.000163558,1.58551e-05,7.86793e-06,1.0729e-06,7.74872e-06,1.71664e-05,1.19211e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,7.15267e-07,5.00687e-06,0.000261788,0.00259451,0.014969,0.0421761,0.0800761,0.107525,0.121087,0.131164
32,0.122563,0.100697,0.0788555,0.0562765,0.037875,0.0228447,0.0130468,0.00622449,0.00297169,0.000985757,0.000185373,3.19486e-05,2.86107e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.76844e-07,1.85969e-05,0.000492819,0.00597713,0.0245212,0.0567477,0.0903641,0.116305,0.133631
24,0.125894,0.0952119,0.0613677,0.0402862,0.023428,0.0124027,0.00609431,0.00223247,0.000767004,0.000127794,2.03851e-05,1.66896e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.76844e-07,0.000128629,0.00198582,0.0127807,0.0376038,0.0738244,0.108517,0.139951
16,0.122371,0.0803869,0.0460797,0.0247021,0.011469,0.00504382,0.00166657,0.000507601,7.61759e-05,1.0729e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,8.22557e-06,0.000434048,0.00547811,0.0231185,0.0548753,0.10112,0.145305
8,0.12378,0.0714403,0.0355604,0.0157452,0.00565013,0.00185945,0.000358706,8.15404e-05,4.76844e-06,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,8.21365e-05,0.00218705,0.014342,0.0449575,0.0954906,0.153458
0,0.123839,0.0706247,0.0321914,0.0132972,0.0051889,0.00143137,0.000443465,4.63731e-05,3.33791e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.12333e-05,0.00148573,0.0112991,0.0416223,0.0948378,0.15631
-8,0.123805,0.0701978,0.0322967,0.0131594,0.00493057,0.00139513,0.00042761,4.61347e-05,3.09949e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.77625e-05,0.0015811,0.0110842,0.0395937,0.0938574,0.156304
-16,0.127234,0.0735867,0.0359236,0.0166754,0.00819305,0.00338273,0.00134244,0.00035668,5.92479e-05,5.96056e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.26501e-06,0.00018883,0.00269417,0.0150599,0.0459283,0.0994624,0.152585
