SW Version,2022.1
Date and Time Started,2024-Feb-01 18:20:56
Date and Time Ended,2024-Feb-01 18:21:08
Scan Name,Scan_0J3CMD-3J3CMD
Link Settings,
Reset RX After Applying Settings,false
Open Area,8320
Horizontal Opening,113
Horizontal Percentage,45.45
Vertical Opening,73
Vertical Percentage,32.26
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.247133,0.247361,0.24797,0.247678,0.247939,0.247536,0.247939,0.247794,0.246904,0.247018,0.246925,0.246327,0.245375,0.246356,0.245568,0.246901,0.247139,0.246139,0.244512,0.241318,0.245216,0.246142,0.247057,0.247941,0.24791,0.247969,0.247941,0.247939,0.24791,0.247939,0.247941,0.247939,0.247939
112,0.240414,0.243354,0.24521,0.245047,0.244249,0.241052,0.243674,0.244293,0.243296,0.242339,0.24064,0.236285,0.236476,0.233028,0.229723,0.228882,0.236472,0.234442,0.227913,0.220539,0.232036,0.23366,0.239895,0.243159,0.246079,0.246927,0.246354,0.247175,0.247611,0.247578,0.246809,0.247879,0.247939
104,0.230966,0.221602,0.237061,0.233324,0.225336,0.227694,0.224696,0.222248,0.225024,0.218496,0.217638,0.207863,0.19475,0.192136,0.18601,0.180452,0.204486,0.206626,0.176916,0.168354,0.183138,0.19004,0.207182,0.21889,0.230883,0.237541,0.241179,0.239615,0.238839,0.24019,0.238261,0.24236,0.244259
96,0.190072,0.189815,0.195525,0.19961,0.195739,0.19125,0.188045,0.187043,0.181017,0.170041,0.165702,0.152458,0.140382,0.123735,0.112492,0.117168,0.135994,0.141161,0.106236,0.0811746,0.0941706,0.113402,0.125604,0.153986,0.178414,0.200308,0.209276,0.214494,0.212819,0.210819,0.214216,0.222052,0.233367
88,0.163089,0.161809,0.165901,0.167519,0.162751,0.156191,0.154143,0.147706,0.142884,0.129865,0.115978,0.100407,0.0875503,0.0742529,0.0634589,0.0572976,0.0806672,0.0799333,0.0509328,0.0430947,0.0474032,0.0469955,0.0601857,0.0729332,0.103678,0.134753,0.160113,0.173634,0.1798,0.183322,0.180329,0.190053,0.209966
80,0.143654,0.143853,0.142749,0.139632,0.13899,0.132099,0.127445,0.119524,0.110665,0.0927715,0.0771194,0.062581,0.0471611,0.036597,0.0247548,0.0238262,0.0327217,0.0304361,0.0197139,0.0145993,0.016079,0.0177314,0.0192713,0.0274269,0.0410904,0.069985,0.104751,0.129815,0.148205,0.152227,0.151902,0.158037,0.170262
72,0.131936,0.131785,0.132301,0.127827,0.123601,0.11833,0.108452,0.0972771,0.0825908,0.0640394,0.049276,0.0352914,0.0247637,0.0162884,0.0113962,0.00857331,0.011008,0.0113243,0.00681208,0.00389916,0.0050902,0.00550183,0.00608394,0.00913694,0.0135751,0.0290563,0.0593136,0.0928219,0.118943,0.130694,0.134659,0.137057,0.144943
64,0.127759,0.12649,0.123046,0.122194,0.113258,0.102609,0.0863884,0.0747513,0.0557597,0.0371117,0.0274176,0.0169515,0.0107436,0.00661645,0.00422186,0.0025895,0.00335186,0.00290303,0.00166216,0.000869764,0.000906362,0.00114383,0.0012659,0.00200501,0.00360244,0.0108024,0.0279744,0.0598262,0.0954116,0.116388,0.125289,0.129785,0.13209
56,0.127792,0.124766,0.119657,0.111172,0.097746,0.0889725,0.0700861,0.0541351,0.0377031,0.0246592,0.0148214,0.00845246,0.00480218,0.00288062,0.00120356,0.000650535,0.000726115,0.000566491,0.000138762,4.98302e-05,5.94863e-05,0.000134351,0.000159862,0.000273232,0.000778806,0.0035873,0.0130736,0.0354452,0.0711551,0.102398,0.11611,0.124786,0.129053
48,0.12916,0.122241,0.114824,0.102215,0.0854637,0.0678586,0.0481982,0.0335822,0.0210282,0.012922,0.00660644,0.00357538,0.00180438,0.000619182,0.000108721,0.000111701,5.00687e-05,4.22007e-05,6.79503e-06,2.38422e-07,3.57633e-07,2.38422e-07,2.38422e-07,6.55661e-06,7.00961e-05,0.000821722,0.00489457,0.0180765,0.0442265,0.0794114,0.107046,0.118609,0.126825
