SW Version,2022.1
Date and Time Started,2024-Feb-02 11:05:00
Date and Time Ended,2024-Feb-02 11:05:09
Scan Name,Scan_2J6D0-0J1D3
Link Settings,
Reset RX After Applying Settings,false
Open Area,0
Horizontal Opening,0
Horizontal Percentage,0.00
Vertical Opening,0
Vertical Percentage,0.00
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.230216,0.233461,0.23031,0.233735,0.233459,0.234217,0.228792,0.238778,0.225826,0.224932,0.226107,0.22502,0.222716,0.235484,0.225858,0.211517,0.228497,0.22275,0.222426,0.214524,0.220987,0.233623,0.229113,0.231687,0.231906,0.235867,0.237913,0.243402,0.236932,0.244428,0.238873,0.243695,0.245287
112,0.219579,0.228064,0.225725,0.224666,0.21704,0.223143,0.219567,0.226749,0.213541,0.212806,0.209181,0.202409,0.210826,0.212316,0.205351,0.221035,0.214104,0.204258,0.208441,0.203893,0.212386,0.210645,0.204117,0.212647,0.221858,0.227738,0.225745,0.231987,0.233777,0.236595,0.233186,0.236484,0.240693
104,0.208363,0.206764,0.209847,0.206964,0.211837,0.206102,0.205388,0.202456,0.203112,0.196469,0.196621,0.194004,0.194042,0.205931,0.181155,0.182442,0.186014,0.191874,0.18179,0.182838,0.184434,0.186652,0.19234,0.192473,0.196433,0.211544,0.217831,0.218206,0.219656,0.222088,0.22479,0.221864,0.233887
96,0.203219,0.207244,0.202487,0.188977,0.19619,0.18262,0.183252,0.190234,0.182229,0.168449,0.173758,0.175737,0.166298,0.164959,0.179511,0.164634,0.168489,0.16393,0.148691,0.164406,0.166983,0.171775,0.176219,0.179932,0.179278,0.18737,0.193794,0.21037,0.201928,0.207814,0.209014,0.219773,0.226805
88,0.185365,0.190841,0.192761,0.185503,0.178932,0.174922,0.177054,0.174995,0.164295,0.154382,0.149295,0.149639,0.150089,0.144841,0.144873,0.112605,0.147162,0.143654,0.146188,0.142103,0.130073,0.145147,0.153638,0.150485,0.159344,0.169351,0.175194,0.188329,0.1933,0.203179,0.199588,0.208952,0.222758
80,0.174886,0.173661,0.170082,0.173078,0.164832,0.166127,0.168117,0.14914,0.143418,0.135526,0.133792,0.133243,0.117609,0.110047,0.122672,0.113752,0.120785,0.125771,0.126417,0.11462,0.13139,0.123754,0.127544,0.138458,0.148276,0.147186,0.148251,0.161854,0.172904,0.180815,0.188895,0.219643,0.210611
72,0.163579,0.167356,0.16761,0.160971,0.138535,0.137559,0.132343,0.121583,0.115714,0.117654,0.110327,0.101846,0.0987755,0.0879343,0.0912916,0.0913061,0.0963618,0.0969433,0.0876706,0.0808968,0.0985637,0.0921797,0.109423,0.102875,0.111327,0.121552,0.127978,0.133147,0.144428,0.165868,0.173037,0.180572,0.193213
64,0.161151,0.14668,0.138741,0.134712,0.128837,0.113872,0.116707,0.105675,0.105023,0.0938173,0.0893608,0.0829297,0.0807089,0.0770488,0.0613616,0.066405,0.0713342,0.0774943,0.0640558,0.0621821,0.0560104,0.064305,0.0677799,0.0772759,0.0846918,0.0796674,0.0996694,0.109978,0.123458,0.137177,0.156968,0.16466,0.17184
56,0.155765,0.141978,0.134321,0.125343,0.11728,0.112443,0.102571,0.094112,0.0784237,0.0787678,0.0748568,0.0715197,0.0741798,0.0603979,0.056025,0.0498761,0.0616213,0.0565671,0.0478258,0.0497865,0.0542849,0.0549062,0.0586715,0.0625121,0.0671579,0.0729681,0.0854927,0.0981442,0.119914,0.12461,0.133262,0.151419,0.167726
48,0.143935,0.140585,0.126584,0.104452,0.0990258,0.089208,0.0803674,0.0700925,0.0712808,0.0631662,0.0609999,0.0516991,0.0470292,0.0460297,0.041113,0.0396722,0.0469447,0.0476073,0.0393143,0.0365549,0.0403905,0.0454095,0.0482195,0.0491896,0.0497757,0.0568363,0.0657273,0.0801626,0.0976074,0.115499,0.135328,0.146422,0.157914
40,0.143569,0.125834,0.110581,0.0968272,0.084785,0.0760065,0.0854199,0.0658205,0.0531756,0.0470763,0.0438289,0.0382747,0.0364823,0.0318507,0.031044,0.0312,0.0357254,0.0315639,0.0315287,0.0300431,0.0327385,0.0299938,0.0350141,0.0355844,0.0387719,0.0465585,0.0525497,0.0647481,0.0822571,0.09346,0.115031,0.134757,0.153395
