SW Version,2022.1
Date and Time Started,2023-Nov-10 15:33:21
Date and Time Ended,2023-Nov-10 15:33:36
Scan Name,ff1-CA11
Link Settings,
Reset RX After Applying Settings,false
Open Area,0
Horizontal Opening,0
Horizontal Percentage,0.00
Vertical Opening,0
Vertical Percentage,0.00
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-256,-248,-240,-232,-224,-216,-208,-200,-192,-184,-176,-168,-160,-152,-144,-136,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224,232,240,248,256
120,0.216342,0.219898,0.225707,0.216097,0.227945,0.217213,0.219247,0.207464,0.21519,0.217328,0.222476,0.203031,0.215938,0.218153,0.213367,0.202275,0.211551,0.197586,0.194638,0.193845,0.19228,0.205795,0.189095,0.199125,0.207257,0.191366,0.197254,0.197768,0.194367,0.183996,0.198778,0.196938,0.208444,0.207554,0.205789,0.202908,0.205813,0.203896,0.20572,0.210186,0.217504,0.207996,0.218224,0.215722,0.217645,0.209135,0.22288,0.215373,0.218308,0.223355,0.226201,0.223394,0.225031,0.22659,0.214706,0.227348,0.223155,0.216225,0.22021,0.222118,0.226449,0.22889,0.22496,0.228855,0.231086
112,0.205942,0.219101,0.219571,0.207938,0.219218,0.202492,0.214941,0.21324,0.210962,0.213137,0.203642,0.199679,0.19366,0.199297,0.204384,0.1909,0.199927,0.191113,0.189355,0.19918,0.181485,0.191787,0.191235,0.180938,0.179783,0.171026,0.1857,0.175751,0.18512,0.188116,0.183785,0.186675,0.18784,0.1881,0.196353,0.186016,0.189826,0.19255,0.195535,0.207542,0.198389,0.199703,0.206776,0.198391,0.206574,0.205598,0.210682,0.213396,0.208379,0.210065,0.209557,0.208579,0.215369,0.214955,0.216963,0.203162,0.217379,0.223365,0.209973,0.213489,0.215324,0.213641,0.219944,0.220869,0.210757
104,0.20387,0.1993,0.205797,0.205484,0.198459,0.206203,0.184806,0.187835,0.197598,0.187795,0.200453,0.191606,0.184712,0.186107,0.181374,0.184544,0.176319,0.179927,0.180679,0.174947,0.176917,0.174856,0.17336,0.161577,0.171348,0.172549,0.169354,0.166218,0.17081,0.17401,0.170023,0.170366,0.172576,0.174973,0.175498,0.176529,0.181572,0.180113,0.192533,0.182896,0.186095,0.186191,0.1859,0.19328,0.198302,0.201236,0.1917,0.200375,0.204872,0.197632,0.20441,0.202887,0.201049,0.204017,0.193444,0.210684,0.21054,0.204008,0.207389,0.203085,0.197362,0.204796,0.215753,0.211261,0.211012
96,0.181878,0.195698,0.18715,0.190856,0.189431,0.183948,0.179946,0.195669,0.17762,0.169123,0.183398,0.162196,0.165296,0.166278,0.176391,0.150455,0.156264,0.156222,0.157038,0.162846,0.155775,0.168482,0.149329,0.156267,0.155916,0.151239,0.150112,0.153978,0.156124,0.153637,0.151023,0.159663,0.160848,0.165338,0.171188,0.162881,0.164472,0.159408,0.163436,0.168695,0.178107,0.171176,0.173219,0.178914,0.180248,0.183298,0.178882,0.185695,0.188385,0.192251,0.18553,0.188656,0.192609,0.193345,0.195446,0.192364,0.19434,0.190877,0.188262,0.202576,0.194323,0.203338,0.200438,0.200772,0.203471
88,0.17182,0.175301,0.180094,0.180833,0.171315,0.170102,0.170892,0.159456,0.159641,0.154511,0.16131,0.148334,0.140923,0.149459,0.144289,0.146079,0.136356,0.149482,0.148195,0.152799,0.142651,0.147439,0.133402,0.143502,0.135179,0.133031,0.138844,0.143249,0.13496,0.135338,0.139942,0.153756,0.157123,0.137157,0.163963,0.154679,0.141801,0.138721,0.149798,0.159977,0.166404,0.173542,0.162691,0.167971,0.173914,0.167996,0.166471,0.174043,0.167225,0.169847,0.170999,0.16027,0.174526,0.184801,0.176589,0.183477,0.170276,0.18024,0.177112,0.185713,0.185572,0.188399,0.193528,0.191695,0.190811
80,0.165414,0.162964,0.157083,0.164199,0.151507,0.152508,0.150576,0.144915,0.137612,0.14628,0.14602,0.138406,0.145521,0.131457,0.130282,0.132284,0.128225,0.12549,0.131566,0.124591,0.125682,0.127408,0.117507,0.122275,0.124108,0.123208,0.11695,0.129149,0.112602,0.11237,0.116501,0.126995,0.121469,0.128947,0.124741,0.133798,0.122355,0.13341,0.126187,0.144263,0.146139,0.153181,0.15311,0.150157,0.14752,0.147766,0.151473,0.157094,0.154626,0.161178,0.156959,0.154922,0.155919,0.1561,0.161615,0.162829,0.163699,0.159491,0.164711,0.171495,0.168469,0.184692,0.186334,0.186066,0.179206
72,0.156153,0.147505,0.148082,0.143535,0.143309,0.133021,0.138118,0.130246,0.131455,0.129396,0.124656,0.126639,0.12274,0.112413,0.126866,0.115031,0.120452,0.113036,0.115044,0.108082,0.113533,0.102829,0.113859,0.10326,0.0994384,0.107164,0.101648,0.104447,0.0972526,0.100619,0.107386,0.0991502,0.103389,0.103996,0.105763,0.106246,0.111349,0.111674,0.107141,0.122086,0.125774,0.128362,0.130041,0.127011,0.12804,0.13121,0.124958,0.136137,0.135095,0.131726,0.136369,0.133472,0.139057,0.139701,0.151063,0.145493,0.154357,0.153484,0.162047,0.151116,0.16264,0.157171,0.170319,0.176233,0.170416
64,0.14628,0.145866,0.136461,0.137291,0.128617,0.13579,0.12611,0.123238,0.125715,0.115024,0.1158,0.120515,0.119932,0.106537,0.109024,0.100209,0.109825,0.102428,0.101712,0.0991468,0.0964296,0.0959604,0.0944017,0.097457,0.0939098,0.0952152,0.0927288,0.0943576,0.081563,0.0879806,0.0972427,0.078921,0.0778286,0.0884213,0.0949039,0.0825137,0.0934067,0.0852545,0.0915148,0.107358,0.106644,0.112048,0.108818,0.119807,0.123314,0.124101,0.119264,0.122024,0.118218,0.123503,0.129804,0.133178,0.124425,0.134517,0.12914,0.141757,0.133824,0.147885,0.147861,0.146946,0.150771,0.152244,0.155434,0.163411,0.169038
56,0.142259,0.138559,0.122417,0.126697,0.122531,0.124218,0.113937,0.12033,0.10767,0.106201,0.110189,0.103354,0.10137,0.100976,0.109775,0.0964786,0.0960228,0.101038,0.0867696,0.0912455,0.0879379,0.0852266,0.0952206,0.07768,0.0818606,0.082812,0.0747888,0.0759157,0.0773741,0.0668897,0.0674327,0.0812794,0.073906,0.0706016,0.0841144,0.079458,0.0729581,0.0693565,0.0840755,0.0889259,0.0893574,0.0964177,0.102556,0.0895614,0.100677,0.0972447,0.105234,0.1104,0.115493,0.111091,0.118127,0.122968,0.124311,0.120919,0.124065,0.126666,0.137469,0.138066,0.138501,0.144645,0.143283,0.15449,0.153477,0.163786,0.160175
48,0.138983,0.136236,0.13054,0.129192,0.118397,0.123536,0.11223,0.103684,0.102151,0.106496,0.0976181,0.0950322,0.0933667,0.091854,0.0829441,0.0887588,0.0838281,0.0781535,0.0799995,0.0698792,0.07544,0.0695731,0.0737718,0.0651418,0.0629059,0.0683112,0.0676821,0.0635042,0.0647827,0.0579809,0.0601959,0.0562112,0.0591686,0.0606621,0.0689192,0.0699128,0.0658227,0.0670563,0.0653664,0.0754135,0.0815209,0.0789067,0.0730936,0.0862558,0.0895686,0.0910807,0.0843663,0.0983508,0.0918911,0.0967924,0.101306,0.105903,0.112428,0.11259,0.119914,0.123107,0.12657,0.135239,0.134784,0.14034,0.140796,0.143339,0.155614,0.15357,0.156842
