SW Version,2022.1
Date and Time Started,2023-Nov-10 15:47:09
Date and Time Ended,2023-Nov-10 15:47:29
Scan Name,ff1-CA4
Link Settings,
Reset RX After Applying Settings,false
Open Area,16448
Horizontal Opening,241
Horizontal Percentage,47.69
Vertical Opening,73
Vertical Percentage,32.26
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-256,-248,-240,-232,-224,-216,-208,-200,-192,-184,-176,-168,-160,-152,-144,-136,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224,232,240,248,256
120,0.247969,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.24797,0.247939,0.247939,0.247941,0.247941,0.24791,0.247854,0.24791,0.247883,0.247854,0.247883,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.24797,0.247939,0.24797,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.247939,0.247969,0.247939,0.247938,0.247848,0.247785,0.247785,0.247723,0.247907,0.247941,0.24791,0.247847
112,0.246987,0.247794,0.247912,0.247941,0.247939,0.247912,0.247912,0.247881,0.247852,0.247736,0.247592,0.247594,0.247478,0.247159,0.247018,0.24693,0.246676,0.246474,0.245464,0.244715,0.244743,0.244386,0.243139,0.243782,0.242631,0.241338,0.241787,0.240702,0.242552,0.24234,0.242894,0.245881,0.247825,0.247941,0.24791,0.247941,0.247972,0.24791,0.247941,0.24791,0.24791,0.247969,0.247969,0.24797,0.247848,0.247878,0.247818,0.247847,0.247878,0.247509,0.246714,0.246561,0.24638,0.245095,0.243517,0.243287,0.241896,0.240315,0.24026,0.239554,0.239233,0.24198,0.244213,0.244067,0.240562
104,0.236628,0.240542,0.242685,0.243327,0.242203,0.241834,0.24064,0.239879,0.2395,0.238076,0.235908,0.236081,0.234378,0.234012,0.231355,0.231191,0.23026,0.229815,0.226836,0.227405,0.225491,0.22379,0.22322,0.222528,0.221714,0.220579,0.22014,0.218068,0.217045,0.218011,0.219634,0.22651,0.237215,0.241036,0.239384,0.239273,0.238655,0.239585,0.241127,0.242574,0.245,0.24522,0.245428,0.244543,0.242938,0.243025,0.241043,0.239055,0.238404,0.235935,0.235179,0.233957,0.232823,0.230935,0.228472,0.226928,0.223624,0.222228,0.222067,0.220615,0.220737,0.223984,0.228102,0.227942,0.22166
96,0.216107,0.222015,0.223797,0.223529,0.22174,0.220363,0.219981,0.21665,0.216138,0.213892,0.212479,0.211054,0.208888,0.208433,0.206765,0.204822,0.203703,0.203358,0.201805,0.199695,0.196849,0.195259,0.194139,0.190932,0.187268,0.183202,0.179086,0.175815,0.173004,0.170841,0.17141,0.179982,0.198529,0.206067,0.199768,0.19145,0.191503,0.193362,0.201006,0.208381,0.214429,0.216664,0.219887,0.221022,0.221945,0.223988,0.221027,0.219113,0.217433,0.215387,0.212788,0.211471,0.209733,0.20802,0.206953,0.205248,0.202657,0.201245,0.200856,0.200104,0.20172,0.20547,0.210382,0.207489,0.202073
88,0.187838,0.193869,0.196152,0.195848,0.193129,0.193621,0.190354,0.188435,0.185124,0.183941,0.182751,0.181361,0.178584,0.177827,0.175949,0.174201,0.17147,0.170198,0.166282,0.163821,0.160796,0.157115,0.152516,0.148798,0.143006,0.136774,0.129373,0.122361,0.117889,0.113457,0.10835,0.117171,0.137846,0.143774,0.137329,0.125224,0.118861,0.120864,0.139235,0.156067,0.166739,0.170605,0.17358,0.177284,0.181701,0.183476,0.186921,0.191257,0.194051,0.191924,0.189962,0.186614,0.184616,0.181706,0.179467,0.177112,0.177121,0.174938,0.174545,0.175419,0.17664,0.183796,0.189862,0.189678,0.180913
80,0.154117,0.155313,0.156637,0.157115,0.155589,0.153989,0.152006,0.150761,0.148247,0.147637,0.145804,0.143543,0.1422,0.140039,0.137437,0.135362,0.13116,0.126704,0.122723,0.118127,0.112114,0.105151,0.0976114,0.0918195,0.0846567,0.0767212,0.0699631,0.0621617,0.056307,0.0507823,0.0476525,0.048661,0.0590275,0.0644995,0.0532512,0.0417771,0.0362911,0.0376793,0.0564499,0.0886271,0.103085,0.110308,0.114633,0.119119,0.125363,0.129276,0.133956,0.136566,0.141134,0.145419,0.151422,0.152952,0.152466,0.150771,0.148708,0.147083,0.146277,0.144136,0.144437,0.145305,0.146022,0.151322,0.158673,0.157754,0.149663
72,0.14043,0.139068,0.136932,0.135158,0.134188,0.133081,0.131932,0.131604,0.130566,0.129468,0.12804,0.126646,0.124398,0.121341,0.117484,0.111978,0.105432,0.100076,0.0915706,0.0829406,0.0761383,0.067759,0.0612151,0.0535102,0.0473474,0.0411736,0.0355799,0.030521,0.0241192,0.0201777,0.0170017,0.0155306,0.0173815,0.0173288,0.0137829,0.0105552,0.00888315,0.00870938,0.015229,0.0353717,0.0528521,0.0589184,0.0625416,0.0658345,0.0698091,0.0763178,0.0810407,0.08729,0.0949867,0.0996724,0.107311,0.112351,0.120598,0.123996,0.128241,0.129587,0.130235,0.129729,0.130221,0.130274,0.131008,0.132631,0.135283,0.134973,0.132515
64,0.131541,0.130375,0.129416,0.128671,0.127971,0.127288,0.12581,0.124892,0.1231,0.120806,0.118096,0.113956,0.108298,0.10158,0.0950225,0.0873368,0.07723,0.0700366,0.0620485,0.0531996,0.0464764,0.0395408,0.0337216,0.0283564,0.0228794,0.0173876,0.0139372,0.0110428,0.00922603,0.00766396,0.00671111,0.00559935,0.0053372,0.0054799,0.00425345,0.00251977,0.00163748,0.00132432,0.00239853,0.00807894,0.0168082,0.0229057,0.0255283,0.0291915,0.0337211,0.0390651,0.0453725,0.0524497,0.0593678,0.0668728,0.0750335,0.0840023,0.0921202,0.100269,0.10864,0.116257,0.120644,0.123418,0.125227,0.125804,0.126278,0.126911,0.127842,0.127941,0.126775
56,0.127234,0.126376,0.125581,0.124927,0.123777,0.122127,0.120364,0.118186,0.113962,0.109383,0.101911,0.0946392,0.0861074,0.0770846,0.0685399,0.0599734,0.052053,0.0444516,0.0374922,0.0302669,0.0237927,0.0185425,0.0142602,0.0111381,0.00924052,0.00754797,0.00603506,0.00449295,0.0031039,0.00200144,0.00126113,0.000801456,0.000657092,0.000570783,0.000235561,7.70104e-05,3.01604e-05,2.58688e-05,7.98714e-05,0.00124421,0.00348526,0.00517567,0.00628445,0.00790846,0.0102084,0.0139117,0.018944,0.0253482,0.0331947,0.0422418,0.0507149,0.0597365,0.0689433,0.0781704,0.0881203,0.0964955,0.104514,0.112417,0.118326,0.122029,0.124294,0.125735,0.125975,0.125959,0.125959
48,0.122028,0.121748,0.121327,0.119541,0.116468,0.111691,0.106621,0.100885,0.0927019,0.0848373,0.0752157,0.0676256,0.0570593,0.0489244,0.0408484,0.0328096,0.0260041,0.0201169,0.015121,0.0115255,0.00920249,0.00755572,0.00592169,0.00456531,0.00285594,0.00172713,0.000898852,0.000387555,0.000152352,5.7579e-05,1.00137e-05,5.24529e-06,2.26501e-06,8.34478e-07,4.76844e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,6.91424e-06,7.04538e-05,0.000135305,0.00028408,0.000665436,0.00161567,0.00330668,0.0055575,0.0083021,0.0119876,0.0172855,0.0237125,0.0315235,0.0399938,0.0513421,0.0608489,0.070432,0.0804371,0.0894964,0.0978941,0.106041,0.11301,0.119924,0.12347,0.124824,0.12549
