SW Version,2022.1
Date and Time Started,2023-Nov-10 15:34:25
Date and Time Ended,2023-Nov-10 15:34:45
Scan Name,ff1-CA10
Link Settings,
Reset RX After Applying Settings,false
Open Area,15936
Horizontal Opening,249
Horizontal Percentage,49.23
Vertical Opening,73
Vertical Percentage,32.26
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-256,-248,-240,-232,-224,-216,-208,-200,-192,-184,-176,-168,-160,-152,-144,-136,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224,232,240,248,256
120,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
112,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251779,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
104,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251748,0.251903,0.251903,0.251872,0.251872,0.251903,0.251903,0.251347,0.251655,0.251501,0.251594,0.250797,0.251779,0.251133,0.251779,0.251347,0.251748,0.251872,0.251903,0.251903,0.251872,0.251872,0.25181,0.251872,0.251903,0.251934,0.251872,0.251903,0.251903,0.251779,0.251841,0.251872,0.251717,0.251903,0.251872,0.251655,0.251593,0.25147,0.251194,0.251686,0.249829,0.24998,0.250282,0.25001,0.248848,0.250736,0.250857,0.251779,0.251347,0.249442
96,0.247998,0.251872,0.251872,0.251686,0.251841,0.251347,0.251532,0.25181,0.251072,0.251163,0.251779,0.250251,0.249204,0.250251,0.247709,0.248938,0.249681,0.247104,0.248438,0.249203,0.245576,0.244961,0.244105,0.243973,0.245056,0.243273,0.242408,0.23849,0.238556,0.240475,0.239892,0.242853,0.248699,0.250425,0.246721,0.24782,0.249615,0.245303,0.24956,0.249381,0.248731,0.249056,0.249322,0.246477,0.247047,0.246392,0.247392,0.246477,0.246307,0.246847,0.246818,0.238428,0.237479,0.237545,0.238144,0.235072,0.237085,0.235484,0.234081,0.235141,0.231213,0.236772,0.238968,0.241656,0.239018
88,0.235461,0.244853,0.24521,0.244822,0.241625,0.241782,0.240409,0.24021,0.23945,0.237521,0.238824,0.237691,0.23405,0.23525,0.23383,0.234516,0.231117,0.229628,0.221961,0.234339,0.227311,0.22624,0.227305,0.223091,0.226341,0.216471,0.214146,0.210895,0.20641,0.204281,0.204125,0.207927,0.219902,0.223767,0.220927,0.219096,0.210214,0.232262,0.219751,0.225314,0.229654,0.231993,0.236934,0.234741,0.232223,0.236447,0.231531,0.232054,0.230008,0.230544,0.227651,0.222992,0.217217,0.224954,0.22809,0.217552,0.214992,0.21596,0.214758,0.213747,0.215281,0.219826,0.219757,0.217739,0.215932
80,0.184777,0.187495,0.203187,0.200609,0.204841,0.206339,0.195383,0.202266,0.194515,0.191524,0.194555,0.191594,0.192656,0.186025,0.184692,0.177624,0.185926,0.173654,0.17728,0.175667,0.165054,0.150702,0.152687,0.144625,0.140378,0.128836,0.12748,0.117172,0.110846,0.0990013,0.0978485,0.104654,0.139408,0.143978,0.150195,0.133839,0.115257,0.116489,0.13127,0.153939,0.164286,0.164771,0.179981,0.179402,0.189916,0.190314,0.19223,0.193456,0.194276,0.187656,0.191679,0.187711,0.188599,0.18419,0.185104,0.183255,0.181843,0.178961,0.178284,0.182682,0.184116,0.184097,0.195746,0.197233,0.193428
72,0.15451,0.156794,0.156273,0.164828,0.153611,0.154265,0.151564,0.148692,0.144864,0.145708,0.14256,0.142739,0.138791,0.136593,0.134778,0.131968,0.126566,0.121692,0.112214,0.109859,0.100965,0.0889183,0.0877832,0.080375,0.0676157,0.0601145,0.0545972,0.0492381,0.0364187,0.0325314,0.0296759,0.0259671,0.0353077,0.0418858,0.0357129,0.0270048,0.024167,0.0275593,0.0440649,0.0745732,0.101498,0.105749,0.112055,0.120035,0.123093,0.129302,0.131083,0.14,0.146372,0.148407,0.143032,0.15888,0.154515,0.151901,0.157613,0.155598,0.153769,0.146825,0.144975,0.144421,0.147919,0.149455,0.160688,0.166207,0.15731
64,0.137448,0.1334,0.131125,0.130168,0.128738,0.12851,0.127797,0.126857,0.125238,0.122019,0.12311,0.119909,0.117678,0.113545,0.10803,0.101338,0.0933938,0.0850554,0.0795138,0.0707264,0.0598361,0.0526294,0.0400401,0.0385919,0.0327849,0.0247326,0.0208367,0.0172572,0.0151598,0.0126273,0.0104202,0.00906463,0.00976503,0.00897381,0.00781107,0.00565132,0.0036214,0.00378972,0.00700544,0.023559,0.0379299,0.0486641,0.0556302,0.0578641,0.0663592,0.0712288,0.0766554,0.0792544,0.0852341,0.0940094,0.100153,0.110358,0.120156,0.123503,0.128382,0.128547,0.128104,0.127809,0.129164,0.13201,0.130062,0.131074,0.133654,0.136811,0.134816
56,0.127208,0.126467,0.126038,0.125259,0.125536,0.124949,0.124427,0.120877,0.119654,0.118191,0.110538,0.108565,0.0989947,0.0908433,0.081893,0.0770494,0.063195,0.0565926,0.0471232,0.0404546,0.0322252,0.0266483,0.0210282,0.0175119,0.0146322,0.0116408,0.00964052,0.00656376,0.00557217,0.00370091,0.0025957,0.00192681,0.00196901,0.00146236,0.00103106,0.000662218,0.000332718,0.000309472,0.00102665,0.00450606,0.0105756,0.0155685,0.0191434,0.0218954,0.0268701,0.033368,0.0363355,0.0468164,0.0527474,0.0658286,0.0727553,0.0816457,0.093848,0.0999618,0.107791,0.116934,0.122691,0.123936,0.125913,0.126013,0.126037,0.126013,0.126545,0.126656,0.126498
48,0.12383,0.123439,0.124512,0.121096,0.120981,0.120668,0.116072,0.107336,0.101184,0.0885341,0.0899338,0.0796257,0.0698585,0.0600931,0.0540476,0.0435147,0.0332119,0.0286238,0.022063,0.0174006,0.014691,0.0108737,0.00892949,0.00686191,0.00435907,0.00358265,0.00211635,0.00114121,0.000372535,0.000292306,0.000116708,8.1898e-05,2.5988e-05,1.83585e-05,2.11004e-05,2.38422e-06,4.76844e-07,2.50343e-06,1.25172e-05,0.000218037,0.000391847,0.000602016,0.00142123,0.00305323,0.00609669,0.0103411,0.0160984,0.0227037,0.0294813,0.0351756,0.0424213,0.0557955,0.0618865,0.0783298,0.0881998,0.0969269,0.103202,0.111667,0.116078,0.121979,0.125358,0.125604,0.12592,0.125951,0.125959
