SW Version,2022.1
Date and Time Started,2023-Nov-10 15:34:25
Date and Time Ended,2023-Nov-10 15:34:45
Scan Name,ff1-CA10
Link Settings,
Reset RX After Applying Settings,false
Open Area,15936
Horizontal Opening,249
Horizontal Percentage,49.23
Vertical Opening,73
Vertical Percentage,32.26
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-256,-248,-240,-232,-224,-216,-208,-200,-192,-184,-176,-168,-160,-152,-144,-136,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224,232,240,248,256
40,0.121275,0.120703,0.117518,0.116178,0.107539,0.0994161,0.091021,0.0830483,0.0729647,0.0686318,0.0615155,0.0458899,0.0383172,0.031307,0.0236936,0.0186214,0.015378,0.0122143,0.00935961,0.00681709,0.0048507,0.00310438,0.00168159,0.00104131,0.000300054,0.000138285,2.89683e-05,1.12058e-05,1.31132e-06,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,9.53689e-07,9.89452e-06,7.15267e-07,8.22557e-06,2.67033e-05,8.42823e-05,0.000474103,0.00172427,0.0042736,0.00864734,0.0153431,0.0222065,0.0292054,0.0372185,0.0470692,0.056306,0.067406,0.0799059,0.0907917,0.0933569,0.0982657,0.110126,0.119544,0.122567,0.124715,0.125428
32,0.113263,0.104095,0.0987964,0.0881325,0.0795401,0.0744076,0.0617683,0.0518842,0.0460965,0.0365449,0.0292067,0.0214646,0.0164639,0.0130239,0.0101809,0.00745606,0.00494571,0.00375598,0.00242952,0.00120952,0.000525602,0.000157239,2.93259e-05,1.65703e-05,1.0729e-06,1.66896e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.90738e-06,4.76844e-06,3.0518e-05,0.000237945,0.00101604,0.0036177,0.00792504,0.0159908,0.0243649,0.0321797,0.0393214,0.0511051,0.0582955,0.0651716,0.078549,0.0905622,0.0994287,0.108394,0.113545,0.118833
24,0.103693,0.0928255,0.077664,0.0685221,0.0573585,0.0478629,0.0391683,0.0293496,0.0221048,0.017086,0.0133107,0.010453,0.00781512,0.00502809,0.00323193,0.00209514,0.00101496,0.000458844,0.000100853,3.13525e-05,8.34478e-07,1.90738e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.31132e-06,1.65703e-05,8.9766e-05,0.000489242,0.00201526,0.00611291,0.0138877,0.0213349,0.0286473,0.0372854,0.0436594,0.054464,0.0644417,0.0774932,0.0888636,0.0962137,0.111535
16,0.0992547,0.0812411,0.065257,0.0497977,0.0394698,0.0285145,0.0200645,0.0141691,0.0101471,0.007514,0.0049661,0.00326722,0.00163736,0.000768554,0.000244144,5.09031e-05,2.38422e-05,2.38422e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.41081e-06,2.06235e-05,0.000366097,0.00152221,0.00409121,0.00953689,0.0184249,0.0259942,0.0318889,0.0396181,0.0517559,0.06956,0.0846298,0.109645
8,0.103617,0.0764629,0.0570977,0.036813,0.0272327,0.0209938,0.0160055,0.0119966,0.00851501,0.0050797,0.00265829,0.000906243,0.000243429,0.000110628,9.41768e-06,1.66896e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.96056e-07,2.38422e-07,7.39109e-06,0.000157001,0.00080086,0.00327425,0.00920226,0.018287,0.0316175,0.0493934,0.065996,0.0842225,0.105354
0,0.10168,0.0792237,0.0548513,0.0428525,0.0346807,0.0255451,0.0200565,0.0154037,0.0135838,0.0111992,0.00855664,0.00573835,0.00406689,0.00200024,0.00101139,0.000293021,0.000114562,4.87573e-05,1.19211e-06,5.96056e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,6.4374e-06,2.45575e-05,0.000186089,0.00110938,0.00342184,0.00761556,0.0155961,0.0271111,0.0406174,0.0574469,0.0759723,0.0898512,0.106755
-8,0.0999721,0.0782894,0.0566984,0.041316,0.0320992,0.0240111,0.01908,0.0148065,0.0121443,0.00979153,0.0069748,0.00436801,0.00304751,0.00153151,0.000605116,0.000260357,8.33286e-05,9.6561e-06,4.76844e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,7.15267e-07,2.83722e-05,0.000127317,0.000588784,0.0022339,0.00653801,0.0134033,0.0238617,0.0387211,0.0570768,0.0781053,0.0917978,0.101945
-16,0.100734,0.0843029,0.0718592,0.059068,0.0481569,0.0403411,0.0322427,0.0250298,0.0201891,0.0168282,0.0145989,0.0133336,0.0102439,0.00784674,0.00549527,0.0032919,0.00185111,0.00100161,0.000398642,0.000135066,2.72993e-05,7.15267e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.76844e-06,3.94589e-05,0.00034452,0.00120928,0.0040527,0.00881828,0.0166674,0.0278522,0.039454,0.051238,0.0601417,0.0705606,0.0865576,0.10141,0.11549
-24,0.107953,0.100972,0.0900325,0.0875009,0.0803881,0.0626004,0.0553088,0.0474551,0.0368235,0.0297274,0.0245526,0.01896,0.0166438,0.0150014,0.0129508,0.0114774,0.00957275,0.00641833,0.00422806,0.00272827,0.00143852,0.000538,0.000177982,6.54469e-05,1.32324e-05,1.78817e-06,2.38422e-07,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.78817e-05,8.60704e-05,0.000535139,0.00204006,0.00563225,0.012039,0.02111,0.0347192,0.0460187,0.0578897,0.0657329,0.0749588,0.0854433,0.0997552,0.111701,0.119925,0.125804
-32,0.115031,0.11016,0.107474,0.104022,0.102481,0.0904421,0.081372,0.0727573,0.0641998,0.0506874,0.042366,0.0362422,0.0275636,0.0225023,0.0196423,0.0167374,0.0150507,0.0129449,0.0117828,0.00924603,0.00717174,0.00428266,0.00303321,0.00163748,0.000734221,0.000340229,0.000128033,3.50481e-05,1.78817e-06,8.34478e-07,9.53689e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.43053e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.70472e-05,1.9193e-05,0.000196341,0.000807655,0.00269715,0.00709354,0.0144355,0.0249699,0.0357523,0.0494713,0.0604406,0.0693912,0.0789667,0.0898021,0.0973131,0.112274,0.11936,0.123604,0.12592,0.125975
-40,0.122047,0.12106,0.122996,0.121602,0.119615,0.116182,0.108405,0.0967854,0.0917066,0.0860926,0.0737754,0.066936,0.0555669,0.0435962,0.0382688,0.0295762,0.024979,0.0203044,0.0179377,0.0164122,0.0148771,0.0127318,0.011359,0.00925071,0.00670217,0.00468881,0.00298242,0.00164058,0.000827444,0.00039447,0.000235442,5.79366e-05,2.27693e-05,1.02522e-05,1.19211e-06,2.38422e-07,7.15267e-07,2.38422e-07,3.09949e-06,0.000107648,0.000330692,0.000366336,0.000249747,8.91699e-05,0.000215176,0.000954523,0.00205556,0.0057356,0.0120929,0.0214795,0.0329334,0.0441845,0.0541219,0.0659097,0.0734336,0.0873618,0.0996586,0.109295,0.118111,0.124294,0.124649,0.125828,0.125967,0.125967,0.125967
-48,0.129137,0.128094,0.127385,0.126692,0.126153,0.1242,0.124252,0.119171,0.116394,0.110798,0.108082,0.101665,0.089045,0.0794463,0.0678588,0.0587952,0.0521287,0.0444734,0.0355343,0.0258923,0.0229558,0.0196778,0.0180139,0.0165959,0.0148362,0.0127397,0.0113121,0.00915526,0.00688873,0.00515302,0.00330215,0.00295214,0.00266485,0.0014471,0.00055302,0.000293617,0.000247125,0.00014663,0.000440485,0.00238291,0.0048681,0.00632224,0.00577149,0.00590023,0.00862814,0.0136365,0.0221709,0.0323665,0.044784,0.0546925,0.0635587,0.0705811,0.0777308,0.0977758,0.105403,0.113546,0.121621,0.124808,0.125619,0.126278,0.126013,0.125998,0.126847,0.12649,0.126052
-56,0.135109,0.133975,0.133944,0.133203,0.132261,0.13182,0.13081,0.129705,0.127785,0.126163,0.124586,0.119847,0.117456,0.112561,0.103563,0.0934894,0.0868463,0.0758429,0.0652465,0.0513357,0.0512481,0.0374416,0.0342841,0.027886,0.0228381,0.0206891,0.0191878,0.0175123,0.0163313,0.014983,0.0126012,0.012134,0.0120835,0.0102679,0.00733911,0.00461705,0.00409633,0.00429446,0.00641117,0.016367,0.0284395,0.0332577,0.0398498,0.0488498,0.0545905,0.0602728,0.0691244,0.0760962,0.0816978,0.087819,0.0997884,0.107967,0.114617,0.123498,0.12741,0.129886,0.133382,0.128869,0.12964,0.127823,0.129837,0.133633,0.136617,0.135667,0.135658
-64,0.140907,0.143457,0.145996,0.146467,0.147868,0.145137,0.14745,0.147531,0.1448,0.14354,0.143365,0.139636,0.13923,0.131937,0.130257,0.130392,0.123892,0.116721,0.102551,0.100485,0.0836687,0.077021,0.0670374,0.0548513,0.0520209,0.0408889,0.0352092,0.0302655,0.0286353,0.0263157,0.024196,0.026377,0.0314914,0.033827,0.031864,0.0229391,0.0205671,0.0183678,0.0253439,0.0465541,0.0735675,0.0812798,0.0860294,0.0929759,0.100276,0.1033,0.111617,0.111993,0.127596,0.134077,0.149072,0.144508,0.149667,0.14567,0.148252,0.144865,0.145143,0.143773,0.141855,0.144645,0.145184,0.151133,0.155771,0.160492,0.15225
-72,0.167788,0.163973,0.166333,0.163662,0.162814,0.165601,0.162181,0.162263,0.161456,0.161015,0.158548,0.158047,0.158751,0.156141,0.156051,0.153861,0.154428,0.153004,0.149732,0.141871,0.140401,0.1347,0.129273,0.118424,0.108349,0.099974,0.0878591,0.0794748,0.0758484,0.0693723,0.0688385,0.0697039,0.0727709,0.0759288,0.0691406,0.0619929,0.0584578,0.0634785,0.0811615,0.112697,0.133962,0.134445,0.143797,0.147487,0.148688,0.154274,0.164997,0.171993,0.173604,0.177595,0.175112,0.176957,0.174189,0.171751,0.172848,0.17276,0.170864,0.167821,0.167904,0.169728,0.170069,0.177783,0.179572,0.183338,0.173298
-80,0.193381,0.198926,0.205103,0.204919,0.210915,0.205054,0.203167,0.197448,0.187725,0.190952,0.192117,0.190232,0.185666,0.182165,0.180134,0.17425,0.172617,0.1777,0.170229,0.175801,0.17154,0.172898,0.167548,0.156599,0.154069,0.153625,0.145867,0.146385,0.136314,0.125305,0.124694,0.134179,0.165786,0.164856,0.153176,0.136408,0.132304,0.138551,0.164701,0.177391,0.195347,0.196377,0.203173,0.203838,0.206591,0.202275,0.206793,0.204479,0.209249,0.204355,0.201468,0.199787,0.193476,0.194727,0.190166,0.195253,0.192387,0.191753,0.189775,0.194075,0.195379,0.198626,0.206647,0.206848,0.198957
-88,0.2395,0.245016,0.247018,0.247505,0.24742,0.24659,0.246446,0.244822,0.244112,0.244964,0.240517,0.243485,0.241421,0.243377,0.235468,0.238725,0.234141,0.234126,0.233279,0.233958,0.244413,0.23076,0.230846,0.227899,0.237559,0.2162,0.221884,0.220563,0.217257,0.214624,0.215547,0.225865,0.243512,0.243706,0.239864,0.236528,0.230069,0.23437,0.230966,0.233769,0.238473,0.234053,0.239492,0.236481,0.234404,0.24026,0.233782,0.235312,0.230566,0.229843,0.230752,0.231977,0.23041,0.226293,0.225058,0.224994,0.219491,0.218376,0.221039,0.215549,0.218703,0.223555,0.230196,0.232012,0.224438
-96,0.247707,0.247881,0.24797,0.247939,0.247939,0.247939,0.24791,0.24797,0.247939,0.24791,0.248,0.247939,0.247852,0.247823,0.24797,0.247881,0.247852,0.247592,0.247767,0.247622,0.246904,0.247594,0.247016,0.24719,0.247073,0.246759,0.246503,0.24562,0.245244,0.245679,0.244222,0.247439,0.247825,0.247477,0.247787,0.247785,0.247756,0.245899,0.246532,0.247049,0.247909,0.246894,0.247202,0.246381,0.24623,0.247049,0.24575,0.245899,0.245037,0.245543,0.241808,0.242204,0.236784,0.242283,0.238925,0.240406,0.237744,0.241012,0.236568,0.235641,0.23546,0.240809,0.240673,0.243431,0.239022
-104,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.247939,0.247969,0.247939,0.248,0.247939,0.247969,0.247939,0.247939,0.247939,0.24797,0.247939,0.247969,0.247969,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.24797,0.247969,0.247939,0.247939,0.247939,0.24797,0.247941,0.247939,0.24791,0.247941,0.24791,0.24791,0.247816,0.247878,0.247787,0.247787,0.247263,0.247202,0.247172,0.246805,0.247233,0.247201,0.244184,0.246713,0.247909,0.247938,0.247199
-112,0.247969,0.247939,0.247969,0.247969,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247969,0.247969,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247969,0.247939,0.247939,0.248,0.247939,0.247969,0.247969,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247969,0.247939,0.247939,0.247969,0.247969,0.247969,0.247939,0.247969,0.247939,0.24797,0.247939,0.247939,0.24791,0.247969,0.247939,0.247939,0.24797,0.247939,0.247939,0.247969
-120,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247969,0.247939,0.247939,0.247969,0.247969,0.247969,0.247969,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247969,0.247939,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.247939,0.247969,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.24797,0.247969,0.247969,0.247969,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247969
Scan End
