SW Version,2022.1
Date and Time Started,2023-Nov-10 15:47:42
Date and Time Ended,2023-Nov-10 15:47:56
Scan Name,ff1-CA6
Link Settings,
Reset RX After Applying Settings,false
Open Area,0
Horizontal Opening,0
Horizontal Percentage,0.00
Vertical Opening,0
Vertical Percentage,0.00
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-256,-248,-240,-232,-224,-216,-208,-200,-192,-184,-176,-168,-160,-152,-144,-136,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224,232,240,248,256
120,0.248054,0.239651,0.23064,0.249928,0.249094,0.238452,0.19798,0.228917,0.241428,0.231608,0.236631,0.225345,0.239613,0.232748,0.238126,0.229883,0.220429,0.267736,0.223663,0.238888,0.210668,0.21211,0.225246,0.22021,0.220919,0.179481,0.216469,0.206053,0.212285,0.214581,0.224267,0.200939,0.206218,0.208988,0.238022,0.229838,0.223216,0.220244,0.223074,0.235495,0.215338,0.218134,0.2427,0.224123,0.240308,0.239549,0.236535,0.243981,0.232863,0.227437,0.253148,0.218468,0.219833,0.225066,0.229143,0.244497,0.251079,0.231422,0.242871,0.226879,0.227436,0.261454,0.249532,0.242748,0.247653
112,0.236533,0.224583,0.225963,0.229276,0.224478,0.243016,0.221984,0.228176,0.223831,0.226465,0.212672,0.219424,0.220704,0.214904,0.22578,0.238965,0.2045,0.225245,0.20662,0.202757,0.208959,0.21541,0.217602,0.207171,0.207184,0.229611,0.214759,0.204149,0.205064,0.195174,0.22134,0.194267,0.208566,0.207195,0.19309,0.205865,0.22478,0.217867,0.207091,0.211491,0.217982,0.241763,0.221942,0.215914,0.230686,0.208339,0.202404,0.217229,0.233999,0.232388,0.226402,0.226553,0.22532,0.214207,0.238098,0.241595,0.262525,0.231076,0.212816,0.238428,0.243644,0.260872,0.231677,0.238558,0.263979
104,0.224576,0.222397,0.215336,0.231362,0.221326,0.234186,0.203226,0.207493,0.208405,0.213559,0.212344,0.215247,0.209613,0.201502,0.21963,0.208364,0.197814,0.202641,0.212267,0.210382,0.214682,0.184117,0.193505,0.216988,0.19253,0.19762,0.196825,0.186422,0.187958,0.18453,0.18623,0.174493,0.206801,0.192347,0.211759,0.200428,0.197884,0.205089,0.203125,0.208615,0.21244,0.224057,0.201198,0.210978,0.216746,0.207729,0.224165,0.210619,0.216123,0.223884,0.211291,0.182302,0.237668,0.228181,0.214107,0.218139,0.234253,0.229948,0.261247,0.237679,0.263341,0.227475,0.239458,0.239674,0.251828
96,0.220414,0.222679,0.208562,0.214022,0.216045,0.199797,0.200038,0.201507,0.213664,0.214518,0.196287,0.1762,0.198656,0.194441,0.178006,0.21102,0.191057,0.188862,0.200338,0.183075,0.184418,0.177211,0.180466,0.183101,0.167318,0.187798,0.157543,0.168324,0.182842,0.172385,0.1787,0.185235,0.175343,0.17567,0.187155,0.181715,0.176248,0.183019,0.184935,0.194739,0.197991,0.195989,0.204514,0.193642,0.202776,0.192376,0.198301,0.224764,0.209773,0.210015,0.206535,0.205734,0.223444,0.1979,0.211639,0.21265,0.189653,0.2132,0.23547,0.229187,0.218377,0.217655,0.223134,0.226044,0.223788
88,0.208843,0.203568,0.223474,0.21926,0.214277,0.192073,0.180672,0.185874,0.194903,0.186749,0.174027,0.203871,0.17721,0.180511,0.186536,0.177278,0.192471,0.180642,0.162476,0.176402,0.179527,0.155735,0.174962,0.158028,0.164655,0.156229,0.16959,0.165177,0.181828,0.156028,0.167058,0.172142,0.16513,0.170744,0.169643,0.169081,0.162529,0.179024,0.175441,0.175934,0.180929,0.180956,0.195787,0.186183,0.191814,0.19919,0.189034,0.203911,0.203121,0.198078,0.197417,0.19853,0.209788,0.202858,0.192686,0.219275,0.198805,0.232542,0.213847,0.216368,0.22189,0.219453,0.233176,0.245323,0.213857
80,0.186091,0.20679,0.193219,0.185831,0.186417,0.179864,0.188251,0.184531,0.184736,0.183916,0.171065,0.175328,0.171239,0.160437,0.17704,0.165857,0.179663,0.155809,0.155016,0.147214,0.171931,0.150284,0.164251,0.14819,0.152439,0.138436,0.146367,0.148441,0.153456,0.143263,0.142226,0.148703,0.154022,0.159582,0.159007,0.143146,0.159251,0.165266,0.15638,0.169677,0.172543,0.185049,0.181669,0.18041,0.176724,0.173662,0.178845,0.182521,0.177624,0.186414,0.179831,0.178394,0.19082,0.198992,0.199088,0.193869,0.189804,0.205208,0.198984,0.20449,0.197466,0.231629,0.212319,0.217683,0.220504
72,0.19032,0.192401,0.188884,0.188001,0.168763,0.187596,0.17774,0.183813,0.1658,0.168995,0.149846,0.167731,0.153251,0.16263,0.155543,0.146951,0.138694,0.142141,0.145073,0.144024,0.141056,0.135896,0.128521,0.134117,0.137761,0.128702,0.127164,0.129242,0.123493,0.128904,0.126389,0.135996,0.139911,0.129904,0.140713,0.123323,0.14404,0.138297,0.149943,0.147669,0.146583,0.159811,0.159684,0.161321,0.145386,0.161344,0.158456,0.160704,0.161532,0.189036,0.178621,0.174374,0.202226,0.182904,0.181084,0.189392,0.198887,0.188127,0.197316,0.195321,0.209242,0.200906,0.210888,0.26288,0.220167
64,0.177452,0.180827,0.179202,0.170997,0.177129,0.15535,0.14496,0.166229,0.137921,0.152017,0.152458,0.138859,0.137664,0.141545,0.143869,0.135626,0.129562,0.112944,0.127798,0.117853,0.12895,0.114258,0.112291,0.111821,0.106694,0.11331,0.113125,0.108646,0.118604,0.0989433,0.0957799,0.106915,0.118203,0.114164,0.113867,0.110125,0.119777,0.121459,0.119601,0.136551,0.132505,0.133361,0.143148,0.149026,0.139555,0.141939,0.140446,0.14488,0.153684,0.147933,0.155691,0.161976,0.149135,0.165446,0.180127,0.191838,0.174993,0.18489,0.191857,0.194571,0.192121,0.205792,0.196054,0.205334,0.211793
56,0.178057,0.176424,0.165259,0.177949,0.154588,0.163724,0.15233,0.145634,0.141344,0.133894,0.145969,0.141136,0.136992,0.1251,0.123661,0.115155,0.113548,0.116701,0.11098,0.10719,0.104916,0.0974009,0.100801,0.0995207,0.0953159,0.0932347,0.0954706,0.0884962,0.0944303,0.0872103,0.092618,0.0883421,0.0961801,0.0920593,0.0979093,0.0883308,0.100082,0.116284,0.0901402,0.109887,0.125189,0.12873,0.123305,0.124158,0.12531,0.1357,0.130625,0.134939,0.134905,0.136765,0.141526,0.168639,0.158812,0.165287,0.185828,0.163636,0.179637,0.182464,0.182631,0.180062,0.187826,0.18845,0.184992,0.193965,0.204945
48,0.16762,0.154754,0.158849,0.156198,0.145978,0.144142,0.145571,0.140855,0.132982,0.12481,0.128841,0.114722,0.116151,0.0950863,0.107991,0.0994902,0.102755,0.10015,0.0938618,0.0894456,0.0820982,0.0841681,0.0792399,0.084326,0.0753148,0.0734488,0.0767745,0.0767025,0.0732729,0.0773415,0.0840768,0.0745563,0.0810617,0.081784,0.079597,0.0850532,0.0808172,0.0785466,0.0912747,0.0981458,0.113319,0.0954711,0.0940083,0.0972784,0.10986,0.114602,0.121152,0.11126,0.139568,0.137598,0.129832,0.135726,0.149508,0.147208,0.158815,0.141593,0.165115,0.159249,0.179206,0.163478,0.19987,0.184995,0.172994,0.210443,0.195088
