SW Version,2022.1
Date and Time Started,2023-Nov-10 15:45:43
Date and Time Ended,2023-Nov-10 15:46:03
Scan Name,ff1-CA3
Link Settings,
Reset RX After Applying Settings,false
Open Area,18688
Horizontal Opening,289
Horizontal Percentage,56.92
Vertical Opening,81
Vertical Percentage,35.48
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-256,-248,-240,-232,-224,-216,-208,-200,-192,-184,-176,-168,-160,-152,-144,-136,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224,232,240,248,256
120,0.247969,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247969,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247969,0.247939,0.247939,0.247969,0.247969,0.247969,0.24797,0.247939,0.24797,0.247939,0.247939,0.247939,0.247969,0.247939,0.247969,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.24797,0.247969,0.247939,0.247939,0.247969
112,0.247939,0.24797,0.247939,0.24797,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.247939,0.247969,0.24791,0.247939,0.247941,0.247939,0.247765,0.247941,0.247709,0.247796,0.247507,0.24797,0.24791,0.24797,0.247969,0.247939,0.247969,0.247939,0.247969,0.247969,0.247969,0.247969,0.24797,0.247939,0.247939,0.247969,0.247939,0.247939,0.247969,0.24797,0.247939,0.247939,0.24797,0.247939,0.247939,0.247939,0.24797,0.247939,0.248,0.24791,0.247939,0.247969,0.247939,0.247969,0.247939,0.247969,0.247939
104,0.247361,0.247825,0.247939,0.247912,0.247941,0.247939,0.24791,0.247941,0.247794,0.247852,0.247883,0.247622,0.247246,0.247534,0.247678,0.247478,0.246676,0.246503,0.246417,0.244629,0.244109,0.24474,0.243431,0.243001,0.242974,0.243188,0.241656,0.244413,0.242631,0.242791,0.242018,0.245241,0.247534,0.247794,0.247881,0.247939,0.247941,0.247852,0.247941,0.24797,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247909,0.247909,0.247939,0.247848,0.247756,0.247816,0.247415,0.246836,0.247048,0.246502,0.247083,0.247139,0.2476,0.247752,0.247939,0.247509
96,0.236885,0.242814,0.244167,0.245127,0.244222,0.244386,0.243081,0.242951,0.240032,0.238818,0.238452,0.238132,0.237636,0.235703,0.233085,0.233422,0.232284,0.229165,0.228565,0.228875,0.227136,0.227436,0.223891,0.228514,0.224229,0.222815,0.221889,0.223276,0.225476,0.223196,0.225297,0.230649,0.238713,0.242018,0.242203,0.239093,0.241458,0.243065,0.244112,0.2456,0.24712,0.246976,0.247534,0.246977,0.247499,0.2476,0.247122,0.246038,0.246149,0.246092,0.244979,0.243903,0.244745,0.242024,0.240513,0.242565,0.233745,0.232433,0.230934,0.231782,0.232984,0.23464,0.238752,0.240754,0.2351
88,0.220817,0.225009,0.226252,0.226204,0.228319,0.224336,0.220769,0.221188,0.218486,0.218219,0.214808,0.215917,0.214792,0.212451,0.210561,0.212686,0.207818,0.208464,0.206038,0.205745,0.202773,0.202061,0.203004,0.197436,0.198543,0.194192,0.193787,0.192268,0.190018,0.190419,0.189159,0.202327,0.215032,0.221217,0.219316,0.214468,0.214877,0.216599,0.219508,0.225166,0.228146,0.231012,0.236564,0.23665,0.23352,0.23215,0.231881,0.229871,0.230915,0.225392,0.222778,0.220639,0.219982,0.21796,0.216035,0.214144,0.212499,0.21093,0.210746,0.210043,0.210969,0.213345,0.21806,0.218497,0.213105
80,0.184494,0.192548,0.195137,0.196193,0.194153,0.189752,0.193023,0.186888,0.186679,0.184662,0.180632,0.179726,0.177689,0.175929,0.172785,0.172044,0.168554,0.170233,0.168697,0.166097,0.164529,0.163517,0.161518,0.157782,0.155578,0.14933,0.145296,0.139885,0.132843,0.127898,0.122113,0.131531,0.14736,0.158893,0.153241,0.137823,0.135117,0.136942,0.145163,0.163459,0.172304,0.176266,0.182424,0.185557,0.191655,0.193248,0.196638,0.200107,0.199504,0.20033,0.195843,0.194744,0.193963,0.191023,0.190806,0.187614,0.186193,0.183944,0.183868,0.18459,0.185881,0.191216,0.196766,0.19754,0.190801
72,0.150701,0.153553,0.154613,0.156358,0.153536,0.151096,0.148315,0.146585,0.146393,0.145622,0.144719,0.143555,0.142704,0.141096,0.140652,0.138839,0.137443,0.135656,0.133451,0.129462,0.126973,0.119111,0.112631,0.107906,0.100276,0.0881464,0.0825743,0.0718994,0.0656269,0.0602472,0.0536378,0.0513592,0.0650964,0.0742118,0.0634161,0.0496457,0.0414761,0.0401612,0.0659816,0.0964563,0.108848,0.114497,0.118331,0.121411,0.127402,0.12942,0.13846,0.147189,0.15157,0.154063,0.156259,0.158924,0.159279,0.158216,0.155866,0.15263,0.15274,0.150493,0.148504,0.151424,0.147938,0.152611,0.164506,0.163372,0.156609
64,0.137,0.135261,0.133682,0.1327,0.131978,0.130923,0.130082,0.129614,0.128807,0.128505,0.128295,0.127565,0.127283,0.126148,0.12554,0.123232,0.120205,0.118001,0.111055,0.104364,0.093177,0.0816114,0.075904,0.0679801,0.0603357,0.0518001,0.04141,0.0347173,0.0283424,0.0240912,0.021135,0.0191806,0.0205911,0.0210481,0.0177208,0.0135657,0.0108856,0.0102959,0.0162428,0.0427519,0.0658934,0.0711901,0.0768536,0.0780857,0.0817108,0.0851599,0.0892833,0.0937887,0.097864,0.107978,0.114688,0.11791,0.12263,0.129514,0.131081,0.132189,0.130282,0.130899,0.129874,0.131393,0.131575,0.133809,0.137128,0.138888,0.134896
56,0.130408,0.128973,0.127885,0.127107,0.126767,0.126512,0.126314,0.126121,0.126105,0.126043,0.125589,0.124139,0.122763,0.121247,0.117589,0.111607,0.104692,0.0948165,0.087245,0.0772951,0.0666162,0.056115,0.0457761,0.0372957,0.0302669,0.0248196,0.0201949,0.0163453,0.013796,0.010964,0.00811461,0.00623629,0.00632749,0.00681053,0.00461872,0.00256733,0.00163665,0.0015054,0.00302915,0.01042,0.02248,0.0315734,0.0365589,0.0392394,0.0424114,0.0472564,0.0517637,0.056628,0.0613385,0.0687761,0.0756768,0.0860985,0.0961402,0.10624,0.112663,0.11859,0.122563,0.124768,0.125366,0.126192,0.126091,0.126239,0.127957,0.127957,0.126983
48,0.126361,0.12611,0.125981,0.125938,0.125924,0.125891,0.125861,0.125244,0.124451,0.122252,0.118764,0.11521,0.110438,0.101325,0.0933782,0.0835361,0.0726025,0.0602629,0.0483743,0.0390716,0.0294724,0.0233777,0.0189368,0.0156919,0.0124338,0.00975328,0.00657759,0.00425977,0.00218335,0.0010977,0.000538119,0.00028706,0.000225547,0.000238184,0.000109913,3.56441e-05,2.52728e-05,1.44245e-05,6.46124e-05,0.00101198,0.0024722,0.00312142,0.00379568,0.0052491,0.00801122,0.012941,0.0195072,0.0268693,0.0347378,0.0419794,0.0500887,0.0583672,0.067253,0.0779867,0.0894592,0.100906,0.108695,0.114221,0.119595,0.122328,0.125107,0.125897,0.125982,0.12599,0.125967
