SW Version,2022.1
Date and Time Started,2023-Nov-10 15:46:20
Date and Time Ended,2023-Nov-10 15:46:40
Scan Name,ff1-CA5
Link Settings,
Reset RX After Applying Settings,false
Open Area,9664
Horizontal Opening,225
Horizontal Percentage,44.62
Vertical Opening,57
Vertical Percentage,25.81
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-256,-248,-240,-232,-224,-216,-208,-200,-192,-184,-176,-168,-160,-152,-144,-136,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224,232,240,248,256
40,0.12623,0.125946,0.12584,0.125749,0.125313,0.125215,0.124091,0.122751,0.120527,0.118572,0.116574,0.112181,0.107201,0.0989549,0.0903464,0.0808708,0.0716475,0.0621049,0.0529247,0.044896,0.0360356,0.0286286,0.0224648,0.0186594,0.0159168,0.0132765,0.0109315,0.00851827,0.00601146,0.00402087,0.00242225,0.00166955,0.00155189,0.00147095,0.000832928,0.000376588,0.000146749,0.000117065,0.00033093,0.00245372,0.00601945,0.00916433,0.0103383,0.0120706,0.0152972,0.0204227,0.0261705,0.0314608,0.0369946,0.04221,0.0484418,0.0568241,0.0680472,0.0808551,0.0929582,0.101999,0.108726,0.113115,0.11717,0.120409,0.123258,0.12536,0.125897,0.125967,0.125959
32,0.123651,0.122474,0.122428,0.121845,0.120412,0.119234,0.117862,0.113877,0.109705,0.10451,0.0953254,0.0862231,0.0768066,0.0668224,0.0581877,0.0486778,0.0391433,0.0308207,0.0253903,0.0200743,0.0164661,0.0135316,0.0108901,0.00818283,0.0058274,0.00364357,0.002116,0.000991717,0.000459678,0.000156286,6.25858e-05,3.18294e-05,2.05043e-05,2.03851e-05,1.2398e-05,2.50343e-06,1.0729e-06,5.96056e-07,5.24529e-06,8.46399e-05,0.000327831,0.000416881,0.000580916,0.00104453,0.00198975,0.00373977,0.00665079,0.011319,0.0175539,0.0239401,0.0306167,0.0358334,0.042136,0.0495359,0.0600049,0.0719148,0.0863758,0.0961731,0.103965,0.109661,0.114466,0.119621,0.12358,0.12536,0.125774
24,0.12251,0.119146,0.118427,0.117326,0.115418,0.111935,0.104874,0.0975782,0.0886261,0.0764283,0.0680661,0.0590194,0.0510106,0.0417205,0.0331968,0.0262777,0.0206733,0.0165448,0.0133083,0.0102665,0.0076369,0.00522371,0.00299351,0.00163474,0.000784528,0.000289325,0.000100376,3.31407e-05,1.2398e-05,4.05318e-06,1.19211e-06,1.31132e-06,2.38422e-07,4.76844e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.62264e-06,1.03714e-05,8.34478e-06,1.74048e-05,4.44657e-05,0.000100614,0.000301723,0.000818742,0.00192633,0.00377959,0.00704299,0.0120385,0.0186364,0.0261381,0.0329172,0.0399444,0.0473692,0.0564662,0.0676413,0.0814946,0.0923228,0.101785,0.108134,0.114249,0.119598,0.122992
16,0.127276,0.116647,0.107608,0.0998061,0.0925393,0.0826606,0.0749426,0.0659025,0.0579834,0.0500287,0.0414268,0.0324149,0.0255041,0.0197613,0.0153817,0.0122189,0.0090017,0.00655482,0.0038355,0.00213483,0.000979081,0.000338321,0.000104191,3.18294e-05,1.39477e-05,5.48371e-06,2.50343e-06,4.76844e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.76844e-07,1.54974e-06,3.57633e-06,1.56167e-05,5.47179e-05,0.000177505,0.000598082,0.0016773,0.00384039,0.00735342,0.0124639,0.0193604,0.0268294,0.0344306,0.0420819,0.050342,0.0595871,0.0711041,0.0840106,0.097958,0.106732,0.112699
8,0.128922,0.107305,0.0880055,0.0760215,0.0665962,0.0566541,0.0473956,0.0391624,0.0309707,0.0238375,0.0187155,0.0146796,0.0108732,0.00803351,0.00531956,0.00307338,0.00139394,0.000610361,0.000168803,6.05592e-05,1.0729e-05,7.27188e-06,9.53689e-07,1.0729e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-07,4.76844e-07,2.62264e-06,8.70241e-06,3.26638e-05,0.000185016,0.000642309,0.00188842,0.00404912,0.00736844,0.0125577,0.0198928,0.0276308,0.0365032,0.0443177,0.0539755,0.0658177,0.0790694,0.0935798
0,0.12867,0.10914,0.0891373,0.0702261,0.0546772,0.0398562,0.0288928,0.0204924,0.0145338,0.0107609,0.00751054,0.00488026,0.00257353,0.00116076,0.000414378,0.000125649,2.80146e-05,7.15267e-06,3.2187e-06,4.76844e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.1458e-06,1.38285e-05,5.80558e-05,0.000273589,0.000865234,0.00238458,0.00523086,0.0098944,0.0164092,0.0257086,0.0364022,0.0487548,0.0636161,0.0806876
-8,0.134244,0.114251,0.0901236,0.0701637,0.053384,0.0392477,0.0278485,0.0200461,0.0134553,0.00837696,0.00485738,0.00220922,0.00088705,0.00030983,9.75147e-05,1.60935e-05,3.2187e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,7.15267e-07,3.09949e-06,1.66896e-05,0.000113608,0.00045491,0.00114884,0.00226656,0.0036723,0.00574967,0.00882204,0.013753,0.0213859,0.0351136,0.0528203,0.0689735,0.0844201
-16,0.134001,0.11318,0.096299,0.0821074,0.0690389,0.0571831,0.0462814,0.0369976,0.0292475,0.0225815,0.0169218,0.012247,0.00793749,0.00466604,0.00275533,0.001264,0.000531324,0.000140311,3.99357e-05,9.06004e-06,1.19211e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.76844e-07,3.45712e-06,2.16964e-05,8.65473e-05,0.000327115,0.000978723,0.00204709,0.0034098,0.00545582,0.00777042,0.0115432,0.0177912,0.0256113,0.0351886,0.0453736,0.0563052,0.0666908,0.0781957,0.0934666
-24,0.131191,0.120106,0.110411,0.101142,0.092271,0.0856315,0.0753717,0.0663861,0.0558897,0.0455557,0.0362756,0.0297862,0.0230234,0.0167352,0.0121586,0.00843978,0.00523158,0.00309246,0.00166264,0.000796569,0.000284557,9.50113e-05,2.62264e-05,6.55661e-06,2.74186e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.0729e-06,5.3645e-06,3.29023e-05,0.000107052,0.000327831,0.000880374,0.00187388,0.00321214,0.00488289,0.00734591,0.011458,0.0167187,0.0238953,0.0328045,0.0419105,0.0517215,0.0609752,0.0706371,0.0864278,0.100293,0.108712,0.115058
-32,0.129871,0.122895,0.119667,0.117784,0.113993,0.111281,0.105305,0.0940645,0.0846129,0.0748747,0.0637998,0.0537469,0.0425845,0.0344824,0.0273545,0.0218624,0.0164952,0.0120156,0.00820249,0.00518676,0.00315361,0.00199333,0.000905766,0.000399357,0.000158789,5.66253e-05,1.66896e-05,3.33791e-06,2.26501e-06,9.53689e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.09949e-06,7.5103e-06,2.34846e-05,4.76844e-05,0.000143411,0.000382191,0.00072993,0.00145461,0.00256685,0.0039652,0.00616393,0.00893085,0.0132391,0.0195319,0.0283207,0.0361523,0.0454334,0.0553747,0.0648856,0.0748135,0.085063,0.0945372,0.106538,0.11758,0.122289,0.124437
-40,0.127107,0.125754,0.125746,0.125397,0.125273,0.123999,0.121845,0.118875,0.113524,0.107743,0.0985549,0.0887644,0.0789138,0.0662346,0.0568187,0.0456566,0.0376051,0.0304468,0.0247675,0.0193608,0.0141843,0.0100447,0.00691866,0.00461204,0.00295357,0.00171533,0.000984922,0.000442512,0.000252608,8.60704e-05,4.32736e-05,2.25309e-05,1.39477e-05,4.64923e-06,8.34478e-07,4.76844e-07,5.96056e-07,2.38422e-07,2.40806e-05,0.000321751,0.000880016,0.00130584,0.00168636,0.00221423,0.00320261,0.00464876,0.00614986,0.00920568,0.0131854,0.01978,0.0272464,0.0349314,0.0430425,0.051606,0.0610427,0.072774,0.0828846,0.0919838,0.101012,0.109535,0.116649,0.12308,0.125435,0.125936,0.125951
-48,0.126407,0.126128,0.126014,0.12596,0.125936,0.12587,0.125744,0.12546,0.124573,0.12281,0.119513,0.115236,0.108888,0.102583,0.0928364,0.0868373,0.0735939,0.0629216,0.0527067,0.0443284,0.0365762,0.029901,0.0239451,0.0183491,0.0130892,0.0097019,0.00683831,0.0046422,0.00315421,0.00207976,0.00155165,0.00120463,0.00109281,0.000606546,0.000256423,9.85876e-05,8.49975e-05,0.000151875,0.0012994,0.00498028,0.00687037,0.00799189,0.00905678,0.0112543,0.0135984,0.0172171,0.0226961,0.0294953,0.0369164,0.0438303,0.0520795,0.0608267,0.0716225,0.0815149,0.0896528,0.0978761,0.106421,0.114409,0.120765,0.123888,0.125574,0.12592,0.12599,0.125982,0.125959
-56,0.128958,0.128204,0.127557,0.127046,0.126826,0.126681,0.126482,0.126444,0.12619,0.126066,0.125795,0.125338,0.123388,0.121752,0.116663,0.111187,0.10502,0.0970183,0.089819,0.0831065,0.0727392,0.0621303,0.0534065,0.0439027,0.0377746,0.0302418,0.0245361,0.018934,0.0142574,0.0107596,0.00859867,0.00844744,0.00797681,0.00622151,0.00367599,0.00242809,0.00229195,0.00311427,0.00772738,0.0148481,0.0240298,0.0292438,0.0324369,0.0353036,0.0406077,0.0459388,0.0516293,0.0582298,0.0641679,0.0727446,0.0806772,0.087792,0.0954096,0.102915,0.110672,0.117902,0.122409,0.124849,0.125859,0.126052,0.126044,0.126317,0.126724,0.126662,0.126247
-64,0.131853,0.130703,0.130124,0.129777,0.129532,0.129218,0.128948,0.128717,0.128507,0.128209,0.128041,0.127699,0.12744,0.127064,0.126351,0.12491,0.123502,0.120607,0.115436,0.108695,0.102136,0.0939191,0.0861361,0.0772282,0.0692822,0.0596138,0.0522002,0.0434497,0.0384555,0.0353429,0.029791,0.0299464,0.0317857,0.0255795,0.0171027,0.0122192,0.010705,0.0121107,0.0187054,0.0377403,0.0582808,0.065902,0.0702122,0.0735914,0.0772484,0.0817942,0.0852393,0.0918353,0.0964851,0.10029,0.106767,0.113954,0.119762,0.123748,0.127272,0.128509,0.129135,0.128591,0.128332,0.128449,0.128707,0.130668,0.133324,0.13366,0.131268
-72,0.143509,0.140354,0.138283,0.136254,0.135177,0.134242,0.133319,0.132739,0.132303,0.131853,0.131642,0.131245,0.130874,0.13067,0.130469,0.130142,0.129863,0.129669,0.129078,0.127857,0.126066,0.122195,0.117311,0.111348,0.10657,0.0986106,0.0909611,0.0851122,0.0802649,0.0744711,0.0703409,0.0706335,0.0780258,0.0746237,0.063061,0.0547934,0.0466546,0.0446071,0.0534299,0.0874428,0.107672,0.114629,0.118007,0.121781,0.125607,0.132671,0.136445,0.13988,0.146069,0.149523,0.151006,0.151437,0.150861,0.149042,0.146678,0.144672,0.142975,0.141385,0.142893,0.142399,0.144897,0.150115,0.158029,0.158218,0.151094
-80,0.16395,0.16679,0.169014,0.167441,0.166904,0.162775,0.159802,0.158089,0.15642,0.153304,0.151704,0.149358,0.147615,0.145914,0.143368,0.143198,0.141983,0.140373,0.140063,0.138608,0.137869,0.136859,0.136403,0.135445,0.133712,0.131152,0.129221,0.124894,0.122312,0.119654,0.117209,0.12226,0.138462,0.144198,0.134794,0.121855,0.116127,0.117525,0.139862,0.159433,0.168808,0.171791,0.172721,0.178478,0.182307,0.183891,0.187024,0.187508,0.186243,0.1851,0.182839,0.182028,0.180261,0.178223,0.177314,0.175655,0.173412,0.172912,0.172094,0.171642,0.173831,0.181444,0.196501,0.197591,0.183622
-88,0.200121,0.213726,0.226936,0.22972,0.231312,0.230269,0.226876,0.22478,0.220765,0.21699,0.220293,0.215555,0.213786,0.211638,0.211056,0.208973,0.204267,0.203128,0.198678,0.197638,0.194013,0.192027,0.187704,0.185475,0.178106,0.177186,0.175238,0.174172,0.171942,0.17216,0.174278,0.194764,0.223103,0.23297,0.22997,0.217872,0.217093,0.218006,0.219146,0.229125,0.237638,0.237625,0.241136,0.242988,0.238308,0.236222,0.23744,0.234309,0.23247,0.229935,0.227983,0.224697,0.222441,0.222077,0.216098,0.215302,0.214554,0.214467,0.212955,0.217561,0.221785,0.229497,0.236972,0.237326,0.229054
-96,0.240001,0.24762,0.250462,0.251439,0.251072,0.250706,0.250372,0.248907,0.249412,0.249115,0.248789,0.248379,0.24679,0.246279,0.244495,0.24362,0.242845,0.241892,0.241234,0.238502,0.237831,0.236652,0.23568,0.234693,0.232853,0.233558,0.233799,0.23235,0.232328,0.23275,0.232086,0.240625,0.248058,0.250523,0.250736,0.250433,0.250311,0.250644,0.250918,0.251347,0.251471,0.251779,0.251841,0.25181,0.251748,0.251655,0.251748,0.251717,0.251501,0.251346,0.251101,0.250794,0.25037,0.250036,0.249522,0.248957,0.248312,0.247194,0.247288,0.247027,0.24808,0.24959,0.25144,0.251071,0.248817
-104,0.251841,0.251872,0.251903,0.251872,0.251903,0.251903,0.251903,0.251903,0.251872,0.251872,0.251903,0.251872,0.251872,0.251872,0.251872,0.251841,0.25181,0.251779,0.251748,0.251717,0.251655,0.251532,0.251563,0.251194,0.250949,0.251194,0.250888,0.25101,0.251194,0.251133,0.251133,0.251686,0.251903,0.251903,0.251903,0.251872,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251872,0.251872,0.251903,0.251872,0.251841,0.251717,0.251872,0.251748,0.251841,0.251903,0.251903,0.251903,0.251872
-112,0.251903,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251934,0.251841,0.251934,0.251872,0.251903,0.251903,0.251903,0.251934,0.251872,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
-120,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
Scan End
