SW Version,2022.1
Date and Time Started,2023-Nov-10 15:37:09
Date and Time Ended,2023-Nov-10 15:37:28
Scan Name,ff1-CA7
Link Settings,
Reset RX After Applying Settings,false
Open Area,14976
Horizontal Opening,305
Horizontal Percentage,60.00
Vertical Opening,65
Vertical Percentage,29.03
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-256,-248,-240,-232,-224,-216,-208,-200,-192,-184,-176,-168,-160,-152,-144,-136,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224,232,240,248,256
40,0.127355,0.1269,0.126109,0.125757,0.12544,0.124482,0.123321,0.122,0.119071,0.112824,0.106379,0.0979535,0.0891199,0.0766916,0.063397,0.0529466,0.0440009,0.0361632,0.027961,0.020261,0.0148832,0.0109979,0.00857247,0.00684594,0.00518366,0.00349026,0.00220505,0.00104405,0.000405675,0.000149848,6.18706e-05,2.21733e-05,1.54974e-05,2.16964e-05,6.31819e-06,2.62264e-06,1.90738e-06,9.53689e-07,1.2994e-05,0.000322347,0.00107016,0.0011027,0.000948444,0.000753772,0.00103511,0.00190833,0.0034266,0.00559243,0.00908353,0.0145891,0.0224052,0.0321472,0.0417777,0.0523526,0.063615,0.0750732,0.0856817,0.0946491,0.103861,0.111541,0.118151,0.122006,0.12484,0.12589,0.126029
32,0.124539,0.123543,0.122783,0.12199,0.120441,0.116973,0.109917,0.101849,0.0933612,0.0833457,0.0718184,0.0588025,0.0482603,0.0391163,0.0304251,0.0228416,0.0158429,0.0114633,0.00840004,0.00651715,0.00457496,0.00265877,0.00138309,0.000571975,0.000180247,4.86381e-05,1.2398e-05,2.98028e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.43053e-06,1.66896e-06,8.34478e-07,5.96056e-07,1.31132e-06,8.10636e-06,4.73268e-05,0.000204805,0.000855697,0.00229279,0.00453527,0.00757885,0.0130061,0.0205843,0.0299048,0.0404453,0.0507979,0.0621368,0.0730223,0.0836094,0.0940963,0.104414,0.113918,0.12079,0.123318
24,0.125193,0.118585,0.115396,0.109361,0.101833,0.0923341,0.0830349,0.0718083,0.058115,0.0488683,0.0398501,0.0321786,0.0229029,0.0154542,0.0106884,0.00795352,0.00587842,0.00385052,0.00211206,0.000823391,0.000297909,7.15267e-05,1.12058e-05,9.53689e-07,4.76844e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.72213e-06,2.5988e-05,0.000164988,0.00072981,0.00213829,0.0045026,0.00872876,0.0153389,0.0239854,0.0345528,0.0447769,0.0553164,0.0658155,0.0776318,0.0917775,0.102729,0.111308
16,0.12827,0.109677,0.0934144,0.0807562,0.0664639,0.0537752,0.043026,0.0358318,0.0282592,0.0208884,0.0142012,0.00994249,0.00712012,0.00485475,0.00288753,0.0013658,0.000424272,9.64418e-05,1.9193e-05,2.62264e-06,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.86107e-06,3.64786e-05,0.000267033,0.0010822,0.00269536,0.00526675,0.00971666,0.0168967,0.0266283,0.0364828,0.0468826,0.0602702,0.0743901,0.0868937
8,0.132845,0.105494,0.0781039,0.0581331,0.0428327,0.0308351,0.0203314,0.0132987,0.00863764,0.00596187,0.00415498,0.00223497,0.000848664,0.000212315,4.61347e-05,3.81476e-06,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.02522e-05,6.55661e-05,0.000413782,0.00149526,0.00335997,0.00640104,0.0119444,0.0210331,0.0361201,0.0520665,0.0683783
0,0.131803,0.108186,0.0813754,0.0559528,0.0384463,0.0247872,0.0149129,0.00873364,0.00480731,0.00239209,0.000894203,0.000206474,4.43465e-05,5.00687e-06,1.90738e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.0729e-06,1.0729e-05,5.62676e-05,0.000343924,0.00120272,0.0034719,0.00827504,0.0164847,0.0297802,0.0471242,0.0639777
-8,0.132421,0.109053,0.0846828,0.0620799,0.0453918,0.0306447,0.0213554,0.0134516,0.00817429,0.00495882,0.00288741,0.00141039,0.000433213,0.000110151,1.71664e-05,4.05318e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.76844e-07,4.05318e-06,1.89546e-05,8.48783e-05,0.000429518,0.00147512,0.00362271,0.00802601,0.014246,0.0229403,0.0373903,0.0532448,0.0683267
-16,0.128525,0.112189,0.0972196,0.0820107,0.0694239,0.0580898,0.0462953,0.0376926,0.0282308,0.0214862,0.0153905,0.010265,0.00607202,0.00336843,0.00177481,0.00065435,0.000184777,4.54194e-05,1.20403e-05,1.31132e-06,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,7.15267e-07,9.89452e-06,6.61622e-05,0.000299578,0.00106706,0.00262539,0.00584766,0.0117648,0.0186691,0.0265323,0.0362672,0.048921,0.0652034,0.0805491,0.0917034
-24,0.12883,0.120868,0.114706,0.108919,0.102096,0.092837,0.0831968,0.0713778,0.0610679,0.0509243,0.0414033,0.0309774,0.0225777,0.0164666,0.0112394,0.00699781,0.00420803,0.00237492,0.00113954,0.000513442,0.000140788,3.25446e-05,6.91424e-06,2.02659e-06,8.34478e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-07,2.26501e-06,9.41768e-06,5.63869e-05,0.000252966,0.000848783,0.0020521,0.00484033,0.00972202,0.0161678,0.0241627,0.0331792,0.0429682,0.05364,0.0684167,0.0825619,0.0953931,0.1044,0.112194
-32,0.126463,0.123244,0.122356,0.122311,0.118819,0.115366,0.109658,0.102913,0.0929544,0.0828199,0.0712487,0.0613606,0.0501856,0.0398904,0.0297274,0.0229316,0.0168149,0.0115677,0.00781679,0.0049537,0.00303941,0.00164404,0.000725042,0.000233535,6.95001e-05,2.89683e-05,7.98714e-06,8.34478e-07,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.0729e-06,8.34478e-07,2.38422e-07,9.53689e-07,2.50343e-06,1.04906e-05,5.24529e-05,0.000192049,0.000675689,0.00147881,0.00346857,0.00710093,0.0127517,0.0205916,0.0292804,0.0386782,0.0491419,0.06151,0.0754677,0.0854856,0.0941361,0.105071,0.116823,0.121419,0.123163
-40,0.126163,0.125947,0.125906,0.125834,0.125614,0.124938,0.123731,0.120838,0.117456,0.111424,0.105435,0.096475,0.0854318,0.0749075,0.064426,0.0560597,0.0455267,0.0362859,0.0282917,0.02147,0.0158714,0.0108302,0.0077616,0.00519188,0.00328319,0.00173869,0.00089754,0.000381595,0.000130417,5.31682e-05,2.41999e-05,1.03714e-05,5.72213e-06,2.98028e-06,2.38422e-07,2.38422e-07,2.38422e-07,9.53689e-07,1.90738e-05,0.00027347,0.000549206,0.000373727,0.000281815,0.000328665,0.000658284,0.0011883,0.00228349,0.0048445,0.00865139,0.0147079,0.0211026,0.0288584,0.0372274,0.0466564,0.0600052,0.0738912,0.0858439,0.0931939,0.100092,0.108775,0.116545,0.122512,0.124796,0.125513,0.125682
-48,0.128812,0.127958,0.127259,0.126854,0.126656,0.126375,0.126267,0.126026,0.125147,0.123947,0.121539,0.117038,0.113115,0.10621,0.0998257,0.0905867,0.0805779,0.0701413,0.0610462,0.0527717,0.0438282,0.0357369,0.0287896,0.0210027,0.0163124,0.0120598,0.00823773,0.00575265,0.0039131,0.0027266,0.00162556,0.00114514,0.00108816,0.000748884,0.000355011,0.000156524,0.000161054,0.000277523,0.00191823,0.00582215,0.00841213,0.0096772,0.00977626,0.0101391,0.0115457,0.0154532,0.0201926,0.0260835,0.0312078,0.0389889,0.047287,0.0577378,0.0715271,0.0844434,0.0911763,0.097269,0.106355,0.114092,0.120639,0.123704,0.125418,0.126202,0.126982,0.127662,0.127248
-56,0.135753,0.133262,0.131641,0.13055,0.130087,0.129554,0.129251,0.128935,0.1286,0.128447,0.128073,0.127306,0.125597,0.12351,0.119698,0.11589,0.11037,0.105781,0.0967825,0.0880348,0.0758843,0.0683415,0.0599705,0.05181,0.043896,0.0375783,0.0301515,0.0245973,0.0184757,0.0152639,0.0112527,0.00953514,0.00988983,0.0095721,0.00685237,0.00498624,0.00479801,0.00590465,0.0118266,0.0278168,0.041781,0.0458232,0.0476137,0.0506006,0.050861,0.053927,0.0577984,0.062911,0.0722711,0.0825511,0.0932127,0.0984378,0.10296,0.108061,0.117289,0.124887,0.128761,0.129105,0.129841,0.130773,0.130851,0.132611,0.136481,0.138461,0.135721
-64,0.14923,0.149054,0.147585,0.146988,0.145335,0.143139,0.141604,0.140338,0.138681,0.137467,0.137002,0.135986,0.134517,0.133969,0.132747,0.131243,0.128757,0.124452,0.121011,0.115876,0.110272,0.105037,0.09491,0.085295,0.0767533,0.0675317,0.0606211,0.0540509,0.047325,0.0433295,0.0378984,0.0343719,0.0408397,0.0420787,0.034765,0.0264305,0.0252625,0.0275584,0.0425414,0.0670135,0.0824017,0.0870206,0.0884025,0.0907716,0.0960575,0.0995192,0.106869,0.114932,0.120689,0.12565,0.128592,0.134291,0.140408,0.144896,0.145979,0.145528,0.145137,0.144434,0.144383,0.144142,0.143547,0.145445,0.154792,0.158466,0.15269
-72,0.177207,0.182846,0.186583,0.187178,0.186002,0.183018,0.180997,0.178779,0.176057,0.175129,0.174244,0.172605,0.171282,0.169381,0.167818,0.1647,0.163979,0.161709,0.160987,0.159022,0.157881,0.151194,0.147078,0.141567,0.135145,0.129742,0.122661,0.114596,0.105726,0.0977611,0.0928786,0.0931262,0.112646,0.123912,0.115021,0.103642,0.0993126,0.104209,0.118045,0.139377,0.150535,0.155778,0.160031,0.166022,0.167895,0.171156,0.172695,0.174772,0.178536,0.184271,0.188062,0.186802,0.184339,0.184299,0.182858,0.181159,0.179807,0.178032,0.177041,0.176554,0.176104,0.179373,0.188209,0.190666,0.183501
-80,0.219603,0.224449,0.230932,0.233799,0.23389,0.233527,0.230387,0.231334,0.229447,0.227911,0.226519,0.224894,0.221974,0.221117,0.218302,0.21784,0.214901,0.213456,0.210974,0.210564,0.208203,0.20758,0.204439,0.200366,0.19843,0.194831,0.194099,0.185951,0.181303,0.178168,0.175437,0.178748,0.197318,0.207436,0.20338,0.195455,0.193901,0.194035,0.196707,0.204255,0.208109,0.2092,0.212838,0.214218,0.216303,0.217686,0.222397,0.226988,0.226083,0.227521,0.225899,0.224792,0.221856,0.221081,0.219876,0.218686,0.21645,0.212918,0.210855,0.210042,0.212227,0.216209,0.223184,0.225699,0.220264
-88,0.245464,0.248407,0.25101,0.251563,0.251439,0.251255,0.250888,0.251071,0.249949,0.249204,0.249026,0.247796,0.24719,0.246474,0.245965,0.245464,0.245158,0.245044,0.243782,0.2433,0.241343,0.240846,0.240517,0.240306,0.238034,0.238514,0.236686,0.235604,0.234474,0.231807,0.231643,0.234533,0.243144,0.246958,0.245838,0.241967,0.241431,0.241425,0.240814,0.242442,0.244136,0.246775,0.247809,0.24938,0.249439,0.248908,0.24882,0.247563,0.246902,0.245856,0.24476,0.244379,0.242711,0.241615,0.239924,0.239767,0.238869,0.238514,0.237996,0.236951,0.236621,0.237636,0.241078,0.241625,0.238058
-96,0.251748,0.251872,0.251903,0.251903,0.251934,0.251872,0.251903,0.251934,0.251872,0.251872,0.251872,0.251841,0.251841,0.25181,0.251655,0.251686,0.251409,0.251194,0.25098,0.250949,0.25098,0.250524,0.250191,0.24998,0.250372,0.24977,0.2495,0.249174,0.248731,0.248204,0.2487,0.2492,0.250736,0.251624,0.251841,0.251562,0.251501,0.251347,0.25104,0.251409,0.251563,0.251624,0.251748,0.251872,0.251872,0.251872,0.251903,0.251841,0.251841,0.251779,0.251655,0.251409,0.25144,0.251286,0.251224,0.25101,0.250857,0.250432,0.24971,0.249262,0.249681,0.248938,0.251347,0.251255,0.249471
-104,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251872,0.251934,0.251841,0.251934,0.251872,0.251841,0.251903,0.251872,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251872
-112,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
-120,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
Scan End
