SW Version,2022.1
Date and Time Started,2024-Feb-06 18:17:49
Date and Time Ended,2024-Feb-06 18:18:00
Scan Name,Scan_1J2CMD-2J2CMD
Link Settings,
Reset RX After Applying Settings,false
Open Area,384
Horizontal Opening,8
Horizontal Percentage,6.06
Vertical Opening,0
Vertical Percentage,3.23
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.247076,0.247941,0.24791,0.247881,0.247941,0.247941,0.247852,0.24791,0.247389,0.247796,0.247823,0.247794,0.247711,0.247881,0.247383,0.247732,0.247268,0.247288,0.247395,0.247513,0.247814,0.247756,0.24797,0.247938,0.247754,0.24791,0.247601,0.247818,0.24644,0.247692,0.247049,0.247818,0.247417
112,0.245322,0.247651,0.247162,0.247102,0.246534,0.246702,0.245853,0.24594,0.246961,0.245102,0.245192,0.24684,0.244529,0.243755,0.24372,0.244703,0.245842,0.247306,0.246412,0.247207,0.245362,0.246537,0.246532,0.246292,0.247172,0.245688,0.244388,0.245598,0.24551,0.245391,0.242544,0.244301,0.247048
104,0.237985,0.241187,0.246166,0.246106,0.245744,0.245408,0.244269,0.237873,0.242743,0.236152,0.234712,0.234119,0.231642,0.229288,0.237649,0.237678,0.236733,0.244925,0.231756,0.231388,0.237294,0.245158,0.240287,0.240215,0.245124,0.243748,0.242771,0.242943,0.234943,0.23382,0.235966,0.242374,0.241108
96,0.224715,0.228792,0.239093,0.239369,0.23823,0.227165,0.226134,0.234841,0.225224,0.231419,0.22752,0.224818,0.212492,0.207255,0.213018,0.196717,0.231237,0.215399,0.206184,0.223343,0.220676,0.223888,0.224451,0.226422,0.225404,0.227519,0.226814,0.231913,0.221465,0.220053,0.221108,0.233162,0.237349
88,0.216634,0.219706,0.214623,0.215476,0.22529,0.219771,0.215433,0.20109,0.201404,0.195113,0.189731,0.196659,0.183782,0.18497,0.165557,0.166776,0.187881,0.188118,0.172621,0.186505,0.196489,0.201617,0.215438,0.204577,0.209574,0.208763,0.215555,0.205649,0.214938,0.206377,0.206149,0.212136,0.215855
80,0.193058,0.195433,0.200883,0.18613,0.196645,0.180385,0.174599,0.173812,0.185965,0.161098,0.156241,0.139435,0.13511,0.123839,0.14059,0.130805,0.13186,0.134506,0.118626,0.124989,0.159373,0.178598,0.18285,0.180901,0.196693,0.199665,0.185459,0.182955,0.18722,0.186009,0.186537,0.195634,0.20026
72,0.160331,0.170907,0.175647,0.161672,0.157705,0.150351,0.142967,0.138663,0.145694,0.129056,0.111628,0.104058,0.109124,0.10157,0.0901668,0.0908529,0.0892886,0.0903132,0.0784719,0.0865668,0.10082,0.117871,0.117301,0.121127,0.133113,0.159526,0.148981,0.166141,0.16739,0.16676,0.167928,0.171221,0.174903
64,0.147672,0.145942,0.150957,0.143527,0.136124,0.128645,0.121543,0.11396,0.109041,0.093237,0.0824052,0.0792996,0.066566,0.0551386,0.0518919,0.0422227,0.0590476,0.0500774,0.0449369,0.0487683,0.0702732,0.0745048,0.0732044,0.0851621,0.0993785,0.10791,0.131662,0.127503,0.13365,0.137251,0.147442,0.149527,0.150187
56,0.1389,0.135573,0.136809,0.12847,0.126432,0.114593,0.109392,0.0980393,0.0806013,0.0692906,0.0574292,0.0557907,0.0426466,0.0362787,0.0271868,0.0259454,0.0291474,0.0281956,0.0228699,0.0245798,0.0373232,0.0453917,0.0467629,0.0563378,0.0727912,0.0794024,0.0905606,0.104425,0.114074,0.122303,0.133073,0.135549,0.140536
48,0.132388,0.12712,0.123138,0.116194,0.104753,0.0912236,0.087548,0.0678357,0.0586956,0.053165,0.0366268,0.0284137,0.0226544,0.0212077,0.0144869,0.0129576,0.0128803,0.0118925,0.00951531,0.0123395,0.0178263,0.0201049,0.0226099,0.0318974,0.0376226,0.0539514,0.0659161,0.0822411,0.093877,0.11206,0.117613,0.124488,0.130038
40,0.128066,0.121727,0.111141,0.10044,0.0851225,0.0734039,0.060668,0.0501377,0.0439432,0.0300573,0.0258618,0.016595,0.0142606,0.00901651,0.00597844,0.00452323,0.00462789,0.00451143,0.00273792,0.00284843,0.00722384,0.00927164,0.0101834,0.0140739,0.0217636,0.0302974,0.0427646,0.0583081,0.0696916,0.0857248,0.101801,0.116382,0.124099
32,0.128135,0.114696,0.101097,0.0839522,0.0661854,0.0566157,0.041093,0.0341673,0.0257982,0.0192619,0.0119003,0.00883729,0.00586137,0.00359636,0.00235919,0.001578,0.00138404,0.00142696,0.000659833,0.000825537,0.002013,0.00275914,0.00353306,0.00619445,0.0109269,0.0162868,0.0249789,0.0382951,0.0511617,0.0681129,0.0821359,0.0997382,0.116789
24,0.12973,0.109107,0.0886499,0.0705862,0.0553096,0.040854,0.0310641,0.0225813,0.0161059,0.00971583,0.00695025,0.00373405,0.00248424,0.00139656,0.000777614,0.000545272,0.000419742,0.00033999,0.000146749,0.000169637,0.000604162,0.000841869,0.00130524,0.00230185,0.00500675,0.00866319,0.0149223,0.0237152,0.0349205,0.0484591,0.0705376,0.0876851,0.111468
16,0.129295,0.100772,0.0774531,0.0576202,0.0416974,0.0271225,0.0181098,0.0132456,0.00785208,0.00453825,0.0028011,0.00151124,0.000779521,0.000516303,0.000269298,0.000117661,9.13157e-05,5.69829e-05,2.5392e-05,2.05043e-05,9.57265e-05,0.000165346,0.000298385,0.000663887,0.00177458,0.00443835,0.00813807,0.0149383,0.0226576,0.0349876,0.0520879,0.0744389,0.103183
