SW Version,2022.2
Date and Time Started,2024-Jan-18 11:36:36
Date and Time Ended,2024-Jan-18 11:37:11
Scan Name,Scan_3J5D1-1J5D2
Link Settings,
Reset RX After Applying Settings,false
Open Area,18752
Horizontal Opening,177
Horizontal Percentage,69.70
Vertical Opening,121
Vertical Percentage,51.61
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.25181,0.251841,0.251872,0.251934,0.251686,0.250918,0.25181,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
112,0.251841,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251872,0.251903,0.251872,0.251841,0.251779,0.250796,0.248051,0.245421,0.242649,0.249025,0.24835,0.237813,0.229841,0.238076,0.247047,0.251255,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
104,0.245657,0.247332,0.250584,0.250553,0.24959,0.248671,0.24768,0.246873,0.245738,0.244293,0.243227,0.239,0.229915,0.219819,0.207818,0.204249,0.226431,0.219642,0.195039,0.179969,0.19215,0.206777,0.227205,0.245545,0.251501,0.251779,0.251779,0.251347,0.251225,0.250644,0.251286,0.251748,0.251903
96,0.20455,0.21625,0.228114,0.228114,0.224286,0.221907,0.2166,0.214208,0.210482,0.206569,0.194811,0.181983,0.16448,0.151004,0.141228,0.140336,0.17491,0.17355,0.136079,0.104981,0.113785,0.12811,0.142609,0.17578,0.219981,0.239865,0.239231,0.23864,0.236637,0.234738,0.23569,0.240866,0.249528
88,0.159328,0.161865,0.170096,0.164941,0.161286,0.160919,0.158046,0.152417,0.142907,0.128003,0.11106,0.0955309,0.0796549,0.0648838,0.0507846,0.045134,0.0911424,0.0899488,0.0403498,0.0136707,0.0187993,0.0205341,0.0240672,0.0320108,0.0714794,0.120198,0.147242,0.157903,0.159684,0.161778,0.166305,0.195924,0.226983
80,0.129855,0.12868,0.127855,0.127338,0.126753,0.125288,0.120051,0.107788,0.0879361,0.0671245,0.0505901,0.0339319,0.0196527,0.00896551,0.00309722,0.000766527,0.00608966,0.0039832,0.000357156,3.54057e-05,8.95275e-05,0.000154021,0.000113608,0.000147107,0.00426883,0.0370269,0.0918724,0.122343,0.126076,0.126325,0.126703,0.129375,0.15039
72,0.125925,0.125921,0.12592,0.125828,0.12373,0.115626,0.100096,0.0753042,0.0536962,0.0340535,0.0191364,0.00693594,0.00149431,9.22694e-05,1.66896e-06,2.38422e-07,7.15267e-07,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.93534e-05,0.00528022,0.0427555,0.0988611,0.12376,0.125913,0.125967,0.125967,0.126021
64,0.12592,0.125951,0.125735,0.123105,0.112033,0.0918043,0.0662603,0.0426555,0.0232029,0.00864834,0.00211862,0.000173095,8.34478e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000259523,0.00940716,0.0545135,0.108656,0.124595,0.125936,0.125967,0.125967
56,0.125951,0.125797,0.12415,0.113098,0.0922011,0.0671554,0.0396035,0.0187757,0.00649104,0.0012479,6.11553e-05,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.34709e-05,0.00173559,0.0238125,0.0799422,0.118438,0.125612,0.125967,0.125967
48,0.125828,0.12424,0.114822,0.0916236,0.0634597,0.0344591,0.0151165,0.00441427,0.000646243,1.14443e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-07,0.000108482,0.0056332,0.0384351,0.0975772,0.121731,0.125828,0.125967
40,0.124788,0.117054,0.0950247,0.0664926,0.0341511,0.013491,0.00341123,0.000352269,2.26501e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.74186e-06,0.000814927,0.0142684,0.0626952,0.107572,0.124315,0.126006
32,0.120961,0.101912,0.0717781,0.036061,0.01384,0.00323634,0.00024474,1.54974e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.45987e-05,0.00398892,0.0281932,0.0807854,0.115857,0.126388
