SW Version,2022.2
Date and Time Started,2024-Jan-18 11:34:45
Date and Time Ended,2024-Jan-18 11:35:23
Scan Name,Scan_1J5CMD-3J5CMD
Link Settings,
Reset RX After Applying Settings,false
Open Area,20224
Horizontal Opening,169
Horizontal Percentage,66.67
Vertical Opening,145
Vertical Percentage,61.29
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.247939,0.247969,0.24797,0.247939,0.247939,0.247939,0.24797,0.247941,0.247939,0.247848,0.247847,0.247118,0.246652,0.244711,0.240782,0.243806,0.247601,0.242885,0.239937,0.241253,0.240565,0.24656,0.247201,0.247909,0.24791,0.247939,0.247969,0.24797,0.24797,0.24797,0.247939,0.24797,0.247939
112,0.241395,0.246307,0.247131,0.246847,0.246191,0.244853,0.244191,0.241987,0.241188,0.240191,0.234816,0.233145,0.221834,0.217115,0.211848,0.212331,0.233225,0.220907,0.197956,0.193867,0.210733,0.220911,0.233454,0.243922,0.247294,0.247509,0.247601,0.247848,0.247678,0.247941,0.247883,0.247941,0.247939
104,0.205441,0.221974,0.229165,0.221495,0.221277,0.216826,0.214381,0.208176,0.198959,0.191428,0.180488,0.16307,0.139708,0.132148,0.12252,0.13938,0.17817,0.157388,0.106973,0.103125,0.116836,0.134686,0.158285,0.189617,0.219352,0.232593,0.236256,0.238289,0.239956,0.237482,0.242555,0.245547,0.247819
96,0.156991,0.161652,0.167842,0.163028,0.162418,0.152537,0.143139,0.136637,0.120325,0.0972977,0.0779974,0.0598216,0.0443497,0.0319231,0.0272375,0.0337516,0.0850457,0.0623678,0.0266017,0.0177751,0.0257942,0.0273534,0.0375989,0.058723,0.0942248,0.149425,0.166871,0.182139,0.185604,0.183578,0.187258,0.22118,0.233115
88,0.136306,0.135178,0.132595,0.13232,0.128686,0.116204,0.111806,0.096363,0.0817784,0.0527357,0.0346328,0.0197709,0.0116576,0.00601754,0.00257293,0.00312893,0.0142647,0.00834108,0.00239304,0.00100102,0.0016599,0.00262515,0.00328379,0.00641928,0.0209748,0.0516345,0.0962374,0.132076,0.143265,0.141069,0.144959,0.167211,0.191318
80,0.127545,0.126972,0.125742,0.123641,0.119276,0.104239,0.08798,0.0653474,0.0398366,0.0236297,0.0120254,0.00463767,0.00151136,0.000325089,4.89958e-05,1.83585e-05,0.000262026,5.14992e-05,3.2187e-06,1.43053e-06,1.01329e-05,1.49014e-05,3.20678e-05,0.000138166,0.00220946,0.0162505,0.0479047,0.0913534,0.120135,0.128033,0.128691,0.132266,0.138892
72,0.125995,0.125712,0.122928,0.11808,0.104745,0.08549,0.0599103,0.0358213,0.0188991,0.00825979,0.00252596,0.000283961,5.80558e-05,2.62264e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.96056e-07,0.000127675,0.00461657,0.0250956,0.0622356,0.100905,0.122262,0.125936,0.12804,0.126388
64,0.125806,0.124663,0.121671,0.107675,0.0839058,0.0567117,0.0339316,0.017978,0.00693308,0.00219778,0.000274543,2.16964e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,6.31819e-06,0.000764382,0.00902504,0.0359952,0.0773155,0.11199,0.12499,0.125967,0.126068
56,0.125943,0.12355,0.110845,0.0906503,0.0656486,0.0396802,0.0184789,0.00760746,0.00222853,0.000333076,1.7524e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.00011635,0.00355464,0.0209266,0.0542999,0.0977957,0.121578,0.125843,0.126037
48,0.125586,0.116575,0.101505,0.0756491,0.0449669,0.0226868,0.00893603,0.00284843,0.000362402,3.98165e-05,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.2916e-06,0.000635991,0.00935914,0.034163,0.0703612,0.112537,0.124832,0.126624
40,0.123101,0.107823,0.084964,0.0509041,0.0268116,0.0104154,0.0032646,0.000477798,4.82805e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,6.55661e-05,0.00389749,0.0206492,0.0529252,0.0958911,0.12059,0.131056
32,0.124687,0.0967845,0.0655906,0.0333916,0.014005,0.00408918,0.000878824,3.94589e-05,1.19211e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,6.4374e-06,0.00100447,0.0116617,0.034505,0.0757577,0.113362,0.135425
24,0.123318,0.0840923,0.0504176,0.0220355,0.00784662,0.00176206,0.000207547,3.2187e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,7.15267e-07,0.000263337,0.00597844,0.0245467,0.0575218,0.103333,0.142929
16,0.124209,0.0720856,0.0310601,0.0118747,0.00279121,0.000316982,1.59743e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.25584e-05,0.00237969,0.0145448,0.0431729,0.0970165,0.145557
8,0.126108,0.0602743,0.0212934,0.00491066,0.000925317,6.44932e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.78817e-06,0.000574478,0.00855583,0.0332546,0.0866981,0.151612
0,0.126625,0.0553006,0.015933,0.00247113,0.000190738,5.96056e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000130417,0.00479932,0.0293651,0.0822756,0.146991
-8,0.126191,0.0599495,0.0165122,0.00274686,0.000254158,3.45712e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000225428,0.00607118,0.0319914,0.0853717,0.149986
-16,0.120382,0.0648788,0.0227802,0.00624249,0.00118234,0.000107648,1.78817e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.66896e-06,0.00085534,0.010416,0.0379028,0.0875438,0.147117
