SW Version,2022.1
Date and Time Started,2023-Oct-12 14:14:45
Date and Time Ended,2023-Oct-12 14:14:55
Scan Name,1J5CMD-3J5CMD
Link Settings,
Reset RX After Applying Settings,false
Open Area,16192
Horizontal Opening,177
Horizontal Percentage,69.70
Vertical Opening,113
Vertical Percentage,48.39
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.247939,0.247969,0.24797,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.24797,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.24797,0.247939,0.247939
112,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247969,0.247939,0.247939,0.247939,0.247969
104,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247969,0.247969,0.247939,0.247969,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.24797,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.24797
96,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.247969,0.247939,0.247969,0.247969,0.24797,0.247941,0.247909,0.247909,0.247939,0.247939,0.247969,0.247202,0.247938,0.247939,0.24797,0.247969,0.247939,0.24797,0.247969,0.247939,0.247939,0.247969,0.247939,0.247969,0.247969
88,0.246078,0.247765,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.24791,0.247694,0.246866,0.244652,0.23893,0.231244,0.226231,0.244447,0.2462,0.224462,0.206803,0.22655,0.241559,0.247017,0.247879,0.247941,0.24797,0.24797,0.24797,0.247941,0.24791,0.247939,0.247939,0.247969
80,0.213381,0.226746,0.242791,0.242419,0.23993,0.238843,0.23532,0.230699,0.228926,0.223708,0.211101,0.192226,0.168349,0.158905,0.152316,0.15798,0.196358,0.196643,0.163932,0.129798,0.150858,0.172692,0.196826,0.226847,0.241079,0.240524,0.241136,0.240655,0.240792,0.240198,0.243777,0.247113,0.24791
72,0.163247,0.166346,0.183963,0.180873,0.176374,0.17345,0.168432,0.162279,0.15316,0.130012,0.106798,0.0883674,0.0754295,0.0603411,0.0502384,0.0522877,0.108861,0.117788,0.0498843,0.0103384,0.0209251,0.0265104,0.0303313,0.0588513,0.116955,0.16491,0.172866,0.175689,0.174909,0.177113,0.191496,0.214027,0.239018
64,0.137366,0.136856,0.13195,0.130804,0.129291,0.125269,0.118726,0.101362,0.0763395,0.0522012,0.0354536,0.0242138,0.0132022,0.00434703,0.000993267,0.000312333,0.00544246,0.00686823,0.000110628,2.38422e-07,1.43053e-06,1.22787e-05,2.11004e-05,0.000189903,0.00649915,0.0492211,0.108157,0.125915,0.126684,0.127522,0.129783,0.136351,0.16348
56,0.127347,0.127631,0.126498,0.12509,0.12081,0.113371,0.0937562,0.0628035,0.0389564,0.0247642,0.014951,0.00399965,0.000331288,5.72213e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.66896e-06,0.000193956,0.00836016,0.0572542,0.113385,0.125781,0.125959,0.125975,0.126006,0.127641
48,0.125923,0.125833,0.125029,0.12081,0.110391,0.0864415,0.054346,0.0317378,0.0191931,0.0084813,0.00091876,1.38285e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.33791e-06,0.000459916,0.0133949,0.0685065,0.117981,0.125874,0.125967,0.125967,0.125967
40,0.125859,0.124029,0.120668,0.110059,0.0835634,0.0495733,0.0275755,0.0162616,0.0052714,0.00029767,9.53689e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.33516e-05,0.0015451,0.024626,0.0861098,0.122532,0.125951,0.125967,0.125967
32,0.124364,0.121153,0.111643,0.0849922,0.0487799,0.0256987,0.0139943,0.00320749,9.46536e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,8.1302e-05,0.00479896,0.0350593,0.100666,0.123998,0.125951,0.126021
24,0.122027,0.115184,0.0944114,0.0552491,0.0276038,0.0148409,0.00367194,0.000123145,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.93397e-06,0.000694643,0.0142691,0.0607341,0.112195,0.125353,0.126664
16,0.121463,0.100562,0.0633106,0.0299149,0.0146419,0.00361949,7.52222e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.69829e-05,0.00301711,0.0237206,0.0799288,0.117614,0.129346
8,0.121475,0.0813593,0.034869,0.0156154,0.0034582,8.4163e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.54974e-06,0.000310664,0.00714861,0.0398883,0.0955828,0.13458
0,0.126941,0.0617892,0.0176077,0.00387531,7.09306e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.45438e-05,0.00121381,0.0167479,0.0631934,0.141371
-8,0.124672,0.0763609,0.0202902,0.003905,0.000115039,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000201705,0.00402981,0.0260088,0.079629,0.134559
-16,0.121887,0.0882038,0.0472728,0.015864,0.00322001,0.000114085,7.15267e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.12058e-05,0.00140371,0.0136128,0.0565886,0.104872,0.127065
-24,0.121063,0.102454,0.0763941,0.040599,0.0144562,0.00335448,0.000130536,5.96056e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000312929,0.00720488,0.0371297,0.0937301,0.119288,0.125998
-32,0.12385,0.113199,0.0930896,0.0673764,0.0335734,0.0124798,0.00269715,0.000126006,4.76844e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.30077e-05,0.00214723,0.0213709,0.0756356,0.113079,0.124863,0.125967
-40,0.125859,0.122252,0.11174,0.0911344,0.0671114,0.0353636,0.0142518,0.00368243,0.000302915,1.0729e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,8.34478e-07,0.00055612,0.0125187,0.0525038,0.107886,0.123401,0.125944,0.125967
-48,0.125982,0.125735,0.124089,0.112551,0.0916893,0.0683934,0.03849,0.0171288,0.00553855,0.000694762,2.47959e-05,4.76844e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000103475,0.00558003,0.0398331,0.0989154,0.122142,0.125928,0.125967,0.125967
-56,0.125952,0.12592,0.125828,0.124029,0.112973,0.0951129,0.0726437,0.0464815,0.0240916,0.00948761,0.00203136,0.000201944,6.67582e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.00549e-05,0.00287644,0.031702,0.0869994,0.119839,0.125774,0.125959,0.125967,0.125975
-64,0.12821,0.127753,0.126306,0.126078,0.124578,0.116166,0.100535,0.0800286,0.0548966,0.0340912,0.0177162,0.00636218,0.00156178,0.000281815,3.56441e-05,4.64923e-06,3.63594e-05,1.32324e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.15635e-05,0.00149455,0.0237639,0.0763517,0.117101,0.125551,0.125967,0.126122,0.128388,0.136512
-72,0.14809,0.149748,0.150559,0.150365,0.14764,0.146968,0.140268,0.125873,0.109797,0.0842456,0.0601691,0.0426085,0.0273895,0.0150626,0.00801158,0.00733423,0.0417902,0.0269148,0.00215105,7.71296e-05,0.00068451,0.00245766,0.00342911,0.00770438,0.0370269,0.0891976,0.127238,0.135091,0.135913,0.139027,0.150779,0.188195,0.222956
-80,0.185337,0.201805,0.227931,0.229573,0.226017,0.220888,0.21678,0.212531,0.2059,0.193715,0.174834,0.154783,0.139004,0.128852,0.120354,0.120805,0.175169,0.164477,0.0975201,0.0431595,0.0772404,0.109578,0.133532,0.172762,0.210356,0.220395,0.222821,0.22402,0.226817,0.229908,0.238193,0.24938,0.251748
-88,0.247796,0.249441,0.251872,0.251872,0.25181,0.25181,0.251779,0.251532,0.251408,0.251007,0.2493,0.244474,0.235471,0.223302,0.214536,0.210048,0.239595,0.233816,0.201126,0.181004,0.20641,0.22211,0.241338,0.249472,0.251655,0.251593,0.251686,0.251655,0.251655,0.251779,0.251903,0.251903,0.251903
-96,0.251934,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251841,0.251593,0.251378,0.251439,0.251903,0.251872,0.250705,0.243864,0.251041,0.251779,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
-104,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
-112,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
