SW Version,2022.1
Date and Time Started,2023-Nov-07 17:28:53
Date and Time Ended,2023-Nov-07 17:29:03
Scan Name,Scan_3J4D0-1J4D3
Link Settings,
Reset RX After Applying Settings,false
Open Area,6976
Horizontal Opening,137
Horizontal Percentage,54.55
Vertical Opening,57
Vertical Percentage,25.81
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
112,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251934,0.251872,0.251903
104,0.251903,0.251903,0.251903,0.251903,0.251872,0.251903,0.251872,0.251872,0.251872,0.251841,0.251841,0.25181,0.251624,0.251655,0.251717,0.251624,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251934,0.251872,0.251903,0.251872,0.251841,0.251779,0.251563,0.251347,0.251347,0.251624,0.25181
96,0.251624,0.251563,0.251748,0.251779,0.251563,0.251286,0.251041,0.250251,0.24989,0.246645,0.248319,0.247536,0.246673,0.246166,0.245517,0.246188,0.250494,0.251624,0.251409,0.251779,0.251841,0.251779,0.251624,0.251286,0.250766,0.24962,0.248641,0.247248,0.244771,0.243188,0.24023,0.241006,0.245825
88,0.244081,0.244218,0.247941,0.24719,0.245213,0.243566,0.241057,0.239722,0.238181,0.239621,0.235041,0.235719,0.233754,0.231552,0.231138,0.231045,0.243262,0.245764,0.244069,0.246212,0.249052,0.247647,0.244812,0.243942,0.241496,0.238727,0.236422,0.230953,0.226002,0.222555,0.221017,0.220086,0.227125
80,0.20449,0.210929,0.222889,0.219829,0.216044,0.214013,0.210258,0.204707,0.203268,0.200749,0.195174,0.190643,0.18473,0.175673,0.163932,0.156916,0.19797,0.2045,0.183291,0.182594,0.203613,0.214345,0.215034,0.216426,0.209357,0.20193,0.200888,0.202153,0.196087,0.190609,0.193045,0.199972,0.205185
72,0.167839,0.170268,0.172533,0.164529,0.163868,0.15275,0.150576,0.144803,0.142304,0.13763,0.130546,0.121367,0.10814,0.0942488,0.0792161,0.0633487,0.0833357,0.0895772,0.0612833,0.0744231,0.12222,0.130942,0.141117,0.152707,0.161529,0.166017,0.1641,0.158734,0.155469,0.154637,0.153396,0.159829,0.173576
64,0.145649,0.140946,0.13562,0.132061,0.130037,0.128518,0.127305,0.124921,0.119519,0.112733,0.0984111,0.0846928,0.0669534,0.049524,0.0349016,0.0271438,0.0268969,0.0244068,0.0164224,0.0192691,0.0582259,0.0698,0.078337,0.0872009,0.100661,0.116588,0.130911,0.1345,0.134879,0.132358,0.133254,0.135683,0.143596
56,0.131121,0.128721,0.126959,0.126364,0.125942,0.125186,0.121095,0.114517,0.10258,0.0882662,0.0722151,0.0545669,0.0346814,0.0249367,0.0178284,0.0131322,0.0123188,0.00957496,0.00559458,0.00594852,0.0181249,0.0273216,0.0359195,0.0457929,0.0583642,0.0742081,0.0975837,0.1151,0.124611,0.126045,0.126169,0.126632,0.129147
48,0.126416,0.12597,0.125782,0.125587,0.123581,0.1177,0.106421,0.0897603,0.0735516,0.0514928,0.0337994,0.0225757,0.0159133,0.0110223,0.00647114,0.00336378,0.00229601,0.00126507,0.000497349,0.000731599,0.00302951,0.00276296,0.00518568,0.0132206,0.0260388,0.0405544,0.0578782,0.0803307,0.106199,0.119575,0.125396,0.125944,0.125975
40,0.126707,0.12475,0.12358,0.12013,0.11013,0.0959867,0.0791456,0.056072,0.0369191,0.0226948,0.0153412,0.0106553,0.00574586,0.00227514,0.000760567,0.000148299,5.45987e-05,1.5259e-05,9.53689e-07,1.04906e-05,0.000200752,8.70241e-05,4.9115e-05,0.000535616,0.00358957,0.0132675,0.0286729,0.0459265,0.0689049,0.0941464,0.112936,0.122446,0.125712
32,0.129095,0.118544,0.110243,0.101869,0.0850628,0.0647191,0.0436855,0.0267682,0.0168531,0.0114008,0.00626168,0.00235633,0.000685106,9.62034e-05,1.13251e-05,7.15267e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.76844e-07,5.96056e-07,2.38422e-07,1.66896e-06,6.93809e-05,0.000970378,0.00697361,0.0212555,0.0398249,0.0608619,0.0851407,0.107093,0.120673
24,0.129854,0.109209,0.0952319,0.0793136,0.0575804,0.0376383,0.0226496,0.0145905,0.00885291,0.00404698,0.00128212,0.000234131,1.50206e-05,1.19211e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.41861e-05,0.000417835,0.00432021,0.0167607,0.0346084,0.0559711,0.0802518,0.104089
16,0.123708,0.100532,0.0743801,0.0504424,0.03034,0.0181438,0.0115243,0.00570723,0.00175872,0.000344043,4.69692e-05,1.54974e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.98028e-06,0.000217441,0.00258915,0.0129091,0.0295059,0.0499514,0.0782453
8,0.131435,0.0998903,0.0594379,0.0327376,0.0167862,0.00877485,0.00336521,0.000751626,9.32231e-05,3.33791e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.78817e-06,8.48783e-05,0.00184002,0.0100612,0.0258404,0.0534164
0,0.138192,0.097277,0.0522839,0.0282801,0.0148346,0.00591549,0.00176027,0.000276093,1.93122e-05,9.53689e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.2187e-06,0.000241879,0.00346606,0.020204,0.054905
-8,0.137677,0.098356,0.0543041,0.0302536,0.0166685,0.00832785,0.00315838,0.000789178,8.48783e-05,7.03346e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-07,3.15909e-05,0.000743281,0.00619206,0.0258258,0.0598668
-16,0.133488,0.100335,0.0695922,0.0427363,0.0259304,0.01632,0.0108105,0.00537916,0.00183466,0.000413782,4.58963e-05,2.02659e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.90738e-06,9.69186e-05,0.00144758,0.00893988,0.0252759,0.051305,0.0788432
-24,0.130536,0.109192,0.0916318,0.0698631,0.0473784,0.0303135,0.0191414,0.0131887,0.00810152,0.00359576,0.00105418,0.000194314,1.32324e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.96056e-06,0.000210288,0.00218645,0.0112277,0.0292938,0.0537834,0.082712,0.105095
-32,0.129233,0.117198,0.109558,0.0971343,0.0780715,0.0545254,0.0340195,0.0214709,0.0153178,0.0105582,0.00539216,0.00195625,0.000514873,4.85189e-05,8.10636e-06,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.60935e-05,0.000425822,0.00297253,0.013023,0.0318838,0.0586048,0.0820938,0.106998,0.120264
-40,0.125181,0.122845,0.120953,0.116654,0.106643,0.0884424,0.0654388,0.0446415,0.0276604,0.0191286,0.0143666,0.00973141,0.00509985,0.00170531,0.000493415,0.000100853,2.00275e-05,3.09949e-06,2.38422e-07,8.34478e-07,4.67308e-05,1.49014e-05,1.37093e-05,0.000142457,0.00127186,0.00703143,0.0204702,0.0421229,0.0674364,0.0905753,0.109963,0.123501,0.12582
-48,0.126848,0.12557,0.125503,0.123817,0.119911,0.113654,0.100451,0.0821557,0.0593891,0.038814,0.0255831,0.0188247,0.0141151,0.0093497,0.00530346,0.00244049,0.00151732,0.000401026,0.000105025,0.000156524,0.00166001,0.00130131,0.00137176,0.0042699,0.0128788,0.0305039,0.0529486,0.0761313,0.0985566,0.116554,0.124498,0.125959,0.126052
-56,0.132699,0.13116,0.128919,0.127522,0.126472,0.122898,0.119521,0.110758,0.0983437,0.0759146,0.0565434,0.0386257,0.0262508,0.0187438,0.0151614,0.0117631,0.0106005,0.00610468,0.00270335,0.0032609,0.0128024,0.0167672,0.0211818,0.0323509,0.0496045,0.0681979,0.0863796,0.107331,0.121874,0.125836,0.126672,0.127127,0.129115
-64,0.138021,0.137514,0.137279,0.136249,0.134195,0.131878,0.128442,0.1256,0.119133,0.107516,0.0910043,0.0727508,0.0512274,0.0354289,0.0265458,0.0220558,0.0233492,0.0186761,0.011835,0.014104,0.0414718,0.0537511,0.0656114,0.0775483,0.0904683,0.105147,0.12119,0.130793,0.132303,0.131322,0.1319,0.134297,0.141601
-72,0.155285,0.153769,0.156685,0.15456,0.153542,0.152281,0.151794,0.148682,0.145528,0.142087,0.137907,0.122075,0.106809,0.0849125,0.0678153,0.0581778,0.0722064,0.0619991,0.0467457,0.0516969,0.0997735,0.110699,0.119163,0.13171,0.147633,0.156575,0.159785,0.158958,0.154395,0.152502,0.152043,0.159721,0.16829
-80,0.188435,0.187853,0.188603,0.186576,0.178469,0.174877,0.171245,0.167637,0.165983,0.162317,0.160432,0.157804,0.149509,0.144693,0.134231,0.126792,0.147407,0.135862,0.11511,0.128708,0.169934,0.176921,0.187015,0.191979,0.191353,0.188819,0.183925,0.182163,0.181866,0.179198,0.179704,0.189069,0.195069
-88,0.215727,0.226429,0.235468,0.234149,0.226568,0.227678,0.221674,0.217972,0.211509,0.208896,0.201176,0.201662,0.195338,0.193854,0.189247,0.191471,0.229124,0.228235,0.214873,0.221318,0.232698,0.232385,0.231597,0.226724,0.225812,0.221783,0.217155,0.21313,0.210605,0.205712,0.208137,0.216027,0.21828
-96,0.241286,0.245573,0.247738,0.247823,0.247505,0.247188,0.246645,0.245825,0.246078,0.244054,0.242521,0.241782,0.24021,0.239545,0.238002,0.240167,0.246361,0.247443,0.247033,0.246627,0.246634,0.247281,0.2457,0.244899,0.244961,0.243344,0.240478,0.23663,0.232483,0.229065,0.230429,0.234618,0.234371
-104,0.247881,0.24791,0.248,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.24791,0.247881,0.247941,0.247736,0.247507,0.247709,0.247592,0.247939,0.247939,0.247941,0.247941,0.24797,0.247939,0.247909,0.247879,0.247878,0.247785,0.247417,0.246744,0.24566,0.245362,0.245719,0.246348,0.246804
-112,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.247939,0.247939,0.247938,0.247939,0.247939,0.247939
-120,0.247939,0.247939,0.247939,0.24797,0.24797,0.247939,0.247969,0.247939,0.247969,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.24797,0.248,0.247939,0.24797,0.247939,0.247939,0.247939,0.247969,0.247969,0.247969,0.247939,0.247969,0.247969
Scan End
