SW Version,2022.1
Date and Time Started,2023-Nov-07 17:28:14
Date and Time Ended,2023-Nov-07 17:28:23
Scan Name,Scan_1J4CMD-3J4CMD
Link Settings,
Reset RX After Applying Settings,false
Open Area,3328
Horizontal Opening,81
Horizontal Percentage,33.33
Vertical Opening,33
Vertical Percentage,16.13
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.247939,0.24797,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.24797,0.24797,0.247969,0.247939,0.247969,0.247939,0.247969,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247969,0.247969,0.247939,0.247939,0.247939,0.247939
112,0.247939,0.247939,0.247969,0.247939,0.24797,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.247939,0.247939,0.247969,0.24797,0.247969,0.247939,0.24797,0.247939,0.247939,0.247939,0.24797,0.247969,0.247939
104,0.247939,0.247939,0.247969,0.247969,0.247969,0.247939,0.247941,0.247939,0.247883,0.247939,0.24791,0.247939,0.24791,0.247592,0.247594,0.247825,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247969,0.247969,0.247969,0.24797,0.247939,0.24797,0.247939,0.247939,0.247939,0.24797,0.247939
96,0.245182,0.247277,0.247912,0.247678,0.247738,0.247076,0.246676,0.246702,0.245573,0.245909,0.245996,0.244163,0.244547,0.245604,0.244878,0.244936,0.24762,0.247767,0.24791,0.247941,0.247939,0.247939,0.247939,0.247969,0.247939,0.247969,0.247785,0.247665,0.247632,0.246183,0.246412,0.24717,0.247816
88,0.242574,0.241473,0.244822,0.242814,0.242974,0.243327,0.239199,0.238943,0.238874,0.237247,0.235562,0.233708,0.234901,0.233062,0.23457,0.235793,0.24204,0.244689,0.245223,0.246723,0.247344,0.24734,0.247547,0.247601,0.246295,0.246658,0.245902,0.244556,0.244132,0.240922,0.237614,0.240746,0.245691
80,0.222901,0.223109,0.230323,0.228003,0.224513,0.219312,0.218639,0.216012,0.211801,0.205528,0.208159,0.203003,0.20276,0.197211,0.195861,0.199255,0.225657,0.228212,0.220724,0.228116,0.236006,0.239018,0.238861,0.238632,0.235387,0.233322,0.231483,0.226258,0.225762,0.221991,0.220961,0.225255,0.229265
72,0.18953,0.195242,0.19528,0.192499,0.191173,0.184274,0.182998,0.179752,0.175592,0.169082,0.168695,0.160895,0.156668,0.154103,0.144741,0.142982,0.177304,0.180895,0.172544,0.191245,0.200859,0.204384,0.200198,0.215051,0.206244,0.209706,0.204401,0.201011,0.194694,0.187157,0.190093,0.197158,0.208683
64,0.15865,0.154981,0.156066,0.154393,0.149659,0.147152,0.144387,0.142388,0.138057,0.134119,0.129584,0.116846,0.107732,0.0972529,0.0868145,0.0616797,0.0678079,0.0638799,0.08394,0.110748,0.139607,0.147015,0.152016,0.153876,0.157887,0.161518,0.157216,0.160827,0.158469,0.15213,0.154587,0.159176,0.169044
56,0.141141,0.138568,0.136512,0.135385,0.133435,0.13127,0.12821,0.123338,0.118056,0.111063,0.0991675,0.0855537,0.0747786,0.0602211,0.0515869,0.0426861,0.0481205,0.0495318,0.0431426,0.0581352,0.084357,0.0895713,0.100371,0.102721,0.119512,0.124705,0.13369,0.135873,0.135917,0.138283,0.13534,0.138981,0.145825
48,0.13173,0.130155,0.128299,0.126244,0.125237,0.12324,0.120356,0.10748,0.0946032,0.0854651,0.0694173,0.0592852,0.0409021,0.0315188,0.0231006,0.017085,0.0179303,0.0158295,0.0120137,0.0186157,0.0392389,0.0437388,0.0511192,0.0634038,0.0771396,0.088742,0.101783,0.110428,0.119304,0.122766,0.12629,0.129208,0.129934
