SW Version,2022.1
Date and Time Started,2023-Nov-08 11:10:59
Date and Time Ended,2023-Nov-08 11:11:10
Scan Name,Scan_3J5D3-1J5D0
Link Settings,
Reset RX After Applying Settings,false
Open Area,6144
Horizontal Opening,97
Horizontal Percentage,39.39
Vertical Opening,65
Vertical Percentage,29.03
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.251717,0.251872,0.251903,0.251903,0.251903,0.251748,0.251779,0.251163,0.25101,0.250766,0.250919,0.246647,0.248938,0.24762,0.246733,0.251286,0.251686,0.251286,0.251748,0.251903,0.251903,0.251903,0.251872,0.251903,0.251779,0.251872,0.251686,0.251686,0.249799,0.250615,0.249711,0.251041,0.250281
112,0.241944,0.243485,0.248877,0.246733,0.243864,0.240286,0.23575,0.236311,0.234072,0.231095,0.230047,0.229762,0.229668,0.228145,0.22685,0.23692,0.243296,0.249531,0.250827,0.251686,0.251717,0.251562,0.249542,0.248612,0.24986,0.243797,0.242663,0.241613,0.238515,0.238163,0.234586,0.23741,0.240568
104,0.211955,0.218976,0.221602,0.222354,0.219452,0.220857,0.217299,0.216393,0.214531,0.213068,0.213922,0.205683,0.197161,0.208898,0.204495,0.206194,0.227065,0.230808,0.223062,0.225391,0.233413,0.236541,0.227293,0.229075,0.225016,0.21811,0.216773,0.210747,0.206396,0.206039,0.204255,0.214011,0.219061
96,0.174404,0.18043,0.188958,0.182903,0.183537,0.181833,0.17833,0.17331,0.165366,0.160134,0.158911,0.150193,0.142246,0.134721,0.130043,0.135933,0.172366,0.164766,0.136557,0.157676,0.172929,0.185093,0.188795,0.189648,0.190693,0.188057,0.18444,0.179168,0.180252,0.174072,0.176023,0.1839,0.194699
88,0.162019,0.162281,0.165005,0.15764,0.153623,0.149724,0.143228,0.139392,0.1357,0.13145,0.125665,0.115936,0.104479,0.09725,0.0856679,0.0796939,0.0958351,0.0876739,0.0758978,0.0968569,0.129684,0.138618,0.151173,0.156518,0.16064,0.166668,0.162524,0.159281,0.154017,0.150756,0.153013,0.158028,0.162136
80,0.144394,0.141694,0.136649,0.132168,0.12899,0.128134,0.126679,0.126001,0.121902,0.113587,0.102835,0.0908528,0.0772008,0.0608155,0.0484314,0.0381508,0.0433208,0.0364773,0.030195,0.0462371,0.0793334,0.0884923,0.0941399,0.103011,0.115918,0.128588,0.131538,0.135979,0.133149,0.132179,0.134246,0.136844,0.140854
72,0.129442,0.127838,0.126446,0.126073,0.125789,0.12452,0.120947,0.115885,0.104729,0.0916583,0.0744967,0.0579243,0.0431388,0.0289393,0.0215504,0.016516,0.0159506,0.0113235,0.00744306,0.016197,0.0439884,0.0527996,0.0574714,0.0630011,0.0736621,0.0851792,0.102228,0.114638,0.122199,0.12499,0.126177,0.126528,0.127266
64,0.126109,0.125827,0.125621,0.125398,0.122721,0.118243,0.107179,0.0911181,0.0769798,0.0595618,0.0409726,0.0275458,0.0186079,0.0121378,0.00765061,0.00395888,0.00373679,0.00173929,0.000692617,0.0034309,0.0143796,0.0208337,0.0305517,0.0383865,0.0470241,0.057884,0.0725257,0.0945725,0.110055,0.118594,0.123993,0.125928,0.125967
56,0.126549,0.12449,0.124451,0.120668,0.112848,0.101065,0.0868815,0.065489,0.0484659,0.0311054,0.0202995,0.0134087,0.00817434,0.0038715,0.00145163,0.000469334,0.000228885,5.68637e-05,1.85969e-05,0.000425584,0.00242118,0.00417775,0.00894,0.0190241,0.0306113,0.0406083,0.0519762,0.0679247,0.0891171,0.10568,0.116434,0.123412,0.125751
48,0.128832,0.121135,0.118577,0.107812,0.0953965,0.07761,0.0561581,0.0399964,0.0255372,0.0157965,0.00946446,0.00440616,0.00191024,0.000322108,8.42823e-05,8.34478e-06,2.86107e-06,1.66896e-06,2.38422e-07,1.90738e-06,0.000114085,0.000312333,0.00109078,0.00375777,0.0114183,0.0236847,0.0352156,0.0478001,0.0638294,0.0834367,0.100548,0.113538,0.123749
