SW Version,2022.1
Date and Time Started,2023-Oct-17 13:24:13
Date and Time Ended,2023-Oct-17 13:24:25
Scan Name,2J1D1-0J1D2
Link Settings,
Reset RX After Applying Settings,false
Open Area,10816
Horizontal Opening,121
Horizontal Percentage,48.48
Vertical Opening,65
Vertical Percentage,29.03
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.245158,0.249114,0.251903,0.251686,0.251903,0.247188,0.251903,0.251841,0.25013,0.25181,0.248125,0.246477,0.243145,0.241109,0.246759,0.251041,0.251872,0.250584,0.23874,0.244461,0.241708,0.245266,0.247825,0.249442,0.251903,0.251903,0.250524,0.251903,0.250675,0.251841,0.251903,0.251872,0.251903
112,0.237278,0.241187,0.24959,0.243782,0.245068,0.243219,0.249829,0.242566,0.242396,0.239866,0.239109,0.239045,0.22755,0.227067,0.224529,0.237009,0.248481,0.24113,0.229273,0.220879,0.221752,0.230223,0.233557,0.236225,0.248174,0.24873,0.249268,0.246847,0.230616,0.249442,0.240645,0.251903,0.251779
104,0.217956,0.210199,0.226706,0.239199,0.227103,0.229752,0.215539,0.220754,0.230954,0.21063,0.203226,0.19071,0.177435,0.235822,0.206544,0.182822,0.228603,0.199902,0.195027,0.165331,0.182817,0.199388,0.20539,0.211055,0.214337,0.231358,0.232482,0.239111,0.234041,0.228671,0.234275,0.248761,0.23222
96,0.185066,0.188927,0.200271,0.188752,0.202619,0.182549,0.189166,0.15951,0.163857,0.156272,0.149681,0.123043,0.126824,0.113671,0.112023,0.0954419,0.167257,0.137962,0.0759855,0.106118,0.105178,0.106975,0.114329,0.162019,0.165507,0.194423,0.194602,0.198382,0.200666,0.203198,0.205293,0.217365,0.187255
88,0.155807,0.154165,0.162915,0.161256,0.155866,0.152978,0.134753,0.124145,0.126316,0.104071,0.0939459,0.0854182,0.0824384,0.0719694,0.0501919,0.090483,0.106007,0.0923537,0.0605682,0.0512726,0.0551345,0.0908543,0.0696527,0.0870208,0.0853235,0.113663,0.145031,0.161054,0.171365,0.168204,0.171796,0.177062,0.190085
80,0.137125,0.139633,0.138645,0.122941,0.113511,0.11717,0.0972554,0.0869913,0.0737253,0.0634176,0.0604704,0.0411606,0.0490434,0.0388912,0.0274118,0.0314317,0.0529727,0.032778,0.0249719,0.0159072,0.0234969,0.0214513,0.0351598,0.0244246,0.0330804,0.0599942,0.0961086,0.121294,0.140421,0.138601,0.145802,0.160316,0.159575
72,0.128888,0.126364,0.125087,0.117395,0.100031,0.0839362,0.082197,0.0558903,0.0415028,0.0369119,0.0257763,0.0189214,0.0131358,0.0182938,0.0135414,0.00984243,0.0175743,0.013129,0.00861801,0.00562629,0.00579521,0.00730395,0.0102532,0.0073651,0.0100407,0.0216178,0.0431696,0.0875696,0.116975,0.126838,0.137832,0.133903,0.138606
64,0.126309,0.126164,0.113381,0.0994344,0.074676,0.0610585,0.0471383,0.0338501,0.0251109,0.0327232,0.0107401,0.00949174,0.00715565,0.00513645,0.00334864,0.00320153,0.00405163,0.00330918,0.00175181,0.000567087,0.000958577,0.000685345,0.000588307,0.000578412,0.00154486,0.00850679,0.0205285,0.0513114,0.090676,0.121254,0.126194,0.126999,0.130748
56,0.12487,0.118646,0.108529,0.0779288,0.0608936,0.0447312,0.0199873,0.021338,0.0146118,0.0124065,0.0055209,0.00311081,0.00288467,0.00117745,0.000533231,0.000105502,0.000875486,0.000430591,5.25721e-05,3.51673e-05,9.53689e-07,9.53689e-07,5.96056e-07,8.34478e-07,1.00137e-05,0.000732195,0.00627813,0.0292901,0.0708128,0.105327,0.116845,0.126145,0.133857
48,0.115779,0.109434,0.0913311,0.0596173,0.0226888,0.0272453,0.0184025,0.0134361,0.00624499,0.00396913,0.000924125,0.0014142,0.000270371,3.33791e-05,2.38422e-07,2.38422e-07,4.2916e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000193599,0.00173703,0.0131313,0.045048,0.0961227,0.110115,0.122897,0.129804
40,0.123496,0.0959417,0.0694906,0.0407184,0.0272555,0.0137748,0.00813654,0.00452835,0.00268082,0.00148394,0.000152233,7.03346e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.12608e-06,0.000110151,0.0052311,0.016751,0.0613234,0.101989,0.119995,0.138669
32,0.119914,0.0793747,0.0496365,0.0250697,0.015869,0.00694619,0.00278179,0.00129892,0.000343566,9.16733e-05,1.25172e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,7.74872e-06,0.00118925,0.0108164,0.0330847,0.0757903,0.115323,0.147285
24,0.106278,0.0668597,0.0343304,0.0150322,0.0072559,0.00409228,0.000474937,0.000169637,3.02796e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000564941,0.00410897,0.0245393,0.0533329,0.110361,0.160227
16,0.104931,0.0552447,0.0259084,0.00888159,0.00414998,0.000917926,0.00019193,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.11004e-05,0.000896587,0.0136644,0.0435993,0.0940204,0.157721
8,0.0949262,0.0462174,0.0174726,0.0090058,0.00136401,0.000407702,5.66253e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.78817e-06,0.00100316,0.00988177,0.0364693,0.0997329,0.157177
0,0.100863,0.0571319,0.0367724,0.0099738,0.00267808,0.00058628,0.00027812,3.36175e-05,1.15635e-05,2.38422e-07,5.96056e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000238899,0.00254873,0.0124287,0.0450583,0.100531,0.161263
-8,0.104121,0.0555267,0.0290039,0.0142876,0.00314038,0.00142803,0.000943318,0.000267748,2.38422e-05,2.86107e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000301962,0.00462801,0.0178819,0.0488061,0.0967442,0.152989
-16,0.105644,0.0709448,0.0390862,0.0194687,0.0106963,0.00536986,0.00339728,0.000717651,3.58825e-05,0.000149848,2.38422e-07,0.000332957,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000132563,0.000900163,0.00900294,0.0325838,0.0778402,0.105648,0.149232
-24,0.115111,0.0775493,0.0583954,0.0373124,0.0138434,0.00931517,0.00782755,0.00443215,0.0022724,0.00117304,0.000592598,0.000303035,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,9.53689e-07,0.000525244,0.00644479,0.0195047,0.0528782,0.0844914,0.111399,0.135458
-32,0.118925,0.091163,0.0824997,0.0508485,0.0262454,0.02694,0.0142486,0.0100593,0.00538,0.00158181,0.00210718,0.000625501,0.00027347,3.99357e-05,2.38422e-07,2.98028e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000159147,0.00211445,0.00981072,0.0332166,0.07006,0.0983728,0.118511,0.128602
-40,0.115753,0.109766,0.0924207,0.0707466,0.0491876,0.0354665,0.0214862,0.0164085,0.0108848,0.00786942,0.0043276,0.00397211,0.00429506,0.00169578,0.000229124,0.000738513,0.000445611,1.12058e-05,2.38422e-07,2.38422e-07,0.0034278,2.38422e-07,2.38422e-07,2.38422e-07,0.00012243,0.00131299,0.00814283,0.0260579,0.0538373,0.0816943,0.115319,0.123971,0.128147
-48,0.124969,0.121232,0.102101,0.0840838,0.070011,0.0501493,0.0436313,0.0275563,0.0196182,0.0175048,0.0106958,0.00727438,0.00698589,0.008445,0.003071,0.00207082,0.00327068,0.00311701,0.000209573,0.000191215,0.000294213,0.000541934,0.00036419,0.00161018,0.000514038,0.00603256,0.0206451,0.0457783,0.0860387,0.11905,0.121613,0.127335,0.129694
-56,0.126738,0.124529,0.114734,0.109252,0.0872066,0.0699271,0.0617714,0.0544137,0.0367619,0.0281525,0.0241472,0.019702,0.0132568,0.0109752,0.0101945,0.0126094,0.0114372,0.00808692,0.0055029,0.00349753,0.0582054,0.004528,0.00440294,0.00456543,0.0108362,0.0181059,0.0447422,0.0794922,0.0991595,0.124289,0.132539,0.129436,0.136305
-64,0.132078,0.132259,0.126494,0.119561,0.105723,0.0962738,0.0810111,0.0758959,0.05866,0.0497076,0.041537,0.0370845,0.030028,0.0223916,0.0352068,0.0281559,0.0279599,0.0218253,0.0140134,0.0104757,0.0124514,0.014302,0.0170352,0.0212736,0.0290253,0.0493303,0.0665068,0.098448,0.119731,0.134937,0.14025,0.149778,0.162702
-72,0.140722,0.146989,0.147997,0.149202,0.140172,0.136599,0.140426,0.106551,0.114156,0.0687258,0.0738352,0.0713154,0.0543829,0.0540976,0.0493535,0.0595123,0.0727239,0.0663479,0.0458601,0.0382625,0.0279835,0.0812828,0.0657635,0.069421,0.0744219,0.0979006,0.109521,0.139663,0.152992,0.154823,0.166468,0.176265,0.18346
-80,0.162916,0.172909,0.182771,0.172234,0.173848,0.174162,0.161,0.163304,0.153767,0.134076,0.123487,0.112888,0.121028,0.0883753,0.0991533,0.100214,0.141276,0.136658,0.0817239,0.0788385,0.0865287,0.0982645,0.109412,0.128877,0.132372,0.165091,0.177538,0.183065,0.191757,0.184428,0.208425,0.214068,0.216274
-88,0.197012,0.203121,0.216138,0.214164,0.20264,0.209281,0.201952,0.193877,0.184419,0.195748,0.186215,0.175149,0.189095,0.185791,0.171325,0.182357,0.196767,0.186939,0.15732,0.143109,0.153259,0.169624,0.175778,0.190544,0.211248,0.219619,0.221229,0.222118,0.221857,0.214982,0.236053,0.186746,0.239057
-96,0.224532,0.228709,0.231498,0.230739,0.237189,0.232858,0.221479,0.226991,0.222713,0.225005,0.220539,0.212525,0.221953,0.210296,0.180706,0.218721,0.239759,0.223791,0.197441,0.201855,0.205109,0.210095,0.212385,0.222618,0.225941,0.237956,0.235242,0.242717,0.240534,0.23778,0.238365,0.246565,0.247939
-104,0.242605,0.245238,0.247449,0.246761,0.24566,0.241343,0.245354,0.243362,0.237635,0.238168,0.244789,0.238753,0.237617,0.238501,0.240231,0.234903,0.246694,0.243728,0.227428,0.235254,0.234971,0.239633,0.238339,0.24583,0.243777,0.247692,0.247629,0.247909,0.24626,0.244799,0.246108,0.247848,0.247939
-112,0.247939,0.247939,0.241861,0.247392,0.247969,0.247939,0.247881,0.24797,0.247939,0.247939,0.24762,0.247939,0.247909,0.244417,0.247938,0.24542,0.247939,0.247939,0.246259,0.24797,0.24791,0.242743,0.24791,0.247939,0.246926,0.247939,0.247939,0.247969,0.247939,0.248,0.247969,0.247939,0.247969
-120,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247969,0.247939,0.247969,0.247601,0.247939,0.247909,0.247939,0.247939,0.247969,0.247939,0.247939,0.24797,0.247939,0.247939,0.247939,0.247969,0.247939,0.24797
Scan End
