SW Version,2022.1
Date and Time Started,2023-Oct-17 13:29:09
Date and Time Ended,2023-Oct-17 13:29:21
Scan Name,0J5CMD-2J5CMD
Link Settings,
Reset RX After Applying Settings,false
Open Area,19264
Horizontal Opening,169
Horizontal Percentage,66.67
Vertical Opening,137
Vertical Percentage,58.06
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.247823,0.24791,0.247939,0.247939,0.247881,0.247912,0.247707,0.247852,0.247563,0.246472,0.246238,0.243375,0.23797,0.237616,0.233027,0.2271,0.241253,0.239124,0.225674,0.212688,0.229371,0.239419,0.246593,0.247692,0.247939,0.24791,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939
112,0.238644,0.241918,0.24276,0.246078,0.239905,0.237037,0.236176,0.237234,0.230212,0.231808,0.218339,0.209016,0.189809,0.18629,0.174862,0.17251,0.201295,0.196754,0.166871,0.159173,0.172531,0.1897,0.216882,0.235233,0.246055,0.246199,0.247972,0.247509,0.246901,0.247634,0.247821,0.24791,0.247969
104,0.193328,0.195065,0.200969,0.200577,0.202669,0.195707,0.191969,0.178735,0.173905,0.159052,0.148811,0.129522,0.118084,0.0989187,0.0926212,0.0923383,0.13958,0.137747,0.0913488,0.0581923,0.0947847,0.0959266,0.105948,0.142911,0.183438,0.213384,0.229433,0.224618,0.22944,0.224807,0.227754,0.241096,0.246964
96,0.145753,0.142742,0.145886,0.143233,0.139415,0.138605,0.130445,0.121672,0.106815,0.0855472,0.0652715,0.051256,0.0374889,0.0286914,0.019917,0.0185517,0.0516027,0.045168,0.0164501,0.00715529,0.0105201,0.0132106,0.0144703,0.021618,0.0467672,0.09533,0.13616,0.157048,0.164903,0.160624,0.157742,0.179152,0.21359
88,0.128955,0.127913,0.127175,0.126467,0.125846,0.117971,0.108673,0.0949928,0.0751212,0.0570376,0.0383727,0.0233387,0.0147057,0.00736665,0.00379842,0.00208524,0.00608239,0.00409049,0.000585684,0.000171068,0.00036121,0.000664364,0.000865473,0.00176409,0.00736713,0.0346613,0.0755785,0.113144,0.128072,0.129248,0.128913,0.137707,0.150646
80,0.12598,0.125972,0.125893,0.1243,0.117672,0.104788,0.0907469,0.0724074,0.0492065,0.0322212,0.0167231,0.00942925,0.00376469,0.00151911,0.000274543,5.03071e-05,9.51305e-05,0.000100614,2.38422e-07,2.38422e-07,2.38422e-07,7.15267e-07,2.38422e-07,1.54974e-06,0.000548371,0.00823963,0.0372951,0.0853026,0.117296,0.125977,0.12606,0.126648,0.127765
72,0.12592,0.12592,0.124572,0.119848,0.109611,0.0900445,0.0681839,0.0484429,0.0284299,0.0152366,0.00691985,0.0024933,0.000649581,7.04538e-05,4.76844e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.7524e-05,0.00146463,0.015598,0.0504816,0.0986908,0.122401,0.125674,0.125967,0.125982
64,0.125925,0.125797,0.11968,0.112625,0.0940299,0.0727366,0.050058,0.02785,0.014457,0.00590512,0.00192621,0.000348931,1.76432e-05,5.96056e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.96056e-07,0.000139954,0.00451214,0.0266375,0.0689134,0.111616,0.124712,0.125951,0.125982
56,0.125974,0.124785,0.114055,0.100568,0.0789747,0.053444,0.0301297,0.0143722,0.00597522,0.00177827,0.000401861,3.49289e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.33791e-06,0.00109138,0.0129912,0.0434928,0.0904615,0.119302,0.125437,0.126013
48,0.125598,0.120298,0.110153,0.0897289,0.0630301,0.033444,0.0158581,0.00706672,0.00190154,0.000375634,1.78817e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000135662,0.00502213,0.0258519,0.0648269,0.105701,0.123817,0.126076
