SW Version,2022.1
Date and Time Started,2023-Oct-17 13:25:53
Date and Time Ended,2023-Oct-17 13:26:04
Scan Name,0J3CMD-2J3CMD
Link Settings,
Reset RX After Applying Settings,false
Open Area,4544
Horizontal Opening,97
Horizontal Percentage,39.39
Vertical Opening,33
Vertical Percentage,16.13
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.244853,0.24659,0.246389,0.246022,0.246809,0.242799,0.244867,0.243663,0.238984,0.240803,0.237809,0.237587,0.236218,0.229764,0.234389,0.233618,0.240598,0.239045,0.236922,0.231671,0.233861,0.238296,0.240663,0.24291,0.245097,0.245782,0.246297,0.247513,0.246717,0.24602,0.247386,0.247661,0.247878
112,0.235586,0.237887,0.237459,0.236631,0.237241,0.235606,0.235187,0.232878,0.2316,0.227634,0.226362,0.222736,0.224361,0.21698,0.218382,0.214443,0.229898,0.227398,0.218173,0.213895,0.22228,0.225642,0.226749,0.228237,0.233793,0.23928,0.240102,0.241843,0.241343,0.24158,0.242193,0.244443,0.24691
104,0.223622,0.229155,0.241725,0.230651,0.228116,0.221818,0.221775,0.218362,0.210589,0.210429,0.20346,0.198788,0.197342,0.179801,0.174501,0.172537,0.19612,0.196216,0.17389,0.163421,0.177876,0.201341,0.207879,0.216946,0.220117,0.228801,0.229214,0.233658,0.235076,0.234651,0.236101,0.238819,0.239109
96,0.196922,0.201482,0.208057,0.207459,0.205559,0.194603,0.192208,0.188857,0.181802,0.176191,0.161363,0.148449,0.139662,0.12989,0.115014,0.116466,0.142882,0.150465,0.117996,0.0965109,0.110443,0.127992,0.139918,0.168779,0.199375,0.209233,0.213401,0.219504,0.225747,0.222025,0.219913,0.229501,0.231758
88,0.163407,0.168398,0.184132,0.168397,0.165787,0.160392,0.155258,0.144929,0.136324,0.126015,0.106295,0.0949823,0.079581,0.0682452,0.0565291,0.0544503,0.0863113,0.0923485,0.0583484,0.0443316,0.0518718,0.0553489,0.0646404,0.0825164,0.112271,0.151046,0.16786,0.177729,0.184303,0.185685,0.193942,0.206027,0.230203
80,0.145488,0.143264,0.142632,0.137202,0.131157,0.127112,0.120071,0.109673,0.0951441,0.08211,0.0674667,0.0546205,0.0436088,0.0345458,0.0327449,0.029839,0.0370709,0.0371472,0.0284263,0.0251538,0.0292118,0.030986,0.0326587,0.0351587,0.0450061,0.0749183,0.115095,0.135594,0.140009,0.150166,0.152882,0.162362,0.179197
72,0.135943,0.132807,0.130471,0.125022,0.120908,0.11247,0.100563,0.0841292,0.0680839,0.0538839,0.0384225,0.0336475,0.0254149,0.0222225,0.0205586,0.0203101,0.0234036,0.0233304,0.0194529,0.0172622,0.0194699,0.0211147,0.0233994,0.0261123,0.0284482,0.0402517,0.0734824,0.111098,0.128103,0.133616,0.142109,0.143734,0.149628
64,0.132997,0.127596,0.122476,0.115326,0.106168,0.0937676,0.0789586,0.0583885,0.043605,0.0336299,0.0235056,0.02087,0.0178458,0.0155441,0.0137137,0.0128125,0.0146151,0.015275,0.0128883,0.0107003,0.0115076,0.012935,0.0146199,0.0177105,0.0209262,0.0269902,0.0434782,0.0809933,0.112622,0.124567,0.132174,0.138566,0.14231
56,0.126541,0.120349,0.11238,0.106515,0.0947354,0.0765399,0.0533028,0.0384689,0.0278595,0.0200291,0.0165579,0.0138164,0.0117852,0.00948897,0.00817645,0.00736224,0.00908901,0.00897433,0.00715803,0.0052497,0.00623188,0.00680827,0.00755298,0.00958517,0.0132757,0.0182172,0.0269424,0.0511099,0.0918345,0.117179,0.123592,0.130925,0.139528
48,0.126841,0.1163,0.103493,0.0926899,0.0685244,0.0491837,0.032752,0.0240111,0.0169584,0.012755,0.010322,0.00828174,0.00654624,0.00487132,0.00365108,0.00282781,0.00346261,0.00343853,0.0019522,0.00136592,0.00173393,0.00182751,0.00226155,0.00305514,0.00514324,0.00966311,0.0160475,0.0290942,0.06113,0.100886,0.115186,0.126914,0.134763
40,0.122359,0.109993,0.0930451,0.070691,0.0482246,0.0319597,0.0213737,0.0149113,0.0119418,0.00930887,0.00734638,0.00527545,0.00353687,0.00218597,0.00116279,0.000850094,0.000783575,0.00080396,0.000348096,0.000167134,0.000248794,0.00040353,0.000399953,0.000525006,0.00145318,0.0039174,0.00926592,0.0174192,0.0370195,0.0735861,0.104709,0.12231,0.132926
