SW Version,2022.1
Date and Time Started,2023-Oct-17 13:24:31
Date and Time Ended,2023-Oct-17 13:24:43
Scan Name,0J2CMD-2J2CMD
Link Settings,
Reset RX After Applying Settings,false
Open Area,8896
Horizontal Opening,129
Horizontal Percentage,51.52
Vertical Opening,65
Vertical Percentage,29.03
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.247651,0.247881,0.24797,0.247939,0.247823,0.247825,0.247738,0.24797,0.247823,0.247649,0.247759,0.247611,0.246744,0.246958,0.246965,0.246894,0.247941,0.247694,0.246337,0.244128,0.24627,0.24791,0.24791,0.247939,0.247939,0.247969,0.247939,0.24797,0.247939,0.247939,0.24797,0.247969,0.24797
112,0.242605,0.242898,0.245853,0.244574,0.24538,0.244276,0.244296,0.243431,0.245062,0.242823,0.240914,0.240618,0.240158,0.235895,0.234162,0.238105,0.246201,0.243315,0.238598,0.233258,0.237643,0.24392,0.243664,0.246965,0.24746,0.247555,0.247561,0.247522,0.247707,0.247547,0.247643,0.247941,0.24791
104,0.231967,0.229583,0.232719,0.231582,0.23076,0.227544,0.232159,0.232755,0.226858,0.231956,0.221093,0.224675,0.208658,0.203092,0.197335,0.203903,0.227302,0.222998,0.198453,0.192458,0.202201,0.219898,0.228906,0.234828,0.238741,0.242869,0.244098,0.241459,0.244442,0.24103,0.241516,0.246224,0.247248
96,0.198164,0.200629,0.210494,0.202235,0.211375,0.203123,0.208585,0.190744,0.19698,0.179974,0.177149,0.162416,0.145505,0.142665,0.124763,0.133212,0.171612,0.180258,0.135421,0.123796,0.127803,0.147943,0.165878,0.180142,0.200074,0.21587,0.227029,0.225695,0.225873,0.225645,0.218274,0.228842,0.240912
88,0.162002,0.160443,0.175293,0.166748,0.171514,0.159645,0.167929,0.147944,0.149416,0.142831,0.116834,0.107017,0.0966582,0.0803115,0.0717963,0.0723117,0.105147,0.112426,0.0818136,0.0600749,0.0705124,0.084746,0.098419,0.109636,0.135517,0.159441,0.177428,0.193529,0.195648,0.193615,0.195027,0.208709,0.219787
80,0.139514,0.142241,0.146274,0.14208,0.136812,0.140285,0.128995,0.114859,0.103356,0.0917395,0.0737395,0.0591829,0.0495896,0.0372224,0.0322858,0.0301057,0.0446798,0.051144,0.0308597,0.0222324,0.0273592,0.0319751,0.0369818,0.0448049,0.0605298,0.0904976,0.124145,0.138872,0.155092,0.155864,0.157676,0.172587,0.178698
72,0.130141,0.128497,0.12932,0.126272,0.120925,0.111139,0.103667,0.0851535,0.0743549,0.0558791,0.042571,0.0314923,0.0223365,0.0164357,0.0123517,0.0103176,0.016791,0.0175367,0.0101051,0.00643001,0.00882711,0.0100958,0.0119094,0.0152506,0.0233523,0.0411152,0.0701922,0.105888,0.123792,0.135099,0.139423,0.142886,0.154814
64,0.12578,0.125432,0.123405,0.118119,0.10897,0.0970215,0.0784024,0.0640361,0.0492125,0.0355084,0.0224623,0.0153987,0.00921448,0.00583836,0.00369996,0.00282578,0.00407726,0.00454445,0.00249294,0.00145545,0.00189784,0.00217,0.00260047,0.00342827,0.00612221,0.0154678,0.0366308,0.0678506,0.103822,0.118766,0.126918,0.130567,0.1339
56,0.125993,0.124128,0.120978,0.1076,0.0971183,0.0801311,0.0642557,0.0493319,0.0324834,0.0219715,0.0128938,0.00663875,0.00372439,0.00190738,0.00107552,0.000661026,0.0010884,0.00103082,0.000526317,0.000257258,0.000269536,0.00035966,0.00049723,0.000624785,0.00128903,0.0050406,0.0186498,0.0451552,0.080836,0.109404,0.121211,0.126219,0.128613
48,0.126913,0.119308,0.121606,0.099133,0.0821159,0.0598752,0.0438839,0.0298643,0.0174576,0.0105092,0.00464637,0.0021433,0.000847949,0.000306849,0.000126006,3.25446e-05,7.42685e-05,8.78586e-05,3.77899e-05,5.3645e-06,1.10866e-05,1.57359e-05,2.11004e-05,2.01467e-05,7.03346e-05,0.0010332,0.00670002,0.0237206,0.0547538,0.0898215,0.111649,0.122927,0.127952
