SW Version,2022.1
Date and Time Started,2024-Feb-06 18:45:59
Date and Time Ended,2024-Feb-06 18:46:08
Scan Name,Scan_1J4CMD-2J4CMD
Link Settings,
Reset RX After Applying Settings,false
Open Area,0
Horizontal Opening,0
Horizontal Percentage,0.00
Vertical Opening,0
Vertical Percentage,0.00
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247449,0.247939,0.247678,0.247505,0.247709,0.247912,0.247332,0.247767,0.247907,0.247787,0.247355,0.24729,0.247939,0.247939,0.247969,0.247939,0.247969,0.247939,0.24797,0.247785,0.247909,0.247939,0.248027,0.247878,0.247848
112,0.247217,0.24719,0.247969,0.246022,0.245601,0.247332,0.247478,0.247939,0.245297,0.247219,0.247131,0.246904,0.248025,0.247561,0.247161,0.247879,0.24791,0.247756,0.246672,0.245361,0.246727,0.245751,0.247941,0.247787,0.247231,0.247323,0.247355,0.243866,0.246535,0.246593,0.247384,0.247384,0.24766
104,0.246022,0.246417,0.244712,0.24725,0.244167,0.246279,0.2458,0.246417,0.244413,0.239491,0.243891,0.244706,0.238585,0.24148,0.239612,0.242666,0.24543,0.243641,0.24528,0.244972,0.245223,0.24736,0.243807,0.246959,0.245726,0.245311,0.245514,0.242195,0.237943,0.244131,0.245283,0.246139,0.246988
96,0.240851,0.241834,0.243485,0.238824,0.242177,0.236796,0.2395,0.235421,0.236727,0.234973,0.23709,0.235374,0.226647,0.233105,0.228283,0.233375,0.235133,0.218044,0.219347,0.234448,0.239728,0.239218,0.240073,0.242141,0.239698,0.240768,0.240272,0.238458,0.236822,0.238782,0.239395,0.236246,0.23991
88,0.232965,0.230825,0.234347,0.232372,0.227396,0.22933,0.224506,0.216143,0.217052,0.225624,0.226338,0.234176,0.214241,0.214257,0.219417,0.217831,0.224105,0.207707,0.209722,0.22653,0.24248,0.231333,0.233183,0.232542,0.233514,0.233051,0.225436,0.22745,0.227201,0.230637,0.232658,0.230651,0.241474
80,0.211873,0.217315,0.203889,0.211138,0.220861,0.218912,0.220754,0.191985,0.20371,0.207502,0.200616,0.198285,0.19451,0.188851,0.183651,0.184178,0.194906,0.175987,0.197993,0.195057,0.201924,0.203286,0.208482,0.221474,0.216557,0.220285,0.220989,0.217752,0.217558,0.216944,0.220553,0.217055,0.221606
72,0.187017,0.19777,0.20087,0.20397,0.204259,0.186898,0.187707,0.172449,0.17506,0.174306,0.16224,0.152303,0.156058,0.151338,0.149598,0.144659,0.162904,0.167068,0.148721,0.157878,0.157511,0.179242,0.185809,0.194748,0.190121,0.172085,0.188467,0.192768,0.195551,0.200296,0.198508,0.20394,0.202302
64,0.172931,0.170188,0.172276,0.171231,0.165191,0.144984,0.156951,0.14804,0.151993,0.138697,0.133933,0.122718,0.123446,0.103495,0.100181,0.0743144,0.0946215,0.096673,0.0723016,0.104571,0.128829,0.148761,0.143569,0.153606,0.15817,0.147434,0.158263,0.165054,0.165465,0.168411,0.161508,0.177516,0.182988
56,0.155973,0.149052,0.153574,0.152202,0.143446,0.140885,0.134765,0.130004,0.124964,0.11569,0.108034,0.0806506,0.0772267,0.0831892,0.0735751,0.0679301,0.0806395,0.0567848,0.0673608,0.0707979,0.089165,0.103235,0.107519,0.111028,0.104778,0.115979,0.135591,0.14006,0.14196,0.145505,0.151289,0.155633,0.163542
48,0.145483,0.14024,0.142073,0.135074,0.129657,0.117426,0.118008,0.102215,0.0895725,0.0766159,0.0646994,0.0654921,0.0535845,0.0519596,0.0432259,0.0442981,0.0464619,0.0474295,0.0356807,0.0435745,0.0630511,0.0507988,0.0686181,0.081402,0.0702479,0.0845939,0.096723,0.107903,0.121871,0.127581,0.132806,0.138015,0.158379
