SW Version,2022.1
Date and Time Started,2023-Oct-18 17:51:17
Date and Time Ended,2023-Oct-18 17:51:29
Scan Name,1J5CMD-2J5CMD
Link Settings,
Reset RX After Applying Settings,false
Open Area,22144
Horizontal Opening,177
Horizontal Percentage,69.70
Vertical Opening,153
Vertical Percentage,64.52
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.247852,0.247941,0.247939,0.247939,0.24791,0.247939,0.247736,0.247939,0.247796,0.247284,0.244842,0.241275,0.230455,0.221645,0.211031,0.208476,0.237019,0.226906,0.212316,0.20514,0.214112,0.228265,0.241112,0.244977,0.247048,0.24791,0.24791,0.247939,0.24797,0.247939,0.247939,0.247939,0.247939
112,0.236461,0.239702,0.245297,0.242947,0.242419,0.236366,0.232875,0.232497,0.232472,0.22296,0.210678,0.194507,0.176716,0.165955,0.159785,0.163217,0.189502,0.1819,0.1617,0.145155,0.156546,0.172843,0.194025,0.218646,0.233252,0.24369,0.246591,0.246988,0.246048,0.246898,0.248001,0.24791,0.247939
104,0.183543,0.196491,0.20549,0.207401,0.191608,0.189688,0.185777,0.178295,0.165446,0.145379,0.127827,0.111357,0.0928622,0.0859892,0.0699337,0.0712413,0.130415,0.116699,0.0611616,0.0375378,0.0502949,0.0606702,0.0792314,0.103642,0.148403,0.176969,0.202156,0.211337,0.211214,0.216992,0.221868,0.237198,0.245538
96,0.137107,0.135837,0.135539,0.134495,0.132281,0.129043,0.121108,0.106536,0.0906533,0.0764173,0.0536565,0.0395966,0.0254907,0.0143499,0.00594184,0.00275282,0.0211879,0.0185632,0.00310271,0.000766766,0.000881566,0.00111796,0.0021762,0.00386876,0.020841,0.0606069,0.100866,0.133124,0.142704,0.145179,0.147424,0.16763,0.213917
88,0.127505,0.127121,0.126143,0.126013,0.124567,0.117437,0.103623,0.088153,0.072175,0.0485948,0.0305869,0.0183124,0.00783354,0.00224081,0.000216964,5.3645e-06,7.68912e-05,7.0573e-05,1.78817e-06,3.57633e-07,2.38422e-07,5.96056e-07,5.96056e-07,1.49014e-05,0.00190881,0.0225281,0.0617159,0.0992601,0.122058,0.127097,0.127925,0.13133,0.143669
80,0.12592,0.125921,0.12589,0.12427,0.116177,0.102748,0.0881227,0.0674652,0.0421706,0.0265736,0.0131978,0.00493582,0.000954762,2.16964e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.22007e-05,0.00374835,0.0313061,0.0704771,0.106055,0.124097,0.125975,0.125975,0.12638
72,0.12592,0.12592,0.125458,0.119401,0.105003,0.0891042,0.0672172,0.0406506,0.0233436,0.010985,0.00417203,0.000657926,7.27188e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-07,0.000200513,0.0117134,0.0440261,0.0870827,0.114461,0.125674,0.125967,0.125967
64,0.125922,0.125735,0.121816,0.108335,0.0927019,0.0703674,0.0432573,0.0229883,0.0106793,0.00411088,0.000488289,1.45438e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.24529e-06,0.00190297,0.0250565,0.0600136,0.100037,0.122549,0.125951,0.125959
56,0.125965,0.124361,0.114822,0.0976526,0.0761215,0.0482058,0.0258153,0.0116432,0.00479729,0.000826848,1.25172e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000206354,0.0106184,0.0398939,0.0830225,0.111877,0.125444,0.125951
48,0.126428,0.11999,0.104446,0.0842509,0.0568945,0.0298313,0.0131592,0.00539323,0.00115682,1.49014e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-06,0.00307004,0.0246686,0.0582053,0.0976094,0.122152,0.125959
