SW Version,2022.1
Date and Time Started,2024-Feb-01 17:31:48
Date and Time Ended,2024-Feb-01 17:32:00
Scan Name,Scan_1J4CMD-3J4CMD
Link Settings,
Reset RX After Applying Settings,false
Open Area,9344
Horizontal Opening,137
Horizontal Percentage,54.55
Vertical Opening,73
Vertical Percentage,32.26
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.247939,0.247939,0.247939,0.247969,0.24797,0.247969,0.247969,0.247939,0.247969,0.247939,0.24797,0.247969,0.247939,0.247969,0.247939,0.24797,0.247939,0.247939,0.247939,0.247969,0.247939,0.247969,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.247939
112,0.24797,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.247939,0.247912,0.247969,0.247969,0.247939,0.247939,0.24797,0.247972,0.24791,0.247939,0.247969,0.247969,0.247939,0.247939,0.247939,0.247969,0.24797,0.247939,0.247969,0.247939,0.247939,0.247939
104,0.245405,0.246904,0.247592,0.247476,0.247361,0.24719,0.246702,0.246417,0.246932,0.244881,0.246676,0.245492,0.245735,0.245393,0.244169,0.24351,0.24726,0.247046,0.245358,0.245439,0.247151,0.24774,0.24791,0.247939,0.247939,0.247939,0.247939,0.247941,0.247969,0.247939,0.247939,0.247939,0.247939
96,0.232741,0.237206,0.24113,0.238949,0.238775,0.235095,0.235539,0.234027,0.235072,0.234539,0.22603,0.22886,0.224729,0.22208,0.220096,0.218559,0.236207,0.23703,0.224214,0.220182,0.230627,0.239403,0.244324,0.246301,0.246733,0.246844,0.246219,0.245884,0.246678,0.245856,0.2458,0.246389,0.247939
88,0.207143,0.210884,0.221853,0.215383,0.211071,0.205416,0.206689,0.202281,0.197621,0.201384,0.193724,0.187262,0.180939,0.168405,0.161293,0.161997,0.196483,0.197638,0.17026,0.157872,0.177598,0.196734,0.215148,0.227411,0.238292,0.234739,0.236386,0.233942,0.2323,0.232497,0.234509,0.238355,0.242772
80,0.169139,0.166077,0.169039,0.167158,0.16508,0.15953,0.158483,0.153679,0.151988,0.141947,0.13318,0.119295,0.10642,0.0926101,0.0818136,0.0741737,0.109918,0.113618,0.0793477,0.0663464,0.0821807,0.105068,0.122348,0.150798,0.169509,0.188024,0.19291,0.198632,0.195101,0.19702,0.196675,0.207657,0.225055
72,0.142618,0.140984,0.139332,0.137353,0.13539,0.133704,0.130489,0.126418,0.119324,0.105523,0.089185,0.0709647,0.0576533,0.0429151,0.0354185,0.0298427,0.0444524,0.0414116,0.028095,0.020553,0.0271729,0.033633,0.0480516,0.0677786,0.0954346,0.126757,0.145508,0.157709,0.16361,0.161166,0.162814,0.169131,0.180818
64,0.130167,0.129519,0.128266,0.126915,0.125571,0.1226,0.116328,0.106896,0.090579,0.0729916,0.0556641,0.0394979,0.0259343,0.0176644,0.012162,0.0085574,0.013207,0.0113573,0.00659726,0.00398082,0.0055215,0.00756108,0.011917,0.022424,0.0441839,0.0753156,0.100492,0.12421,0.136021,0.138292,0.140898,0.144215,0.150184
56,0.12681,0.126319,0.124955,0.123744,0.119498,0.114185,0.100008,0.0859078,0.0682864,0.0489435,0.0326091,0.0201692,0.0115434,0.00634191,0.00379366,0.00250701,0.00383049,0.00321405,0.00141921,0.000595221,0.00106551,0.00137355,0.00247649,0.00653301,0.0192298,0.0440936,0.0714004,0.0986166,0.11889,0.128547,0.13046,0.131729,0.134137
48,0.125593,0.124159,0.122471,0.119002,0.110546,0.0992426,0.0804388,0.0615821,0.042475,0.0251471,0.0140957,0.00664828,0.00296919,0.00129392,0.000486262,0.000135305,0.00021613,0.000208381,2.69417e-05,5.96056e-07,1.34709e-05,4.32736e-05,0.000117781,0.000984922,0.00550004,0.019871,0.0454364,0.072811,0.0997751,0.117437,0.124157,0.12683,0.128362
40,0.125341,0.122808,0.118353,0.109634,0.0946732,0.0752157,0.0557181,0.036145,0.0212332,0.010824,0.00454337,0.00165393,0.000386363,6.11553e-05,9.29847e-06,7.15267e-07,2.38422e-07,1.43053e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.54974e-06,6.61622e-05,0.00104727,0.00737345,0.0246829,0.0490852,0.0789967,0.102744,0.118154,0.125225,0.12863
32,0.125287,0.118976,0.106703,0.0939264,0.0699635,0.051225,0.0329659,0.0181334,0.00826379,0.00307541,0.00089313,0.000166061,9.06004e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000108959,0.00197223,0.011218,0.0314312,0.0587701,0.0849553,0.106454,0.120292,0.130456
24,0.128366,0.111212,0.0907002,0.0711013,0.0511793,0.0324622,0.0184171,0.00826286,0.00289325,0.000798595,7.65335e-05,2.1458e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.09949e-06,0.000387198,0.0043245,0.0181577,0.0409086,0.067812,0.0922605,0.115199,0.135738
16,0.130366,0.100736,0.0729817,0.0479543,0.0299475,0.016369,0.00721203,0.00259093,0.000588188,2.52728e-05,1.31132e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.94314e-05,0.000961199,0.00722646,0.0236911,0.0479715,0.0769225,0.108606,0.139449
8,0.131336,0.0929783,0.0555542,0.0308034,0.0156263,0.00672827,0.0021396,0.00044132,3.20678e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.26501e-06,0.000112774,0.00249878,0.0131743,0.0349595,0.0647848,0.104081,0.143475
0,0.133982,0.0902312,0.0470841,0.0220345,0.00836326,0.00240902,0.000454194,1.59743e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.20403e-05,0.000764143,0.00689839,0.0265696,0.0609128,0.101203,0.142391
-8,0.13539,0.0889903,0.0464854,0.0210478,0.00815404,0.00228254,0.000434524,2.78954e-05,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.94863e-05,0.000788701,0.00683914,0.0261576,0.0621243,0.103158,0.143454
-16,0.12616,0.0922771,0.0538698,0.0281296,0.0142229,0.00571069,0.00177935,0.000402457,4.55386e-05,3.2187e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,6.4374e-06,0.000200036,0.00236861,0.0114953,0.0342219,0.0665392,0.105792,0.141713
