SW Version,2022.2
Date and Time Started,2024-Feb-15 11:29:02
Date and Time Ended,2024-Feb-15 11:29:37
Scan Name,Scan_1J6CMD-3J6CMD
Link Settings,
Reset RX After Applying Settings,false
Open Area,20288
Horizontal Opening,177
Horizontal Percentage,69.70
Vertical Opening,137
Vertical Percentage,58.06
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247969,0.24797,0.24797,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247969,0.247939,0.247939,0.247969,0.247939,0.247939,0.247969,0.247939,0.247969,0.247939
112,0.247969,0.247939,0.247939,0.247969,0.247939,0.247939,0.24797,0.247939,0.247939,0.24797,0.247939,0.24797,0.247939,0.24797,0.24797,0.24791,0.247939,0.247939,0.247783,0.247201,0.247878,0.247939,0.24791,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247969,0.247939,0.247969,0.247969
104,0.247941,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.247941,0.247941,0.247879,0.247818,0.246593,0.244067,0.24037,0.246259,0.246048,0.233725,0.223561,0.238193,0.243402,0.246501,0.247876,0.247939,0.247939,0.247939,0.24797,0.24797,0.24797,0.247969,0.247969,0.247969
96,0.242765,0.242018,0.247188,0.247018,0.246446,0.244085,0.243868,0.242947,0.240491,0.239626,0.237307,0.234282,0.223537,0.208443,0.192917,0.186801,0.220688,0.217348,0.184588,0.163653,0.1864,0.200315,0.222069,0.241025,0.246682,0.247939,0.247939,0.247939,0.24797,0.247912,0.247912,0.247939,0.247939
88,0.192887,0.203016,0.215885,0.215055,0.209243,0.205429,0.199641,0.19788,0.197059,0.190551,0.172346,0.156101,0.136099,0.125365,0.112498,0.0989567,0.149914,0.152448,0.0944239,0.0643461,0.0828581,0.0950122,0.110985,0.154859,0.20929,0.231488,0.238886,0.24031,0.239187,0.239182,0.240363,0.244191,0.247501
80,0.147283,0.147471,0.148985,0.146386,0.142697,0.140772,0.135044,0.127279,0.115276,0.0957033,0.0733524,0.0579876,0.0405697,0.0227361,0.0090542,0.00409741,0.0363424,0.0421761,0.00664602,0.000872506,0.00119366,0.00186542,0.00254516,0.00533768,0.0220586,0.0753313,0.127716,0.146902,0.155723,0.159229,0.165905,0.183133,0.231207
72,0.128026,0.126953,0.126484,0.126362,0.125816,0.12081,0.111612,0.0988178,0.0778479,0.0547118,0.0375335,0.0199515,0.0060018,0.00119986,0.000106813,4.17239e-06,0.000104787,5.07839e-05,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.44245e-05,0.000953212,0.0135047,0.059621,0.107719,0.124827,0.126888,0.128031,0.131384,0.149228
64,0.125921,0.125921,0.12592,0.124998,0.117862,0.105046,0.0894467,0.0631934,0.0420598,0.0255117,0.00922304,0.00167515,0.000128152,1.78817e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.58825e-05,0.00159063,0.0183079,0.0688945,0.111656,0.125036,0.125951,0.125975,0.126688
56,0.12592,0.12592,0.125458,0.118489,0.105067,0.0874753,0.0581216,0.0362525,0.0212667,0.00734996,0.000963107,4.42273e-05,4.76844e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,7.15267e-07,0.000146868,0.00455816,0.0341337,0.0886303,0.11965,0.125674,0.125967,0.125967
48,0.12589,0.125519,0.119848,0.104809,0.0830888,0.0548114,0.0330063,0.0191336,0.00546297,0.000543603,8.46399e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.66896e-06,0.000597844,0.01194,0.0495055,0.102648,0.122953,0.125843,0.125967
