SW Version,2022.2
Date and Time Started,2024-Feb-15 11:25:03
Date and Time Ended,2024-Feb-15 11:25:38
Scan Name,Scan_3J4D1-1J4D2
Link Settings,
Reset RX After Applying Settings,false
Open Area,18624
Horizontal Opening,177
Horizontal Percentage,69.70
Vertical Opening,121
Vertical Percentage,51.61
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
112,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
104,0.251624,0.251686,0.251872,0.251841,0.251903,0.251872,0.251779,0.251841,0.251841,0.251872,0.251872,0.251903,0.251872,0.251872,0.251748,0.251841,0.251934,0.251872,0.25101,0.249528,0.251378,0.251779,0.251841,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
96,0.236509,0.240255,0.246053,0.244492,0.244058,0.244031,0.243918,0.242282,0.24226,0.243705,0.241859,0.240195,0.236979,0.229928,0.221422,0.224614,0.249467,0.244747,0.211186,0.193379,0.211305,0.227183,0.239808,0.249646,0.251779,0.251841,0.25181,0.251779,0.251748,0.251686,0.251655,0.251841,0.251903
88,0.174171,0.184858,0.208597,0.203928,0.203624,0.204004,0.199398,0.200609,0.200029,0.194734,0.181989,0.166293,0.148837,0.141651,0.136541,0.137441,0.192935,0.183127,0.129721,0.0948933,0.117226,0.126295,0.156442,0.18963,0.221404,0.233045,0.235446,0.228093,0.230797,0.222873,0.233777,0.244194,0.251532
80,0.133596,0.132953,0.13002,0.13052,0.129999,0.130118,0.128694,0.124986,0.110896,0.0874742,0.0714101,0.0591254,0.0480064,0.0333129,0.0243554,0.0194967,0.0774521,0.0625545,0.00850631,0.0016984,0.00359779,0.0037449,0.00415618,0.0101133,0.0470347,0.101119,0.131509,0.138014,0.140199,0.141816,0.146211,0.15736,0.205737
72,0.125978,0.125962,0.125924,0.125923,0.125862,0.122224,0.113274,0.0948842,0.07005,0.0537582,0.0370607,0.0208867,0.01019,0.00403077,0.00145604,0.000650297,0.00395364,0.00183585,4.14855e-05,2.38422e-07,1.19211e-06,5.96056e-07,2.38422e-07,1.43053e-05,0.00317054,0.0345639,0.0893233,0.119646,0.126505,0.126633,0.126593,0.128096,0.138542
64,0.12592,0.12592,0.12592,0.125766,0.12361,0.113073,0.0898548,0.0641515,0.0431007,0.0217778,0.00954598,0.00278251,0.000389701,3.39752e-05,2.86107e-06,2.38422e-07,1.53782e-05,5.3645e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.55249e-05,0.00600121,0.0455446,0.0998632,0.12237,0.125874,0.125967,0.125967,0.126317
56,0.12592,0.12592,0.12589,0.124603,0.11454,0.0888414,0.063209,0.0376494,0.0174095,0.00618944,0.000891818,3.63594e-05,5.96056e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-07,0.000576624,0.0184663,0.0680605,0.113033,0.124736,0.125959,0.125967,0.125967
48,0.12592,0.12592,0.124968,0.115705,0.0907306,0.0615969,0.0344522,0.0134853,0.00371211,0.000278596,1.19211e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,6.19898e-06,0.00275556,0.0322702,0.0861231,0.11942,0.12549,0.125967,0.125967
40,0.12592,0.125396,0.118517,0.0946732,0.0625985,0.0318503,0.0121051,0.00247446,8.28517e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000196937,0.0113436,0.0515702,0.103872,0.123055,0.125897,0.125967
32,0.125818,0.121354,0.100945,0.0677867,0.0323453,0.0121352,0.00205866,4.23199e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.2187e-06,0.00174382,0.0237864,0.0741052,0.113865,0.124729,0.12606
24,0.125643,0.111355,0.0816055,0.0408126,0.0149851,0.00287883,8.44015e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000226859,0.0098991,0.0447878,0.0969546,0.121268,0.127482
16,0.12561,0.0945207,0.0506824,0.0176727,0.00332623,6.30627e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.2187e-06,0.00183549,0.020782,0.0668348,0.107458,0.13355
8,0.126266,0.0757566,0.0229153,0.00430197,0.000104667,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000177267,0.00688909,0.0374614,0.0912886,0.14676
0,0.13271,0.0558037,0.00807727,0.000198606,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.96056e-06,0.00136819,0.0190331,0.080536,0.154085
-8,0.133608,0.0573188,0.0112444,0.00082351,8.10636e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.30215e-05,0.00204972,0.0226411,0.0798956,0.15408
-16,0.129228,0.0785548,0.0293361,0.00818309,0.000759375,3.33791e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,7.15267e-07,0.000502594,0.00930583,0.0451702,0.094759,0.143379
-24,0.125845,0.101149,0.0583801,0.0229893,0.00729107,0.000569471,4.76844e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.32736e-05,0.00315194,0.0266182,0.0714964,0.11319,0.132955
-32,0.125046,0.115471,0.0841263,0.0431589,0.0190248,0.00546082,0.000337367,2.86107e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000541338,0.010592,0.0479074,0.0971579,0.121832,0.127727
-40,0.125856,0.122898,0.108819,0.0754818,0.0414335,0.0194838,0.00580391,0.00040353,2.62264e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.98302e-05,0.00344556,0.0291247,0.0790789,0.116799,0.12546,0.126068
-48,0.125951,0.125673,0.121182,0.106687,0.0716876,0.0406054,0.0203755,0.00693272,0.000599155,7.39109e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.43053e-06,0.000822437,0.0151598,0.0583095,0.107925,0.123453,0.125951,0.125975
-56,0.12592,0.125951,0.125704,0.121153,0.104276,0.0715574,0.0440387,0.0244693,0.0101456,0.0016736,6.50893e-05,8.34478e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000179532,0.00633881,0.0418256,0.0927155,0.120963,0.125797,0.125959,0.125967
-64,0.125951,0.12592,0.12592,0.125365,0.11982,0.101244,0.0726334,0.0468944,0.0280146,0.0136795,0.00367945,0.000454194,3.25446e-05,1.0729e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.26364e-05,0.00207392,0.0244908,0.0720216,0.114217,0.124908,0.125951,0.125967,0.125967
-72,0.125951,0.12592,0.12592,0.12592,0.125581,0.121412,0.105827,0.0804894,0.0551242,0.0363013,0.023514,0.0105787,0.00357109,0.000922217,0.000167134,1.5259e-05,0.000127914,1.10866e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.78817e-06,0.000900163,0.0151939,0.0593815,0.105858,0.123696,0.125905,0.125967,0.125998,0.128725
-80,0.126396,0.126115,0.125932,0.125929,0.125926,0.125831,0.123464,0.113958,0.0943973,0.0710889,0.054333,0.0403961,0.0299391,0.0197001,0.0103434,0.00538584,0.0175283,0.00668572,0.000244144,4.64923e-06,4.20815e-05,0.000100376,0.000198367,0.00126864,0.0139716,0.0589083,0.104304,0.124909,0.128531,0.130235,0.132597,0.141882,0.168829
-88,0.139328,0.140381,0.14354,0.141252,0.140051,0.141151,0.142791,0.141676,0.138826,0.129577,0.110236,0.088836,0.0820773,0.0723843,0.0658507,0.0594631,0.115712,0.0885328,0.0353792,0.0155641,0.0319245,0.0390047,0.0490515,0.0737066,0.124212,0.161335,0.177308,0.179664,0.181644,0.18506,0.191954,0.209282,0.231529
-96,0.180692,0.18095,0.199821,0.19791,0.198678,0.196191,0.19603,0.195922,0.191499,0.190991,0.193758,0.189301,0.183949,0.1654,0.159454,0.1587,0.224095,0.200524,0.131687,0.107694,0.138555,0.163364,0.193003,0.219226,0.23454,0.236104,0.233786,0.233069,0.233161,0.23145,0.234158,0.243631,0.247823
-104,0.242309,0.244031,0.247505,0.247507,0.246647,0.246109,0.245769,0.244304,0.244629,0.245019,0.2458,0.245573,0.244526,0.244899,0.246595,0.24691,0.247941,0.247883,0.2431,0.237666,0.244248,0.246243,0.247513,0.247939,0.247939,0.247939,0.247736,0.247825,0.247678,0.247941,0.247941,0.247939,0.247969
-112,0.247939,0.247939,0.247969,0.247939,0.247939,0.24797,0.247969,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.24797,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247969,0.247939,0.24797
-120,0.247939,0.247939,0.247939,0.248,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247969,0.247939,0.247969,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247969,0.247939,0.247969,0.247939,0.248,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939
Scan End
