SW Version,2022.2
Date and Time Started,2024-Feb-15 11:26:12
Date and Time Ended,2024-Feb-15 11:26:47
Scan Name,Scan_1J5CMD-3J5CMD
Link Settings,
Reset RX After Applying Settings,false
Open Area,19392
Horizontal Opening,177
Horizontal Percentage,69.70
Vertical Opening,129
Vertical Percentage,54.84
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.247969,0.247969,0.247939,0.247969,0.247939,0.247939,0.247939,0.24797,0.247939,0.247969,0.247939,0.24797,0.24797,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.247969,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.247939,0.247939
112,0.247939,0.247939,0.247939,0.247969,0.24797,0.247939,0.247939,0.24797,0.247969,0.247939,0.247969,0.247939,0.247969,0.247969,0.247816,0.246502,0.24797,0.247879,0.243315,0.240563,0.245989,0.247448,0.247879,0.24791,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.24797
104,0.247707,0.247939,0.247939,0.247939,0.247969,0.24797,0.247939,0.247939,0.247912,0.247941,0.247792,0.247052,0.242456,0.231481,0.216158,0.211613,0.240126,0.221339,0.196998,0.187699,0.201226,0.21494,0.235087,0.245719,0.247787,0.24791,0.247909,0.247939,0.24791,0.247939,0.24797,0.247939,0.247969
96,0.224361,0.242256,0.246389,0.245825,0.245044,0.2443,0.24096,0.237394,0.229571,0.22129,0.213271,0.189461,0.171033,0.159879,0.148686,0.151497,0.186397,0.178121,0.13389,0.112212,0.142676,0.150235,0.164853,0.194222,0.222501,0.234343,0.237825,0.238777,0.239413,0.240648,0.243748,0.247446,0.247969
88,0.17731,0.198802,0.207349,0.195807,0.194456,0.190081,0.182545,0.178858,0.167045,0.146801,0.123429,0.103604,0.0923419,0.0714457,0.0599193,0.0551705,0.116423,0.0909149,0.0410425,0.0268869,0.0398242,0.0487177,0.0586855,0.0757348,0.125461,0.175083,0.18907,0.194414,0.201426,0.199246,0.207993,0.231737,0.240769
80,0.144402,0.139611,0.138514,0.135119,0.131556,0.127186,0.119625,0.103331,0.0840805,0.0606565,0.0446391,0.0276849,0.0134825,0.00377422,0.000555047,0.000165107,0.00834561,0.00529917,0.000172737,4.81613e-05,8.23749e-05,0.000166776,0.000225786,0.00057424,0.00640545,0.0450457,0.103475,0.127192,0.130278,0.131062,0.133584,0.153452,0.178273
72,0.12968,0.128512,0.126842,0.123473,0.118706,0.108177,0.0908316,0.0662526,0.0461755,0.0301262,0.0145747,0.00430185,0.00047446,1.51398e-05,4.76844e-07,2.38422e-07,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.00017071,0.00577316,0.0457397,0.105377,0.123923,0.125967,0.126146,0.12668,0.128959
64,0.125963,0.125317,0.123283,0.118654,0.105981,0.0861216,0.0576894,0.0376715,0.0220602,0.00939085,0.00203601,8.7501e-05,5.96056e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.93397e-06,0.000575074,0.0122575,0.0634694,0.1132,0.125111,0.125967,0.125967,0.125975
56,0.125304,0.123939,0.120412,0.107291,0.0845152,0.055712,0.0342036,0.0192451,0.00762856,0.00109889,3.14717e-05,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.58963e-05,0.00238816,0.0271952,0.0887996,0.119864,0.125681,0.125959,0.125967
48,0.123403,0.121067,0.108152,0.0831833,0.053595,0.0325696,0.016132,0.00554546,0.000584492,7.15267e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-07,0.000228885,0.00713169,0.0416217,0.102049,0.122639,0.125828,0.12599
