SW Version,2022.1
Date and Time Started,2023-Jul-17 17:23:11
Date and Time Ended,2023-Jul-17 17:23:27
Scan Name,Scan_3J2D0-0J2D3
Link Settings,
Reset RX After Applying Settings,false
Open Area,11776
Horizontal Opening,145
Horizontal Percentage,57.58
Vertical Opening,89
Vertical Percentage,38.71
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251872,0.25181,0.251748,0.251563,0.251841,0.251872,0.251934,0.251593,0.251286,0.251686,0.251903,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
112,0.250919,0.251225,0.251686,0.251841,0.251347,0.251378,0.251041,0.251408,0.251531,0.251224,0.249938,0.248612,0.246756,0.245617,0.242874,0.244279,0.250251,0.24974,0.246828,0.243866,0.247371,0.24968,0.251409,0.251439,0.251872,0.251655,0.251624,0.25181,0.251779,0.251593,0.25181,0.251872,0.251903
104,0.236199,0.243786,0.244437,0.246392,0.243624,0.244578,0.241966,0.243186,0.239738,0.238962,0.231289,0.228459,0.220262,0.216943,0.211713,0.213293,0.236747,0.237914,0.214748,0.205078,0.217665,0.225993,0.234438,0.242552,0.246157,0.247105,0.244281,0.247603,0.246344,0.246639,0.248143,0.250644,0.251224
96,0.190184,0.203424,0.215024,0.2208,0.212218,0.208187,0.209623,0.206265,0.195489,0.18162,0.178491,0.16453,0.153938,0.143176,0.136738,0.133457,0.182011,0.190316,0.142018,0.121472,0.13619,0.156459,0.172578,0.200974,0.212206,0.217003,0.217693,0.217293,0.214986,0.215932,0.219717,0.238857,0.242687
88,0.15522,0.160583,0.164489,0.164759,0.162471,0.158996,0.154573,0.147654,0.136636,0.121705,0.102646,0.0862889,0.0727225,0.0627564,0.0569026,0.0546504,0.108107,0.115218,0.0629739,0.040964,0.0513751,0.0652622,0.0758333,0.100735,0.123591,0.152629,0.168238,0.166374,0.168866,0.170452,0.175537,0.191656,0.220335
80,0.134024,0.135225,0.136599,0.135383,0.131281,0.127684,0.117014,0.100283,0.082373,0.0634621,0.0468283,0.0328663,0.0252308,0.0195179,0.0162486,0.0150037,0.0276882,0.0315729,0.0151099,0.00935664,0.0112671,0.0133253,0.0171112,0.0277244,0.0485667,0.0832535,0.111188,0.130127,0.13662,0.137844,0.140083,0.148032,0.158268
72,0.127323,0.127549,0.127119,0.125808,0.11924,0.105998,0.0899238,0.0700839,0.0483605,0.0332153,0.0214179,0.0139401,0.00891614,0.00574347,0.00431055,0.00365561,0.00716328,0.00821901,0.00309615,0.00133481,0.00173321,0.00176754,0.00236563,0.00551423,0.0148792,0.0363906,0.0696373,0.100397,0.119742,0.127183,0.128354,0.130134,0.134022
64,0.12603,0.125541,0.123855,0.119106,0.108576,0.0880827,0.0646897,0.0421143,0.0274044,0.0160128,0.00826248,0.00444908,0.00228885,0.00133516,0.000836743,0.000427133,0.00090207,0.00112857,0.000232819,3.88628e-05,5.79366e-05,4.23199e-05,0.000102879,0.00056971,0.00318568,0.0140172,0.0392156,0.0727952,0.102889,0.118289,0.125007,0.12613,0.126954
56,0.125962,0.124246,0.120243,0.109353,0.0905061,0.068946,0.0446337,0.0260477,0.0146126,0.00749003,0.00346118,0.00152245,0.000736605,0.000246052,4.64923e-05,1.7524e-05,8.57128e-05,8.44015e-05,5.00687e-06,3.57633e-07,2.38422e-07,3.57633e-07,5.96056e-07,4.41081e-05,0.00068761,0.00518366,0.0205291,0.0502466,0.0839166,0.111046,0.122148,0.125528,0.126006
48,0.127163,0.121704,0.111618,0.096366,0.0765082,0.0475212,0.0280453,0.0147007,0.00645564,0.00269059,0.00109913,0.000323301,7.60567e-05,2.86107e-06,1.0729e-06,2.38422e-07,2.38422e-07,7.15267e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-07,9.04812e-05,0.00145819,0.00862516,0.0276709,0.0584729,0.0948517,0.114968,0.124034,0.12592
