SW Version,2022.1
Date and Time Started,2023-Jul-17 17:22:25
Date and Time Ended,2023-Jul-17 17:22:41
Scan Name,Scan_3J2D3-0J2D0
Link Settings,
Reset RX After Applying Settings,false
Open Area,17664
Horizontal Opening,169
Horizontal Percentage,66.67
Vertical Opening,129
Vertical Percentage,54.84
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251872,0.251903,0.251532,0.251872,0.251841,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
112,0.251841,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251934,0.251779,0.250918,0.248761,0.245772,0.251071,0.250281,0.239702,0.233989,0.241317,0.250071,0.251255,0.251841,0.251872,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
104,0.23852,0.247361,0.2498,0.250766,0.250584,0.249442,0.248818,0.249531,0.249055,0.2487,0.246048,0.242284,0.234245,0.221514,0.206276,0.20334,0.221925,0.225387,0.192374,0.177838,0.198957,0.212588,0.23132,0.237095,0.249858,0.25181,0.251041,0.251717,0.251194,0.250918,0.251377,0.251717,0.251903
96,0.185141,0.200675,0.219692,0.218673,0.216329,0.220769,0.202027,0.203633,0.193446,0.186963,0.182193,0.172282,0.15594,0.133094,0.114634,0.123935,0.163479,0.168573,0.127919,0.0861809,0.10926,0.128887,0.15114,0.191467,0.20256,0.228692,0.236511,0.231547,0.239704,0.2326,0.226797,0.234805,0.249639
88,0.153029,0.15391,0.152798,0.14919,0.148259,0.144352,0.146285,0.14377,0.127927,0.115648,0.0916934,0.0774167,0.0574133,0.0400439,0.0296113,0.0256132,0.0777195,0.091122,0.0248329,0.00843359,0.0129558,0.014549,0.0186719,0.032601,0.0699597,0.111633,0.140973,0.139062,0.147334,0.145057,0.155431,0.178676,0.21697
80,0.130593,0.129163,0.127238,0.12684,0.126951,0.126304,0.119833,0.108193,0.0875955,0.0662578,0.0452878,0.0302066,0.0165864,0.00641713,0.00249223,0.00134017,0.00547394,0.00590023,0.000411517,6.4374e-06,7.74872e-05,4.94726e-05,0.000105859,0.00103749,0.0129288,0.0490195,0.0848899,0.114683,0.124645,0.126333,0.126995,0.128805,0.144005
72,0.125938,0.125955,0.125923,0.125951,0.12367,0.1156,0.103537,0.0826728,0.0519896,0.0345638,0.0189075,0.00698112,0.00202063,0.000627527,4.23199e-05,3.33791e-06,9.72763e-05,3.32599e-05,7.15267e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,6.19898e-06,0.000734817,0.0138841,0.0501108,0.0858051,0.117294,0.124692,0.125936,0.125998,0.126029
64,0.125921,0.12592,0.125766,0.124876,0.11751,0.0993582,0.0786592,0.0559739,0.031077,0.012221,0.00316494,0.000667105,3.17102e-05,1.19211e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.45438e-05,0.0014955,0.020444,0.0571262,0.0957871,0.119825,0.125255,0.125951,0.125967
56,0.125936,0.12592,0.124968,0.11838,0.0984412,0.0781549,0.0494059,0.0278455,0.0113749,0.00345641,0.000747215,0.000107886,1.76432e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.00011492,0.00619099,0.0348114,0.0731561,0.11066,0.122976,0.125905,0.125967
48,0.126461,0.125674,0.120725,0.104745,0.0803883,0.0535726,0.0248638,0.011354,0.00277428,0.000707995,5.1976e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.66896e-06,0.000988737,0.0157961,0.0467101,0.0883659,0.115287,0.12502,0.125959
