SW Version,2022.1
Date and Time Started,2023-Jul-17 17:25:59
Date and Time Ended,2023-Jul-17 17:26:16
Scan Name,Scan_0J5CMD-3J5CMD
Link Settings,
Reset RX After Applying Settings,false
Open Area,16576
Horizontal Opening,177
Horizontal Percentage,69.70
Vertical Opening,113
Vertical Percentage,48.39
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.247969,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.24797,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939
112,0.247969,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.24797,0.247969,0.247939,0.247969,0.247939,0.247969,0.247941,0.247939,0.247969,0.247939,0.247939,0.247939,0.247969,0.247939,0.24797,0.247969,0.247939,0.247969,0.247939,0.247969
104,0.247969,0.247939,0.247969,0.24797,0.24797,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.24791,0.247818,0.247231,0.245869,0.243546,0.247048,0.247818,0.245481,0.243517,0.246866,0.247909,0.247969,0.247969,0.247939,0.24797,0.24797,0.24797,0.247939,0.247939,0.247939,0.247939,0.24797
96,0.24719,0.247765,0.247939,0.24791,0.247852,0.247622,0.247389,0.247536,0.247536,0.247118,0.246092,0.243749,0.236991,0.227165,0.217374,0.212067,0.230109,0.22864,0.212534,0.204934,0.215676,0.233201,0.244184,0.247262,0.247663,0.247787,0.247538,0.247571,0.247816,0.247876,0.247816,0.247938,0.24797
88,0.233287,0.236741,0.243058,0.241182,0.241861,0.239753,0.236159,0.235057,0.231168,0.223403,0.216992,0.20092,0.187614,0.173199,0.162754,0.161437,0.19155,0.185859,0.163997,0.149755,0.166309,0.183165,0.203987,0.229043,0.238215,0.240968,0.240631,0.241892,0.241687,0.241659,0.241024,0.243315,0.247265
80,0.189695,0.19033,0.202314,0.198989,0.191611,0.188171,0.181316,0.175965,0.162325,0.147477,0.12435,0.107428,0.0918358,0.0789899,0.0657939,0.0632128,0.108733,0.107193,0.0700287,0.0502115,0.0624856,0.0749497,0.0910838,0.121924,0.1694,0.192869,0.198444,0.199703,0.198418,0.193009,0.197022,0.205382,0.230314
72,0.143785,0.140738,0.139698,0.140173,0.13542,0.130418,0.119591,0.106086,0.0849622,0.0635836,0.0444295,0.0305306,0.0191507,0.0102297,0.00505968,0.00288109,0.0134913,0.0132159,0.00344568,0.00100459,0.00235239,0.00346511,0.00364714,0.00793541,0.0306136,0.0827502,0.121485,0.130644,0.132685,0.133198,0.134162,0.140206,0.166057
64,0.128573,0.128158,0.126123,0.12276,0.117509,0.106932,0.0877804,0.0632503,0.0442136,0.0276887,0.014717,0.00607869,0.00187841,0.000439412,6.74735e-05,4.64923e-06,2.74186e-05,1.45438e-05,1.0729e-06,2.38422e-07,2.38422e-07,1.54974e-06,7.15267e-07,2.47959e-05,0.00176671,0.0195488,0.0699771,0.112981,0.125421,0.126153,0.126083,0.126075,0.12734
56,0.125959,0.124785,0.122709,0.116549,0.104809,0.0832238,0.0582141,0.038929,0.0211228,0.0100831,0.00307112,0.000751388,6.41356e-05,1.19211e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.88903e-05,0.00312774,0.0278376,0.0817997,0.118281,0.125544,0.125967,0.125967,0.125975
48,0.124876,0.122868,0.117054,0.102955,0.0806796,0.0558274,0.0340875,0.0174006,0.00672196,0.00161972,0.000213388,5.96056e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000135066,0.00569781,0.0367261,0.0930688,0.11994,0.125612,0.125975,0.12599
40,0.122479,0.116256,0.104681,0.0811014,0.0536793,0.0314126,0.0150938,0.00490113,0.000876798,4.57771e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.43053e-06,0.000528582,0.0110229,0.0500922,0.10219,0.122467,0.125805,0.126349
32,0.119151,0.106693,0.0811528,0.0543171,0.029631,0.0125591,0.0036053,0.000546702,1.81201e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.2994e-05,0.00161853,0.0180116,0.0639185,0.105258,0.122408,0.127645
24,0.115062,0.0899686,0.0600367,0.0341352,0.0141275,0.00380128,0.000536212,1.19211e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000126602,0.00581226,0.0330104,0.0785907,0.114164,0.130187
16,0.113532,0.0719789,0.0362134,0.0144464,0.00366836,0.000428564,7.27188e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.45712e-06,0.000726115,0.0121019,0.0446502,0.0894974,0.133885
