SW Version,2022.1
Date and Time Started,2024-Feb-02 12:01:29
Date and Time Ended,2024-Feb-02 12:01:41
Scan Name,Scan_1J5CMD-2J2CMD
Link Settings,
Reset RX After Applying Settings,false
Open Area,13440
Horizontal Opening,153
Horizontal Percentage,60.61
Vertical Opening,89
Vertical Percentage,38.71
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.247939,0.247939,0.247939,0.247969,0.24797,0.24797,0.247939,0.247939,0.247939,0.247939,0.247969,0.24797,0.247816,0.247878,0.247876,0.247939,0.247939,0.247939,0.247939,0.247754,0.247938,0.24791,0.247941,0.247939,0.247939,0.24797,0.247939,0.247939,0.247969,0.247939,0.247969,0.247939,0.247939
112,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.246816,0.247969,0.247277,0.247297,0.246081,0.246386,0.241448,0.242658,0.246743,0.245719,0.243661,0.240701,0.244418,0.242459,0.247355,0.247939,0.24791,0.247939,0.247969,0.247939,0.247969,0.247939,0.247969,0.247969,0.247939
104,0.245297,0.247102,0.24791,0.247018,0.247505,0.246325,0.245912,0.245716,0.243854,0.243019,0.239183,0.236224,0.233829,0.226375,0.224452,0.21965,0.234952,0.236551,0.223962,0.209135,0.225744,0.235466,0.238091,0.245421,0.24572,0.247598,0.247759,0.247754,0.247754,0.247821,0.247878,0.247883,0.247939
96,0.225919,0.230333,0.238477,0.233967,0.236964,0.241271,0.228017,0.232933,0.220337,0.214464,0.20717,0.189656,0.187114,0.175653,0.16515,0.166713,0.193464,0.198135,0.163463,0.152549,0.156376,0.181561,0.19087,0.205552,0.22181,0.235399,0.243043,0.24207,0.242223,0.24022,0.24045,0.245745,0.247767
88,0.193846,0.194601,0.209799,0.215415,0.203949,0.197323,0.194558,0.181512,0.17011,0.157685,0.149129,0.129016,0.109847,0.101613,0.0920181,0.0902622,0.129607,0.131357,0.0975297,0.0688838,0.0939548,0.103126,0.114026,0.13825,0.159086,0.195719,0.212145,0.219242,0.232644,0.217594,0.224066,0.237137,0.241818
80,0.156518,0.158621,0.163964,0.160955,0.160539,0.142302,0.132483,0.120702,0.0958355,0.0834361,0.0691373,0.0553988,0.0453492,0.0375845,0.0315938,0.0301353,0.0509925,0.0550033,0.0345989,0.0239348,0.0284183,0.0351804,0.0396313,0.0478918,0.0666939,0.0960552,0.135847,0.172396,0.16645,0.173973,0.177683,0.192244,0.209437
72,0.135211,0.135079,0.136012,0.129308,0.121825,0.11064,0.0932835,0.0770085,0.0618163,0.0450773,0.0346664,0.0225877,0.0172294,0.011833,0.00772321,0.00768602,0.014482,0.015198,0.00845839,0.00414425,0.00560769,0.00812638,0.00886645,0.0118716,0.0174871,0.0333649,0.0689254,0.104161,0.13331,0.142618,0.145562,0.159644,0.171124
64,0.127897,0.126609,0.122416,0.115511,0.0965815,0.0800997,0.0622609,0.0457539,0.0346033,0.0225531,0.0145753,0.00916902,0.00554987,0.00258426,0.00204197,0.000910534,0.00326185,0.00237433,0.000602135,0.000464566,0.000532516,0.000723731,0.00109078,0.00170567,0.00245837,0.00845099,0.0278586,0.0662164,0.104236,0.127165,0.13163,0.136503,0.156433
56,0.124006,0.122132,0.114668,0.0946655,0.078363,0.0640485,0.0431177,0.0268836,0.0174595,0.0121022,0.00628421,0.00403315,0.0012429,0.000516184,0.000169161,0.000113489,0.000315313,0.000160697,6.86656e-05,1.54974e-06,3.29023e-05,7.3434e-05,0.000113727,9.53689e-05,0.000217679,0.00156262,0.00994164,0.0370118,0.0809309,0.110862,0.125849,0.128378,0.134634
48,0.123728,0.116434,0.101624,0.0770059,0.0567776,0.0380298,0.0242268,0.0163264,0.00752997,0.00433011,0.00162222,0.000542411,8.05867e-05,8.94083e-06,1.89546e-05,1.43053e-06,2.09812e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.76844e-07,8.94083e-06,0.000165227,0.00229517,0.0166934,0.0495082,0.0943399,0.116949,0.125361,0.128589
40,0.124475,0.106471,0.0869282,0.0568692,0.0356939,0.020665,0.0114633,0.00629995,0.00271503,0.00111212,0.000279073,4.5181e-05,4.17239e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.84777e-05,0.000384575,0.00587794,0.0253249,0.0670403,0.104384,0.122159,0.1304
32,0.12584,0.0957848,0.0629395,0.0386294,0.0212164,0.0100388,0.00509425,0.00176385,0.000494011,8.48783e-05,1.43053e-05,8.34478e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.138e-05,0.0015588,0.0122075,0.0461286,0.0824018,0.117536,0.140083
24,0.119474,0.0757467,0.046877,0.0250777,0.0107732,0.00498803,0.00193873,0.000405079,6.67582e-05,3.09949e-06,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.1458e-06,0.000425464,0.00563427,0.024115,0.0635666,0.104536,0.146303
16,0.121583,0.0701213,0.0315607,0.0120093,0.00440616,0.00132765,0.000351196,4.85189e-05,2.02659e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.85327e-05,0.00175014,0.0133892,0.0473927,0.0942123,0.151853
8,0.123518,0.060068,0.0214925,0.00695442,0.00169828,0.000383264,7.70104e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.45712e-06,0.000501402,0.00697361,0.0331547,0.0910767,0.156081
0,0.122908,0.0552829,0.0196026,0.00531932,0.00103499,0.000165346,8.34478e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-07,0.000364548,0.00508042,0.0317064,0.0887622,0.158477
-8,0.12123,0.0599802,0.0187114,0.00472279,0.00122227,9.11965e-05,2.38422e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000383979,0.00462801,0.0308062,0.0911891,0.156503
-16,0.119056,0.0649541,0.024521,0.00819445,0.00167551,0.00053943,1.66896e-05,1.25172e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.68225e-05,0.000467427,0.00818074,0.037491,0.0960506,0.153726
-24,0.116467,0.0736855,0.038775,0.0155341,0.00673304,0.00147524,0.000635157,5.23337e-05,3.6717e-05,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.78817e-06,4.08894e-05,0.00206521,0.0154004,0.0529465,0.104149,0.14981
-32,0.122403,0.0894923,0.0526118,0.0305675,0.0128314,0.00591633,0.00152292,0.000760567,0.000100733,3.46904e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,7.15267e-07,0.000618586,0.00470109,0.0263426,0.0711015,0.112431,0.139565
-40,0.12073,0.0972756,0.0735345,0.0484384,0.0270925,0.0135099,0.00683425,0.00303643,0.000991002,0.000178936,5.38834e-05,2.38422e-07,1.19211e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,6.8308e-05,0.00179222,0.0143992,0.0504155,0.0931541,0.117862,0.134241
-48,0.124465,0.113699,0.0949719,0.0678856,0.0458776,0.0285679,0.0147316,0.00846826,0.00404757,0.00152292,0.000381476,0.000145795,2.38422e-07,7.15267e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.33791e-06,0.000392443,0.00667201,0.0301834,0.0776832,0.108345,0.124351,0.128875
-56,0.124438,0.122131,0.0965705,0.0913132,0.0689367,0.0494202,0.0309007,0.0192508,0.010475,0.00530334,0.00217036,0.000740539,0.000286464,2.19348e-05,1.21595e-05,2.38422e-07,3.45712e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,9.53689e-07,0.000187519,0.00247506,0.0181914,0.0563966,0.101651,0.12067,0.125517,0.128127
-64,0.125998,0.123484,0.113726,0.103522,0.0838781,0.0711285,0.0506838,0.0352284,0.0213991,0.0133254,0.00721585,0.00323205,0.00134136,0.000567922,0.000244144,5.90095e-05,0.00020552,7.76064e-05,1.31132e-05,3.93397e-06,5.24529e-06,2.38422e-07,1.28748e-05,7.3434e-05,6.00824e-05,0.00123753,0.00714158,0.0348179,0.0788921,0.114438,0.124736,0.128196,0.131536
-72,0.126724,0.126507,0.122489,0.117132,0.100494,0.0903584,0.0700452,0.0554634,0.0421799,0.0291056,0.0165088,0.0104424,0.00573405,0.00246397,0.00177803,0.000964776,0.00139525,0.00163069,0.00036264,0.000131728,0.000304346,0.000427849,0.000434405,0.000919952,0.0015923,0.00639997,0.0257749,0.0657466,0.107301,0.124656,0.1333,0.138072,0.146227
-80,0.131173,0.132933,0.133113,0.127638,0.124836,0.11179,0.0956934,0.0814038,0.0669086,0.0553431,0.0405412,0.026341,0.0186532,0.0124069,0.00962597,0.00745058,0.0112867,0.0103002,0.00395483,0.0027471,0.00339418,0.00487228,0.00540229,0.00739288,0.0116951,0.0293203,0.0632133,0.113434,0.132978,0.138695,0.147615,0.16102,0.173255
-88,0.147632,0.151417,0.158835,0.157045,0.150942,0.150544,0.137064,0.13164,0.112988,0.0991484,0.0803521,0.0662404,0.0544749,0.0429226,0.0346804,0.0292957,0.0558186,0.0475796,0.0218729,0.0159596,0.0213501,0.0274632,0.0325895,0.0489968,0.0616514,0.0970776,0.128838,0.177309,0.179385,0.178589,0.182429,0.214992,0.228731
-96,0.175061,0.189215,0.198564,0.2015,0.195501,0.189231,0.183599,0.170122,0.175446,0.161778,0.138375,0.13067,0.108744,0.0983873,0.0905383,0.0862514,0.12929,0.11531,0.074212,0.0525961,0.0675174,0.0907875,0.103131,0.123709,0.15556,0.191587,0.205336,0.214667,0.222763,0.214096,0.227628,0.244127,0.244566
-104,0.212995,0.234747,0.242155,0.234948,0.237109,0.238409,0.234855,0.229294,0.227185,0.221325,0.21274,0.210903,0.20236,0.190943,0.180398,0.173302,0.21353,0.20145,0.171719,0.133458,0.171964,0.186744,0.194635,0.222799,0.237317,0.245375,0.244639,0.249739,0.249422,0.245678,0.250639,0.251193,0.251841
-112,0.247305,0.251872,0.250949,0.251624,0.25147,0.251224,0.250766,0.249026,0.250885,0.249543,0.247217,0.24506,0.237935,0.237313,0.239927,0.238773,0.244773,0.23905,0.231972,0.225614,0.233206,0.244044,0.246873,0.250221,0.250947,0.251285,0.251872,0.251409,0.251841,0.251501,0.251594,0.251872,0.251903
-120,0.251655,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251934,0.251841,0.251903,0.251624,0.25181,0.251409,0.251408,0.250917,0.250644,0.251532,0.251563,0.249467,0.249829,0.250949,0.25101,0.251624,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
Scan End
