SW Version,2022.1
Date and Time Started,2024-Feb-02 12:07:02
Date and Time Ended,2024-Feb-02 12:07:15
Scan Name,Scan_1J2CMD-2J5CMD
Link Settings,
Reset RX After Applying Settings,false
Open Area,19136
Horizontal Opening,153
Horizontal Percentage,60.61
Vertical Opening,129
Vertical Percentage,54.84
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.247939,0.247939,0.24797,0.247969,0.247969,0.247323,0.24791,0.247909,0.24791,0.247939,0.247939,0.247939,0.247969,0.247939,0.24797,0.247969,0.247939,0.247939,0.24797
112,0.245461,0.247507,0.247883,0.24791,0.24791,0.247534,0.247389,0.246902,0.24673,0.246248,0.2458,0.244704,0.24403,0.242104,0.238803,0.238556,0.246653,0.246533,0.237549,0.22753,0.239522,0.244421,0.246082,0.247386,0.247939,0.247939,0.247939,0.247939,0.24797,0.247883,0.247939,0.247939,0.247939
104,0.218455,0.228135,0.235703,0.232853,0.228227,0.225938,0.222286,0.220835,0.216638,0.216325,0.209884,0.199207,0.185403,0.173838,0.164695,0.161232,0.203413,0.205893,0.166072,0.136342,0.164284,0.189533,0.216654,0.232029,0.24221,0.245582,0.246549,0.245926,0.245909,0.244889,0.245377,0.246673,0.247709
96,0.161867,0.161318,0.172577,0.168325,0.165255,0.159953,0.156799,0.15239,0.144365,0.130698,0.116137,0.101002,0.0816208,0.0635212,0.0546362,0.0511752,0.106421,0.107195,0.0556606,0.027272,0.0409281,0.0535636,0.0688066,0.1048,0.15029,0.186357,0.20463,0.210756,0.212496,0.207722,0.21333,0.227811,0.242193
88,0.133904,0.132197,0.131707,0.131026,0.129326,0.126634,0.120771,0.112248,0.0998994,0.0816816,0.0617992,0.0471112,0.0345699,0.0212906,0.0117013,0.00713228,0.0194508,0.01854,0.00313859,0.000544318,0.00154128,0.00259797,0.00498445,0.0126607,0.0353941,0.0741634,0.112162,0.14057,0.150558,0.152573,0.156236,0.171587,0.19248
80,0.126621,0.126266,0.125955,0.125216,0.121154,0.115418,0.104788,0.0884424,0.0677508,0.0511176,0.0349914,0.0197697,0.00804323,0.00276403,0.000861419,0.00024486,0.000639568,0.000512369,1.2398e-05,2.38422e-07,2.50343e-06,5.12608e-06,1.09674e-05,0.000303273,0.00516637,0.0235651,0.0570217,0.0954647,0.119851,0.128738,0.130521,0.136269,0.143222
72,0.12592,0.125735,0.12509,0.119457,0.111013,0.0990123,0.078143,0.0590058,0.0425739,0.0265158,0.0109854,0.00336736,0.000758659,8.02291e-05,6.67582e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,0.000442154,0.00755953,0.027182,0.0632797,0.0992673,0.119753,0.125551,0.12664,0.12823
64,0.125798,0.12427,0.11838,0.109541,0.094307,0.0729543,0.0529301,0.0345592,0.0179925,0.00613019,0.00152829,0.000176075,3.33791e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-06,0.00105919,0.0112721,0.0358143,0.0740482,0.105348,0.122357,0.125866,0.125967
56,0.125346,0.121297,0.110893,0.0950247,0.0741804,0.0521537,0.0327613,0.0171219,0.00549957,0.00125255,6.40164e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.99632e-05,0.0037381,0.0205414,0.0517569,0.0888659,0.114023,0.124677,0.126052
48,0.124167,0.113409,0.0970787,0.0740838,0.0501414,0.0296533,0.0135413,0.00418574,0.000616679,2.07427e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,7.15267e-07,0.000504621,0.00905243,0.029123,0.0661702,0.0974579,0.119175,0.127006
