SW Version,2022.1
Date and Time Started,2023-Nov-08 11:10:49
Date and Time Ended,2023-Nov-08 11:10:59
Scan Name,Scan_1J5CMD-3J5CMD
Link Settings,
Reset RX After Applying Settings,false
Open Area,8960
Horizontal Opening,145
Horizontal Percentage,57.58
Vertical Opening,73
Vertical Percentage,32.26
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.247969,0.247969,0.247969,0.247939,0.24797,0.24797,0.247939,0.24797,0.247939,0.247939,0.247969,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.247939,0.247939
112,0.247939,0.247969,0.247969,0.247969,0.247939,0.247969,0.247939,0.247939,0.24797,0.247969,0.247969,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.24797,0.247939,0.24797,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.247939,0.247969,0.247939,0.247969,0.247939,0.247969
104,0.247939,0.24797,0.247969,0.247939,0.247939,0.247969,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247969,0.247939,0.247939,0.24797,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.24791,0.24791
96,0.24797,0.247969,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247941,0.247823,0.247825,0.247881,0.247765,0.246137,0.246363,0.247363,0.247939,0.247969,0.247939,0.247941,0.247969,0.247969,0.247783,0.247816,0.247384,0.247692,0.247725,0.247354,0.246319,0.244213,0.244623,0.245213,0.246743
88,0.246053,0.247363,0.24791,0.247678,0.246562,0.247941,0.247476,0.245965,0.243485,0.242419,0.239419,0.239955,0.238849,0.238605,0.239216,0.237161,0.247485,0.246881,0.246816,0.244301,0.244887,0.244155,0.244917,0.241113,0.243172,0.239395,0.238196,0.234442,0.231145,0.225787,0.226871,0.22193,0.233779
80,0.232284,0.236933,0.237109,0.234493,0.235328,0.231062,0.230387,0.226134,0.227598,0.219179,0.217133,0.216716,0.205263,0.199109,0.185464,0.184987,0.214604,0.216104,0.205325,0.217548,0.217012,0.223951,0.225805,0.223162,0.22243,0.218973,0.216824,0.212549,0.210416,0.209043,0.208235,0.208228,0.212962
72,0.196735,0.200828,0.208932,0.201024,0.198154,0.196902,0.189332,0.186756,0.177411,0.17678,0.165365,0.157825,0.143192,0.124023,0.105013,0.0911729,0.126502,0.124394,0.115787,0.147126,0.165372,0.168555,0.17982,0.187777,0.194045,0.191843,0.192621,0.186064,0.188333,0.182241,0.180048,0.184245,0.19051
64,0.154187,0.150284,0.153441,0.149326,0.147299,0.144766,0.142168,0.13901,0.129242,0.117,0.0997331,0.0752837,0.0565891,0.0403978,0.0261987,0.0178196,0.0296404,0.0304943,0.0198901,0.0515228,0.0921248,0.109097,0.104336,0.120458,0.120769,0.139314,0.14539,0.144311,0.145692,0.143324,0.144269,0.144922,0.165204
56,0.137443,0.135554,0.131185,0.129192,0.127524,0.124796,0.121157,0.114746,0.0955381,0.0770047,0.0581284,0.0355915,0.0237886,0.0146171,0.00734531,0.00338607,0.00275795,0.00165858,0.000919356,0.00699793,0.0340131,0.0396508,0.0486921,0.0625217,0.0758979,0.0864811,0.105364,0.12146,0.126454,0.128762,0.130628,0.131744,0.135679
48,0.129055,0.128144,0.126754,0.123531,0.119554,0.116335,0.102356,0.0844617,0.0652139,0.0406667,0.0251421,0.015053,0.00744461,0.00279872,0.000562557,0.000102045,6.05592e-05,4.76844e-06,2.02659e-06,3.76707e-05,0.00221923,0.00457771,0.0107254,0.0223663,0.038447,0.0554755,0.0712451,0.0905446,0.107707,0.120362,0.125498,0.125975,0.127038
