SW Version,2022.1
Date and Time Started,2023-Nov-07 16:52:28
Date and Time Ended,2023-Nov-07 16:52:37
Scan Name,Scan_3J3D0-1J3D3
Link Settings,
Reset RX After Applying Settings,false
Open Area,0
Horizontal Opening,0
Horizontal Percentage,0.00
Vertical Opening,0
Vertical Percentage,0.00
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.239829,0.250434,0.251378,0.250735,0.250131,0.247559,0.250675,0.248465,0.246959,0.248525,0.249262,0.248583,0.245983,0.246417,0.248243,0.248461,0.246503,0.24774,0.251811,0.251841,0.250858,0.251285,0.251501,0.252338,0.251748,0.250183,0.249418,0.23905,0.246707,0.25034,0.246582,0.248671,0.249236
112,0.239224,0.244523,0.250341,0.248205,0.249025,0.237188,0.244461,0.241992,0.234932,0.243132,0.218487,0.237946,0.242664,0.237981,0.240939,0.228791,0.248756,0.242776,0.245951,0.239672,0.248338,0.236594,0.244739,0.247192,0.245573,0.248041,0.243601,0.242204,0.246314,0.243995,0.24048,0.245665,0.24825
104,0.228174,0.235142,0.236294,0.232249,0.231495,0.218792,0.230302,0.227315,0.2294,0.217842,0.227583,0.232497,0.233834,0.238513,0.215539,0.218532,0.230946,0.217337,0.200926,0.234639,0.23202,0.237808,0.238609,0.246099,0.212911,0.231954,0.236209,0.239758,0.234298,0.239932,0.231611,0.230193,0.234166
96,0.19718,0.205225,0.211238,0.215399,0.217713,0.196673,0.209591,0.213483,0.212176,0.198802,0.199433,0.19477,0.203154,0.206513,0.174334,0.201485,0.211623,0.206282,0.208691,0.195895,0.216902,0.216288,0.231339,0.221549,0.229464,0.234275,0.220975,0.221811,0.221001,0.218463,0.218731,0.222529,0.231188
88,0.186452,0.189475,0.201569,0.204647,0.194457,0.199973,0.196182,0.190496,0.191448,0.169815,0.200291,0.191759,0.162496,0.1731,0.164872,0.156635,0.188287,0.177738,0.174494,0.175454,0.177322,0.198176,0.199573,0.196292,0.202984,0.191924,0.203217,0.192695,0.183288,0.191618,0.195927,0.202631,0.205639
80,0.168527,0.180561,0.181303,0.174464,0.168759,0.170841,0.168932,0.157212,0.166118,0.1691,0.162975,0.146662,0.117062,0.123879,0.127765,0.119425,0.145673,0.147717,0.115107,0.122543,0.146805,0.149088,0.156763,0.165237,0.16291,0.166445,0.180546,0.180645,0.184715,0.179634,0.182533,0.185616,0.19507
72,0.168056,0.150509,0.149836,0.153105,0.152569,0.146388,0.148795,0.139869,0.135971,0.126357,0.119783,0.119188,0.105208,0.10151,0.0954078,0.07775,0.099651,0.0967471,0.0859831,0.0932826,0.11356,0.124093,0.111911,0.121906,0.136347,0.142747,0.14256,0.145637,0.151793,0.160347,0.157357,0.170601,0.182723
64,0.147162,0.14343,0.138559,0.141136,0.131272,0.12477,0.122233,0.116051,0.114923,0.102868,0.0885905,0.0903528,0.0796416,0.0775353,0.0687766,0.060634,0.0597799,0.0589816,0.0640453,0.0665953,0.0768254,0.0862046,0.0847001,0.0988781,0.110986,0.117864,0.123679,0.137099,0.134302,0.14422,0.14794,0.152193,0.1595
56,0.140224,0.138965,0.135384,0.128973,0.119971,0.118315,0.106778,0.0998044,0.0935224,0.0798679,0.0783721,0.0680301,0.0544943,0.0471768,0.0447133,0.038172,0.039495,0.0494535,0.0396262,0.0455102,0.0645281,0.0681198,0.0720181,0.0744478,0.0834111,0.102774,0.115832,0.112552,0.121623,0.11877,0.127765,0.13653,0.141773
48,0.132792,0.13248,0.127094,0.111672,0.108993,0.0896451,0.0899326,0.080123,0.0699285,0.0680213,0.0572202,0.0489916,0.0456341,0.0380242,0.0337926,0.0259084,0.0296978,0.0230349,0.0306631,0.0290078,0.0325988,0.0404012,0.0428698,0.0543874,0.0554005,0.0686471,0.0740559,0.0858638,0.1025,0.109301,0.114703,0.118969,0.129869
40,0.136234,0.117107,0.112912,0.10516,0.086076,0.0806111,0.0814843,0.0561544,0.0558859,0.0430741,0.0393783,0.0417262,0.0308282,0.0244892,0.0191566,0.0194086,0.0169988,0.0189933,0.0140984,0.0155996,0.0215609,0.0238943,0.0256711,0.0302294,0.0324674,0.0440804,0.0575029,0.064754,0.0767422,0.0889341,0.107523,0.115605,0.125182
32,0.130203,0.130783,0.105775,0.0897138,0.0827626,0.0707263,0.0584544,0.0454377,0.0431681,0.0315373,0.0308818,0.0244235,0.0155951,0.012812,0.0131157,0.0103965,0.00983783,0.00907645,0.0058659,0.00744461,0.0128706,0.0138134,0.0159192,0.0193964,0.0209734,0.0316738,0.037495,0.0401436,0.0626335,0.0692143,0.0807741,0.103953,0.115387
24,0.135688,0.106667,0.0936023,0.0822256,0.0645176,0.0620222,0.0477028,0.0361863,0.0342216,0.0229636,0.0218576,0.0178318,0.0123219,0.0109563,0.00677167,0.00462491,0.00434143,0.003318,0.00378781,0.00281529,0.00689124,0.00796199,0.00903942,0.0118112,0.0156571,0.0221728,0.0257727,0.0344328,0.0477524,0.0611506,0.078214,0.0924467,0.112116
16,0.138311,0.111403,0.0855506,0.0731892,0.0566152,0.0442677,0.0361772,0.0327843,0.0185547,0.0180099,0.0127366,0.0102002,0.00759184,0.00516113,0.00354236,0.00284128,0.00181737,0.00119628,0.00118091,0.000735771,0.00274019,0.0040415,0.00392228,0.00747513,0.00771034,0.0141673,0.0186622,0.0317607,0.0399022,0.0530713,0.0672569,0.0841642,0.108275
8,0.135502,0.114409,0.0862852,0.0707691,0.05443,0.0372383,0.0305902,0.0237623,0.0167599,0.0128263,0.00794828,0.00493439,0.00383872,0.00279455,0.00168874,0.000997678,0.000388628,0.000369078,0.00027502,0.000463493,0.000875486,0.00143864,0.00232593,0.00304131,0.00590071,0.00823415,0.0138692,0.0235122,0.0287329,0.0424604,0.0617042,0.0742881,0.103552
0,0.122435,0.110272,0.0832405,0.062804,0.0515887,0.038621,0.0245473,0.0215205,0.0171409,0.0107961,0.00792575,0.00433571,0.003475,0.00185957,0.0013261,0.000700246,0.000219587,0.000283842,0.000282053,0.000401265,0.0008402,0.00106658,0.00202015,0.00208572,0.0045944,0.0079521,0.0110994,0.0216895,0.0324956,0.0376138,0.0609098,0.0749793,0.107318
-8,0.131391,0.109905,0.0858835,0.0676479,0.0514551,0.0363905,0.0277793,0.0226739,0.0155832,0.0113061,0.0071783,0.00479205,0.00344055,0.00207678,0.00117363,0.000794542,0.000299697,0.000286703,0.000423438,0.000486501,0.000864757,0.00119032,0.0019832,0.0014893,0.00364309,0.00565967,0.0113484,0.0183387,0.030993,0.0445165,0.057491,0.0766017,0.0924778
-16,0.133428,0.107665,0.0872155,0.0668506,0.0474683,0.042788,0.0330343,0.0247463,0.0143159,0.0107308,0.0080849,0.00544723,0.0040527,0.00304441,0.00229708,0.00145497,0.000999466,0.000797403,0.000778091,0.000838531,0.00103332,0.00229946,0.0020093,0.00316613,0.0074315,0.00779843,0.015222,0.0224081,0.0324546,0.0434502,0.0584819,0.0841353,0.105759
-24,0.145714,0.107629,0.0851008,0.0729538,0.0601759,0.0502984,0.0359474,0.0283792,0.0190172,0.0162982,0.01247,0.0102783,0.00793219,0.00514825,0.00447268,0.00265698,0.00227109,0.00167945,0.00127425,0.00135066,0.00286262,0.00384921,0.00465662,0.00861264,0.00715863,0.0136071,0.0183454,0.0274869,0.0387023,0.0490676,0.0713715,0.0872036,0.107192
-32,0.139194,0.116793,0.0952515,0.0839776,0.066299,0.0528139,0.0483096,0.037337,0.0295362,0.0249948,0.0207157,0.0137862,0.0105657,0.00861741,0.00638685,0.00563261,0.00472386,0.00313561,0.00266508,0.00314288,0.00562748,0.00766408,0.00942853,0.0134361,0.0123817,0.0225422,0.031806,0.0350991,0.0465554,0.0641652,0.0821824,0.0994447,0.11698
-40,0.135768,0.11668,0.103007,0.089267,0.074554,0.0651021,0.0560615,0.0535306,0.0415266,0.0328989,0.033467,0.0222191,0.0185719,0.0142383,0.0113033,0.0100686,0.0122215,0.0107539,0.00664089,0.00625775,0.0121641,0.015112,0.0170064,0.0231209,0.0280173,0.0349525,0.0372393,0.0549671,0.0645671,0.0788826,0.0928555,0.109677,0.120782
-48,0.133511,0.119436,0.111736,0.0993195,0.0933946,0.0869526,0.0689529,0.0667271,0.0529135,0.0466144,0.0425966,0.0392595,0.0285857,0.0256045,0.0247638,0.0213838,0.0159165,0.015218,0.0110077,0.0132212,0.0239897,0.0294848,0.0314469,0.0321971,0.0434982,0.0510897,0.0578641,0.0685703,0.0860756,0.0967645,0.10897,0.117328,0.131641
-56,0.142225,0.135409,0.122242,0.115308,0.112733,0.0998112,0.0985521,0.0801202,0.0728899,0.0773968,0.0631384,0.050265,0.0455073,0.0396139,0.0263605,0.0281657,0.0301449,0.0325003,0.0234557,0.0294466,0.0382902,0.0487612,0.0445751,0.0547041,0.0671445,0.0761857,0.075068,0.0910148,0.104234,0.113641,0.124261,0.128573,0.131381
-64,0.147376,0.140795,0.137213,0.13196,0.12053,0.118593,0.106852,0.106987,0.0799193,0.0755294,0.0743461,0.0662609,0.0612067,0.0556499,0.0538771,0.0448301,0.0440229,0.0485007,0.03968,0.0423499,0.0614057,0.060019,0.0666333,0.0728921,0.0846135,0.092381,0.101921,0.110524,0.112296,0.131089,0.134589,0.147325,0.15083
-72,0.162671,0.151574,0.14927,0.148834,0.137774,0.134241,0.123588,0.124503,0.119304,0.107957,0.102656,0.0850719,0.107032,0.0892444,0.0792958,0.0632117,0.0665197,0.0661028,0.0577093,0.0691531,0.0906666,0.0957338,0.0948345,0.106308,0.111816,0.123534,0.12459,0.135224,0.144298,0.1442,0.143528,0.157029,0.161121
-80,0.16036,0.158622,0.168415,0.164746,0.16175,0.158131,0.145778,0.147999,0.138221,0.149678,0.130528,0.116108,0.123838,0.0981948,0.0886473,0.0934376,0.108337,0.0998802,0.0982945,0.0962922,0.129865,0.115079,0.132091,0.13616,0.14276,0.148107,0.155011,0.163379,0.160999,0.178007,0.173353,0.178832,0.18325
-88,0.176991,0.182607,0.18318,0.18474,0.169887,0.165248,0.19063,0.182603,0.178335,0.168618,0.154817,0.190279,0.144274,0.145038,0.134529,0.132799,0.144309,0.139517,0.117348,0.126325,0.157043,0.164756,0.164861,0.176924,0.160593,0.163807,0.188449,0.186249,0.187484,0.187359,0.189996,0.187099,0.175958
-96,0.190641,0.192895,0.204254,0.20356,0.231866,0.192764,0.188348,0.191896,0.188944,0.184428,0.182584,0.17567,0.170603,0.155071,0.155185,0.155836,0.148165,0.200401,0.179425,0.157326,0.19133,0.19841,0.202212,0.193015,0.196104,0.205843,0.195418,0.185976,0.199747,0.200974,0.212912,0.21673,0.212315
