SW Version,2022.1
Date and Time Started,2023-Nov-07 18:27:13
Date and Time Ended,2023-Nov-07 18:27:22
Scan Name,Scan_3J6D1-1J6D2
Link Settings,
Reset RX After Applying Settings,false
Open Area,3712
Horizontal Opening,113
Horizontal Percentage,45.45
Vertical Opening,33
Vertical Percentage,16.13
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
112,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
104,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251872,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251872,0.251872,0.251841,0.251841,0.25181,0.251717,0.251841,0.251903
96,0.250462,0.251225,0.251841,0.251841,0.251686,0.251841,0.25181,0.251779,0.251748,0.251717,0.251686,0.25147,0.251501,0.251409,0.25147,0.251748,0.251841,0.251903,0.251841,0.251841,0.251748,0.251594,0.251286,0.251347,0.250888,0.251103,0.250252,0.249859,0.248408,0.248525,0.247852,0.248936,0.251041
88,0.241734,0.245741,0.249591,0.25001,0.248407,0.247998,0.248525,0.248467,0.247217,0.2458,0.245353,0.244468,0.245238,0.244437,0.245124,0.246016,0.25104,0.251254,0.250977,0.250215,0.249584,0.248839,0.247262,0.247038,0.244335,0.24354,0.241336,0.240361,0.238704,0.236866,0.236946,0.240265,0.244629
80,0.223903,0.227972,0.230923,0.230397,0.228617,0.229867,0.227567,0.225433,0.224097,0.220415,0.22098,0.216013,0.21404,0.211626,0.206231,0.20656,0.232189,0.234458,0.217121,0.216574,0.226752,0.228638,0.227972,0.226893,0.222966,0.221448,0.218806,0.216025,0.21324,0.21157,0.211991,0.219035,0.227268
72,0.191132,0.196297,0.205982,0.20744,0.202977,0.198123,0.194577,0.189075,0.185049,0.180169,0.17548,0.167907,0.159177,0.147425,0.133934,0.124523,0.154443,0.151036,0.12268,0.133047,0.17027,0.177989,0.18427,0.192267,0.195654,0.193577,0.189764,0.187678,0.182833,0.179854,0.181116,0.18558,0.195892
64,0.160536,0.162112,0.163415,0.158542,0.154361,0.14789,0.144697,0.142271,0.138912,0.133806,0.125244,0.111907,0.0938305,0.0788172,0.0668483,0.0603928,0.0736524,0.0757303,0.0609479,0.0648215,0.0974253,0.107784,0.119544,0.132299,0.144386,0.157785,0.159432,0.157299,0.156327,0.153562,0.153247,0.157493,0.166569
56,0.143972,0.141157,0.135859,0.132436,0.130711,0.129578,0.12751,0.124896,0.118143,0.106087,0.0874492,0.0701057,0.0554498,0.0432696,0.0365634,0.0319877,0.0367437,0.038001,0.0286224,0.0314018,0.054497,0.0644643,0.0745963,0.088242,0.101469,0.118352,0.132307,0.139512,0.139936,0.13804,0.138308,0.140273,0.144115
48,0.130219,0.128032,0.126529,0.126138,0.125409,0.123112,0.116927,0.104792,0.0871691,0.0700979,0.0541315,0.0409612,0.0315724,0.0256029,0.0210621,0.0170706,0.0170141,0.014858,0.00827476,0.00767898,0.0203511,0.025381,0.0296687,0.0380475,0.0513275,0.0676929,0.0863491,0.107354,0.121767,0.126811,0.12828,0.129311,0.130669
40,0.126444,0.125747,0.125471,0.124002,0.118546,0.108108,0.0914119,0.0738708,0.0559497,0.0418843,0.0312345,0.0236575,0.0179837,0.0128869,0.00800225,0.00435395,0.00348454,0.0021098,0.000735294,0.000980988,0.00441403,0.00441856,0.00450797,0.00837208,0.0178086,0.032451,0.0512138,0.0727491,0.0964738,0.114777,0.123305,0.125866,0.126388
32,0.126562,0.122682,0.120244,0.113098,0.0989741,0.0788895,0.0626828,0.0451972,0.0324067,0.0235162,0.0176016,0.0112172,0.00602219,0.00233928,0.000715147,0.000202897,0.000113131,3.99357e-05,8.82162e-06,2.84915e-05,0.000296836,0.000179413,0.000192049,0.000715505,0.00276677,0.00905265,0.0219256,0.0407634,0.0629356,0.0883431,0.106166,0.119998,0.125184
24,0.127829,0.116446,0.107941,0.0927038,0.0723174,0.0561519,0.0401469,0.0276664,0.0195717,0.0131578,0.0070902,0.00269024,0.000666509,0.00012088,2.19348e-05,4.64923e-06,2.62264e-06,4.76844e-07,2.38422e-07,5.96056e-07,5.48371e-06,4.64923e-06,5.3645e-06,4.33928e-05,0.000330334,0.00181773,0.00635801,0.0177013,0.0361278,0.0604682,0.0825053,0.102886,0.118538
16,0.129052,0.106367,0.0849486,0.0648129,0.0474513,0.0322266,0.0218945,0.0142435,0.007891,0.00292425,0.000750434,0.000118496,1.74048e-05,1.66896e-06,5.96056e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.76844e-07,8.94083e-06,0.000145438,0.00104584,0.00421542,0.0122958,0.0283259,0.050531,0.0752111,0.0990231
8,0.129649,0.101575,0.0659392,0.0412728,0.0259584,0.0169157,0.0096125,0.00388342,0.000856413,0.000120165,1.43053e-05,1.43053e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.90738e-06,7.89178e-05,0.000723254,0.00302319,0.008819,0.0215421,0.0429057,0.0722332
0,0.135303,0.0975343,0.0566689,0.0328028,0.0180462,0.0082419,0.0024722,0.000474222,6.36587e-05,7.74872e-06,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.66896e-06,4.31544e-05,0.000501044,0.00241224,0.00772393,0.0244033,0.0600987
-8,0.130263,0.0938289,0.0560978,0.0329714,0.0183525,0.00977906,0.00481684,0.00199857,0.000746619,0.000160458,2.95644e-05,2.98028e-06,5.96056e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,6.79503e-06,0.000215176,0.00263254,0.0126835,0.0377814,0.0728706
-16,0.127677,0.101646,0.0723978,0.0508787,0.0344453,0.022322,0.0140883,0.00859348,0.00444145,0.00202754,0.000723492,0.000175002,3.98165e-05,5.48371e-06,1.43053e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,8.34478e-07,2.74186e-05,0.000414735,0.00390726,0.0160522,0.0388194,0.0668026,0.0940987
-24,0.124246,0.107243,0.0939688,0.0797554,0.0584809,0.0422926,0.0289868,0.0199881,0.0135191,0.00884282,0.00482197,0.0023369,0.000833166,0.000253324,6.6043e-05,1.51398e-05,2.74186e-06,3.57633e-07,2.38422e-07,2.38422e-07,1.7524e-05,7.86793e-06,2.26501e-06,4.76844e-07,2.50343e-06,6.22282e-05,0.00104787,0.0070989,0.0237799,0.0487261,0.0724495,0.0990699,0.116462
-32,0.12494,0.114993,0.110284,0.100298,0.0840525,0.066241,0.0492792,0.0348417,0.024198,0.0179585,0.0130621,0.00857089,0.00482412,0.00226084,0.000879897,0.000343686,0.00018132,2.40806e-05,7.39109e-06,1.31132e-05,0.000425822,0.000339513,0.000114443,6.52085e-05,0.000206116,0.00172951,0.00980976,0.0284155,0.053053,0.0794224,0.101977,0.118059,0.124124
-40,0.12864,0.126584,0.124632,0.11915,0.110465,0.0959148,0.078596,0.0603704,0.0439822,0.0320005,0.0251187,0.0201713,0.0157615,0.0110926,0.00730478,0.00464446,0.00355619,0.00134101,0.00050319,0.00085677,0.00562295,0.00541791,0.00306277,0.00233821,0.00542387,0.0188137,0.0400912,0.0626197,0.0887248,0.110837,0.12141,0.125377,0.126992
-48,0.135938,0.134968,0.133365,0.131157,0.126927,0.119983,0.108627,0.0919773,0.0730975,0.0558429,0.0415817,0.0322856,0.0270346,0.02306,0.0190287,0.0162689,0.0161186,0.0111876,0.00682293,0.00811077,0.0209936,0.0219187,0.0215846,0.0271493,0.0429208,0.0615049,0.0796676,0.102021,0.119901,0.12755,0.12967,0.131881,0.134913
-56,0.143703,0.143723,0.148563,0.1482,0.147204,0.14362,0.138797,0.130292,0.118162,0.101155,0.0821809,0.062864,0.0492595,0.0393564,0.0344104,0.0328659,0.0452044,0.0419499,0.0297733,0.0296995,0.0449115,0.0573485,0.0667805,0.0814926,0.0975348,0.117209,0.133923,0.143797,0.144731,0.143588,0.144509,0.149426,0.157176
-64,0.159211,0.159411,0.159547,0.158295,0.157449,0.156959,0.155774,0.153656,0.149055,0.141758,0.130138,0.11187,0.0921139,0.0749482,0.0643415,0.0608099,0.0662217,0.0632384,0.0589204,0.0606138,0.0936842,0.105468,0.115747,0.130485,0.148574,0.162858,0.169791,0.168912,0.166603,0.166082,0.168339,0.172371,0.175926
-72,0.177878,0.176649,0.17772,0.174335,0.170765,0.167901,0.165669,0.164284,0.162171,0.159762,0.155275,0.149843,0.138401,0.122287,0.107041,0.0963843,0.113156,0.101005,0.085336,0.108109,0.147951,0.15898,0.173171,0.18292,0.187854,0.188537,0.187486,0.186613,0.185109,0.184857,0.185743,0.192488,0.197575
-80,0.204016,0.213695,0.222681,0.219316,0.216092,0.210901,0.208115,0.204865,0.201247,0.199642,0.193286,0.188835,0.185506,0.180351,0.175756,0.173918,0.217061,0.207291,0.183379,0.192273,0.213886,0.215345,0.215404,0.212494,0.211389,0.209128,0.206967,0.205325,0.203823,0.203846,0.207014,0.212215,0.214672
-88,0.240717,0.246276,0.24719,0.247188,0.246588,0.246304,0.245632,0.244743,0.244031,0.243112,0.24292,0.243223,0.242525,0.240913,0.239309,0.23989,0.247005,0.246405,0.242747,0.238647,0.239723,0.238209,0.235466,0.233641,0.232319,0.229557,0.227076,0.224208,0.222823,0.221592,0.223115,0.225962,0.228582
-96,0.247883,0.24797,0.247969,0.24791,0.24797,0.247881,0.247912,0.247854,0.247912,0.247881,0.247852,0.247651,0.247825,0.247736,0.247678,0.247765,0.247941,0.247941,0.247754,0.246865,0.246804,0.245273,0.245302,0.24369,0.242771,0.240288,0.238434,0.237096,0.235367,0.23336,0.23373,0.236099,0.239233
-104,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.24797,0.24797,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.247969,0.247939,0.247969,0.247941,0.24791,0.24791,0.24791,0.247909,0.247909,0.247725,0.247785,0.24717,0.246743,0.245778,0.244593,0.245599,0.246834,0.247629
-112,0.247939,0.247969,0.247969,0.247939,0.247969,0.247939,0.24797,0.247969,0.247939,0.247939,0.24797,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.24797,0.247939,0.247941,0.247939,0.247879,0.247878,0.24791,0.247939
-120,0.247939,0.247939,0.247939,0.247939,0.24797,0.247969,0.247939,0.247939,0.247939,0.248,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.247969,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247969
Scan End
