SW Version,2022.1
Date and Time Started,2023-Oct-17 13:26:41
Date and Time Ended,2023-Oct-17 13:26:53
Scan Name,2J3D2-0J3D1
Link Settings,
Reset RX After Applying Settings,false
Open Area,2496
Horizontal Opening,89
Horizontal Percentage,33.33
Vertical Opening,0
Vertical Percentage,3.23
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.251872,0.251903,0.251903,0.251903,0.247998,0.251903,0.250493,0.251903,0.251841,0.251872,0.251779,0.251903,0.251903,0.251655,0.251841,0.216329,0.251903,0.250282,0.250706,0.248908,0.251872,0.251903,0.251841,0.251872,0.251903,0.251934,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
112,0.249651,0.248848,0.251041,0.251255,0.251779,0.250675,0.23823,0.251841,0.250342,0.250372,0.24956,0.24556,0.248968,0.243877,0.247707,0.250946,0.2458,0.214165,0.241734,0.243494,0.247447,0.245374,0.24538,0.251841,0.250888,0.251194,0.251872,0.251717,0.251903,0.250524,0.249681,0.251872,0.251903
104,0.241239,0.245685,0.242578,0.244715,0.250282,0.242538,0.245573,0.242922,0.248377,0.239854,0.23929,0.237284,0.241702,0.230342,0.241456,0.19763,0.250432,0.239239,0.235222,0.212346,0.237102,0.236304,0.237006,0.236965,0.250098,0.246614,0.25098,0.237115,0.237093,0.234923,0.245151,0.24995,0.251316
96,0.229124,0.232011,0.220751,0.233152,0.240897,0.234185,0.232088,0.232703,0.224506,0.219116,0.212478,0.213017,0.225523,0.225592,0.206392,0.202973,0.233168,0.225715,0.212905,0.194182,0.196271,0.211053,0.230391,0.215894,0.220687,0.229025,0.233059,0.239507,0.217365,0.191188,0.236234,0.224254,0.251624
88,0.198195,0.222472,0.213726,0.21409,0.21436,0.208923,0.199123,0.19625,0.206586,0.187233,0.19113,0.191076,0.149884,0.207028,0.156399,0.169672,0.200779,0.199005,0.175815,0.164542,0.176717,0.173136,0.19065,0.216516,0.214317,0.201362,0.210227,0.218539,0.223194,0.216853,0.23026,0.227284,0.238016
80,0.180324,0.17504,0.174028,0.208234,0.178288,0.165923,0.159049,0.154935,0.151018,0.152482,0.145793,0.148709,0.150618,0.0997898,0.112831,0.12319,0.158931,0.162818,0.124463,0.110639,0.106164,0.106647,0.125974,0.126659,0.144838,0.159185,0.168095,0.167988,0.20937,0.19591,0.198059,0.203823,0.226491
72,0.156898,0.158653,0.151653,0.152787,0.142764,0.126473,0.125361,0.120291,0.12538,0.126214,0.100467,0.0864034,0.0795232,0.0765638,0.0684088,0.0688389,0.11593,0.0611382,0.0972474,0.0506387,0.0821007,0.0600602,0.0806048,0.065975,0.0799588,0.0977513,0.133381,0.142097,0.156931,0.160722,0.16618,0.173048,0.197208
64,0.143298,0.142568,0.136965,0.136606,0.142653,0.122694,0.116841,0.100785,0.0908938,0.0785226,0.0719357,0.0322023,0.0427952,0.0474137,0.054307,0.0437031,0.0533541,0.0541344,0.0404779,0.0349099,0.032937,0.0361334,0.03863,0.0419971,0.054977,0.0692477,0.0840309,0.11953,0.1238,0.148724,0.148438,0.155795,0.182129
56,0.134677,0.139059,0.122529,0.115956,0.108895,0.105322,0.084145,0.113799,0.0682518,0.0586983,0.0483446,0.0442472,0.0339516,0.0338334,0.0290182,0.0247346,0.0345036,0.0322828,0.0334686,0.0182254,0.0214746,0.0243136,0.0268166,0.0256081,0.0305084,0.0453879,0.0577054,0.0624379,0.0762055,0.140159,0.129435,0.148443,0.143161
48,0.131706,0.119468,0.121131,0.111056,0.096255,0.085728,0.0688654,0.0495959,0.0519726,0.0372162,0.0299977,0.0286094,0.0219239,0.0179349,0.0169843,0.00792945,0.0158839,0.0120697,0.016668,0.0110313,0.00965333,0.0114002,0.00981072,0.0128831,0.0147699,0.0242314,0.0339908,0.0616817,0.0745445,0.100288,0.116791,0.136075,0.142141
40,0.132661,0.113061,0.0988296,0.0914575,0.0802611,0.0617621,0.0489759,0.0398513,0.0373503,0.0590414,0.0188142,0.0165334,0.0151594,0.011688,0.00974638,0.00705384,0.00872319,0.00902675,0.00651596,0.00463898,0.00297241,0.00410825,0.00456638,0.010099,0.00682901,0.0100517,0.0216877,0.0342628,0.0558934,0.089191,0.108383,0.119375,0.138343
32,0.127426,0.12019,0.0963082,0.0786973,0.0664747,0.0513697,0.0388752,0.0318843,0.0215238,0.0199305,0.0105956,0.00904629,0.009788,0.00676916,0.00589082,0.00340658,0.00523122,0.00349348,0.00281517,0.000842346,0.00122227,0.00128486,0.00164023,0.000685941,0.00181439,0.00564667,0.0127395,0.0233865,0.0382577,0.0708112,0.100602,0.11747,0.132554
24,0.123135,0.102427,0.0971874,0.09263,0.0502461,0.0412284,0.0278061,0.0226346,0.0159654,0.0115479,0.00851502,0.007295,0.00322573,0.00260536,0.00234643,0.00145497,0.00161901,0.00146093,0.000625262,0.00016773,2.50343e-05,0.000374919,0.000293021,0.000350481,0.000129821,0.00174382,0.00446708,0.0146017,0.0304468,0.0479785,0.0662582,0.107474,0.131442
16,0.12702,0.0979529,0.0836388,0.0551955,0.0462021,0.0239719,0.0182375,0.0149606,0.0103501,0.00855671,0.001753,0.0036084,0.00194409,0.00157132,0.000716101,1.9789e-05,7.41493e-05,0.000874652,0.000212792,2.38422e-07,9.50113e-05,3.33791e-06,2.62264e-06,3.2187e-06,3.69554e-06,7.1169e-05,0.00240747,0.00956912,0.0203832,0.0404874,0.0712755,0.10169,0.123157
8,0.130665,0.0942613,0.0669646,0.0421031,0.0301034,0.0195471,0.0148044,0.00694321,0.00613127,0.00295524,0.00176051,0.00141277,0.000852836,0.000197771,2.38422e-07,0.00509508,4.76844e-06,3.81476e-06,2.38422e-07,9.53689e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.51947e-05,0.00043524,0.00388044,0.0117693,0.0277174,0.0676764,0.0920725,0.145634
0,0.137347,0.0896338,0.0624731,0.0409883,0.024728,0.0152943,0.00870557,0.00625954,0.00276462,0.00296955,0.000388628,6.18706e-05,0.000169995,2.38422e-07,2.38422e-07,2.38422e-07,8.46399e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.54974e-06,0.000610957,0.00123002,0.00724517,0.0203195,0.0362163,0.0892808,0.132254
-8,0.13412,0.0977114,0.0608938,0.0322359,0.026353,0.0152058,0.00782287,0.00367862,0.00289278,0.00136628,0.000930323,0.00036872,8.30901e-05,0.00011635,6.06785e-05,0.000191572,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.8253e-05,2.38422e-07,2.38422e-07,2.38422e-07,7.06922e-05,0.00146963,0.00772071,0.0239195,0.0570674,0.0907645,0.125373
-16,0.133976,0.0937028,0.0670373,0.0420688,0.0287177,0.0166837,0.0121096,0.014189,0.00556382,0.00303964,0.00277285,0.00108065,0.000582704,4.54194e-05,0.00014353,9.59649e-05,6.79503e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.98028e-05,2.38422e-07,7.15267e-07,9.6561e-05,0.000582346,0.00400001,0.0132908,0.0286634,0.06155,0.11303,0.102643
