SW Version,2022.1
Date and Time Started,2024-Feb-01 18:24:26
Date and Time Ended,2024-Feb-01 18:24:38
Scan Name,Scan_3J6D1-0J6D2
Link Settings,
Reset RX After Applying Settings,false
Open Area,16000
Horizontal Opening,153
Horizontal Percentage,60.61
Vertical Opening,113
Vertical Percentage,48.39
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251934,0.25181,0.251624,0.251655,0.251132,0.251872,0.251841,0.251347,0.248085,0.250949,0.251378,0.251779,0.251903,0.251872,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
112,0.249233,0.251102,0.25181,0.251779,0.251286,0.251624,0.251317,0.250797,0.250644,0.250796,0.249573,0.249357,0.246426,0.241556,0.235787,0.234323,0.245881,0.245996,0.228453,0.215746,0.224721,0.234701,0.239665,0.249407,0.251317,0.251686,0.251686,0.251532,0.251501,0.251563,0.251779,0.25181,0.251872
104,0.219432,0.231604,0.240871,0.238421,0.236581,0.238157,0.233867,0.235773,0.229174,0.225522,0.220342,0.207465,0.193615,0.178155,0.173887,0.172308,0.204021,0.20525,0.1629,0.137344,0.156206,0.167422,0.181106,0.207511,0.227294,0.236516,0.241696,0.239561,0.240095,0.238093,0.240543,0.246013,0.250766
96,0.168286,0.168286,0.184465,0.181639,0.18179,0.17479,0.173987,0.162305,0.155141,0.14374,0.129566,0.113487,0.0983083,0.0803382,0.0727479,0.0703996,0.118405,0.127621,0.0723556,0.0422116,0.0522641,0.059827,0.0648277,0.0811437,0.108969,0.147907,0.175902,0.177893,0.179023,0.178441,0.189257,0.20519,0.230435
88,0.142618,0.141459,0.139506,0.137726,0.135652,0.13094,0.125686,0.114117,0.0983089,0.0842736,0.0655468,0.0482708,0.0329167,0.023155,0.0162568,0.0143698,0.0367853,0.0424858,0.0135561,0.00489993,0.00715863,0.00805796,0.00822759,0.0094439,0.0195216,0.0506648,0.097316,0.125147,0.132425,0.133343,0.13537,0.146465,0.178992
80,0.128863,0.128309,0.127056,0.124717,0.121607,0.112053,0.0990591,0.0805898,0.0613943,0.0450652,0.0279047,0.0161366,0.00885112,0.0045994,0.0023357,0.00136866,0.00355154,0.00412757,0.000677358,0.000113847,0.000200513,0.000323897,0.000271801,0.000255231,0.000843299,0.00910666,0.0422848,0.0876005,0.117061,0.125397,0.126302,0.127198,0.128503
72,0.125993,0.125566,0.124886,0.119153,0.108085,0.0922848,0.0724484,0.0502348,0.0330106,0.0189235,0.00957938,0.00427896,0.00166776,0.000505336,0.000112416,4.05318e-05,0.000155332,0.000136854,1.32324e-05,3.57633e-07,2.38422e-07,2.38422e-07,4.76844e-07,4.76844e-07,1.44245e-05,0.000850571,0.0122444,0.0507675,0.0975129,0.119905,0.125658,0.125959,0.125998
64,0.125967,0.124724,0.120554,0.106799,0.0885648,0.0655393,0.0436817,0.0264092,0.0138956,0.00630531,0.0022358,0.000666629,0.000132682,1.26364e-05,2.50343e-06,2.38422e-07,5.96056e-07,9.53689e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.79091e-05,0.00201801,0.0205246,0.0631977,0.106143,0.123782,0.125828,0.125967
56,0.126396,0.121709,0.108198,0.0926684,0.0680389,0.0448842,0.0260982,0.0129292,0.00539406,0.00182512,0.000377542,4.49426e-05,7.15267e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.78817e-06,0.00029612,0.00776029,0.0384592,0.086483,0.116115,0.125109,0.125998
48,0.127433,0.116746,0.098764,0.072295,0.0463007,0.026073,0.0124747,0.0048712,0.00143888,0.000201109,2.00275e-05,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.66896e-05,0.00165775,0.017117,0.0553246,0.100665,0.12098,0.126107
