SW Version,2022.1
Date and Time Started,2024-Feb-06 18:13:38
Date and Time Ended,2024-Feb-06 18:13:47
Scan Name,Scan_2J2D1-0J2D2
Link Settings,
Reset RX After Applying Settings,false
Open Area,0
Horizontal Opening,0
Horizontal Percentage,0.00
Vertical Opening,0
Vertical Percentage,0.00
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.251439,0.251779,0.251748,0.25181,0.251655,0.251779,0.251841,0.250949,0.251501,0.251686,0.250009,0.25007,0.251655,0.25022,0.249939,0.251717,0.250639,0.251748,0.251717,0.251624,0.25181,0.251903,0.251748,0.251872,0.251779,0.251748,0.251563,0.251655,0.251624,0.251287,0.251624,0.251624,0.251872
112,0.248671,0.250523,0.251501,0.250402,0.250402,0.25004,0.24719,0.249556,0.249741,0.247736,0.248723,0.246809,0.248309,0.248338,0.24778,0.247969,0.250547,0.246952,0.24297,0.248255,0.246174,0.250549,0.249236,0.250369,0.250071,0.250246,0.249006,0.246397,0.246428,0.249077,0.246496,0.250251,0.250918
104,0.241913,0.233189,0.232853,0.234816,0.242769,0.245929,0.24443,0.242335,0.239237,0.230156,0.24139,0.235036,0.237448,0.219358,0.227325,0.21563,0.228468,0.228036,0.228739,0.223514,0.233821,0.241004,0.239227,0.240569,0.2445,0.244235,0.240543,0.237141,0.238719,0.240243,0.240866,0.245057,0.245469
96,0.226874,0.227114,0.21839,0.227537,0.228751,0.2213,0.223541,0.219936,0.222108,0.211649,0.215593,0.210762,0.209392,0.204636,0.203917,0.205555,0.203263,0.203317,0.21269,0.212121,0.213178,0.223017,0.225124,0.224777,0.223905,0.223789,0.231844,0.226054,0.224558,0.226529,0.22754,0.231249,0.238561
88,0.220089,0.212404,0.215242,0.219716,0.215395,0.21259,0.210819,0.206259,0.205938,0.198725,0.192219,0.187025,0.178529,0.173946,0.150724,0.173031,0.171206,0.193997,0.182474,0.172673,0.200497,0.201611,0.199737,0.208802,0.208714,0.211966,0.216653,0.213512,0.20229,0.208259,0.202995,0.216379,0.23069
80,0.199477,0.184715,0.178083,0.194632,0.18982,0.180653,0.183851,0.177148,0.165888,0.168879,0.152845,0.150175,0.147113,0.140735,0.124555,0.13019,0.120379,0.134056,0.124733,0.143438,0.152884,0.158865,0.16954,0.178974,0.17875,0.183747,0.187079,0.179911,0.172434,0.185618,0.186875,0.195688,0.206635
72,0.167497,0.172428,0.156884,0.150081,0.163158,0.154284,0.149784,0.138441,0.137887,0.129585,0.126892,0.113909,0.109411,0.0895639,0.0989433,0.0826286,0.0967591,0.101624,0.0777335,0.0945313,0.112843,0.120991,0.1314,0.13245,0.135499,0.139927,0.15043,0.14936,0.156465,0.155208,0.168476,0.172972,0.179473
64,0.152944,0.150624,0.155302,0.144252,0.14108,0.132927,0.126662,0.121866,0.116523,0.111832,0.0999602,0.0882818,0.0777972,0.0695015,0.0653411,0.0594563,0.0610586,0.0587916,0.0607417,0.0607923,0.0765195,0.0849672,0.0836279,0.0929144,0.102303,0.112253,0.119361,0.123584,0.130715,0.137341,0.14498,0.148884,0.157222
56,0.145583,0.141904,0.13683,0.132764,0.125901,0.118296,0.104852,0.103237,0.0973124,0.0802669,0.078283,0.0675074,0.058367,0.0528723,0.0456555,0.0368157,0.0396689,0.0506195,0.0447338,0.0440814,0.0540035,0.0577747,0.0597965,0.0637607,0.0777494,0.0787894,0.0923907,0.100782,0.118944,0.118093,0.131395,0.138171,0.14767
48,0.141893,0.13471,0.127724,0.118695,0.112609,0.103387,0.0956445,0.0815638,0.0671703,0.0618741,0.0515561,0.0399551,0.0378658,0.0340077,0.0308087,0.0238016,0.0248654,0.0252011,0.0240996,0.0265325,0.0329786,0.0302069,0.035646,0.0436797,0.05574,0.0522069,0.0663412,0.0852221,0.0916149,0.104269,0.121131,0.123742,0.131741
40,0.142983,0.127803,0.112276,0.099513,0.0991494,0.0882639,0.0718374,0.0617502,0.0557319,0.0454252,0.03892,0.033662,0.0278867,0.0217164,0.018546,0.0157985,0.0140253,0.0162654,0.0153884,0.0137608,0.020348,0.0229421,0.0254474,0.0281665,0.034225,0.0421156,0.0499913,0.0606819,0.0726633,0.0862882,0.100676,0.111907,0.118654
32,0.142137,0.122881,0.10849,0.0951624,0.0808931,0.0706429,0.06007,0.0497991,0.0423465,0.0318255,0.0268109,0.0200192,0.0168346,0.013882,0.0115668,0.00897989,0.0087028,0.00798393,0.005743,0.00661097,0.0108515,0.0131642,0.014865,0.0158909,0.0200668,0.02762,0.0355384,0.0449043,0.056163,0.0710609,0.0857292,0.0966143,0.113967
24,0.135872,0.119123,0.10551,0.0865931,0.0703585,0.0600467,0.0492318,0.0366681,0.0305012,0.0256738,0.0199221,0.0159863,0.0129819,0.00882564,0.00704407,0.00507768,0.00420195,0.00428147,0.00284068,0.0027465,0.0053707,0.00764262,0.00761175,0.0113957,0.0143444,0.0192093,0.0251,0.0333701,0.0436279,0.0555375,0.0684625,0.0906338,0.105173
16,0.135317,0.118768,0.0941228,0.0788011,0.0580425,0.0459915,0.0345601,0.030124,0.0234775,0.0168482,0.0129977,0.00900705,0.00632928,0.00466652,0.0032975,0.00206879,0.00170317,0.001287,0.00102557,0.000933661,0.00218264,0.00245778,0.00319045,0.00522991,0.00791979,0.0116202,0.0170865,0.0245155,0.0326582,0.0440794,0.0587097,0.0792274,0.100966
8,0.142055,0.118133,0.0910985,0.0695802,0.0553219,0.0438816,0.0331013,0.0257955,0.0169852,0.0116569,0.00770867,0.00567624,0.00315886,0.00209907,0.0012355,0.000697504,0.000616679,0.000396496,0.00024784,0.000295763,0.000777614,0.00113584,0.00170126,0.00238553,0.00414318,0.00711655,0.0132665,0.0209862,0.0292281,0.037301,0.0541965,0.0747034,0.0925278
0,0.139626,0.116706,0.0904071,0.071017,0.0527959,0.0405867,0.0314295,0.0210609,0.0145733,0.00975814,0.00605354,0.00476523,0.00263623,0.00169184,0.000990644,0.000580677,0.000420338,0.00015116,0.000110151,0.000166538,0.00038076,0.000942841,0.0010065,0.00169196,0.00275759,0.00713419,0.0100984,0.0183509,0.0271092,0.0389395,0.0494239,0.0666634,0.0976442
