SW Version,2022.1
Date and Time Started,2024-Feb-06 18:26:14
Date and Time Ended,2024-Feb-06 18:26:24
Scan Name,Scan_0J3CMD-2J3CMD
Link Settings,
Reset RX After Applying Settings,false
Open Area,0
Horizontal Opening,0
Horizontal Percentage,0.00
Vertical Opening,0
Vertical Percentage,0.00
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.243628,0.244661,0.244244,0.240848,0.244407,0.242333,0.241644,0.240918,0.238799,0.235234,0.238014,0.234309,0.234486,0.231753,0.232781,0.228118,0.237365,0.232046,0.230422,0.229806,0.234315,0.239819,0.239823,0.243774,0.2401,0.240389,0.240894,0.238802,0.242885,0.236981,0.243084,0.241321,0.24504
112,0.240776,0.235803,0.235331,0.238043,0.235749,0.234897,0.235098,0.235677,0.239168,0.233603,0.228783,0.223652,0.228137,0.220495,0.223465,0.22445,0.229011,0.225619,0.223855,0.224679,0.22748,0.227162,0.229697,0.234267,0.230026,0.232758,0.237079,0.235364,0.237224,0.230871,0.237928,0.237921,0.23957
104,0.231805,0.232762,0.230112,0.231781,0.226837,0.220751,0.226878,0.224833,0.21905,0.220621,0.216835,0.214448,0.215845,0.215762,0.217415,0.214854,0.222396,0.223311,0.219165,0.212641,0.223812,0.218491,0.223298,0.222634,0.224837,0.225597,0.228714,0.229517,0.231881,0.230216,0.231705,0.233307,0.236732
96,0.218064,0.21395,0.224419,0.215547,0.218345,0.221104,0.20711,0.213255,0.21032,0.212174,0.21013,0.207226,0.204151,0.190907,0.195156,0.198657,0.208254,0.206992,0.204032,0.203595,0.215172,0.210255,0.215096,0.214022,0.216859,0.211154,0.228278,0.222232,0.221676,0.224034,0.230416,0.228627,0.230623
88,0.206256,0.208116,0.204533,0.205211,0.195872,0.188188,0.191211,0.198891,0.205998,0.193541,0.182326,0.171317,0.168577,0.180568,0.171397,0.178977,0.176574,0.173045,0.167952,0.17729,0.191089,0.197329,0.205892,0.204048,0.195981,0.194593,0.194756,0.19965,0.201782,0.208356,0.214188,0.212544,0.220314
80,0.183332,0.183857,0.1806,0.180474,0.175403,0.172129,0.151501,0.166105,0.162314,0.162098,0.148762,0.143055,0.121343,0.121046,0.102595,0.107898,0.125071,0.146061,0.137076,0.117319,0.163833,0.170743,0.164113,0.158084,0.176728,0.177593,0.166189,0.177016,0.177027,0.181137,0.185775,0.205462,0.202736
72,0.159803,0.151451,0.145243,0.144079,0.138163,0.132996,0.132346,0.14019,0.130191,0.12748,0.116602,0.0983377,0.0984206,0.0827044,0.0806768,0.0608611,0.0720141,0.0705721,0.0597765,0.0655612,0.105533,0.122089,0.129701,0.13515,0.142919,0.134522,0.145675,0.146138,0.15241,0.1507,0.159673,0.164815,0.176085
64,0.148402,0.141789,0.135286,0.132455,0.128456,0.122452,0.124513,0.116186,0.108739,0.103453,0.0824284,0.0763383,0.0587387,0.0551183,0.0535139,0.0422678,0.0444042,0.0434114,0.0498363,0.0476168,0.066147,0.0748663,0.0837995,0.0893266,0.0927607,0.115353,0.12645,0.124432,0.128202,0.137969,0.144104,0.1512,0.158388
56,0.140952,0.141651,0.132707,0.124534,0.123174,0.114523,0.0920267,0.0909511,0.0774884,0.0723715,0.0631835,0.0540954,0.0449477,0.038732,0.0398762,0.0374534,0.0356215,0.0373615,0.0338996,0.0333503,0.0473298,0.0468867,0.0504205,0.0656667,0.0756416,0.0913566,0.100236,0.118387,0.128399,0.134272,0.139074,0.143009,0.147247
48,0.139564,0.136905,0.130543,0.116784,0.109977,0.105025,0.0819694,0.072187,0.0627367,0.0491733,0.0426665,0.0369182,0.032624,0.0309985,0.030491,0.0282879,0.0282069,0.0287767,0.0286982,0.0294858,0.0319463,0.0360182,0.0401957,0.0441333,0.0534478,0.0672732,0.0829582,0.0951856,0.109786,0.127711,0.132598,0.139613,0.145411
