SW Version,2022.1
Date and Time Started,2024-Feb-06 19:05:58
Date and Time Ended,2024-Feb-06 19:06:10
Scan Name,Scan_0J6CMD-2J6CMD
Link Settings,
Reset RX After Applying Settings,false
Open Area,10048
Horizontal Opening,145
Horizontal Percentage,57.58
Vertical Opening,89
Vertical Percentage,38.71
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.247969,0.247939,0.247939,0.247939,0.247941,0.247939,0.247912,0.247823,0.247939,0.247969,0.24797,0.247939,0.24797,0.247969,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.247969,0.247909,0.247818,0.24797,0.247938
112,0.24679,0.247767,0.247939,0.247823,0.247707,0.247622,0.247651,0.247305,0.247476,0.24642,0.246616,0.246248,0.246025,0.244335,0.245464,0.245289,0.247789,0.247885,0.247665,0.247878,0.247909,0.247909,0.247909,0.247909,0.247723,0.247783,0.247632,0.246652,0.24551,0.242744,0.245213,0.245243,0.247478
104,0.238471,0.242023,0.243759,0.244629,0.242049,0.241317,0.239798,0.238052,0.232563,0.233558,0.23255,0.230653,0.230221,0.227123,0.225637,0.227323,0.241357,0.243742,0.237171,0.238859,0.241916,0.243777,0.242232,0.242909,0.242058,0.236509,0.236064,0.231206,0.226652,0.224345,0.225761,0.228862,0.233239
96,0.213665,0.22276,0.222268,0.221294,0.219024,0.214654,0.212539,0.20812,0.209293,0.199996,0.203013,0.194345,0.191346,0.182928,0.177103,0.175905,0.199612,0.204131,0.180504,0.186385,0.205444,0.217153,0.220006,0.219696,0.216672,0.215742,0.211217,0.208484,0.204648,0.201272,0.20111,0.20659,0.21231
88,0.180211,0.185138,0.19499,0.189585,0.188019,0.182739,0.178368,0.173525,0.170521,0.168381,0.160584,0.1539,0.147093,0.132396,0.118394,0.11105,0.14211,0.143158,0.105495,0.118304,0.14956,0.161592,0.172257,0.184969,0.190049,0.187094,0.18347,0.178781,0.179638,0.173616,0.171558,0.183566,0.191506
80,0.149279,0.148378,0.150258,0.148621,0.144865,0.142583,0.140169,0.13787,0.135133,0.129169,0.115047,0.0988823,0.0833348,0.0654887,0.0491304,0.0409594,0.0558697,0.0549289,0.0269221,0.0354176,0.0772222,0.091723,0.102408,0.118892,0.13286,0.143374,0.146566,0.145034,0.144114,0.140309,0.142969,0.150311,0.163413
72,0.134668,0.133419,0.131224,0.130106,0.12883,0.127818,0.12639,0.122003,0.112323,0.100111,0.0795074,0.0608396,0.0437091,0.0300056,0.0189439,0.0117793,0.0124793,0.00985709,0.00397569,0.00533124,0.0246823,0.0333966,0.0439104,0.0584522,0.0776592,0.0979539,0.114819,0.125748,0.128079,0.128145,0.128269,0.131239,0.135413
64,0.128281,0.12776,0.126853,0.126257,0.125738,0.122323,0.118969,0.105605,0.0915508,0.0678624,0.0479901,0.0310837,0.0184324,0.0105992,0.00551578,0.0025746,0.00241581,0.00142207,0.000509508,0.000407583,0.0031337,0.00556775,0.0106479,0.0211947,0.0384351,0.061273,0.0855755,0.108666,0.12042,0.125,0.125983,0.126318,0.127159
56,0.126405,0.126211,0.125808,0.125285,0.122996,0.115789,0.104022,0.085575,0.0622561,0.0411471,0.0243772,0.014521,0.0075649,0.00319283,0.0014663,0.000334745,0.000310545,0.000107409,2.33654e-05,1.80009e-05,0.000209812,0.000527509,0.00186935,0.00688683,0.0178689,0.0352463,0.0606473,0.0867868,0.108881,0.120619,0.125373,0.125959,0.125998
48,0.125764,0.125411,0.125489,0.122604,0.113323,0.101065,0.0781669,0.0546651,0.0349174,0.0199484,0.0107617,0.00442237,0.00166371,0.000461109,9.51305e-05,1.45438e-05,3.09949e-06,5.96056e-07,2.38422e-07,2.38422e-07,5.3645e-06,1.03714e-05,3.87436e-05,0.000650058,0.00396282,0.0137229,0.0316266,0.0558552,0.0842783,0.107948,0.120772,0.125673,0.125944
40,0.123707,0.120194,0.11668,0.112774,0.095521,0.0707075,0.0457137,0.027932,0.0151712,0.00711213,0.00280075,0.000875844,0.000141623,3.71939e-05,2.38422e-07,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-07,4.41081e-06,0.000208262,0.00240163,0.0109679,0.0286739,0.0550404,0.082713,0.104844,0.120487,0.125405
32,0.12617,0.115958,0.107134,0.0895719,0.0648011,0.0411207,0.0234355,0.0117253,0.00497528,0.0014229,0.000417477,3.45712e-05,7.27188e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,7.03346e-06,0.00014806,0.00173381,0.00985721,0.0275954,0.0520842,0.0797974,0.103532,0.11932
24,0.132501,0.103726,0.0872402,0.0637129,0.0400433,0.0223344,0.0109042,0.00404662,0.00128152,0.000172975,3.6121e-05,2.62264e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.66896e-06,0.000197533,0.0022215,0.010804,0.0279641,0.0524057,0.0821853,0.108482
16,0.133282,0.0936089,0.0587612,0.0360022,0.0195798,0.00894275,0.00323932,0.00075556,0.000105621,1.43053e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.72213e-06,0.000183943,0.00229553,0.0106166,0.0276445,0.0531506,0.0862857
8,0.131952,0.0904591,0.0443809,0.0188758,0.00731718,0.00226668,0.000568756,7.68912e-05,9.53689e-07,8.34478e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.33791e-06,0.000149848,0.00246171,0.0103926,0.0301401,0.0671449
0,0.133326,0.090268,0.0414186,0.0154241,0.00373572,0.000603327,2.57496e-05,1.19211e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.19211e-06,6.02016e-05,0.000892414,0.00590918,0.024631,0.0613588
