SW Version,2022.1
Date and Time Started,2024-Feb-06 19:06:43
Date and Time Ended,2024-Feb-06 19:06:55
Scan Name,Scan_2J6D0-0J6D3
Link Settings,
Reset RX After Applying Settings,false
Open Area,6976
Horizontal Opening,113
Horizontal Percentage,45.45
Vertical Opening,57
Vertical Percentage,25.81
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.247969,0.247969,0.247969,0.24797,0.247969,0.247939,0.247939,0.247969,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.247939,0.247969,0.247939,0.247969,0.247969,0.247939,0.24797,0.247969,0.24797,0.247939,0.24797,0.24797,0.247939,0.247939
112,0.247852,0.247939,0.247939,0.247939,0.247939,0.247941,0.247939,0.24797,0.247883,0.247565,0.24742,0.247536,0.246959,0.246588,0.246389,0.24673,0.24791,0.247939,0.247941,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.247939,0.24797,0.247818,0.247907,0.247848,0.247752,0.24791
104,0.241182,0.246503,0.247217,0.246676,0.245716,0.244441,0.243404,0.242071,0.240594,0.238949,0.239243,0.237351,0.236414,0.234081,0.234408,0.235997,0.243701,0.245915,0.242668,0.245382,0.247348,0.247754,0.247879,0.247323,0.247386,0.246561,0.245242,0.242914,0.241836,0.240536,0.240259,0.241447,0.245213
96,0.215102,0.225491,0.228916,0.227345,0.221812,0.22021,0.217022,0.212774,0.209415,0.204118,0.203338,0.201255,0.198504,0.198419,0.192133,0.195366,0.219693,0.2259,0.208026,0.219014,0.22772,0.230578,0.235751,0.237566,0.237748,0.233962,0.230798,0.226562,0.222414,0.216476,0.217317,0.223145,0.22905
88,0.1789,0.186966,0.193963,0.190983,0.183902,0.179521,0.174612,0.173018,0.170005,0.16715,0.162875,0.162702,0.156922,0.150462,0.142168,0.136235,0.167467,0.178637,0.143506,0.158299,0.183001,0.190706,0.193413,0.198966,0.197738,0.202946,0.200809,0.193917,0.191687,0.185793,0.187922,0.195528,0.206172
80,0.148186,0.145443,0.145408,0.143191,0.140475,0.138037,0.136657,0.134908,0.13309,0.130541,0.125965,0.118906,0.112173,0.0977443,0.0845411,0.0764796,0.0898419,0.0996337,0.0644949,0.0664156,0.10176,0.107549,0.116453,0.12503,0.134769,0.140635,0.148287,0.152731,0.150006,0.145896,0.146814,0.155191,0.171903
72,0.133999,0.131768,0.129207,0.128226,0.127363,0.126952,0.126416,0.124498,0.121267,0.11523,0.106237,0.0936769,0.0770365,0.06328,0.0517458,0.0381754,0.0415349,0.0427267,0.0245346,0.0267277,0.0473032,0.0514139,0.054746,0.067902,0.0808206,0.0953082,0.109083,0.120424,0.126259,0.12868,0.129931,0.132028,0.138046
64,0.127977,0.127538,0.126317,0.126067,0.125909,0.124566,0.12223,0.117624,0.111669,0.0970787,0.0805907,0.0669799,0.0503138,0.036028,0.0239653,0.0171362,0.0173235,0.0164835,0.00849834,0.00856491,0.0192325,0.0194331,0.02054,0.0258285,0.0368551,0.0562128,0.0778294,0.0960472,0.110464,0.120153,0.124639,0.126419,0.127525
56,0.126121,0.126082,0.125925,0.125613,0.124603,0.121874,0.113776,0.106156,0.0893063,0.0742665,0.0574112,0.0407638,0.0268228,0.0179465,0.0113014,0.00716971,0.00603816,0.00560245,0.00207511,0.00203529,0.00686131,0.00747084,0.00751268,0.00960373,0.0159852,0.0278122,0.0490737,0.0724776,0.0930322,0.110325,0.120521,0.125147,0.125967
48,0.12653,0.12571,0.125396,0.123969,0.121469,0.112082,0.09994,0.0819582,0.0666311,0.0488497,0.0316867,0.0203828,0.0131426,0.00807902,0.00427074,0.00190428,0.00122466,0.00107052,0.000203136,0.000298624,0.00164523,0.00126185,0.00142314,0.0028191,0.0059745,0.012723,0.0246747,0.0466407,0.0712785,0.0920373,0.109686,0.121235,0.125566
40,0.13145,0.123915,0.122399,0.119457,0.108796,0.0954854,0.07761,0.0575985,0.0414167,0.0246199,0.0156963,0.00973363,0.00552329,0.00231973,0.000754964,0.000161054,3.81476e-05,3.68362e-05,2.62264e-06,4.53002e-06,0.000175717,5.61484e-05,4.0651e-05,0.000398761,0.00187066,0.00469203,0.0113317,0.0231816,0.0441751,0.0706038,0.0918476,0.11031,0.122382
32,0.142669,0.124347,0.116905,0.104895,0.0907306,0.0724689,0.0532052,0.0352273,0.0205069,0.0123183,0.00745868,0.00377542,0.0013118,0.000266318,2.06235e-05,5.96056e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.66896e-06,2.38422e-07,2.38422e-07,9.53689e-06,0.000142338,0.00138166,0.00422091,0.0107614,0.0223744,0.0434718,0.0680432,0.0913098,0.112992
24,0.154049,0.123803,0.105293,0.0900795,0.07199,0.0535278,0.034339,0.0194475,0.0114278,0.00662361,0.00313311,0.000949874,0.000138643,1.32324e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,6.07977e-06,0.000218276,0.00157061,0.00529345,0.0126588,0.0236161,0.0462394,0.0729608,0.0973499
16,0.162059,0.125923,0.0944284,0.0688935,0.0473738,0.0307833,0.017033,0.00965452,0.00539871,0.00200787,0.000483401,4.56579e-05,2.62264e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.41081e-06,0.000262503,0.00173691,0.00541886,0.0123237,0.0235279,0.0485404,0.0800625
8,0.165023,0.130893,0.0839597,0.0511447,0.0298807,0.0159775,0.00897492,0.00488265,0.00174918,0.000273947,1.39477e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.3645e-06,0.000250701,0.00193384,0.00546225,0.0119954,0.0274019,0.0593838
0,0.167759,0.130702,0.0798788,0.0444263,0.0216235,0.00991394,0.00449331,0.0013807,0.000209812,1.63319e-05,5.96056e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,9.29847e-06,0.000325327,0.00237957,0.00731467,0.019862,0.0498258
-8,0.164729,0.129241,0.0899614,0.0546097,0.0306078,0.0141824,0.00464935,0.00110485,0.000137212,1.04906e-05,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,9.53689e-07,3.74323e-05,0.000456579,0.0030381,0.0114104,0.0327923,0.0639725
-16,0.164704,0.128986,0.098024,0.0707623,0.0477371,0.0253727,0.0125859,0.00489648,0.00133457,0.000174644,1.78817e-05,5.96056e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.74048e-05,0.000312333,0.00282459,0.00927263,0.0236066,0.0507374,0.0796953
-24,0.157918,0.133518,0.10904,0.0871245,0.0685071,0.0477931,0.0273852,0.0142796,0.00599024,0.00216201,0.000468857,4.27968e-05,3.09949e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-07,1.90738e-06,0.000354295,0.0023568,0.00874842,0.0225749,0.0439576,0.07499,0.102762
-32,0.149961,0.131967,0.119534,0.104369,0.0874999,0.0663719,0.0453975,0.027926,0.0144832,0.00641868,0.00247709,0.000621567,6.53277e-05,6.4374e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,9.41768e-06,0.000135066,0.00172677,0.0070654,0.0200383,0.0395414,0.064392,0.093667,0.116736
