SW Version,2022.1
Date and Time Started,2024-Feb-06 18:41:48
Date and Time Ended,2024-Feb-06 18:41:59
Scan Name,Scan_2J4D2-0J4D1
Link Settings,
Reset RX After Applying Settings,false
Open Area,4480
Horizontal Opening,113
Horizontal Percentage,39.39
Vertical Opening,41
Vertical Percentage,19.35
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128
120,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251872,0.251934,0.251872,0.251903,0.251903,0.251841,0.251934,0.251872,0.251872,0.25181,0.251841,0.251779,0.251748,0.25181,0.251655,0.251779,0.251872,0.251903
112,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251841,0.251872,0.251841,0.251903,0.251903,0.251872,0.251903,0.251841,0.25181,0.251841,0.251717,0.251779,0.251779,0.251934
104,0.251748,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251872,0.251903,0.251841,0.251872,0.251779,0.251748,0.251377,0.251748,0.25181,0.25181,0.251532,0.251624,0.251624,0.251779,0.251624,0.251563,0.251378,0.251225,0.250161,0.250645,0.24953,0.248731,0.248672,0.250071,0.25098
96,0.249711,0.251102,0.251779,0.251501,0.251717,0.250949,0.251317,0.250372,0.250705,0.24977,0.249469,0.2492,0.247624,0.246429,0.245674,0.244593,0.249635,0.250367,0.247093,0.243756,0.24594,0.246387,0.247301,0.245685,0.244485,0.242738,0.240949,0.237324,0.232679,0.231857,0.230136,0.235258,0.241322
88,0.231442,0.241756,0.248879,0.246619,0.24594,0.243032,0.241887,0.238452,0.238064,0.236071,0.233984,0.229988,0.225987,0.219898,0.214655,0.212271,0.232462,0.234414,0.217991,0.217548,0.22363,0.223951,0.226036,0.226443,0.226522,0.223458,0.220479,0.218049,0.215331,0.212196,0.211776,0.215218,0.221889
80,0.183088,0.19458,0.207765,0.207726,0.205509,0.19876,0.196276,0.19054,0.183895,0.18097,0.174075,0.160355,0.145307,0.13049,0.115987,0.106602,0.157871,0.160666,0.117245,0.12389,0.151834,0.159293,0.168346,0.174404,0.180706,0.183136,0.184939,0.18074,0.177451,0.175846,0.179903,0.188256,0.199646
72,0.159189,0.159762,0.158282,0.15351,0.15095,0.146737,0.142484,0.138293,0.132162,0.123119,0.111467,0.0972179,0.0798648,0.0615189,0.0475317,0.0379743,0.0548868,0.0590613,0.0298755,0.0481303,0.0839965,0.0919195,0.0996172,0.112126,0.123408,0.13358,0.142553,0.147065,0.146236,0.145337,0.146295,0.15564,0.168206
64,0.13954,0.135714,0.131988,0.13003,0.129099,0.126635,0.123246,0.115688,0.106193,0.0900946,0.0723071,0.0539989,0.0382553,0.0270171,0.0199761,0.0140043,0.0161839,0.014605,0.0067694,0.0118973,0.0299268,0.033371,0.0398246,0.0484292,0.0645371,0.0801764,0.099064,0.113516,0.123639,0.128066,0.129017,0.132908,0.138375
56,0.129967,0.127968,0.126664,0.125516,0.124076,0.118846,0.109934,0.0968377,0.0757167,0.0571321,0.0410405,0.0270592,0.0191604,0.0121414,0.00681148,0.00399691,0.00411719,0.0030288,0.001112,0.00280599,0.006945,0.00706827,0.0109783,0.0189691,0.0311434,0.0469194,0.0674575,0.0894758,0.107067,0.119975,0.124757,0.126463,0.127551
48,0.126288,0.125232,0.125081,0.12234,0.113806,0.101766,0.0852436,0.0637284,0.0443774,0.0286344,0.0191613,0.011679,0.00637028,0.00307541,0.00125768,0.000629196,0.000571736,0.000320439,0.000185612,0.000364548,0.000995174,0.000951781,0.00122942,0.00323277,0.00974885,0.0212184,0.0372686,0.0581816,0.0826248,0.103546,0.116421,0.124381,0.125882
40,0.127187,0.122159,0.117881,0.10845,0.0940126,0.0734251,0.0528427,0.0349293,0.0208662,0.0125708,0.00634442,0.00280694,0.000974074,0.00048209,0.000141384,8.8097e-05,5.30489e-05,1.85969e-05,1.49014e-05,3.82668e-05,0.00013757,5.73405e-05,0.00012851,0.000294094,0.00129368,0.00512667,0.0147083,0.0315679,0.0513413,0.0766063,0.0984228,0.114516,0.12336
32,0.130189,0.113602,0.10229,0.0863789,0.0662252,0.04472,0.0273457,0.0157756,0.00806947,0.00341194,0.00133004,0.000415689,0.000200036,4.64923e-05,1.59743e-05,4.53002e-06,7.15267e-07,2.38422e-07,2.38422e-07,2.50343e-06,6.91424e-06,5.84134e-06,7.62951e-06,1.22787e-05,0.000172022,0.000732075,0.00307589,0.0109977,0.0261988,0.0456517,0.0699693,0.0947984,0.11379
24,0.128448,0.104602,0.0824317,0.0616456,0.0415562,0.0248705,0.0134155,0.00633762,0.00214294,0.000878228,0.000206474,0.000101687,4.10086e-05,8.34478e-07,2.38422e-07,4.76844e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.96056e-07,2.38422e-07,3.57633e-07,5.96056e-06,1.40669e-05,0.000106694,0.000688325,0.00310271,0.0107576,0.0250286,0.0443531,0.0723117,0.0974008
16,0.12999,0.0955757,0.0625283,0.0377175,0.0205903,0.0103205,0.00418324,0.00140657,0.00042916,0.000110866,5.04263e-05,3.45712e-06,1.0729e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.86107e-05,9.00044e-05,0.00064982,0.00303273,0.0090573,0.0216139,0.0438438,0.077007
8,0.134809,0.0947127,0.049069,0.0247302,0.0101861,0.00317853,0.000805748,0.000286464,5.94863e-05,1.80009e-05,7.15267e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.58551e-05,8.30901e-05,0.000668894,0.00239364,0.00822819,0.0248458,0.056637
0,0.138413,0.094737,0.0468013,0.0236594,0.0130962,0.00577447,0.00179818,0.000482567,0.000157239,4.98302e-05,2.38422e-07,8.34478e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-07,2.50343e-06,3.4452e-05,0.000385886,0.00164619,0.00729345,0.0272665,0.0634076
-8,0.138582,0.0931988,0.0489631,0.0261932,0.0146583,0.00819337,0.00302236,0.000784886,0.000300174,7.35533e-05,3.57633e-06,4.88766e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,6.67582e-06,9.34615e-05,0.000481732,0.00238315,0.00961295,0.0317964,0.068855
-16,0.137242,0.0999089,0.0655662,0.0429785,0.0264598,0.0169676,0.0107615,0.00521239,0.00175515,0.000549325,0.00011182,6.95001e-05,4.88766e-06,2.50343e-06,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,8.46399e-06,7.82025e-05,0.00045789,0.00254277,0.0101694,0.0260916,0.0568097,0.0878943
-24,0.131726,0.106813,0.0920831,0.0686894,0.04709,0.0303148,0.019756,0.0130935,0.00704049,0.00300364,0.000895991,0.000387317,0.000123264,2.13388e-05,2.72993e-05,6.55661e-06,5.96056e-07,2.38422e-07,2.38422e-07,4.76844e-07,2.26501e-06,7.15267e-06,2.38422e-07,1.66896e-06,7.27188e-06,7.95138e-05,0.000616917,0.00277428,0.0113881,0.0299614,0.055047,0.0873969,0.110092
-32,0.127656,0.114589,0.109247,0.0952273,0.0747776,0.053172,0.0331261,0.0211402,0.0142641,0.00902949,0.00437696,0.0016804,0.000573405,0.000185731,0.000113251,1.2398e-05,2.01467e-05,4.76844e-06,2.38422e-07,7.03346e-06,3.85052e-05,2.32462e-05,1.90738e-05,1.2398e-05,0.000126602,0.00055159,0.00260631,0.0118445,0.0289778,0.0542126,0.0816207,0.108041,0.121255
-40,0.12571,0.121905,0.119271,0.113437,0.103408,0.0833509,0.0633095,0.0399986,0.0259586,0.01825,0.0130962,0.00767231,0.00357979,0.00146963,0.000504621,0.000199321,0.000237111,3.62402e-05,1.72856e-05,0.000109555,0.000262503,0.000238899,0.000172498,0.00024331,0.000922456,0.00405139,0.0144616,0.0358681,0.0594457,0.0865983,0.109239,0.122827,0.125612
-48,0.127743,0.126543,0.125569,0.123381,0.118334,0.109195,0.0956389,0.0746397,0.0533168,0.035152,0.0243282,0.0180182,0.0130659,0.00790128,0.00401837,0.00203756,0.00135448,0.000605592,0.000192407,0.000570425,0.00231818,0.00178721,0.00152793,0.00240532,0.00679861,0.0199405,0.0414967,0.0664561,0.0905071,0.112795,0.122763,0.125944,0.126224
-56,0.132484,0.131328,0.129297,0.127923,0.125837,0.121808,0.115659,0.106151,0.0872201,0.0678177,0.0480567,0.0336458,0.0247896,0.0184838,0.0132459,0.0099994,0.00874861,0.00455398,0.00211635,0.00402636,0.0116131,0.0112361,0.0108254,0.0175573,0.0340667,0.0541305,0.0750426,0.0978863,0.116056,0.12447,0.126483,0.128041,0.130335
-64,0.139591,0.137829,0.136984,0.13505,0.133904,0.131612,0.128229,0.122706,0.113764,0.100127,0.0827632,0.0629012,0.0467602,0.0327491,0.0250238,0.020841,0.0242878,0.0191931,0.0105197,0.0150806,0.0329297,0.0382894,0.0466018,0.0584918,0.0744194,0.0907973,0.1098,0.124811,0.130393,0.130882,0.132427,0.13863,0.145325
-72,0.155829,0.157105,0.160071,0.156987,0.156778,0.153316,0.151419,0.14885,0.144856,0.138963,0.130345,0.115816,0.0992787,0.0796882,0.0620988,0.0532514,0.0692047,0.0587769,0.0406262,0.0489702,0.0840487,0.0951172,0.102552,0.116005,0.131715,0.147692,0.154453,0.155031,0.15446,0.152027,0.153847,0.164778,0.171031
-80,0.186035,0.189137,0.195099,0.191721,0.185444,0.18071,0.179208,0.176055,0.171406,0.167715,0.165231,0.159506,0.148428,0.137036,0.125425,0.116165,0.144755,0.130299,0.0961985,0.12258,0.156016,0.164092,0.167901,0.180743,0.185306,0.18806,0.18637,0.183828,0.181467,0.179525,0.181562,0.193026,0.195771
-88,0.219517,0.233776,0.239981,0.240159,0.23723,0.235602,0.230132,0.229447,0.225685,0.222297,0.22032,0.214004,0.210346,0.206713,0.200132,0.198166,0.232056,0.23012,0.207117,0.213724,0.224037,0.226661,0.227858,0.229322,0.225563,0.219439,0.218152,0.212773,0.21127,0.209718,0.210441,0.218681,0.222845
-96,0.24113,0.246222,0.247649,0.247246,0.247389,0.247018,0.246733,0.245853,0.245632,0.244578,0.243713,0.243535,0.241872,0.242447,0.242289,0.241405,0.247019,0.246254,0.242769,0.241621,0.244778,0.244187,0.244187,0.243314,0.241573,0.240227,0.237661,0.23625,0.232482,0.230418,0.23099,0.236961,0.238857
-104,0.247823,0.247939,0.24797,0.247939,0.24791,0.247939,0.24797,0.24791,0.247912,0.247939,0.247823,0.247881,0.247676,0.247767,0.247765,0.247611,0.247941,0.24791,0.247667,0.247814,0.247754,0.247789,0.247816,0.247725,0.247632,0.247355,0.246869,0.246591,0.245962,0.244593,0.245749,0.24708,0.247354
-112,0.247939,0.247969,0.247939,0.247969,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.24797,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.247939,0.247938,0.247939,0.247939,0.247939,0.247939,0.247939,0.247941,0.247878,0.247787,0.247816,0.247847,0.247847,0.247939,0.247939
-120,0.247939,0.247939,0.24797,0.247939,0.247939,0.247939,0.248,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.247969,0.247939,0.247939,0.247969
Scan End
