SW Version,2022.1
Date and Time Started,2023-Nov-10 14:38:58
Date and Time Ended,2023-Nov-10 14:39:17
Scan Name,ff2-CA10
Link Settings,
Reset RX After Applying Settings,false
Open Area,5056
Horizontal Opening,177
Horizontal Percentage,35.38
Vertical Opening,25
Vertical Percentage,12.90
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-256,-248,-240,-232,-224,-216,-208,-200,-192,-184,-176,-168,-160,-152,-144,-136,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224,232,240,248,256
40,0.127726,0.12454,0.122329,0.11817,0.112953,0.108911,0.105816,0.0998287,0.088097,0.0848982,0.0735009,0.0654924,0.0575894,0.0489779,0.0422593,0.0343806,0.0279736,0.0221109,0.0184157,0.0139624,0.0107317,0.00803652,0.00597689,0.0043133,0.00325732,0.00227622,0.00157621,0.00110962,0.000641117,0.000370866,0.000300531,0.000194195,0.000169876,0.000128271,7.60567e-05,5.61484e-05,3.15909e-05,2.51535e-05,3.54057e-05,0.000145199,0.000386244,0.000419981,0.000470407,0.000384694,0.000498779,0.000691305,0.00137176,0.0021483,0.00388473,0.00640974,0.010381,0.0147944,0.0219241,0.0281478,0.0370842,0.0445403,0.0569423,0.0663587,0.0776303,0.0890466,0.0981543,0.108561,0.113797,0.120968,0.122252
32,0.126914,0.120037,0.114126,0.105761,0.0978565,0.0884084,0.0801351,0.072702,0.0654646,0.0539679,0.0472383,0.0394752,0.0323351,0.0261009,0.0207202,0.0158813,0.0112209,0.00881465,0.00639699,0.00455518,0.00319581,0.00219635,0.00147142,0.000952258,0.000535139,0.000366813,0.000182989,0.000112893,7.08114e-05,3.02796e-05,2.00275e-05,1.38285e-05,9.53689e-06,7.74872e-06,4.2916e-06,1.31132e-06,1.31132e-06,1.31132e-06,9.53689e-07,7.03346e-06,2.27693e-05,3.31407e-05,2.8253e-05,2.89683e-05,2.07427e-05,4.11278e-05,6.77119e-05,0.000182989,0.00035215,0.000849379,0.00175002,0.00342923,0.00619337,0.0106763,0.0156995,0.0223063,0.0288127,0.0380908,0.0466913,0.0583955,0.0699685,0.0834344,0.0963829,0.105249,0.112168
24,0.125681,0.111247,0.0964152,0.085693,0.0701666,0.0666492,0.0552241,0.0489601,0.0388588,0.0331982,0.027208,0.0210247,0.0158892,0.0117987,0.00843905,0.00624273,0.00462301,0.00293534,0.00209287,0.00128057,0.000735533,0.000385052,0.00026441,0.000137808,6.64006e-05,3.30215e-05,1.4663e-05,8.46399e-06,4.88766e-06,3.33791e-06,5.96056e-07,3.57633e-07,8.34478e-07,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,9.53689e-07,1.90738e-06,3.93397e-06,1.31132e-06,1.54974e-06,1.43053e-06,2.26501e-06,5.24529e-06,1.01329e-05,4.23199e-05,8.53552e-05,0.000252608,0.000592837,0.00138595,0.0028191,0.00559911,0.0093415,0.0142241,0.0206486,0.0274402,0.0353825,0.0458122,0.0583639,0.0719654,0.0847787,0.0966107
16,0.123874,0.102717,0.083874,0.0691896,0.0565487,0.0448653,0.035601,0.027593,0.0216965,0.0158831,0.0113464,0.00844283,0.00593123,0.003923,0.00256745,0.00163677,0.000922456,0.000576863,0.000279431,0.000146034,6.13937e-05,4.14855e-05,1.26364e-05,1.15635e-05,5.24529e-06,1.78817e-06,4.76844e-07,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.76844e-07,4.76844e-07,2.38422e-07,1.54974e-06,5.96056e-06,1.57359e-05,5.24529e-05,0.000143411,0.000386602,0.000833047,0.00201431,0.00402862,0.00734662,0.0115345,0.0173617,0.0239412,0.0346361,0.0474004,0.0626984,0.0782666
8,0.121647,0.0987216,0.0773234,0.0589163,0.0444663,0.033342,0.0244754,0.0180051,0.0125663,0.00931396,0.00642357,0.00406736,0.00234309,0.0013472,0.000689279,0.000387794,0.000162485,8.24941e-05,3.4452e-05,1.22787e-05,6.19898e-06,2.02659e-06,4.76844e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,7.15267e-07,3.33791e-06,8.10636e-06,3.71939e-05,0.000107648,0.000279669,0.000711929,0.00198796,0.00374764,0.0077312,0.0130515,0.0225637,0.0353939,0.0504363,0.0679335
0,0.123677,0.0993178,0.079466,0.0624262,0.046486,0.0353803,0.0259664,0.0196966,0.0157017,0.0119222,0.008614,0.0065733,0.00458796,0.00312405,0.00206056,0.00120749,0.000668655,0.000345474,0.000207785,9.45344e-05,4.56579e-05,1.66896e-05,8.70241e-06,2.98028e-06,1.54974e-06,8.34478e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.96056e-07,3.2187e-06,1.15635e-05,4.73268e-05,0.000187638,0.000525602,0.00128784,0.00273125,0.00534817,0.00960687,0.0171958,0.0277411,0.0430349,0.058507,0.0739021
-8,0.124303,0.104954,0.0871029,0.07249,0.0601109,0.0485879,0.0388096,0.0325747,0.0256869,0.0204822,0.0159525,0.0131515,0.0104363,0.00797873,0.00604984,0.00461025,0.00310879,0.00202492,0.00140383,0.00082506,0.000402814,0.000232342,0.000102402,5.55524e-05,2.89683e-05,1.35901e-05,7.27188e-06,3.33791e-06,9.53689e-07,7.15267e-07,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,8.34478e-07,3.57633e-07,2.38422e-07,2.38422e-07,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.0729e-06,3.57633e-06,1.82393e-05,6.65198e-05,0.000202659,0.000606188,0.00145247,0.0031436,0.00594542,0.00995365,0.016518,0.0237566,0.0341057,0.0480281,0.063056,0.0766165,0.0888406
-16,0.121939,0.113389,0.104455,0.0949165,0.0887959,0.0763584,0.0697221,0.0564781,0.0492232,0.0399128,0.0329962,0.0270929,0.0215298,0.0167694,0.0137957,0.0111197,0.00862663,0.00678943,0.00509997,0.00375384,0.0025082,0.00162592,0.00109162,0.000601897,0.000316148,0.000195983,0.000121953,6.46124e-05,3.01604e-05,1.9789e-05,6.67582e-06,5.96056e-06,4.76844e-06,2.98028e-06,1.0729e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.17239e-06,1.00137e-05,1.59743e-05,1.02522e-05,5.3645e-06,3.09949e-06,4.17239e-06,5.00687e-06,1.71664e-05,4.67308e-05,0.000119211,0.000320678,0.000814331,0.00188032,0.00433773,0.00766337,0.0128854,0.0197068,0.0272289,0.0372926,0.0474299,0.0595984,0.0745863,0.0907783,0.100171,0.107033
-24,0.124716,0.119978,0.115369,0.113538,0.107695,0.10103,0.0935177,0.0850689,0.076015,0.0666673,0.0615573,0.0497516,0.0405573,0.0337907,0.0273605,0.0213848,0.0189378,0.0142687,0.0122877,0.0095492,0.00765967,0.00591716,0.00446648,0.00324171,0.00215653,0.00148454,0.000941172,0.000634918,0.000396139,0.000257854,0.000142934,0.000105979,7.39109e-05,3.71939e-05,2.11004e-05,1.10866e-05,4.17239e-06,6.79503e-06,1.49014e-05,7.39109e-05,0.000204566,0.000193718,0.000161531,0.000110866,0.000100376,9.28655e-05,0.000155928,0.000296478,0.0006559,0.00138082,0.00312619,0.00574574,0.00999943,0.0160092,0.0239272,0.0328171,0.0429229,0.0540222,0.065485,0.0778472,0.0888737,0.101777,0.11188,0.116145,0.119181
-32,0.126661,0.124727,0.122838,0.122999,0.11995,0.116446,0.111047,0.106056,0.0992711,0.0926199,0.0828785,0.0733499,0.0679985,0.055059,0.0466478,0.0398092,0.0337119,0.0275284,0.0219113,0.0185625,0.0148539,0.0124112,0.0103812,0.00825052,0.00651071,0.00491019,0.00377768,0.00278716,0.00190464,0.00142743,0.00104822,0.000727069,0.000660191,0.000443227,0.000208381,0.000139596,8.60704e-05,9.04812e-05,0.000167492,0.000692378,0.00129988,0.00143769,0.00130524,0.00102927,0.0010059,0.00116076,0.00157001,0.00262086,0.00463624,0.00777984,0.0122013,0.0180187,0.0266061,0.0350479,0.0457379,0.0575079,0.0701787,0.0803454,0.0902767,0.0999723,0.107331,0.116532,0.122323,0.123956,0.125264
-40,0.129478,0.129406,0.129086,0.127736,0.127038,0.126399,0.124367,0.121989,0.118758,0.115967,0.110567,0.102074,0.094588,0.0854892,0.0770008,0.0681671,0.0605216,0.0504486,0.045324,0.0357402,0.0316492,0.026227,0.022384,0.0184114,0.0148096,0.0128753,0.010826,0.00904422,0.00723266,0.00586018,0.00477727,0.00424022,0.00426418,0.00360077,0.00239769,0.00172105,0.00138619,0.00127544,0.00199714,0.00438172,0.00743186,0.00816,0.00825692,0.00823939,0.00886478,0.0103037,0.0126235,0.0163775,0.021662,0.0282859,0.0362594,0.0460936,0.0564003,0.0677151,0.0793618,0.0888756,0.0975214,0.104894,0.111285,0.119473,0.123063,0.12693,0.128856,0.129263,0.128361
-48,0.137081,0.136665,0.136364,0.136534,0.135657,0.134462,0.134711,0.132726,0.131314,0.129787,0.127803,0.124351,0.119808,0.114108,0.109122,0.101231,0.092123,0.0862613,0.0777521,0.0680428,0.061694,0.0537386,0.0472061,0.0406073,0.0343456,0.0296452,0.0260075,0.0214102,0.0185865,0.0169928,0.0146085,0.0145489,0.0162688,0.0153172,0.0131305,0.0102743,0.008263,0.00774109,0.00993279,0.0176794,0.0241818,0.0277224,0.0298445,0.0317321,0.0339346,0.0381475,0.0427302,0.0484456,0.055417,0.0642551,0.0738018,0.0824751,0.0929973,0.103472,0.110974,0.11503,0.12059,0.125531,0.128323,0.131051,0.132594,0.138034,0.140052,0.13882,0.136601
-56,0.152878,0.151815,0.152781,0.152441,0.152323,0.150937,0.149081,0.149268,0.148035,0.146682,0.145207,0.144146,0.141983,0.13974,0.137842,0.134191,0.128988,0.124934,0.117876,0.113317,0.104901,0.0923974,0.0882258,0.0801628,0.0729959,0.0686026,0.058277,0.05162,0.0481155,0.0430797,0.0404151,0.0416814,0.0462373,0.0459338,0.0415869,0.0338517,0.0301602,0.0279171,0.0338912,0.0511143,0.0635957,0.0703404,0.0703319,0.0741778,0.079385,0.0842138,0.0909613,0.0954882,0.108549,0.117528,0.121293,0.127989,0.134076,0.138061,0.140269,0.142972,0.144007,0.145586,0.147001,0.146581,0.147843,0.15273,0.157344,0.158684,0.150123
-64,0.172214,0.175819,0.178346,0.1776,0.177105,0.174089,0.173309,0.171657,0.171299,0.170104,0.168286,0.167268,0.164512,0.16537,0.162038,0.160621,0.159067,0.155526,0.153513,0.149953,0.143645,0.139063,0.130104,0.12301,0.118553,0.108667,0.105653,0.0951241,0.0893212,0.0827836,0.0850715,0.0836076,0.0949326,0.0956514,0.0869078,0.075533,0.0689874,0.0680017,0.0783824,0.0951426,0.112967,0.118556,0.123495,0.136673,0.132786,0.138198,0.14184,0.148767,0.153979,0.158254,0.162495,0.162708,0.167024,0.171427,0.168327,0.169229,0.167047,0.165356,0.166907,0.169496,0.169957,0.174577,0.179906,0.17969,0.173144
-72,0.203342,0.210268,0.212817,0.213681,0.21557,0.207323,0.208597,0.20641,0.201915,0.202402,0.20275,0.20022,0.199686,0.196762,0.197035,0.193564,0.19404,0.192323,0.189507,0.188272,0.187364,0.182801,0.178476,0.172826,0.172663,0.166504,0.16265,0.158677,0.141991,0.147994,0.142093,0.151348,0.168674,0.171436,0.157072,0.141843,0.14064,0.13677,0.148246,0.165063,0.178681,0.181273,0.180432,0.190968,0.189416,0.193897,0.19357,0.195913,0.199109,0.199876,0.201638,0.197924,0.198461,0.194065,0.194713,0.194047,0.192509,0.191921,0.192886,0.192055,0.193761,0.200094,0.20454,0.202074,0.197674
-80,0.22874,0.233867,0.236652,0.238354,0.239124,0.236287,0.23605,0.235797,0.232528,0.228854,0.228999,0.229888,0.229563,0.22836,0.225433,0.225163,0.226025,0.223866,0.223912,0.221401,0.220236,0.220825,0.215073,0.215467,0.215163,0.209479,0.21046,0.209485,0.205534,0.204095,0.200842,0.210109,0.221334,0.224506,0.219086,0.208275,0.201778,0.2004,0.203984,0.214391,0.221175,0.221549,0.222741,0.224089,0.225907,0.226198,0.227538,0.225919,0.225278,0.22505,0.221172,0.222085,0.220505,0.222348,0.219937,0.21698,0.21688,0.216699,0.211501,0.215049,0.215348,0.218203,0.222086,0.222603,0.219079
-88,0.244495,0.246304,0.246816,0.247102,0.24719,0.24699,0.246959,0.246673,0.247162,0.246562,0.246448,0.246135,0.245909,0.244964,0.244465,0.24513,0.24441,0.244085,0.243945,0.243782,0.243431,0.243157,0.242694,0.241257,0.241227,0.240739,0.240901,0.239926,0.238212,0.237202,0.233386,0.241271,0.245254,0.24539,0.244758,0.241537,0.24057,0.239093,0.238925,0.239098,0.24127,0.242883,0.242252,0.242398,0.241945,0.243026,0.242313,0.241974,0.241267,0.241011,0.239535,0.240249,0.240078,0.237504,0.237196,0.236417,0.2341,0.23381,0.232003,0.234296,0.233036,0.237178,0.235922,0.23875,0.235448
-96,0.247594,0.247881,0.247941,0.24791,0.247941,0.24791,0.247852,0.247941,0.247823,0.247883,0.247941,0.247823,0.247854,0.247852,0.247825,0.24762,0.247678,0.247854,0.24762,0.247389,0.247649,0.247507,0.247188,0.247476,0.247363,0.247305,0.246956,0.246974,0.247212,0.247212,0.246921,0.247231,0.247759,0.247698,0.247603,0.247419,0.247144,0.247052,0.246743,0.246562,0.246837,0.246927,0.247323,0.246897,0.247446,0.247109,0.247354,0.246652,0.24608,0.246926,0.246562,0.246532,0.245006,0.245304,0.244184,0.243864,0.244742,0.243401,0.242742,0.243057,0.242999,0.244506,0.245332,0.24641,0.242204
-104,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.247969,0.247939,0.247969,0.247969,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.24791,0.247939,0.247939,0.247939,0.24791,0.24797,0.247939,0.247881,0.247912,0.247881,0.247941,0.24791,0.247941,0.247939,0.247909,0.24791,0.247879,0.247878,0.247909,0.247878,0.247941,0.247847,0.247878,0.247816,0.247879,0.24791,0.247909,0.247754,0.247663,0.247816,0.247816,0.247876,0.247507,0.247631,0.247631,0.247571,0.246744,0.247384,0.247231,0.247352,0.246836,0.247536,0.247847,0.247631,0.247417
-112,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.248,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247941,0.24797,0.247941,0.247939,0.247939,0.247939,0.247939,0.24797,0.248,0.247969,0.247939,0.247941,0.247939,0.247909,0.24791,0.24791,0.247939,0.24797,0.247941,0.247909,0.24791,0.247941,0.247909,0.247909,0.247909,0.247939,0.24791,0.24791,0.24791
-120,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.247969,0.247939,0.247969,0.247939,0.247939,0.247969,0.247939,0.247969,0.247939,0.24797,0.248,0.247939,0.247939,0.247939,0.247969,0.247939,0.24797,0.247939,0.24797,0.24797,0.247939,0.247969,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247969,0.247969,0.247969,0.247939,0.247939,0.247939,0.247969,0.247941,0.247939,0.247969,0.247939,0.247939,0.247969,0.247939,0.248,0.24791,0.247969,0.247939,0.247939,0.247939,0.247939
Scan End
