SW Version,2022.1
Date and Time Started,2023-Nov-10 14:28:00
Date and Time Ended,2023-Nov-10 14:28:16
Scan Name,ff2-CA5
Link Settings,
Reset RX After Applying Settings,false
Open Area,0
Horizontal Opening,0
Horizontal Percentage,0.00
Vertical Opening,0
Vertical Percentage,0.00
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-256,-248,-240,-232,-224,-216,-208,-200,-192,-184,-176,-168,-160,-152,-144,-136,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224,232,240,248,256
120,0.247568,0.244537,0.245539,0.244887,0.246576,0.245093,0.246404,0.246207,0.246036,0.245217,0.244596,0.246133,0.244979,0.245124,0.246633,0.247801,0.244427,0.243976,0.244382,0.244174,0.244258,0.244442,0.243631,0.244717,0.244482,0.241312,0.24226,0.243178,0.244733,0.241971,0.244038,0.244299,0.243992,0.24346,0.239197,0.239449,0.240036,0.240346,0.236162,0.244002,0.244969,0.244963,0.244648,0.245067,0.244386,0.24258,0.245388,0.243198,0.245191,0.247239,0.241878,0.236898,0.246855,0.244493,0.243941,0.244834,0.245447,0.243959,0.244543,0.241572,0.243914,0.240373,0.241715,0.246502,0.244045
112,0.247714,0.245739,0.246569,0.246553,0.244639,0.245817,0.24618,0.244489,0.244973,0.212693,0.244943,0.242535,0.243026,0.243527,0.242182,0.243059,0.241167,0.241053,0.243177,0.241529,0.242916,0.230516,0.239866,0.24089,0.239715,0.240859,0.234546,0.240106,0.236876,0.237522,0.237186,0.239492,0.240689,0.234777,0.235726,0.241599,0.238147,0.239853,0.23897,0.2424,0.237336,0.243859,0.241765,0.241779,0.242565,0.232801,0.24074,0.243365,0.243192,0.243645,0.241542,0.241633,0.243879,0.242144,0.242245,0.23399,0.241224,0.236092,0.243439,0.24174,0.2417,0.243757,0.243475,0.241852,0.24218
104,0.24248,0.240208,0.241148,0.243597,0.241927,0.236978,0.245926,0.241939,0.241116,0.24036,0.241334,0.238396,0.24027,0.23648,0.233009,0.227782,0.240296,0.236989,0.194502,0.24221,0.23601,0.23695,0.236593,0.227202,0.223696,0.229827,0.22189,0.225725,0.221764,0.22343,0.229519,0.232494,0.227,0.234403,0.227993,0.222617,0.223625,0.226988,0.222432,0.235874,0.22639,0.24215,0.23522,0.237651,0.238082,0.237172,0.23666,0.239872,0.234059,0.23625,0.23676,0.237751,0.236415,0.225729,0.237282,0.23878,0.235634,0.233806,0.235797,0.234949,0.233217,0.235787,0.22847,0.235191,0.231593
96,0.232002,0.227102,0.235935,0.242075,0.239144,0.235345,0.235505,0.232909,0.228508,0.234415,0.234961,0.231215,0.224765,0.232149,0.190941,0.236274,0.232408,0.229833,0.232128,0.210064,0.215261,0.216401,0.223512,0.212233,0.219333,0.218165,0.217529,0.226659,0.217806,0.212426,0.208609,0.215669,0.209675,0.215531,0.207679,0.21205,0.211782,0.199456,0.201631,0.21796,0.232009,0.228716,0.23567,0.225286,0.224865,0.234192,0.221703,0.227785,0.227243,0.229757,0.228765,0.197143,0.239213,0.228831,0.2277,0.231753,0.231453,0.229365,0.23034,0.222499,0.220178,0.214889,0.242858,0.225997,0.23813
88,0.238521,0.232816,0.232597,0.224775,0.229563,0.233875,0.220772,0.219804,0.21577,0.23455,0.233005,0.237157,0.221103,0.222129,0.22864,0.210744,0.216354,0.217861,0.204315,0.195505,0.188322,0.189945,0.207716,0.210838,0.197375,0.20134,0.196091,0.190088,0.190774,0.192623,0.189314,0.174655,0.197417,0.199532,0.205648,0.205532,0.18185,0.177847,0.190137,0.191049,0.207606,0.189122,0.214904,0.213965,0.20995,0.169629,0.221914,0.218299,0.208593,0.218141,0.211771,0.212986,0.195181,0.216072,0.223223,0.212643,0.21392,0.216021,0.214599,0.228498,0.217072,0.219373,0.218128,0.22278,0.219605
80,0.208203,0.216551,0.21742,0.204455,0.206912,0.210454,0.225577,0.213757,0.210993,0.207541,0.204118,0.204826,0.200721,0.198652,0.19839,0.187757,0.194655,0.175856,0.174822,0.201832,0.186149,0.164107,0.171437,0.190758,0.17851,0.175124,0.167122,0.161803,0.143467,0.165957,0.183048,0.0972391,0.171192,0.185225,0.170836,0.149223,0.167972,0.176743,0.170791,0.164624,0.197261,0.155552,0.211304,0.137792,0.204938,0.193672,0.197753,0.189542,0.191792,0.19238,0.195571,0.197188,0.189157,0.172288,0.208888,0.203782,0.205734,0.196979,0.203613,0.199372,0.199305,0.211889,0.213904,0.205849,0.205235
72,0.18395,0.198667,0.202102,0.19618,0.197885,0.19863,0.183658,0.178033,0.19343,0.197358,0.182965,0.178361,0.138765,0.197686,0.173806,0.173848,0.174548,0.173893,0.155758,0.166322,0.143378,0.156057,0.146383,0.13,0.150399,0.146031,0.146107,0.135682,0.142182,0.1527,0.129849,0.118366,0.142105,0.115495,0.122654,0.136867,0.127877,0.147395,0.142324,0.151189,0.162963,0.164266,0.158504,0.160225,0.155267,0.153504,0.171536,0.111456,0.191175,0.179241,0.175803,0.172438,0.165221,0.182447,0.177421,0.161414,0.181533,0.193729,0.172405,0.198725,0.192658,0.190425,0.192873,0.19994,0.197833
64,0.175203,0.17882,0.174994,0.209732,0.175386,0.156026,0.175172,0.166779,0.157855,0.149846,0.153299,0.153261,0.14197,0.136808,0.128527,0.148738,0.150865,0.138948,0.126731,0.133788,0.120701,0.115679,0.12196,0.102383,0.0933221,0.108449,0.0982094,0.101622,0.100588,0.0847688,0.0833078,0.0799844,0.0972529,0.0985919,0.0812559,0.0669341,0.0923589,0.0958623,0.103603,0.110868,0.111617,0.119897,0.119303,0.125469,0.111874,0.137815,0.10675,0.127189,0.162661,0.145168,0.155238,0.152364,0.165867,0.156803,0.177449,0.157905,0.158648,0.170087,0.142425,0.172005,0.172754,0.178536,0.173085,0.171624,0.170401
56,0.167003,0.161631,0.160937,0.161201,0.189316,0.145613,0.155903,0.151926,0.14104,0.136451,0.143521,0.129471,0.130886,0.122791,0.116839,0.119568,0.113042,0.119515,0.110545,0.113496,0.102244,0.0940597,0.081955,0.0726992,0.0827844,0.0839987,0.0702435,0.0730674,0.0657397,0.0562831,0.0681817,0.0594433,0.0634175,0.0758688,0.0666411,0.0784681,0.0619552,0.0709838,0.0756096,0.0925263,0.0906793,0.0842207,0.0892111,0.0978818,0.0947303,0.0991911,0.117702,0.124454,0.116849,0.124991,0.131605,0.116812,0.109851,0.133703,0.139139,0.138233,0.145343,0.140341,0.140044,0.146894,0.145292,0.163773,0.167602,0.160444,0.152119
48,0.138948,0.155711,0.145756,0.137974,0.135657,0.144595,0.134314,0.12018,0.119105,0.103023,0.112885,0.121717,0.107029,0.100834,0.101064,0.0907081,0.0902363,0.0769908,0.0739259,0.0833726,0.0798809,0.0683399,0.0630278,0.0632963,0.0586742,0.0567685,0.0504372,0.0392043,0.0453835,0.0501212,0.0458359,0.0457912,0.046801,0.0487152,0.0367451,0.0403337,0.0495752,0.0573534,0.050165,0.0507042,0.0703655,0.0660746,0.0673517,0.0677131,0.0784345,0.0776349,0.0822643,0.0875964,0.0911098,0.0927753,0.0960741,0.0944051,0.102026,0.0987944,0.102069,0.112961,0.118697,0.120896,0.128718,0.129386,0.132387,0.127073,0.147794,0.142747,0.150275
