SW Version,2022.1
Date and Time Started,2023-Nov-10 14:30:37
Date and Time Ended,2023-Nov-10 14:30:55
Scan Name,ff2-CA4
Link Settings,
Reset RX After Applying Settings,false
Open Area,8320
Horizontal Opening,217
Horizontal Percentage,43.08
Vertical Opening,41
Vertical Percentage,19.35
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-256,-248,-240,-232,-224,-216,-208,-200,-192,-184,-176,-168,-160,-152,-144,-136,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224,232,240,248,256
16,0.111779,0.101544,0.0955944,0.0866642,0.0767775,0.0675759,0.0596943,0.0508972,0.0425514,0.0353281,0.0299687,0.0240633,0.0195284,0.0153205,0.0128863,0.0112263,0.0101251,0.00915657,0.00816625,0.00662516,0.00479479,0.00340383,0.00215486,0.00113942,0.000568875,0.000335818,0.000126245,3.32599e-05,1.6928e-05,8.10636e-06,2.38422e-07,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.41081e-06,9.58457e-05,0.00041247,0.00141694,0.0039286,0.00696825,0.00921728,0.0127435,0.0198874,0.0337118,0.0449546,0.0520685,0.0557377,0.0607991,0.070066,0.0824522,0.0920581,0.101046
8,0.11528,0.10144,0.0867656,0.0756589,0.0638534,0.0520249,0.0414912,0.0325125,0.0265021,0.0208213,0.0158409,0.0126876,0.0106771,0.00957376,0.00813507,0.00682555,0.00544342,0.00379103,0.00242535,0.00122096,0.000634322,0.000203017,4.50618e-05,4.20815e-05,1.02522e-05,1.19211e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.02659e-06,4.72076e-05,0.000340705,0.00147202,0.00380736,0.00649414,0.00798643,0.00996235,0.0159925,0.0249173,0.0367656,0.0491346,0.0574169,0.0666286,0.0808803,0.095648
0,0.116487,0.10131,0.0825437,0.0692301,0.0546149,0.0433531,0.0341184,0.0263887,0.0209162,0.0163793,0.0133814,0.010912,0.0084231,0.00565561,0.00366741,0.00184348,0.00081445,0.000343924,8.79778e-05,3.20678e-05,7.74872e-06,4.76844e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-07,3.33791e-06,4.60155e-05,0.000400311,0.00176814,0.00430364,0.00703787,0.0098863,0.0138031,0.0201451,0.02999,0.0429001,0.0626335,0.0776399,0.0923404
-8,0.113624,0.0949326,0.0763493,0.0650832,0.0550445,0.0469341,0.0394773,0.032319,0.0255021,0.0207309,0.0160558,0.0117111,0.00924705,0.00696753,0.00536474,0.00380546,0.00193253,0.000983492,0.000436193,0.000136735,1.22787e-05,6.4374e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.0729e-06,1.66896e-06,1.94314e-05,6.92617e-05,0.000339036,0.00116767,0.00373786,0.00883152,0.0142888,0.0195558,0.0246882,0.0328738,0.0448683,0.0582822,0.072925,0.089302
-16,0.112332,0.0947826,0.0820149,0.0714971,0.0612402,0.054523,0.0475608,0.0411125,0.0362035,0.0309576,0.0245507,0.0191308,0.0160527,0.0134959,0.01079,0.00886502,0.00746083,0.00612304,0.00478633,0.00328582,0.00190654,0.000750196,0.00027049,4.13663e-05,6.31819e-06,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.62264e-06,1.04906e-05,6.87848e-05,0.000291352,0.000837458,0.00194672,0.00421781,0.00690793,0.011042,0.0157072,0.0214235,0.0302356,0.0397542,0.0500664,0.0636996,0.0748536,0.0879181,0.0981872
-24,0.112334,0.102069,0.0930246,0.0847793,0.0769825,0.0715596,0.0635061,0.0544151,0.0481406,0.0426707,0.0375677,0.0340402,0.0292351,0.0238126,0.0189537,0.0160808,0.0136686,0.011511,0.00967075,0.00841883,0.00715302,0.00543436,0.00385016,0.00249771,0.00134089,0.000561484,0.000179413,6.53277e-05,8.46399e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.31132e-06,4.53002e-06,2.87299e-05,0.000131728,0.000337963,0.000834239,0.00168934,0.00292604,0.00486632,0.00782001,0.0122423,0.0180808,0.0259288,0.0344327,0.043211,0.0501878,0.0609732,0.0713911,0.0854843,0.097453,0.105806,0.109728
-32,0.118764,0.108028,0.104588,0.0952229,0.0863583,0.0835519,0.0810193,0.0759654,0.0707075,0.0639432,0.0593065,0.0481061,0.0446415,0.0395759,0.0348272,0.0303422,0.0229945,0.019936,0.016386,0.0137508,0.0117885,0.0103167,0.00910123,0.00800663,0.00660263,0.00503178,0.00353294,0.00200954,0.000804437,0.000405795,0.000173095,6.54469e-05,4.82805e-05,2.62264e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.54974e-06,2.51535e-05,2.30077e-05,1.39477e-05,6.46124e-05,0.000197771,0.00047756,0.000933781,0.00164404,0.00254301,0.00379592,0.00575682,0.00926866,0.0143002,0.022197,0.0301027,0.0389835,0.0474203,0.0568147,0.0665849,0.0766483,0.0866298,0.0935924,0.101613,0.106851,0.111107,0.114726
-40,0.125541,0.119722,0.114633,0.114022,0.105154,0.103423,0.0978395,0.0949467,0.0885341,0.0852186,0.0799864,0.0736787,0.0691415,0.0619471,0.0533716,0.0482103,0.0417137,0.0383487,0.0337438,0.0286254,0.02298,0.018637,0.0162812,0.0132316,0.0116812,0.0105349,0.00952272,0.00821025,0.00732397,0.00575611,0.0048439,0.00372296,0.00263612,0.000941052,0.000213507,7.47454e-05,6.79503e-06,6.8904e-05,0.000384694,0.00200537,0.0028929,0.00299423,0.002618,0.00324493,0.00417859,0.00535186,0.00783277,0.0112927,0.0164412,0.0252706,0.0342533,0.0418345,0.0500325,0.0598917,0.0688711,0.079907,0.0906367,0.0974136,0.101586,0.104573,0.106346,0.110974,0.116789,0.120236,0.122544
-48,0.131433,0.129621,0.127083,0.124596,0.120975,0.116676,0.113014,0.108051,0.104346,0.101674,0.0976386,0.0914825,0.0861317,0.0828726,0.0770343,0.070795,0.0653075,0.0578437,0.0522571,0.0495415,0.0444479,0.0383146,0.0329115,0.0281887,0.0221557,0.018762,0.0152544,0.012981,0.0119841,0.0109871,0.0105966,0.0103074,0.00952904,0.00800513,0.00583908,0.00356632,0.00283436,0.00249545,0.00581607,0.0109693,0.0147791,0.0167155,0.0170837,0.0174919,0.0190492,0.0236327,0.0316109,0.0401725,0.0487639,0.0549593,0.0608962,0.0675239,0.0771704,0.0879905,0.0964664,0.101356,0.104994,0.107645,0.110597,0.113242,0.117972,0.124648,0.126088,0.12681,0.126388
-56,0.140297,0.140369,0.139372,0.138495,0.136909,0.134565,0.129753,0.127421,0.122518,0.119666,0.115072,0.1117,0.10757,0.100252,0.0971058,0.0942972,0.0901626,0.0844013,0.078633,0.0728885,0.0687785,0.0619438,0.0568233,0.0511299,0.0470217,0.0407389,0.0342069,0.0309106,0.026283,0.0244551,0.0204524,0.0207846,0.0201523,0.01788,0.0143882,0.0122832,0.0120417,0.0143537,0.0220376,0.0341524,0.0439064,0.0464458,0.0488898,0.0537874,0.0585118,0.0630263,0.066909,0.0710542,0.0741541,0.0818049,0.0889709,0.0981456,0.106112,0.11122,0.113571,0.116747,0.120152,0.122901,0.126062,0.12995,0.130921,0.133145,0.135269,0.132555,0.132102
-64,0.148183,0.149093,0.149527,0.148961,0.147486,0.146146,0.144547,0.142193,0.13839,0.137364,0.133807,0.130385,0.128072,0.123101,0.118419,0.1145,0.110876,0.107697,0.100786,0.0996071,0.0940278,0.0876267,0.0814106,0.076874,0.0724328,0.0650963,0.0602971,0.0546078,0.0508289,0.0474747,0.0441625,0.0465414,0.0496434,0.0440296,0.0355303,0.0329356,0.0316296,0.0362113,0.0516224,0.0754177,0.0892066,0.0921982,0.0972729,0.0973793,0.102462,0.104789,0.107419,0.108201,0.117809,0.123898,0.12863,0.135897,0.132308,0.139032,0.136642,0.14015,0.139027,0.139763,0.140684,0.140484,0.143149,0.150186,0.153999,0.151189,0.145567
-72,0.162431,0.166086,0.168585,0.169888,0.17078,0.167261,0.165387,0.166407,0.1648,0.163351,0.159609,0.158335,0.156,0.149132,0.148021,0.144203,0.139788,0.135872,0.133066,0.129198,0.123026,0.119409,0.117149,0.111442,0.108034,0.101989,0.0960068,0.0910422,0.0873921,0.08369,0.0841557,0.0943703,0.109505,0.0974413,0.0831638,0.0732837,0.0748414,0.0770705,0.102823,0.122014,0.135645,0.139179,0.142951,0.148132,0.151917,0.156485,0.16429,0.172738,0.174594,0.171443,0.172188,0.170212,0.167718,0.165828,0.165968,0.166353,0.164258,0.163983,0.165906,0.168062,0.168903,0.17364,0.180344,0.177074,0.171809
-80,0.196598,0.199716,0.199324,0.202631,0.199104,0.199209,0.196659,0.196085,0.19561,0.193995,0.194253,0.191814,0.190969,0.19015,0.187492,0.186228,0.180228,0.177392,0.176102,0.173544,0.174002,0.169235,0.165611,0.161723,0.155932,0.155211,0.154318,0.14863,0.150864,0.14888,0.149224,0.163069,0.177619,0.176198,0.170714,0.160039,0.151716,0.166019,0.175993,0.190462,0.200431,0.203527,0.204329,0.208076,0.210003,0.204135,0.209946,0.211876,0.206117,0.203311,0.201756,0.200309,0.199002,0.196829,0.190624,0.191648,0.187939,0.188242,0.187719,0.190273,0.186768,0.199826,0.207402,0.206897,0.196909
-88,0.228329,0.23355,0.237061,0.235908,0.236081,0.233459,0.231835,0.229942,0.22553,0.229625,0.226252,0.224513,0.227506,0.224811,0.224646,0.218524,0.216915,0.218937,0.213979,0.213444,0.210143,0.209327,0.20228,0.20399,0.200485,0.197099,0.198581,0.195866,0.193806,0.19913,0.19957,0.213736,0.224936,0.22434,0.220972,0.220522,0.221459,0.229531,0.235224,0.236778,0.241539,0.242453,0.244598,0.247426,0.245283,0.242573,0.243052,0.241432,0.244479,0.237335,0.234845,0.230694,0.231907,0.224355,0.225043,0.221575,0.221644,0.220366,0.218997,0.218647,0.221832,0.226468,0.229405,0.227096,0.217345
-96,0.246304,0.248818,0.248908,0.25007,0.250282,0.24998,0.248524,0.248467,0.249351,0.2501,0.248641,0.249025,0.244163,0.245881,0.246222,0.244058,0.242419,0.245127,0.244633,0.244031,0.242607,0.239732,0.240614,0.239117,0.240715,0.234826,0.233537,0.233049,0.231352,0.236654,0.236386,0.2472,0.249122,0.24657,0.248706,0.245219,0.246227,0.24679,0.247416,0.249889,0.250919,0.250462,0.25147,0.251501,0.251841,0.251872,0.25181,0.251841,0.251717,0.25007,0.250827,0.249016,0.245591,0.247831,0.246331,0.243381,0.240818,0.242946,0.239757,0.242614,0.239369,0.244245,0.245241,0.244252,0.241464
-104,0.251347,0.251903,0.251841,0.251903,0.251872,0.251872,0.251903,0.251872,0.251779,0.251841,0.251872,0.251748,0.251686,0.251686,0.251903,0.251841,0.251779,0.25181,0.25181,0.251409,0.251717,0.251779,0.251686,0.251163,0.250614,0.250795,0.250492,0.251501,0.25147,0.251439,0.251254,0.251903,0.251748,0.251872,0.251872,0.251903,0.251872,0.251532,0.251872,0.251779,0.251903,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251872,0.251872,0.251872,0.251686,0.251563,0.249889,0.24995,0.249204,0.249591,0.2487,0.247131,0.250191,0.249055,0.248348,0.247133
-112,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251872,0.251872,0.251872,0.25181,0.251748,0.251779,0.251903,0.251903,0.25181,0.251286
-120,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251872
Scan End
