SW Version,2022.1
Date and Time Started,2023-Nov-10 14:43:49
Date and Time Ended,2023-Nov-10 14:44:07
Scan Name,ff2-CA7
Link Settings,
Reset RX After Applying Settings,false
Open Area,12608
Horizontal Opening,289
Horizontal Percentage,56.92
Vertical Opening,57
Vertical Percentage,25.81
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-256,-248,-240,-232,-224,-216,-208,-200,-192,-184,-176,-168,-160,-152,-144,-136,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224,232,240,248,256
40,0.130601,0.129453,0.128341,0.127662,0.126506,0.126237,0.123343,0.122801,0.120246,0.114678,0.110739,0.10268,0.0953408,0.0875796,0.078805,0.0688409,0.0601439,0.0500303,0.0430439,0.0366071,0.0286471,0.0223553,0.018085,0.0137323,0.0109497,0.00887024,0.00737964,0.00580642,0.00460262,0.00324588,0.00209847,0.00152554,0.00123574,0.00141516,0.000922813,0.00040806,0.000267391,0.00022209,0.000378257,0.00175526,0.00375825,0.00486834,0.00504704,0.00536843,0.0066701,0.00829697,0.0110777,0.0148933,0.0206641,0.0290449,0.0378442,0.0465848,0.0553997,0.066865,0.0768247,0.0869402,0.0945107,0.103874,0.110084,0.115639,0.120278,0.122957,0.125902,0.126943,0.126231
32,0.125414,0.12239,0.122757,0.121142,0.119495,0.115793,0.111038,0.102158,0.096731,0.0890113,0.0815925,0.0713082,0.0626828,0.0513482,0.0435628,0.0362679,0.0282776,0.0208408,0.0156847,0.0121586,0.00944037,0.00733256,0.00597868,0.00424117,0.00275509,0.00170627,0.000847949,0.000449187,0.000159147,1.94314e-05,2.24117e-05,3.57633e-06,1.66896e-06,1.19211e-05,1.31132e-06,2.38422e-07,2.38422e-07,2.38422e-07,5.96056e-07,1.72856e-05,9.67994e-05,9.81107e-05,7.74872e-05,5.24529e-05,5.94863e-05,0.000236992,0.000752818,0.0021061,0.00415045,0.00675855,0.0105505,0.0166056,0.0236276,0.0321473,0.0421093,0.0515707,0.0625277,0.0724012,0.0819187,0.0902973,0.0997486,0.108549,0.115832,0.121104,0.123289
24,0.122604,0.116185,0.113973,0.105006,0.0998148,0.0918048,0.084571,0.0749624,0.0664581,0.056762,0.0477963,0.0409006,0.033547,0.0268158,0.0190666,0.0138662,0.0102906,0.0081087,0.00627408,0.00459809,0.00278465,0.00173643,0.000716578,0.000339871,7.7368e-05,3.77899e-05,8.5832e-06,1.19211e-06,4.76844e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-07,4.76844e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.1458e-06,2.94451e-05,8.88123e-05,0.000458844,0.00140979,0.00307672,0.00581905,0.0103377,0.0166749,0.0241395,0.0329456,0.043308,0.0533926,0.0626953,0.0723812,0.0821957,0.095019,0.103954,0.112072
16,0.124169,0.109485,0.0937389,0.0816227,0.0683632,0.0602586,0.0500989,0.0425131,0.0366159,0.0293524,0.0223267,0.0161213,0.0116636,0.00865551,0.00668643,0.00467403,0.00297634,0.00145771,0.000681291,0.000302439,7.31956e-05,1.28748e-05,1.66896e-06,1.54974e-06,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.76844e-07,1.09674e-05,4.57771e-05,0.000350838,0.00104763,0.00259725,0.00527223,0.00941172,0.0151289,0.0228828,0.0313863,0.0410983,0.0503311,0.0636814,0.0752753,0.0876113
8,0.126707,0.104963,0.0843319,0.0639602,0.0507886,0.0386758,0.0287079,0.0211003,0.0137429,0.00958619,0.00706087,0.00501712,0.00347882,0.00176766,0.000790727,0.000300174,8.77394e-05,1.18019e-05,1.43053e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.78817e-06,1.01329e-05,5.79366e-05,0.000274543,0.000973836,0.00249735,0.0048091,0.00870086,0.0146092,0.0239994,0.037649,0.0529844,0.0680519
0,0.129738,0.110525,0.0865585,0.0649364,0.0478384,0.0333953,0.0225368,0.0150805,0.00966945,0.00584015,0.00314693,0.00145485,0.000444896,0.000104191,1.57359e-05,1.66896e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.76844e-07,1.2994e-05,2.22925e-05,0.000201467,0.000694285,0.00180617,0.00418145,0.00932326,0.0183156,0.0316484,0.0473388,0.0636166
-8,0.130198,0.111168,0.0882681,0.068932,0.0518463,0.0385996,0.0286329,0.0199836,0.0137032,0.00890167,0.00575325,0.00343602,0.00167515,0.000704776,0.000234131,4.26776e-05,1.9193e-05,5.96056e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.45712e-06,2.1458e-05,0.000122787,0.000340705,0.000985995,0.00222186,0.00471897,0.00938108,0.0165489,0.0255057,0.038681,0.0528335,0.0682053
-16,0.124735,0.112204,0.0947724,0.0832612,0.0721505,0.0622622,0.0528653,0.0429887,0.0352723,0.0280194,0.0214772,0.0161758,0.0112401,0.00703346,0.0046143,0.00274054,0.00135901,0.000643502,0.000151517,4.25584e-05,9.29847e-06,5.96056e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-07,1.31132e-06,1.41861e-05,0.000130655,0.00043977,0.00103118,0.00197509,0.00432116,0.00912621,0.0163489,0.0230182,0.030877,0.040724,0.0527908,0.0674999,0.0804039,0.0912813
-24,0.126243,0.120485,0.112171,0.106023,0.099596,0.0929752,0.0841678,0.0756044,0.0672878,0.0589582,0.0503386,0.0404291,0.0317831,0.0252974,0.0187537,0.0137029,0.00917676,0.00626907,0.00398463,0.00253061,0.00136878,0.000538357,0.000159743,5.43603e-05,1.71664e-05,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.31132e-06,1.90738e-06,3.62402e-05,0.000126125,0.000382787,0.000928416,0.00187996,0.0038982,0.00888313,0.0156606,0.0230501,0.0315019,0.0407453,0.0497244,0.0609369,0.0731658,0.0857948,0.0976591,0.10714,0.112494
-32,0.127521,0.122545,0.121675,0.120641,0.11893,0.115967,0.108129,0.10193,0.0942376,0.0881075,0.0791701,0.069207,0.0609733,0.0527828,0.0419049,0.0342196,0.0257116,0.0196611,0.0148465,0.010711,0.00774896,0.00538548,0.00345939,0.00211922,0.00110211,0.00034607,0.000204447,4.24392e-05,9.77531e-06,2.38422e-07,2.38422e-07,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,6.4374e-06,5.84134e-06,4.64923e-06,1.04906e-05,1.50206e-05,7.72488e-05,0.000203851,0.000419146,0.000978723,0.00187471,0.00379354,0.00710236,0.0134784,0.0205722,0.0285383,0.0379638,0.0471467,0.058742,0.072398,0.0834643,0.0899141,0.0988692,0.108272,0.119202,0.122537,0.123401
-40,0.127806,0.126625,0.126269,0.126143,0.125856,0.124751,0.12292,0.1194,0.117523,0.112458,0.107391,0.101672,0.0933971,0.0833482,0.0755041,0.0645967,0.0576439,0.0509099,0.0413799,0.0342196,0.0267332,0.0210611,0.0159025,0.0122499,0.00901565,0.00609324,0.00432689,0.00284962,0.00169006,0.00085832,0.000523098,0.000234965,0.000331407,0.00014508,6.18706e-05,8.22557e-06,5.96056e-06,8.94083e-06,0.00018442,0.00125756,0.00176134,0.00176754,0.00161519,0.00146129,0.00199011,0.00358098,0.00555881,0.00996736,0.0169001,0.0240045,0.0320987,0.0405228,0.0490639,0.0617905,0.0755921,0.0850897,0.0918143,0.0990849,0.106228,0.114396,0.120039,0.124252,0.125845,0.1261,0.126099
-48,0.133193,0.131069,0.129979,0.129238,0.128781,0.128453,0.128052,0.127844,0.127146,0.126044,0.122608,0.119791,0.116892,0.111532,0.105843,0.0990691,0.0909605,0.0832749,0.0752434,0.0688498,0.0594444,0.0540772,0.0445366,0.0386875,0.0313257,0.0244135,0.0192465,0.0149879,0.0117636,0.00918153,0.00716864,0.0058659,0.00587603,0.00524052,0.00326495,0.00212613,0.00180307,0.00234739,0.00484283,0.0104013,0.0163471,0.0200157,0.0212047,0.0235229,0.0270023,0.0306334,0.0354823,0.0405043,0.0475651,0.055645,0.0653029,0.0774346,0.0864361,0.0945782,0.100204,0.107294,0.115652,0.121936,0.12507,0.126683,0.126866,0.127386,0.130104,0.132595,0.129832
-56,0.146921,0.145988,0.144641,0.143241,0.141449,0.139377,0.13789,0.136826,0.135496,0.134514,0.133353,0.132312,0.130972,0.128949,0.127082,0.12423,0.118725,0.113138,0.110863,0.104235,0.0977156,0.0878696,0.080509,0.0696792,0.0663061,0.058615,0.0504148,0.0452462,0.0388531,0.0337799,0.0283646,0.0259091,0.0298648,0.0296903,0.02384,0.0179579,0.0158244,0.0164102,0.0240252,0.0464903,0.0608029,0.0659883,0.067897,0.0691541,0.072071,0.0789846,0.0851896,0.0938857,0.102175,0.110649,0.113577,0.119304,0.12246,0.129984,0.135231,0.137869,0.136981,0.13692,0.137322,0.138214,0.137922,0.139543,0.145408,0.146593,0.143291
-64,0.167344,0.169708,0.171266,0.172751,0.170648,0.168491,0.167952,0.163358,0.162892,0.160602,0.158083,0.157464,0.155685,0.154718,0.153279,0.148595,0.146832,0.144842,0.142575,0.137642,0.135007,0.127917,0.124601,0.116457,0.11047,0.10199,0.0920581,0.0874045,0.0769515,0.0738719,0.0657709,0.0651173,0.081355,0.0869425,0.0781217,0.0697018,0.0644173,0.0630158,0.074959,0.0993413,0.111806,0.120793,0.125047,0.128825,0.135114,0.134986,0.139546,0.144881,0.149497,0.150537,0.158291,0.160861,0.161704,0.159644,0.160869,0.158635,0.160117,0.155434,0.157422,0.156935,0.159479,0.160628,0.173557,0.177143,0.172533
-72,0.20437,0.212464,0.216027,0.224658,0.222141,0.220572,0.218388,0.218723,0.217281,0.215102,0.211755,0.210119,0.206289,0.206473,0.198032,0.19876,0.198812,0.197729,0.19274,0.191694,0.189734,0.186116,0.18297,0.179307,0.17076,0.167645,0.163086,0.157155,0.15337,0.149237,0.1432,0.149292,0.1694,0.181158,0.176754,0.160324,0.156815,0.15703,0.165343,0.182563,0.188648,0.19301,0.194727,0.197703,0.199855,0.205522,0.199685,0.206724,0.209474,0.207633,0.207243,0.207715,0.204472,0.203675,0.199696,0.198281,0.197639,0.196457,0.19457,0.194732,0.193865,0.197659,0.206788,0.211891,0.202377
-80,0.23703,0.242362,0.245825,0.25007,0.249889,0.249621,0.247536,0.248438,0.246248,0.248,0.24552,0.244437,0.242814,0.24226,0.240923,0.239803,0.239349,0.237181,0.238304,0.237278,0.23609,0.232333,0.231344,0.230996,0.230757,0.228206,0.22632,0.222859,0.21962,0.219593,0.219674,0.217164,0.233652,0.238502,0.237173,0.22944,0.230303,0.229319,0.233701,0.23497,0.239132,0.23604,0.241657,0.239978,0.239312,0.239983,0.240877,0.241304,0.239846,0.23834,0.23818,0.23778,0.236663,0.2368,0.235852,0.235432,0.233433,0.230082,0.230764,0.23045,0.231553,0.230238,0.234886,0.235727,0.232319
-88,0.251779,0.251903,0.251872,0.251903,0.251872,0.251903,0.251872,0.251903,0.251903,0.251903,0.25181,0.251686,0.251841,0.251779,0.251841,0.25181,0.251655,0.251163,0.251102,0.250705,0.250372,0.24995,0.249711,0.24968,0.249233,0.249292,0.248995,0.24826,0.247998,0.248233,0.247909,0.248366,0.25022,0.251717,0.251779,0.251192,0.251255,0.250949,0.250583,0.250615,0.251041,0.251225,0.251347,0.25181,0.251779,0.25181,0.251624,0.251593,0.251255,0.250827,0.250432,0.249889,0.249115,0.249441,0.249382,0.248936,0.247449,0.246588,0.246078,0.245573,0.245377,0.24679,0.250131,0.24992,0.247709
-96,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251872,0.251903,0.251903,0.251872,0.25181,0.25181,0.251624,0.251841,0.251655,0.251872,0.251624,0.251903,0.251903,0.251903,0.251903,0.251872,0.251903,0.251872,0.251903,0.251903,0.251872,0.251903,0.251903,0.251903,0.251903,0.251872,0.251903,0.251872,0.251903,0.251872,0.251903,0.251872,0.251903,0.251903,0.251872,0.251872,0.251841,0.251686,0.251872,0.251872,0.251872,0.251903,0.251903,0.251779
-104,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
-112,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
-120,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
Scan End
