SW Version,2022.1
Date and Time Started,2023-Nov-10 14:33:03
Date and Time Ended,2023-Nov-10 14:33:17
Scan Name,ff2-CA6
Link Settings,
Reset RX After Applying Settings,false
Open Area,0
Horizontal Opening,0
Horizontal Percentage,0.00
Vertical Opening,0
Vertical Percentage,0.00
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-256,-248,-240,-232,-224,-216,-208,-200,-192,-184,-176,-168,-160,-152,-144,-136,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224,232,240,248,256
120,0.247522,0.244731,0.244185,0.237631,0.2302,0.245566,0.246095,0.234248,0.236129,0.238578,0.232819,0.240591,0.23629,0.235885,0.238213,0.237132,0.232319,0.234677,0.227955,0.226814,0.226334,0.223323,0.227301,0.219174,0.219159,0.22893,0.220448,0.2208,0.223329,0.220875,0.221406,0.226193,0.224675,0.229148,0.22521,0.225574,0.226885,0.224646,0.226933,0.234299,0.234249,0.232937,0.234277,0.238314,0.238975,0.241211,0.23711,0.242432,0.239371,0.23623,0.244626,0.239615,0.237996,0.237557,0.239257,0.2459,0.248072,0.239197,0.246525,0.241808,0.246083,0.243589,0.244607,0.247482,0.252732
112,0.237435,0.236254,0.23612,0.237569,0.24031,0.236159,0.235638,0.233714,0.236033,0.234619,0.235773,0.233828,0.233704,0.229405,0.23213,0.231143,0.229307,0.230202,0.226372,0.225627,0.223823,0.222181,0.223796,0.221145,0.216101,0.216883,0.217595,0.216219,0.215552,0.208132,0.211168,0.210876,0.217165,0.210944,0.215897,0.217436,0.218049,0.217985,0.21848,0.22226,0.223601,0.224204,0.224947,0.22498,0.228686,0.225682,0.228494,0.229869,0.232958,0.233614,0.234814,0.237365,0.238791,0.241263,0.241141,0.240501,0.238963,0.237956,0.236497,0.244139,0.23072,0.236993,0.235905,0.237617,0.244379
104,0.231269,0.225786,0.22892,0.228616,0.22254,0.228397,0.22758,0.226875,0.230647,0.227619,0.221378,0.221436,0.219442,0.218348,0.219533,0.218212,0.214996,0.212369,0.210331,0.213892,0.215816,0.217481,0.216483,0.213123,0.203372,0.203334,0.205878,0.202653,0.199414,0.204549,0.204434,0.2071,0.209594,0.206008,0.201187,0.203934,0.202033,0.205953,0.207476,0.206537,0.210313,0.212763,0.2166,0.215808,0.217923,0.21674,0.220391,0.215272,0.224111,0.225116,0.226498,0.229624,0.226643,0.227767,0.234834,0.228731,0.234694,0.233725,0.233248,0.235566,0.23413,0.239159,0.23889,0.247656,0.24548
96,0.218976,0.21873,0.224335,0.222044,0.219698,0.220946,0.217933,0.215281,0.215755,0.216247,0.2143,0.216177,0.216522,0.209924,0.210747,0.210682,0.211579,0.203336,0.206656,0.206287,0.195068,0.198919,0.197738,0.194743,0.199852,0.198997,0.1954,0.196547,0.191148,0.195813,0.192788,0.192905,0.20271,0.192681,0.194886,0.196657,0.198339,0.199662,0.200258,0.202806,0.20671,0.206964,0.208033,0.207713,0.209326,0.211267,0.208521,0.210667,0.213063,0.215617,0.210592,0.217092,0.219178,0.21973,0.225332,0.224627,0.229253,0.228534,0.229428,0.230713,0.232418,0.235148,0.237694,0.242337,0.243464
88,0.217138,0.218501,0.21642,0.211257,0.211702,0.208301,0.207165,0.20534,0.205017,0.20434,0.206168,0.203292,0.196471,0.194737,0.200395,0.197985,0.190643,0.188768,0.193462,0.189553,0.188154,0.186182,0.186573,0.18578,0.182973,0.186136,0.181029,0.179342,0.181049,0.179922,0.182205,0.184874,0.189568,0.194991,0.194129,0.188656,0.185019,0.187247,0.185313,0.192784,0.193429,0.198202,0.197567,0.193158,0.198068,0.199663,0.202906,0.205346,0.205208,0.20785,0.207551,0.205565,0.213449,0.212988,0.215461,0.216189,0.218606,0.221005,0.222105,0.224403,0.226804,0.227638,0.229798,0.232278,0.235888
80,0.20287,0.200817,0.203245,0.197801,0.201333,0.198976,0.193223,0.191683,0.191434,0.193533,0.186839,0.18706,0.183433,0.181443,0.186267,0.184514,0.17961,0.177924,0.181283,0.172738,0.170815,0.171159,0.16886,0.162866,0.166994,0.172202,0.166002,0.163059,0.161109,0.158026,0.162814,0.163201,0.17295,0.178901,0.173128,0.169319,0.16806,0.166832,0.170771,0.175051,0.182666,0.185141,0.18566,0.185156,0.187686,0.189871,0.189725,0.19203,0.193501,0.19475,0.194138,0.199051,0.195955,0.204283,0.203306,0.207969,0.211008,0.211818,0.216526,0.216359,0.222581,0.226757,0.227446,0.229433,0.232311
72,0.19537,0.198519,0.187921,0.184952,0.182258,0.182971,0.178959,0.17649,0.175875,0.174713,0.17274,0.168762,0.164817,0.167233,0.161598,0.165141,0.159041,0.159275,0.156529,0.148278,0.146368,0.1487,0.145274,0.142984,0.142075,0.138811,0.140092,0.138237,0.133212,0.138229,0.135722,0.139086,0.149682,0.149547,0.149236,0.146735,0.150427,0.150801,0.155529,0.165183,0.161401,0.163439,0.165704,0.173052,0.17416,0.174441,0.176375,0.176608,0.171243,0.177794,0.180005,0.180723,0.183125,0.185955,0.190613,0.191912,0.197238,0.198311,0.201249,0.203475,0.213312,0.211431,0.21692,0.225818,0.226381
64,0.188432,0.182661,0.181834,0.176946,0.175027,0.172896,0.16762,0.164375,0.160319,0.160793,0.15828,0.153533,0.150113,0.144914,0.141861,0.140971,0.136064,0.135918,0.130595,0.124813,0.127298,0.123246,0.126819,0.12204,0.117408,0.114896,0.11286,0.112358,0.115421,0.114278,0.107674,0.113591,0.11804,0.121649,0.124152,0.120796,0.118539,0.117267,0.124054,0.135416,0.138127,0.143835,0.144077,0.146054,0.147593,0.153107,0.153243,0.158718,0.157762,0.159837,0.162509,0.169728,0.170718,0.173463,0.174712,0.177658,0.183226,0.188313,0.192305,0.194528,0.195559,0.198934,0.208165,0.211346,0.208742
56,0.179172,0.171833,0.170229,0.167144,0.164169,0.160754,0.15986,0.153207,0.15243,0.146193,0.141461,0.137286,0.137152,0.133064,0.127523,0.123549,0.116402,0.112589,0.111082,0.112214,0.106787,0.101498,0.101661,0.0990742,0.0936505,0.0940619,0.0954708,0.0916006,0.0892126,0.0910828,0.0896541,0.0915707,0.0951686,0.0964599,0.0984125,0.0932043,0.0930799,0.0970853,0.105892,0.112938,0.121163,0.128924,0.127867,0.129042,0.132389,0.131617,0.134659,0.140339,0.143492,0.15108,0.152718,0.155802,0.152154,0.158841,0.160817,0.167229,0.169662,0.172743,0.179822,0.185283,0.190943,0.192377,0.198234,0.202725,0.207049
48,0.167127,0.167651,0.163189,0.157005,0.15723,0.153492,0.142972,0.144493,0.136052,0.133329,0.126056,0.124121,0.122814,0.11559,0.11063,0.10364,0.101221,0.0940202,0.0911918,0.0889953,0.0848161,0.0840267,0.0802654,0.0772856,0.075064,0.073448,0.0704458,0.068831,0.0698688,0.071073,0.068692,0.0696982,0.073227,0.076638,0.07551,0.0752943,0.0747299,0.0775863,0.0828728,0.0940534,0.101585,0.107258,0.10812,0.111535,0.111454,0.11292,0.121543,0.122082,0.125569,0.123514,0.128829,0.137456,0.141851,0.147113,0.151337,0.150459,0.154497,0.160659,0.168243,0.166193,0.16928,0.174706,0.178325,0.187427,0.189245
40,0.166153,0.160046,0.153967,0.151632,0.149773,0.143124,0.131243,0.131758,0.126879,0.122509,0.112912,0.111337,0.10169,0.101617,0.0939747,0.0895097,0.0862761,0.0824883,0.0784204,0.0746428,0.0702596,0.0642801,0.062439,0.0622332,0.0582606,0.0553239,0.0566182,0.0535538,0.0556187,0.0524839,0.0551725,0.0556288,0.0558264,0.0600204,0.0607067,0.0595452,0.0589204,0.0622934,0.064791,0.0752614,0.0810396,0.0856271,0.0904085,0.0966926,0.0980389,0.100321,0.103379,0.102498,0.110433,0.11235,0.118878,0.126198,0.128548,0.131447,0.133124,0.137962,0.144562,0.15219,0.154245,0.162094,0.162047,0.162735,0.171044,0.177353,0.180408
32,0.16819,0.161353,0.151884,0.149265,0.137873,0.130323,0.126472,0.119543,0.119505,0.11067,0.106993,0.0981057,0.0940647,0.0852647,0.085058,0.0794059,0.0739008,0.0696812,0.0650781,0.0606348,0.0593601,0.0532178,0.052586,0.0483491,0.047151,0.0448186,0.0423094,0.0422742,0.0426484,0.0417389,0.040213,0.0418521,0.0444749,0.0439763,0.046403,0.0446632,0.0452779,0.0476027,0.0522704,0.0588405,0.065917,0.0725309,0.0779741,0.0788357,0.0845801,0.0891607,0.085745,0.0949112,0.0969653,0.0971992,0.108155,0.113323,0.111443,0.116427,0.120516,0.129487,0.136051,0.139043,0.138315,0.140176,0.151674,0.15728,0.167556,0.176302,0.180865
24,0.165818,0.16018,0.151026,0.145799,0.135186,0.127768,0.118036,0.114408,0.111035,0.103638,0.0992131,0.0934969,0.0876336,0.0788257,0.07629,0.069805,0.063926,0.0623871,0.0584735,0.0526271,0.0500984,0.0456179,0.0428586,0.0404674,0.0399115,0.0366457,0.0355051,0.0334605,0.0327209,0.0328189,0.0312006,0.0308014,0.0315218,0.0331524,0.0340449,0.0347901,0.0364347,0.0379454,0.0430948,0.0497889,0.0591934,0.0637438,0.0684508,0.071958,0.0799627,0.0804712,0.082069,0.087735,0.0902233,0.0907319,0.0998503,0.100038,0.103957,0.110055,0.111758,0.113974,0.125401,0.133039,0.128446,0.135452,0.143528,0.150314,0.156853,0.162455,0.171137
16,0.167721,0.154981,0.142645,0.13716,0.127082,0.119337,0.11494,0.106007,0.0992255,0.0954458,0.0879014,0.0843034,0.0812579,0.0740265,0.0655419,0.0638617,0.0597959,0.0542057,0.0482931,0.0477558,0.0419343,0.0416188,0.0371832,0.0340599,0.03242,0.0306819,0.0288209,0.0279283,0.0270636,0.0262671,0.0238154,0.0214122,0.0201728,0.0228784,0.0233733,0.0243744,0.0258123,0.0285973,0.0344108,0.0424599,0.0506787,0.0583201,0.0614046,0.0701096,0.0719556,0.0712683,0.0771973,0.0792873,0.0852323,0.0853073,0.0880707,0.0931065,0.0952539,0.0962997,0.105768,0.108982,0.113038,0.115651,0.123661,0.129747,0.134675,0.138957,0.152256,0.165644,0.172678
8,0.161264,0.152155,0.141546,0.132668,0.125949,0.118403,0.112844,0.105694,0.0963971,0.0927942,0.0839661,0.0799255,0.0760039,0.0698891,0.0638192,0.0611579,0.0540328,0.0512352,0.0469417,0.0433219,0.0392805,0.0363851,0.0352794,0.0317276,0.0301549,0.0281518,0.0266974,0.0259714,0.0251957,0.0235089,0.0214628,0.0209498,0.0198224,0.0188617,0.0189952,0.020124,0.0225822,0.0263458,0.0314744,0.0389179,0.0472758,0.053654,0.0609752,0.0645173,0.0656287,0.0739665,0.074779,0.0767652,0.0773066,0.084296,0.0827635,0.0855638,0.0937901,0.0979299,0.0968178,0.104338,0.107407,0.106747,0.118387,0.126546,0.130617,0.137927,0.148837,0.160126,0.165222
0,0.164255,0.157168,0.147377,0.133549,0.124876,0.117343,0.11094,0.101282,0.0979746,0.0914881,0.0846671,0.0797245,0.0742534,0.0696142,0.0627304,0.0597458,0.0560844,0.0512755,0.0485967,0.0440658,0.0397813,0.0376943,0.0348827,0.0328582,0.0303811,0.0283867,0.0270626,0.0263313,0.0251638,0.0238609,0.0229358,0.0218794,0.0204744,0.0202663,0.0199725,0.0204361,0.0235292,0.0268761,0.0322632,0.0395818,0.0454843,0.0554757,0.0586751,0.0634877,0.0681759,0.0686042,0.0759851,0.0770651,0.0780329,0.0774022,0.0845519,0.0881226,0.0902046,0.0908962,0.0991706,0.0964181,0.106367,0.114425,0.117509,0.12163,0.13112,0.139693,0.149202,0.155579,0.170697
-8,0.164011,0.153654,0.144143,0.13805,0.125324,0.118434,0.114604,0.107551,0.099717,0.0949148,0.0880126,0.0849625,0.0777428,0.0703253,0.0687087,0.0629091,0.0571969,0.0552998,0.0501102,0.0487534,0.0435747,0.0424159,0.0383849,0.0355717,0.0331165,0.0313042,0.0292874,0.028301,0.0267654,0.0252698,0.023342,0.0223196,0.0212241,0.0210989,0.0219199,0.0227734,0.0250948,0.028908,0.0333128,0.0410109,0.0498447,0.0563099,0.0607863,0.0654649,0.0678165,0.0712245,0.0708649,0.0778502,0.0789772,0.084338,0.0830343,0.086106,0.0946344,0.0968638,0.105694,0.105087,0.104137,0.116036,0.121076,0.127453,0.131773,0.136249,0.147214,0.160241,0.170523
-16,0.164145,0.153809,0.14875,0.145179,0.133364,0.127642,0.122546,0.113905,0.108331,0.102943,0.0940092,0.0917916,0.08731,0.0809654,0.073975,0.0687842,0.0677043,0.061405,0.0568172,0.0547136,0.0498936,0.0479465,0.0437244,0.041431,0.0407773,0.0372749,0.0363464,0.0346139,0.0343552,0.0312524,0.0313818,0.0298383,0.0298698,0.0293677,0.0296688,0.0314632,0.0329774,0.0361453,0.0409281,0.0469679,0.055823,0.060059,0.0627975,0.0703857,0.0709027,0.0731524,0.0802108,0.0805535,0.0811873,0.0888437,0.0921508,0.0936035,0.0978204,0.101863,0.10093,0.112366,0.112244,0.12003,0.127048,0.130745,0.132628,0.14354,0.15302,0.163117,0.171592
-24,0.167142,0.158195,0.152418,0.14938,0.137863,0.134166,0.128598,0.122273,0.117271,0.109802,0.105917,0.101755,0.0931534,0.0897574,0.0820164,0.0815722,0.0741391,0.0700865,0.0667771,0.0637862,0.059427,0.0553161,0.0515103,0.0500048,0.0473544,0.0468537,0.0443642,0.0439961,0.0424335,0.0419139,0.0405693,0.040822,0.0435789,0.0429217,0.0419439,0.0418885,0.0427627,0.0461443,0.0488397,0.0558148,0.0615927,0.0668918,0.0739851,0.074161,0.0782078,0.0814289,0.0823152,0.0865216,0.0875801,0.0951824,0.0964015,0.103557,0.107465,0.1076,0.108183,0.120305,0.125761,0.136233,0.135816,0.140755,0.145835,0.148545,0.155045,0.162374,0.16622
-32,0.17242,0.161002,0.158243,0.151137,0.144735,0.142029,0.1367,0.124674,0.127173,0.121853,0.112355,0.109367,0.108263,0.0988916,0.0938408,0.0907386,0.0823834,0.0800165,0.0795587,0.0738913,0.0682674,0.0694332,0.0615471,0.0591478,0.0576652,0.0549702,0.0535077,0.0522278,0.0516771,0.05076,0.0520393,0.0521693,0.0548354,0.0536332,0.0546466,0.0526209,0.0541984,0.056919,0.0584204,0.0647088,0.0747157,0.075654,0.0804053,0.0838362,0.0851413,0.0856398,0.0938955,0.095507,0.0994872,0.101415,0.101063,0.110857,0.114358,0.117642,0.123797,0.129626,0.131345,0.135288,0.140819,0.15198,0.157154,0.162233,0.160232,0.168306,0.175952
-40,0.166521,0.162066,0.159673,0.152686,0.154634,0.143806,0.140771,0.137853,0.132656,0.128268,0.128906,0.120945,0.115717,0.108249,0.108352,0.104278,0.0928503,0.0950186,0.0906893,0.0846164,0.0838555,0.0782693,0.0743125,0.0743306,0.0702767,0.0682437,0.0683405,0.0676694,0.0643518,0.0658031,0.0631375,0.0633508,0.066419,0.0659765,0.067561,0.0651638,0.0654112,0.0665345,0.0718845,0.0804033,0.0867533,0.089148,0.0935133,0.0935968,0.0962596,0.101609,0.101008,0.103209,0.110047,0.111441,0.117618,0.119418,0.12055,0.126472,0.134768,0.139971,0.146215,0.143413,0.154764,0.159324,0.165895,0.164219,0.170736,0.174719,0.184878
-48,0.172007,0.171347,0.163971,0.165189,0.156631,0.149752,0.147384,0.146404,0.141339,0.135112,0.136849,0.131876,0.126581,0.123518,0.120991,0.11947,0.114711,0.107904,0.106469,0.101806,0.0935117,0.0958211,0.0935062,0.0892867,0.0843501,0.0881118,0.0838946,0.0818981,0.0792451,0.0800007,0.0775078,0.0806105,0.0833131,0.0812547,0.0793685,0.0809135,0.0815388,0.0811949,0.0883601,0.0955946,0.0985908,0.106183,0.108328,0.109048,0.110954,0.113379,0.116654,0.117102,0.123461,0.128389,0.131683,0.13825,0.139629,0.141587,0.146711,0.149115,0.155688,0.160012,0.165141,0.167474,0.164953,0.174325,0.184962,0.184928,0.18767
-56,0.172593,0.170647,0.170715,0.168705,0.163208,0.159646,0.157915,0.157274,0.151441,0.145562,0.149253,0.143892,0.140026,0.136598,0.13443,0.129089,0.124951,0.122701,0.119317,0.122869,0.115301,0.112695,0.110919,0.110134,0.108571,0.104018,0.103244,0.0992584,0.096703,0.0987656,0.0989705,0.0986422,0.0987001,0.102374,0.0978184,0.098308,0.0991685,0.100111,0.106419,0.115414,0.121272,0.123056,0.124573,0.127787,0.127543,0.131125,0.13274,0.133657,0.13716,0.142074,0.147692,0.147366,0.148275,0.151997,0.15863,0.159053,0.162621,0.169266,0.1749,0.173844,0.176446,0.188918,0.185684,0.196373,0.197763
-64,0.182482,0.178042,0.176827,0.173541,0.17327,0.172948,0.169547,0.165893,0.163591,0.161394,0.15757,0.156818,0.153974,0.15283,0.146303,0.143831,0.137954,0.139496,0.139032,0.134324,0.125504,0.131083,0.12609,0.126241,0.124189,0.121472,0.119823,0.117827,0.117732,0.117124,0.109661,0.116984,0.11863,0.125453,0.12152,0.119066,0.117164,0.118289,0.128129,0.134655,0.139154,0.135767,0.139506,0.142028,0.144572,0.144819,0.14831,0.148826,0.154355,0.158796,0.157145,0.158519,0.164733,0.167443,0.171349,0.173619,0.173924,0.178305,0.181732,0.186929,0.189292,0.196456,0.202145,0.20422,0.204672
-72,0.189536,0.18649,0.186948,0.186716,0.186496,0.181454,0.178883,0.180967,0.175714,0.175298,0.167975,0.165669,0.165242,0.164223,0.165006,0.159646,0.162252,0.156173,0.15438,0.146984,0.146489,0.154358,0.148423,0.14036,0.14409,0.140901,0.141236,0.134364,0.138979,0.137751,0.139392,0.137161,0.145973,0.145832,0.147466,0.14125,0.143074,0.141548,0.146376,0.152781,0.158183,0.155733,0.158691,0.162008,0.165015,0.162536,0.161679,0.167982,0.16622,0.170585,0.17504,0.178186,0.183259,0.180585,0.18051,0.184608,0.189547,0.191474,0.196175,0.192853,0.197233,0.19937,0.207634,0.218386,0.216903
-80,0.200412,0.195568,0.201186,0.195324,0.19501,0.190737,0.188708,0.19034,0.191685,0.187749,0.185342,0.18579,0.179089,0.180734,0.175762,0.17772,0.174557,0.170084,0.173932,0.170509,0.172,0.157564,0.165153,0.161198,0.162648,0.160175,0.157753,0.16113,0.159191,0.156783,0.155326,0.161869,0.166505,0.16707,0.162424,0.161809,0.162713,0.159766,0.166911,0.178266,0.180679,0.182564,0.185214,0.184299,0.178042,0.183991,0.187164,0.185296,0.187691,0.188308,0.190423,0.193693,0.195295,0.197301,0.198142,0.200292,0.202401,0.205728,0.208279,0.210532,0.20992,0.215036,0.216982,0.2175,0.219719
-88,0.212621,0.210588,0.210181,0.210014,0.209326,0.202899,0.20239,0.201965,0.199865,0.201984,0.197528,0.197969,0.197183,0.199632,0.190642,0.194889,0.188944,0.186693,0.185283,0.187317,0.180837,0.18146,0.182522,0.178123,0.179157,0.177279,0.176166,0.174878,0.173189,0.173329,0.174423,0.176313,0.182287,0.180824,0.180367,0.181153,0.177684,0.179674,0.179017,0.18585,0.185782,0.191267,0.190938,0.186735,0.189464,0.193017,0.193721,0.190585,0.192213,0.192069,0.199549,0.206394,0.207113,0.209145,0.210693,0.212998,0.222103,0.221378,0.221913,0.2267,0.220459,0.224566,0.222657,0.224774,0.229987
