SW Version,2022.1
Date and Time Started,2023-Nov-10 14:36:26
Date and Time Ended,2023-Nov-10 14:36:46
Scan Name,ff2-CA11
Link Settings,
Reset RX After Applying Settings,false
Open Area,15744
Horizontal Opening,273
Horizontal Percentage,53.85
Vertical Opening,65
Vertical Percentage,29.03
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-256,-248,-240,-232,-224,-216,-208,-200,-192,-184,-176,-168,-160,-152,-144,-136,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224,232,240,248,256
120,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
112,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251872,0.251903,0.251841,0.251841,0.251903,0.251872,0.251872,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
104,0.251872,0.251872,0.251903,0.251903,0.251903,0.251903,0.251903,0.251872,0.251903,0.251903,0.251903,0.251872,0.251841,0.251841,0.25181,0.25181,0.251717,0.251347,0.251532,0.250645,0.25022,0.250191,0.250251,0.249651,0.249472,0.248672,0.247592,0.247162,0.248116,0.248143,0.248348,0.250251,0.251378,0.25181,0.251779,0.251717,0.251779,0.251841,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251934,0.251841,0.251903,0.251934,0.251872,0.251872,0.251903,0.251903,0.251903
96,0.243246,0.24797,0.24998,0.250071,0.24983,0.249233,0.248908,0.247649,0.246904,0.245881,0.246137,0.24414,0.242574,0.242631,0.241156,0.238058,0.23715,0.236121,0.236748,0.234027,0.233921,0.232275,0.23313,0.230696,0.227385,0.22972,0.227942,0.227436,0.228227,0.229384,0.230589,0.234508,0.241782,0.24474,0.243354,0.242729,0.242641,0.245614,0.248109,0.251101,0.251255,0.251779,0.251779,0.25181,0.251779,0.251655,0.251748,0.251717,0.251655,0.25104,0.250918,0.250552,0.250491,0.250703,0.250919,0.249792,0.249141,0.248661,0.248487,0.249619,0.249261,0.250462,0.251102,0.25144,0.248583
88,0.203479,0.216186,0.224563,0.224849,0.225021,0.22314,0.221548,0.218906,0.219761,0.216522,0.215257,0.214654,0.214302,0.211312,0.211014,0.207805,0.205963,0.201757,0.202437,0.19596,0.195896,0.198338,0.192608,0.188573,0.189731,0.19153,0.18457,0.18236,0.179567,0.187133,0.184579,0.194023,0.217532,0.224134,0.223953,0.212418,0.205322,0.20191,0.207897,0.218008,0.229972,0.228776,0.234368,0.23471,0.236803,0.240878,0.235609,0.236455,0.23539,0.235326,0.234729,0.23041,0.228521,0.224948,0.226776,0.224649,0.217856,0.217009,0.216986,0.221467,0.219223,0.227542,0.236441,0.237258,0.230097
80,0.165046,0.167018,0.167631,0.166731,0.164954,0.165004,0.162672,0.161092,0.158337,0.157576,0.155701,0.152705,0.152522,0.150688,0.147314,0.147347,0.144222,0.143368,0.14088,0.140201,0.13878,0.136499,0.134836,0.132636,0.128494,0.124794,0.120687,0.117712,0.112103,0.10891,0.103454,0.109583,0.122553,0.137486,0.132332,0.116562,0.108084,0.109963,0.12303,0.142916,0.148869,0.152192,0.158634,0.161478,0.171145,0.177019,0.179521,0.185622,0.186122,0.188206,0.18688,0.183579,0.183921,0.181192,0.179373,0.176307,0.176748,0.173419,0.1741,0.173715,0.176023,0.181625,0.190014,0.192594,0.183358
72,0.143805,0.141559,0.139998,0.138067,0.135094,0.134068,0.132419,0.131447,0.130059,0.129183,0.12904,0.127847,0.127627,0.127606,0.127199,0.1268,0.126364,0.125251,0.123716,0.122144,0.1186,0.113512,0.10969,0.104052,0.0982584,0.0897739,0.0876508,0.0815143,0.0746594,0.0698063,0.0680337,0.0641545,0.0705451,0.072392,0.0651549,0.0563636,0.0474492,0.0437843,0.0506414,0.078079,0.0966193,0.1009,0.102767,0.101573,0.104401,0.110173,0.115704,0.121995,0.129804,0.137422,0.141118,0.144127,0.146088,0.146119,0.146315,0.145881,0.144123,0.144459,0.142884,0.143006,0.144296,0.146836,0.153689,0.151983,0.146146
64,0.128811,0.127133,0.126311,0.126085,0.126015,0.125975,0.125956,0.125942,0.125971,0.125958,0.125925,0.1258,0.125583,0.12503,0.12394,0.12202,0.118107,0.113599,0.108061,0.100096,0.0941509,0.0893374,0.0811914,0.0765082,0.0673232,0.0612066,0.0512711,0.0434851,0.0364123,0.0310431,0.0268721,0.0247987,0.0270968,0.0277808,0.0231407,0.0186993,0.0149934,0.012636,0.0148956,0.0256582,0.0404137,0.0477413,0.0532842,0.0577454,0.0615842,0.0648653,0.0683066,0.0720616,0.0757551,0.0820659,0.091199,0.09939,0.111915,0.117749,0.120199,0.123827,0.126275,0.128168,0.127532,0.127084,0.128214,0.128617,0.13168,0.131476,0.13076
56,0.125946,0.125926,0.125923,0.12592,0.12592,0.12592,0.12592,0.12589,0.125828,0.125427,0.124968,0.122604,0.120412,0.117241,0.10987,0.105089,0.0979141,0.0915909,0.0822611,0.0753707,0.0683113,0.0559494,0.0485164,0.0393146,0.0324787,0.027286,0.0212852,0.0177671,0.0148586,0.0119545,0.00969364,0.00866151,0.00893183,0.00880495,0.00731038,0.00468285,0.00352102,0.00324052,0.0058696,0.0096067,0.0153977,0.0191121,0.0223651,0.0226916,0.0277153,0.0326769,0.0385362,0.0432897,0.0486425,0.0536812,0.0588212,0.067252,0.0752837,0.0880644,0.101824,0.109206,0.115059,0.118177,0.122312,0.124855,0.12592,0.125975,0.125982,0.12599,0.125975
48,0.126789,0.125959,0.12592,0.125951,0.125951,0.125797,0.125243,0.124421,0.122545,0.119569,0.116494,0.108981,0.103017,0.0918373,0.0854176,0.0762348,0.0684117,0.0587216,0.0481016,0.0402891,0.0301138,0.0243101,0.0192393,0.015233,0.0124695,0.00922853,0.00657938,0.00466926,0.00305931,0.00167611,0.000887765,0.000515469,0.000549921,0.000577101,0.000324969,7.33148e-05,3.31407e-05,3.25446e-05,0.000279669,0.00217048,0.00344699,0.00308316,0.00256185,0.00268475,0.00367719,0.00616822,0.00950034,0.0147028,0.0211828,0.0291741,0.0360002,0.0441655,0.0519356,0.0585527,0.0675087,0.0799374,0.0951199,0.105065,0.11089,0.115799,0.119933,0.12443,0.125843,0.125959,0.125967
