SW Version,2022.1
Date and Time Started,2023-Nov-10 14:23:35
Date and Time Ended,2023-Nov-10 14:23:52
Scan Name,ff2-CA3
Link Settings,
Reset RX After Applying Settings,false
Open Area,0
Horizontal Opening,0
Horizontal Percentage,0.00
Vertical Opening,0
Vertical Percentage,0.00
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-256,-248,-240,-232,-224,-216,-208,-200,-192,-184,-176,-168,-160,-152,-144,-136,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224,232,240,248,256
120,0.247596,0.247912,0.248031,0.245831,0.24791,0.247392,0.243945,0.247939,0.247881,0.247794,0.245853,0.247219,0.247478,0.24768,0.246707,0.243794,0.246761,0.246816,0.247678,0.247969,0.244874,0.245685,0.248001,0.24791,0.246002,0.245158,0.24762,0.239618,0.244547,0.241454,0.244993,0.243269,0.247115,0.24791,0.246816,0.247451,0.247334,0.247018,0.24797,0.247879,0.24768,0.247969,0.247939,0.247939,0.247825,0.247939,0.245294,0.247939,0.24797,0.247348,0.24714,0.247041,0.247969,0.245929,0.245224,0.247262,0.247007,0.248116,0.24539,0.247104,0.247692,0.247651,0.248001,0.247939,0.246119
112,0.243891,0.242393,0.234081,0.244249,0.246392,0.243543,0.244468,0.239652,0.240491,0.237126,0.243335,0.240281,0.232528,0.242097,0.23104,0.239124,0.243533,0.240671,0.244327,0.245635,0.243381,0.246392,0.242136,0.243488,0.24139,0.243323,0.238738,0.220958,0.245292,0.243613,0.241017,0.240251,0.244114,0.240788,0.243205,0.238045,0.235037,0.234011,0.241574,0.231521,0.244435,0.247754,0.246398,0.24797,0.246384,0.246727,0.239733,0.247144,0.247734,0.245102,0.243685,0.245394,0.243459,0.243488,0.246349,0.247277,0.246349,0.247205,0.24455,0.236472,0.243909,0.24787,0.243461,0.245868,0.246079
104,0.217509,0.226806,0.244547,0.237271,0.240897,0.239539,0.240722,0.236168,0.233158,0.225101,0.239601,0.233587,0.234355,0.209378,0.227506,0.231737,0.226461,0.228895,0.217496,0.229113,0.232081,0.233841,0.228057,0.205172,0.21141,0.183696,0.22682,0.215222,0.22342,0.224414,0.216128,0.225927,0.240112,0.238318,0.235632,0.231185,0.240009,0.199432,0.230945,0.245453,0.242014,0.242651,0.24443,0.245561,0.242309,0.238304,0.240659,0.238409,0.239922,0.232728,0.242163,0.235397,0.238005,0.23595,0.231557,0.233013,0.234998,0.233971,0.23802,0.239585,0.238103,0.241487,0.24548,0.24477,0.241526
96,0.225588,0.231278,0.234539,0.228013,0.233175,0.242565,0.229698,0.232906,0.212149,0.229752,0.22787,0.222718,0.231074,0.217918,0.226803,0.226353,0.228165,0.2233,0.221166,0.219994,0.19966,0.207875,0.221677,0.215298,0.210701,0.214504,0.212151,0.222327,0.20925,0.211616,0.205558,0.21013,0.222231,0.212038,0.217933,0.214238,0.195868,0.201513,0.213199,0.219251,0.22012,0.21224,0.225863,0.22698,0.212199,0.235193,0.174117,0.244271,0.236825,0.233259,0.232703,0.226118,0.233159,0.231812,0.22661,0.230618,0.226647,0.229868,0.21224,0.213907,0.240334,0.233382,0.244143,0.233341,0.229811
88,0.232439,0.227156,0.214104,0.219675,0.215838,0.220667,0.228793,0.206127,0.203214,0.197267,0.192903,0.197063,0.19807,0.207989,0.186581,0.197922,0.21096,0.18623,0.197139,0.209534,0.16873,0.186057,0.171743,0.174738,0.174793,0.192014,0.175098,0.173542,0.164218,0.203465,0.168902,0.175717,0.190376,0.177744,0.187621,0.174702,0.176508,0.185015,0.195593,0.202569,0.225895,0.133575,0.219309,0.198006,0.209981,0.219845,0.217358,0.224289,0.211096,0.219854,0.21019,0.203072,0.213493,0.22179,0.233092,0.219417,0.214337,0.21659,0.210119,0.212679,0.215744,0.212302,0.211184,0.226303,0.214634
80,0.196961,0.22019,0.199742,0.191443,0.194886,0.192211,0.193413,0.184675,0.19049,0.177535,0.176341,0.17116,0.16288,0.191542,0.183837,0.188119,0.177789,0.184977,0.172687,0.166823,0.154621,0.160088,0.138044,0.141917,0.130006,0.17147,0.165798,0.14547,0.150303,0.149469,0.151746,0.150141,0.155857,0.150145,0.137851,0.136598,0.137688,0.158096,0.160209,0.184904,0.190601,0.173212,0.201241,0.185003,0.187685,0.195276,0.207732,0.210721,0.181705,0.172456,0.191975,0.1858,0.194845,0.188739,0.20949,0.19463,0.199319,0.185279,0.217138,0.205627,0.164604,0.209956,0.204491,0.206466,0.196227
72,0.174422,0.177325,0.168615,0.172221,0.180369,0.153038,0.180978,0.169365,0.165881,0.170509,0.171138,0.160937,0.177869,0.149805,0.130806,0.140825,0.133099,0.14339,0.12829,0.122135,0.125895,0.122093,0.117748,0.127635,0.128419,0.123367,0.114133,0.119935,0.110215,0.111047,0.115454,0.118954,0.112127,0.11061,0.113172,0.0935828,0.100306,0.0912939,0.107958,0.125144,0.134083,0.140252,0.12492,0.146548,0.146285,0.160373,0.129015,0.151977,0.145012,0.144263,0.175446,0.174468,0.171475,0.173274,0.167569,0.178313,0.16852,0.169196,0.164432,0.161652,0.144856,0.15469,0.192273,0.186399,0.186518
64,0.157027,0.167842,0.158827,0.154081,0.148515,0.148706,0.138546,0.136854,0.149664,0.140493,0.142368,0.138521,0.142516,0.130835,0.106062,0.124284,0.127522,0.114378,0.112571,0.0992956,0.100063,0.108628,0.0995174,0.0971046,0.11633,0.090067,0.0972021,0.0835485,0.0752802,0.0706875,0.0758802,0.0710173,0.0712675,0.0810233,0.0784838,0.0798749,0.0692522,0.0863942,0.0990876,0.104232,0.108171,0.0972416,0.104954,0.104244,0.118677,0.126474,0.128378,0.136197,0.136813,0.131489,0.130238,0.143061,0.148646,0.142005,0.169928,0.122586,0.160082,0.14587,0.143047,0.150857,0.156617,0.163053,0.186818,0.171483,0.165011
56,0.144909,0.130986,0.150071,0.138123,0.139108,0.134929,0.133668,0.132989,0.124113,0.129766,0.135693,0.117721,0.11744,0.111121,0.116881,0.110483,0.103473,0.0908198,0.0762481,0.09682,0.0928096,0.0841442,0.0785579,0.0804112,0.0705674,0.0531563,0.051125,0.0558247,0.0659815,0.0577269,0.0614363,0.0461953,0.0432525,0.0608634,0.0575999,0.0509145,0.0497727,0.045068,0.0605285,0.0594388,0.0773905,0.0897918,0.0801418,0.0939381,0.0921503,0.102286,0.105307,0.0967863,0.118174,0.107158,0.116518,0.108157,0.131008,0.115058,0.120865,0.127503,0.128638,0.1371,0.143982,0.147039,0.147206,0.138003,0.144967,0.162499,0.132536
48,0.143057,0.136396,0.131441,0.132811,0.122016,0.113857,0.116508,0.122056,0.116442,0.110881,0.0997878,0.104336,0.106857,0.0872522,0.0653312,0.0786726,0.0784756,0.0796417,0.0640174,0.0575259,0.0723019,0.0614554,0.0579661,0.051874,0.0562098,0.0490135,0.0387475,0.0451504,0.042402,0.0441646,0.0449636,0.0375118,0.0389123,0.0426774,0.0343512,0.0358168,0.0386196,0.0350843,0.0355173,0.0471404,0.0602439,0.0612351,0.0698493,0.0563956,0.0751582,0.0683472,0.0705725,0.0627521,0.0760909,0.0865452,0.0954506,0.0999197,0.102206,0.0928002,0.120952,0.103019,0.105211,0.10211,0.115248,0.132635,0.130323,0.14338,0.13643,0.146712,0.137059
