SW Version,2022.1
Date and Time Started,2023-Nov-10 14:34:43
Date and Time Ended,2023-Nov-10 14:35:03
Scan Name,ff2-CA12
Link Settings,
Reset RX After Applying Settings,false
Open Area,20096
Horizontal Opening,289
Horizontal Percentage,56.92
Vertical Opening,81
Vertical Percentage,35.48
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-256,-248,-240,-232,-224,-216,-208,-200,-192,-184,-176,-168,-160,-152,-144,-136,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224,232,240,248,256
16,0.133492,0.108719,0.0872367,0.0701771,0.0549406,0.0416487,0.0297681,0.0218626,0.0169009,0.012331,0.00758195,0.00441761,0.00245694,0.00143029,0.000557074,0.000162604,8.5832e-06,5.96056e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,9.53689e-07,4.61347e-05,0.000464804,0.0024691,0.00682853,0.0148963,0.0241949,0.034457,0.0478328,0.0647239,0.082824
8,0.136769,0.11462,0.0860315,0.0618406,0.0418466,0.0294649,0.0190983,0.0118324,0.00633106,0.00273601,0.00141659,0.000587115,8.24941e-05,7.39109e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.09949e-06,9.46536e-05,0.000656257,0.00257496,0.00737869,0.0161657,0.0302928,0.0490966,0.0710757
0,0.136277,0.11573,0.0874551,0.0652129,0.0474474,0.0330154,0.0227586,0.0162568,0.0114513,0.00685571,0.00378352,0.00160434,0.000437147,6.23474e-05,3.33791e-06,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.05318e-06,5.65061e-05,0.000565537,0.00154974,0.00291662,0.00567409,0.0106639,0.0202733,0.0381985,0.0567196,0.0770929
-8,0.137252,0.115798,0.088527,0.0645011,0.0467199,0.0326693,0.021836,0.0158231,0.0106534,0.00619302,0.00327628,0.00150432,0.000410801,3.95781e-05,1.66896e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.45712e-06,5.01879e-05,0.000411994,0.00137951,0.00260917,0.00525721,0.00941887,0.0195532,0.0360247,0.056813,0.077039
-16,0.133931,0.111331,0.0945582,0.080369,0.0668287,0.0539079,0.0415385,0.0328899,0.0256565,0.019565,0.01432,0.010104,0.00591406,0.00346559,0.00153902,0.00039447,6.49701e-05,3.81476e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,9.53689e-06,0.000148179,0.000684868,0.00174525,0.0032249,0.00618122,0.0113901,0.0206131,0.033635,0.0494395,0.0654234,0.0804804,0.0957213
-24,0.129645,0.118904,0.108652,0.101087,0.0928975,0.0845307,0.0746345,0.0636887,0.0511533,0.0406441,0.0332593,0.0254344,0.0193213,0.0146172,0.01009,0.00627742,0.003766,0.00202683,0.000692855,0.00011337,9.41768e-06,8.34478e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,1.19211e-06,3.49289e-05,0.000259999,0.00102212,0.00210586,0.00408751,0.00828744,0.0159082,0.0254644,0.0371568,0.0511733,0.0663076,0.0827904,0.099115,0.111138,0.117188
-32,0.126545,0.122363,0.120519,0.118629,0.113827,0.107134,0.101065,0.0924676,0.0840159,0.0736469,0.0608357,0.0487752,0.0388817,0.0302418,0.0238603,0.0184224,0.0142924,0.0103835,0.00642202,0.00385946,0.00208393,0.000887765,0.000215295,2.70609e-05,2.02659e-06,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-07,3.81476e-06,6.16321e-05,0.000390655,0.00122168,0.00227359,0.0045491,0.00935561,0.0177352,0.0278025,0.0394853,0.054372,0.0677715,0.0830547,0.0961672,0.10817,0.118545,0.123488,0.125497
-40,0.126536,0.125924,0.125859,0.125673,0.125059,0.123253,0.11929,0.114055,0.107426,0.100965,0.0937716,0.083947,0.0717479,0.0604407,0.0498242,0.0408484,0.0325282,0.0260266,0.0207093,0.0161768,0.0123647,0.00857994,0.00548311,0.00351673,0.00182166,0.000835312,0.000191334,3.79091e-05,3.69554e-06,7.15267e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,3.57633e-07,1.43053e-06,3.57633e-07,2.38422e-07,9.53689e-07,3.69554e-06,4.76844e-05,0.000282292,0.000930085,0.00188675,0.00320571,0.00674997,0.012835,0.0231845,0.0335084,0.0455302,0.0598439,0.0731558,0.086374,0.0988847,0.109815,0.117255,0.123723,0.125874,0.125959,0.125967
-48,0.125963,0.125922,0.12592,0.12592,0.125951,0.12589,0.125612,0.124846,0.123046,0.11968,0.114514,0.10797,0.102337,0.0962936,0.0891663,0.0781549,0.0680209,0.057761,0.0489197,0.0396341,0.0320899,0.0262454,0.0210602,0.0167319,0.0126974,0.00913484,0.00585088,0.00402171,0.00257603,0.00155845,0.000796569,0.000317936,0.000207189,0.000102998,1.21595e-05,8.34478e-07,2.38422e-07,2.38422e-07,1.33516e-05,0.000732791,0.00177183,0.00147667,0.00111522,0.00114347,0.00156417,0.0023388,0.00406689,0.00775099,0.0134982,0.0218629,0.0321762,0.0429006,0.0547362,0.0662673,0.0793043,0.093324,0.104761,0.113892,0.120721,0.124916,0.125866,0.125959,0.125959,0.125967,0.125975
-56,0.127922,0.12717,0.126586,0.126267,0.126137,0.126057,0.125994,0.12597,0.125919,0.125782,0.125066,0.123855,0.120982,0.116655,0.110773,0.106069,0.100371,0.0943592,0.0858904,0.0771074,0.0668748,0.0578916,0.0495062,0.0421117,0.0349198,0.0286607,0.0224756,0.0182993,0.0146001,0.0115578,0.00839811,0.00644968,0.00627253,0.00529524,0.00356131,0.00228563,0.00170758,0.00159016,0.00329321,0.00937287,0.0149011,0.0175883,0.017115,0.0173269,0.01931,0.0237097,0.0298603,0.0369297,0.0471529,0.0560018,0.0646287,0.0760446,0.0885755,0.100041,0.109615,0.118429,0.12331,0.125719,0.126185,0.126231,0.126333,0.12649,0.127312,0.127752,0.127531
-64,0.134098,0.131888,0.130141,0.129202,0.128766,0.128396,0.127968,0.127759,0.127579,0.12741,0.127209,0.126969,0.126574,0.125943,0.124243,0.121684,0.118484,0.1133,0.109093,0.103835,0.0985462,0.0902582,0.0810351,0.0727562,0.0655015,0.0571608,0.0494095,0.0427379,0.0365504,0.032018,0.0260784,0.0239739,0.0247336,0.0234873,0.0180707,0.0125878,0.0100779,0.00979341,0.0142838,0.0303274,0.0475304,0.0579462,0.061392,0.0637851,0.0680456,0.073519,0.0775813,0.0810598,0.0877193,0.0963396,0.103337,0.114206,0.120813,0.126605,0.130168,0.130688,0.130571,0.129929,0.129656,0.129756,0.129844,0.1309,0.135417,0.138383,0.135575
-72,0.148663,0.147,0.14571,0.14401,0.142552,0.140941,0.139581,0.138394,0.136843,0.136093,0.135199,0.133983,0.133218,0.132754,0.132324,0.131746,0.130889,0.129933,0.128275,0.124844,0.121425,0.116884,0.111683,0.108388,0.10149,0.0943431,0.0849252,0.0781311,0.0726881,0.0695489,0.0645658,0.0616648,0.0673208,0.0721304,0.0637286,0.0496041,0.0412198,0.040293,0.0508208,0.0839436,0.105912,0.11187,0.11349,0.116503,0.120695,0.125565,0.134328,0.141204,0.150001,0.156299,0.161651,0.163971,0.161805,0.159125,0.15534,0.154982,0.152622,0.150696,0.150277,0.149287,0.149558,0.152245,0.163064,0.169149,0.161111
-80,0.180779,0.187815,0.198114,0.201926,0.204993,0.202463,0.197709,0.19457,0.192044,0.190312,0.186375,0.181882,0.179381,0.179378,0.177068,0.174193,0.172427,0.170569,0.169207,0.168053,0.16609,0.163778,0.160928,0.157654,0.153463,0.149051,0.142936,0.138791,0.13416,0.130204,0.126035,0.13099,0.157342,0.172811,0.165471,0.150381,0.14079,0.137651,0.149848,0.169735,0.17795,0.181478,0.186814,0.193334,0.198334,0.204455,0.207901,0.212141,0.212074,0.209475,0.20786,0.206928,0.205106,0.201904,0.20024,0.198436,0.196366,0.19352,0.194066,0.195338,0.196726,0.201014,0.214104,0.216939,0.209388
-88,0.229909,0.23694,0.24362,0.24605,0.246562,0.244909,0.245155,0.242234,0.241499,0.240184,0.237417,0.235696,0.234447,0.234118,0.231954,0.230579,0.229072,0.227236,0.226429,0.225232,0.22225,0.222791,0.219926,0.218007,0.216781,0.213555,0.212032,0.208629,0.209374,0.208635,0.206416,0.212799,0.229999,0.238691,0.235981,0.22954,0.228904,0.228517,0.231468,0.235274,0.240968,0.24467,0.245754,0.247189,0.249096,0.248264,0.246508,0.246689,0.244997,0.243751,0.243647,0.241169,0.240711,0.239706,0.239516,0.238538,0.237565,0.236777,0.236355,0.236331,0.235917,0.238008,0.24357,0.245155,0.241099
-96,0.250706,0.251347,0.251872,0.251934,0.251872,0.251872,0.251872,0.251841,0.251841,0.251841,0.251779,0.251532,0.251409,0.251072,0.250675,0.250584,0.250221,0.249502,0.249442,0.248702,0.24882,0.247998,0.247854,0.247709,0.247248,0.246987,0.245937,0.245912,0.24398,0.244276,0.244081,0.246304,0.24986,0.25144,0.251163,0.250978,0.251007,0.251224,0.251102,0.251316,0.251624,0.251779,0.251872,0.251903,0.251903,0.251903,0.251903,0.251872,0.251872,0.251872,0.25181,0.251717,0.25181,0.251779,0.251686,0.251748,0.251378,0.251378,0.251133,0.250736,0.250463,0.251347,0.251872,0.251872,0.251655
-104,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251934,0.251872,0.251903,0.251872,0.251903,0.251841,0.251872,0.251841,0.251903,0.251841,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
-112,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
-120,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903,0.251903
Scan End
