SW Version,2022.1
Date and Time Started,2023-Nov-10 14:42:13
Date and Time Ended,2023-Nov-10 14:42:32
Scan Name,ff2-CA9
Link Settings,
Reset RX After Applying Settings,false
Open Area,3456
Horizontal Opening,49
Horizontal Percentage,10.77
Vertical Opening,17
Vertical Percentage,9.68
Dwell,BER
Dwell BER,1e-5
Dwell Time,0
Horizontal Increment,8
Horizontal Range,-0.500 UI to 0.500 UI
Vertical Increment,8
Vertical Range,100%
Misc Info,
Scan Start
2d statistical,-256,-248,-240,-232,-224,-216,-208,-200,-192,-184,-176,-168,-160,-152,-144,-136,-128,-120,-112,-104,-96,-88,-80,-72,-64,-56,-48,-40,-32,-24,-16,-8,0,8,16,24,32,40,48,56,64,72,80,88,96,104,112,120,128,136,144,152,160,168,176,184,192,200,208,216,224,232,240,248,256
24,0.144449,0.129306,0.115056,0.10406,0.0931175,0.0821337,0.0729692,0.0638552,0.0541921,0.04587,0.0376893,0.0300363,0.0230622,0.0176316,0.0131428,0.00997697,0.00717317,0.00497754,0.00323956,0.00201157,0.00112595,0.000653754,0.000364428,0.000217203,0.000111701,6.62814e-05,3.69554e-05,2.55112e-05,1.0729e-05,4.53002e-06,4.05318e-06,1.19211e-06,4.76844e-07,2.38422e-07,2.38422e-07,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.17239e-06,1.01329e-05,9.17926e-06,8.22557e-06,6.67582e-06,6.31819e-06,5.60292e-06,1.5259e-05,2.64649e-05,4.11278e-05,0.000107409,0.000209931,0.000447161,0.000927701,0.00194481,0.00353199,0.00603184,0.00975552,0.0148635,0.0212801,0.028514,0.0360913,0.0470641,0.0610916,0.0754477,0.0871736
16,0.14564,0.125998,0.108168,0.0922932,0.0777876,0.0656451,0.0532276,0.0432282,0.0331767,0.0247936,0.0182592,0.013384,0.00974447,0.00654111,0.00431365,0.0025715,0.00147512,0.000840677,0.000427729,0.000247959,0.000127914,6.4374e-05,3.76707e-05,1.65703e-05,7.5103e-06,1.90738e-06,2.50343e-06,3.57633e-07,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.76844e-07,2.38422e-07,4.76844e-07,2.38422e-07,3.57633e-07,3.57633e-07,1.0729e-06,4.05318e-06,9.89452e-06,2.30077e-05,5.82942e-05,0.000129582,0.00029314,0.000604043,0.00131049,0.00253264,0.00445993,0.00750553,0.0115375,0.0170806,0.0243287,0.0343283,0.0470395,0.0619897
8,0.146628,0.127919,0.106834,0.086257,0.0681763,0.0522937,0.039897,0.0307985,0.023962,0.0186199,0.0139252,0.00989893,0.00669096,0.00416249,0.00245539,0.00138833,0.000740659,0.000396019,0.000234846,0.000118377,6.61622e-05,3.68362e-05,1.94314e-05,9.6561e-06,4.05318e-06,2.02659e-06,7.15267e-07,4.76844e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,5.72213e-06,1.58551e-05,4.2916e-05,8.90507e-05,0.000221375,0.000496395,0.00109543,0.00211409,0.00404138,0.00748705,0.0135944,0.0249038,0.0393053,0.0551206
0,0.147002,0.128195,0.10572,0.0865411,0.0697305,0.0573363,0.0460729,0.0367081,0.0291519,0.0231928,0.018798,0.015128,0.0125862,0.00997232,0.007895,0.00572416,0.00396258,0.00259594,0.00168779,0.000987664,0.000545152,0.000276689,0.000171783,0.000102283,6.06785e-05,3.50481e-05,1.89546e-05,7.27188e-06,4.64923e-06,3.45712e-06,1.0729e-06,7.15267e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.76844e-07,9.53689e-07,1.54974e-06,1.19211e-06,1.54974e-06,3.57633e-07,2.38422e-07,7.15267e-07,3.57633e-07,4.76844e-07,8.34478e-07,9.77531e-06,1.76432e-05,4.04126e-05,8.70241e-05,0.000198606,0.000417954,0.000927701,0.0021129,0.004273,0.00806034,0.0143601,0.0248069,0.0396613,0.0544498,0.0684801
-8,0.146718,0.1289,0.106404,0.0854398,0.067681,0.0536217,0.0421942,0.0332383,0.0257947,0.0200323,0.0159611,0.0127907,0.00998938,0.00764811,0.00554546,0.00371319,0.00237624,0.00137462,0.000826371,0.000437505,0.000229958,0.000124695,7.30764e-05,4.67308e-05,2.71801e-05,1.57359e-05,6.31819e-06,3.09949e-06,1.90738e-06,1.43053e-06,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,8.34478e-07,3.57633e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,2.38422e-07,4.76844e-07,1.78817e-06,6.19898e-06,2.16964e-05,4.81613e-05,0.000117542,0.000242237,0.000527986,0.00118734,0.00247435,0.00513442,0.00968352,0.0184187,0.0315941,0.0464948,0.0615617
-16,0.145453,0.12693,0.110286,0.093434,0.0824692,0.070058,0.0587627,0.0492875,0.0413096,0.0334393,0.0272918,0.0226026,0.0188923,0.0158737,0.0132695,0.0109374,0.00878501,0.00652121,0.00479932,0.00320952,0.00206998,0.00125851,0.000733983,0.000409133,0.000230435,0.000146987,8.04675e-05,4.88766e-05,3.60018e-05,1.47822e-05,1.13251e-05,8.10636e-06,5.3645e-06,1.78817e-06,1.31132e-06,5.96056e-07,2.38422e-07,2.38422e-07,9.53689e-07,3.69554e-06,1.09674e-05,1.39477e-05,1.33516e-05,9.06004e-06,5.72213e-06,3.93397e-06,2.50343e-06,3.45712e-06,6.91424e-06,1.58551e-05,3.8982e-05,7.43877e-05,0.000162842,0.000368958,0.000795019,0.00166168,0.00357466,0.00663684,0.0115147,0.0185168,0.0283066,0.0415546,0.0580327,0.0711722,0.083536
-24,0.138917,0.126059,0.114824,0.108317,0.101211,0.0926222,0.0845531,0.0751654,0.0659334,0.0583956,0.0497923,0.0415006,0.0336023,0.027839,0.0231321,0.0194267,0.0164772,0.0144493,0.0124154,0.010139,0.00800162,0.0060831,0.00432116,0.00297098,0.00186351,0.00110389,0.000658165,0.000396377,0.000256662,0.000167849,0.000103475,8.02291e-05,5.66253e-05,3.43328e-05,1.84777e-05,1.06098e-05,4.76844e-06,5.24529e-06,5.84134e-06,3.30215e-05,6.37779e-05,9.63226e-05,9.33423e-05,8.36862e-05,6.35395e-05,5.79366e-05,5.26913e-05,6.47316e-05,9.81107e-05,0.000146749,0.000270013,0.000580439,0.00126912,0.0027322,0.00530287,0.0099167,0.0162162,0.0239916,0.0331095,0.0444838,0.0565552,0.0727819,0.0898328,0.101334,0.108668
-32,0.131476,0.12539,0.120699,0.117247,0.114089,0.110075,0.105331,0.0999896,0.0922491,0.0857449,0.0761224,0.0663989,0.0590578,0.0492955,0.040585,0.033644,0.0280371,0.0228922,0.0198829,0.0177001,0.0153446,0.0129541,0.0111475,0.00916657,0.0072621,0.0051951,0.00360161,0.00249819,0.00158145,0.00105752,0.000744712,0.000522145,0.000413186,0.000246648,0.000125768,7.36725e-05,6.17514e-05,4.43465e-05,6.11553e-05,0.000184896,0.000486262,0.000657568,0.000637541,0.000507839,0.000421888,0.000365978,0.000358468,0.000425464,0.000580439,0.00105299,0.00192359,0.00383168,0.0074433,0.0127634,0.0201104,0.0289474,0.0392859,0.050188,0.0623162,0.0731983,0.0858412,0.100445,0.113941,0.120543,0.123434
-40,0.129595,0.127066,0.12554,0.124783,0.12333,0.122473,0.120253,0.118267,0.113496,0.109955,0.103651,0.095916,0.0858885,0.0775307,0.0702776,0.0603951,0.0511789,0.0437941,0.0369705,0.0313958,0.0261772,0.0223411,0.0197385,0.0171222,0.015651,0.013492,0.0112229,0.00935874,0.00754475,0.00575754,0.0044455,0.00364118,0.00302164,0.00231115,0.0012758,0.000720274,0.000466711,0.000420219,0.000517138,0.00137868,0.00328355,0.0041799,0.00430257,0.00387531,0.00317638,0.00295346,0.00286929,0.00366574,0.00524612,0.00830735,0.0128596,0.0203175,0.0285548,0.0382571,0.0486067,0.0596709,0.0711651,0.083006,0.0938395,0.104872,0.114196,0.121896,0.125291,0.125875,0.126084
-48,0.133063,0.132329,0.131484,0.130665,0.129925,0.129129,0.128322,0.127285,0.125855,0.124286,0.121732,0.11748,0.113998,0.107796,0.103046,0.0945332,0.0872745,0.0780405,0.0689402,0.0612082,0.0526872,0.0457368,0.0385557,0.032268,0.0278107,0.0240047,0.0213552,0.0192519,0.0173674,0.0155544,0.0141469,0.013134,0.0124579,0.0115595,0.00861735,0.00591943,0.00431246,0.00364941,0.00443358,0.00871743,0.0142743,0.0179416,0.0193489,0.0197431,0.0201478,0.020294,0.0230585,0.0281817,0.0336589,0.0421975,0.0503137,0.0584455,0.0665355,0.0751711,0.0856199,0.0971141,0.107966,0.115577,0.121729,0.125644,0.127173,0.128458,0.131343,0.131373,0.129409
-56,0.14026,0.140571,0.141521,0.141924,0.142005,0.141555,0.140538,0.140161,0.139595,0.138137,0.136949,0.135573,0.134365,0.131277,0.128706,0.125078,0.119728,0.114527,0.108572,0.102365,0.0929317,0.083524,0.0758196,0.0682771,0.0604372,0.0518689,0.0455786,0.0388002,0.0341613,0.0306912,0.0283052,0.0277672,0.0305784,0.0329772,0.0291065,0.0224668,0.0187673,0.0170644,0.0193799,0.0304287,0.0436033,0.0506898,0.0550721,0.0582424,0.0633048,0.0685719,0.0749109,0.0804049,0.0849081,0.0912612,0.0988796,0.106898,0.11709,0.125832,0.131787,0.13693,0.139337,0.139671,0.139592,0.139599,0.14118,0.14651,0.154858,0.154053,0.150067
-64,0.158436,0.159994,0.160543,0.160811,0.160317,0.159439,0.157966,0.156672,0.156027,0.155624,0.15454,0.153536,0.153469,0.152537,0.151457,0.14971,0.147622,0.146179,0.144156,0.140184,0.13602,0.130238,0.121873,0.113117,0.106349,0.0987504,0.0905179,0.0809837,0.0756733,0.0695672,0.0641192,0.0644224,0.0711632,0.074621,0.0677029,0.0573821,0.051117,0.0490015,0.052234,0.074294,0.0967692,0.106531,0.113448,0.113323,0.114448,0.119089,0.124124,0.13004,0.137255,0.145402,0.15126,0.158578,0.163687,0.167145,0.165188,0.164977,0.165566,0.164802,0.165113,0.166669,0.167375,0.173019,0.180849,0.180249,0.174365
-72,0.185265,0.189998,0.191359,0.193644,0.193968,0.191026,0.188626,0.185754,0.182852,0.181669,0.178885,0.176479,0.174999,0.174412,0.172256,0.170676,0.169236,0.167702,0.166624,0.164968,0.162762,0.160696,0.158717,0.154237,0.151133,0.147654,0.142564,0.13629,0.131828,0.12664,0.12176,0.121344,0.136231,0.145241,0.132387,0.116299,0.104701,0.103905,0.113114,0.140899,0.156734,0.166431,0.169704,0.171039,0.176212,0.181699,0.186592,0.192706,0.193873,0.194035,0.195227,0.193771,0.193628,0.193061,0.193008,0.188994,0.19048,0.189606,0.1901,0.191596,0.191226,0.198881,0.203809,0.203198,0.197749
-80,0.222718,0.231451,0.238421,0.238009,0.237733,0.237006,0.235328,0.234932,0.232661,0.230696,0.229479,0.227205,0.227607,0.222468,0.220822,0.21862,0.217331,0.215102,0.214777,0.212957,0.208049,0.20881,0.205308,0.201831,0.199109,0.19635,0.195037,0.193573,0.189124,0.187361,0.187834,0.197629,0.218751,0.22862,0.22311,0.211836,0.200153,0.2009,0.203211,0.213472,0.218978,0.223325,0.224385,0.226572,0.228083,0.22953,0.229407,0.228686,0.228293,0.228331,0.226622,0.224918,0.222905,0.221921,0.219516,0.219631,0.217505,0.217844,0.21647,0.218046,0.219103,0.223261,0.228412,0.227458,0.22273
-88,0.245322,0.246503,0.247507,0.247536,0.247649,0.247536,0.247217,0.247073,0.246961,0.246818,0.246647,0.246474,0.246531,0.246191,0.245828,0.245769,0.245464,0.245019,0.244715,0.24441,0.24292,0.243512,0.242858,0.241895,0.24207,0.241089,0.24082,0.239773,0.239253,0.23866,0.23942,0.241543,0.245298,0.246844,0.246476,0.245066,0.244312,0.243735,0.243026,0.243838,0.24442,0.2446,0.244925,0.245459,0.245224,0.244805,0.244629,0.244926,0.244244,0.243661,0.242565,0.241994,0.242623,0.241314,0.240425,0.239862,0.238919,0.237794,0.23738,0.238154,0.238811,0.240779,0.243258,0.243719,0.240037
-96,0.247765,0.24791,0.24797,0.24791,0.24797,0.24791,0.24797,0.247881,0.247912,0.247881,0.247912,0.24791,0.247823,0.247883,0.247736,0.247794,0.247854,0.247854,0.247796,0.247825,0.247796,0.247709,0.247736,0.247707,0.247274,0.247478,0.247365,0.247102,0.247188,0.247274,0.247272,0.247356,0.247763,0.247818,0.247847,0.247729,0.247572,0.24773,0.247511,0.247538,0.24754,0.247663,0.247694,0.2476,0.247756,0.247723,0.247631,0.247632,0.247543,0.247538,0.247446,0.247323,0.247141,0.246927,0.246926,0.246655,0.246594,0.24626,0.246411,0.24605,0.246018,0.246805,0.247477,0.247478,0.246833
-104,0.247969,0.247969,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247969,0.247939,0.247969,0.247939,0.248,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.24791,0.24797,0.24791,0.24797,0.247939,0.247939,0.24791,0.24797,0.24797,0.24791,0.24791,0.247972,0.247969,0.247939,0.247939,0.24791,0.248001,0.24791,0.247909,0.247941,0.247941,0.247939,0.247941,0.247969,0.247939,0.247939,0.247909,0.247938,0.247939,0.247939,0.247941,0.247939,0.24791,0.247879,0.247909,0.247818,0.247756,0.247878,0.247909,0.247783,0.247816,0.247848,0.247879,0.247909,0.247848
-112,0.247969,0.247969,0.247969,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.247969,0.247969,0.247969,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247939,0.247969,0.247939,0.247939,0.248,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.248,0.247939,0.247939,0.247969,0.247939,0.247969,0.247939,0.247939,0.247939,0.24797,0.24797,0.247939,0.247969,0.247939,0.247939,0.247939,0.24797,0.247939,0.24797,0.247939,0.24791,0.24797,0.247969,0.247939,0.247939,0.247969,0.247939,0.247939
-120,0.247939,0.247939,0.24797,0.247969,0.247969,0.247939,0.247939,0.247939,0.24797,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247969,0.247969,0.247969,0.247969,0.247939,0.247939,0.247939,0.247939,0.247969,0.247939,0.247939,0.248,0.247939,0.247939,0.247939,0.24797,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.24797,0.247969,0.247939,0.247939,0.247969,0.247939,0.247969,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247939,0.247969
Scan End
